,交易年份,土地位置建物門牌,鄉鎮市區,屋齡,交易標的,交易年月日,建築完成年月,建物型態,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,車位類別,電梯,單價元平方公尺,修正地址
0,107,臺北市文山區辛亥路七段84巷5號4樓之5,文山區,18.0,房地(土地+建物),1070311,0891025,華廈(10層含以下有電梯),3,2,2,,有,149357,False
1,107,臺北市文山區興隆路二段203巷16號十樓,文山區,19.0,房地(土地+建物)+車位,1070426,0880510,住宅大樓(11層含以上有電梯),4,2,2,坡道平面,有,135640,False
2,107,臺北市文山區保儀路62之3號23樓,文山區,4.0,房地(土地+建物)+車位,1070420,1030613,住宅大樓(11層含以上有電梯),0,0,0,坡道平面,有,177772,False
3,107,臺北市大同區南京西路68號十五樓之1,大同區,12.0,房地(土地+建物)+車位,1070410,0951115,住宅大樓(11層含以上有電梯),2,2,1,坡道機械,有,132229,False
4,107,臺北市萬華區西園路二段320巷36弄53號二樓,萬華區,47.0,房地(土地+建物),1070419,0601012,公寓(5樓含以下無電梯),3,1,1,,無,101348,False
5,107,臺北市大同區承德路二段69號四樓,大同區,1.0,房地(土地+建物)+車位,1070322,1060925,住宅大樓(11層含以上有電梯),3,2,3,坡道平面,有,279783,False
6,107,臺北市內湖區民權東路六段296巷26號7樓之2,內湖區,22.0,房地(土地+建物),1070401,0850628,住宅大樓(11層含以上有電梯),2,2,1,,有,202293,False
7,107,臺北市中山區錦州街21號10樓,中山區,36.0,房地(土地+建物),1070403,0711204,套房(1房1廳1衛),1,1,1,,無,119234,False
8,107,臺北市內湖區內湖路一段91巷57號9樓之3,內湖區,15.0,房地(土地+建物)+車位,1070409,0921205,住宅大樓(11層含以上有電梯),1,2,1,坡道機械,有,147755,False
9,107,臺北市中山區林森北路85巷11號四樓之6,中山區,31.0,房地(土地+建物),1070410,0760710,套房(1房1廳1衛),1,1,1,,無,141497,False
10,107,臺北市內湖區成功路二段317巷17號8樓,內湖區,3.0,房地(土地+建物)+車位,1070414,1040630,住宅大樓(11層含以上有電梯),4,2,3,坡道平面,有,145378,False
11,107,臺北市中山區雙城街18巷3號五樓,中山區,45.0,房地(土地+建物),1070413,0620410,公寓(5樓含以下無電梯),4,2,2,,無,144594,False
12,107,臺北市內湖區康樂街186巷34號四樓,內湖區,12.0,房地(土地+建物)+車位,1070401,0951120,住宅大樓(11層含以上有電梯),3,2,2,坡道平面,有,125112,False
13,107,臺北市中山區長安東路一段65巷22號5樓,中山區,4.0,房地(土地+建物),1070413,1030703,華廈(10層含以下有電梯),0,0,0,,有,206521,False
14,107,臺北市南港區經貿二路235巷53號12樓,南港區,8.0,房地(土地+建物)+車位,1070408,0990409,住宅大樓(11層含以上有電梯),3,2,2,坡道平面,有,188616,False
15,107,臺北市信義區永吉路73號12樓,信義區,18.0,房地(土地+建物),1070414,0891026,住宅大樓(11層含以上有電梯),3,2,2,,有,242627,False
16,107,臺北市南港區經貿二路235巷31號九樓,南港區,4.0,房地(土地+建物)+車位,1070323,1031204,住宅大樓(11層含以上有電梯),3,2,2,坡道平面,有,211898,False
17,107,臺北市北投區公館路231巷10號五樓,北投區,25.0,房地(土地+建物),1070417,0821019,公寓(5樓含以下無電梯),3,2,2,,無,138510,False
18,107,臺北市北投區知行路214巷33號10樓,北投區,7.0,房地(土地+建物)+車位,1070326,1000919,住宅大樓(11層含以上有電梯),4,2,3,坡道平面,有,110634,False
19,107,臺北市大安區忠孝東路四段77巷17號六樓之1,大安區,2.0,房地(土地+建物)+車位,1070410,1051209,華廈(10層含以下有電梯),1,2,1,塔式車位,有,412569,False
20,107,臺北市大安區羅斯福路二段111號十三樓之1,大安區,1.0,房地(土地+建物)+車位,1070418,1060828,住宅大樓(11層含以上有電梯),3,2,2,坡道平面,有,347829,False
21,107,臺北市萬華區長沙街二段88號4樓之1,萬華區,12.0,房地(土地+建物)+車位,1070304,0950127,住宅大樓(11層含以上有電梯),2,2,2,其他,有,166648,False
22,107,臺北市中山區北安路821巷4弄6號,中山區,42.0,房地(土地+建物),1070325,0650114,公寓(5樓含以下無電梯),4,2,2,,無,203293,False
23,107,臺北市內湖區文德路210巷30弄6號6樓之5,內湖區,8.0,房地(土地+建物)+車位,1070428,0990324,住宅大樓(11層含以上有電梯),2,1,1,坡道機械,有,179229,False
24,107,臺北市內湖區金龍路203之1號2樓,內湖區,32.0,房地(土地+建物),1070416,0750121,華廈(10層含以下有電梯),3,2,2,,有,165518,False
25,107,臺北市南港區福德街339巷26號3樓,南港區,43.0,房地(土地+建物),1070410,0641203,公寓(5樓含以下無電梯),2,2,1,,無,126803,False
26,107,臺北市松山區三民路43巷2號9樓之1,松山區,12.0,房地(土地+建物)+車位,1070327,0951218,住宅大樓(11層含以上有電梯),3,2,2,坡道平面,有,195387,False
27,107,臺北市松山區八德路二段441號7樓之1,松山區,37.0,房地(土地+建物),1070306,0700907,住宅大樓(11層含以上有電梯),3,2,2,,有,227144,False
28,107,臺北市南港區南港路二段178巷26號12樓,南港區,25.0,房地(土地+建物),1070408,0821123,住宅大樓(11層含以上有電梯),2,2,1,,有,193638,False
29,107,臺北市南港區向陽路258巷25號2樓,南港區,11.0,房地(土地+建物)+車位,1070330,0961217,華廈(10層含以下有電梯),3,2,2,坡道平面,有,167313,False
30,107,臺北市士林區延平北路六段213號5樓之2,士林區,2.0,房地(土地+建物)+車位,1070409,1050525,住宅大樓(11層含以上有電梯),3,2,2,坡道平面,有,120498,False
31,107,臺北市士林區中山北路七段114巷63之1號,士林區,35.0,房地(土地+建物),1070417,0720301,華廈(10層含以下有電梯),3,2,2,,有,134005,False
32,107,臺北市大安區忠孝東路四段205巷7弄8號11樓之1,大安區,41.0,房地(土地+建物)+車位,1070317,0660713,住宅大樓(11層含以上有電梯),5,2,2,坡道平面,有,279923,False
33,107,臺北市士林區士東路266巷12弄6之1號,士林區,37.0,房地(土地+建物),1070427,0700904,公寓(5樓含以下無電梯),2,1,1,,無,173210,False
34,107,臺北市士林區忠誠路一段18號4樓,士林區,13.0,房地(土地+建物)+車位,1070423,0941228,住宅大樓(11層含以上有電梯),3,2,2,升降機械,有,286669,False
35,107,臺北市北投區西安街一段165巷6弄2號,北投區,44.0,房地(土地+建物),1070413,0631118,公寓(5樓含以下無電梯),3,1,1,,無,87873,False
36,107,臺北市士林區天母北路55號三樓,士林區,32.0,房地(土地+建物),1070416,0751212,華廈(10層含以下有電梯),4,2,2,,有,81004,False
37,107,臺北市士林區天母北路57號三樓,士林區,32.0,房地(土地+建物),1070416,0751212,華廈(10層含以下有電梯),3,2,2,,有,82787,False
38,107,臺北市信義區松山路540巷18號3樓,信義區,28.0,房地(土地+建物),1070405,0790618,華廈(10層含以下有電梯),3,2,2,,有,161884,False
39,107,臺北市中山區敬業三路170號5樓,中山區,18.0,房地(土地+建物)+車位,1070211,0890628,華廈(10層含以下有電梯),4,1,2,坡道平面,有,157311,False
40,107,臺北市文山區木新路三段95巷42號6樓之2,文山區,11.0,房地(土地+建物)+車位,1070413,0961031,住宅大樓(11層含以上有電梯),3,2,2,坡道平面,有,183073,False
41,107,臺北市大安區臥龍街318號10樓之1,大安區,8.0,房地(土地+建物)+車位,1070407,0990513,住宅大樓(11層含以上有電梯),2,2,1,坡道平面,有,161769,False
42,107,臺北市士林區葫蘆街135巷20號4樓,士林區,32.0,房地(土地+建物),1070411,0750109,公寓(5樓含以下無電梯),3,2,2,,無,74294,False
43,107,臺北市士林區光華路26巷7號七樓,士林區,40.0,房地(土地+建物),1070402,0670714,套房(1房1廳1衛),1,1,1,,無,113602,False
46,107,臺北市士林區中山北路七段14巷31弄12號2樓,士林區,32.0,房地(土地+建物),1070401,0751103,華廈(10層含以下有電梯),3,2,2,,有,176571,False
47,107,臺北市北投區明德路150巷28號六樓,北投區,37.0,房地(土地+建物),1070321,0701222,華廈(10層含以下有電梯),3,2,2,,有,163165,False
48,107,臺北市北投區自強街46巷1號二樓,北投區,46.0,房地(土地+建物),1070429,0610325,公寓(5樓含以下無電梯),3,0,3,,無,149701,False
49,107,臺北市士林區中正路675號10樓,士林區,35.0,房地(土地+建物),1070419,0721011,住宅大樓(11層含以上有電梯),3,2,2,,有,110561,False
50,107,臺北市北投區中正街49巷16號4樓之2,北投區,11.0,房地(土地+建物)+車位,1070407,0960214,住宅大樓(11層含以上有電梯),2,2,1,坡道機械,有,168634,False
51,107,臺北市士林區社中街259號3樓,士林區,42.0,房地(土地+建物),1070328,0650729,公寓(5樓含以下無電梯),3,1,2,,無,108279,False
52,107,臺北市信義區基隆路一段350號四樓之55,信義區,45.0,房地(土地+建物),1070322,0621124,其他,2,1,1,,無,251040,False
53,107,臺北市松山區南京東路五段316號九樓之6,松山區,29.0,房地(土地+建物),1070418,0780621,套房(1房1廳1衛),1,1,1,,無,196628,False
54,107,臺北市松山區敦化北路155巷100弄15號三樓,松山區,36.0,房地(土地+建物),1070328,0710714,公寓(5樓含以下無電梯),3,2,1,,無,183959,False
55,107,臺北市松山區敦化北路165巷3號6樓,松山區,27.0,房地(土地+建物),1070325,0800307,華廈(10層含以下有電梯),3,2,2,,有,239867,False
56,107,臺北市中山區長春路258巷27號十樓,中山區,2.0,房地(土地+建物)+車位,1070423,1051124,住宅大樓(11層含以上有電梯),0,0,0,坡道平面,有,367873,False
57,107,臺北市內湖區麗山街46巷5弄3號,內湖區,38.0,房地(土地+建物),1070507,0691024,公寓(5樓含以下無電梯),3,2,2,,無,211658,False
58,107,臺北市內湖區文德路22巷27弄8號二樓,內湖區,36.0,房地(土地+建物),1070404,0710501,公寓(5樓含以下無電梯),3,2,2,,無,128841,False
59,107,臺北市中山區新生北路二段62巷16號十八樓之2,中山區,2.0,房地(土地+建物)+車位,1070327,1050322,住宅大樓(11層含以上有電梯),4,2,3,坡道平面,有,237224,False
60,107,臺北市中山區新生北路二段62巷16號十九樓之2,中山區,2.0,房地(土地+建物)+車位,1070327,1050322,住宅大樓(11層含以上有電梯),3,2,3,坡道平面,有,239629,False
61,107,臺北市內湖區星雲街133號12樓之3,內湖區,14.0,房地(土地+建物)+車位,1070419,0931222,住宅大樓(11層含以上有電梯),3,2,2,坡道平面,有,214749,False
62,107,臺北市內湖區成功路四段323巷9弄13號4樓,內湖區,36.0,房地(土地+建物),1070404,0710828,公寓(5樓含以下無電梯),3,2,2,,無,119648,False
63,107,臺北市中山區北安路829號10樓之5,中山區,8.0,房地(土地+建物),1070413,0991224,住宅大樓(11層含以上有電梯),1,1,1,,有,241360,False
64,107,臺北市中山區民生西路54號12樓之2,中山區,27.0,房地(土地+建物),1070328,0800201,套房(1房1廳1衛),0,0,0,,無,203002,False
65,107,臺北市中山區新生北路3段1號6樓之4,中山區,37.0,房地(土地+建物),1070329,0700122,套房(1房1廳1衛),1,1,1,,無,172789,False
66,107,臺北市中山區長安東路二段171號十二樓,中山區,35.0,房地(土地+建物),1070403,0720127,住宅大樓(11層含以上有電梯),3,2,2,,有,173807,False
67,107,臺北市內湖區文德路210巷30弄17號2樓,內湖區,37.0,房地(土地+建物),1070324,0700626,公寓(5樓含以下無電梯),5,0,5,,無,147579,False
68,107,臺北市大同區重慶北路三段137巷50號三樓,大同區,41.0,房地(土地+建物),1070416,0661219,公寓(5樓含以下無電梯),3,1,1,,無,92873,False
69,107,臺北市大同區大龍街133號二樓,大同區,33.0,房地(土地+建物),1070425,0740424,華廈(10層含以下有電梯),4,2,2,,有,47125,False
70,107,臺北市文山區育英街10號三樓,文山區,49.0,房地(土地+建物),1070416,0580610,公寓(5樓含以下無電梯),4,2,2,,無,127826,False
71,107,臺北市文山區興隆路三段207巷9弄9號三樓,文山區,36.0,房地(土地+建物),1070416,0710225,公寓(5樓含以下無電梯),2,2,1,,無,109375,False
72,107,臺北市文山區汀州路四段221號四樓,文山區,8.0,房地(土地+建物)+車位,1070421,0991105,住宅大樓(11層含以上有電梯),3,2,2,坡道平面,有,134338,False
73,107,臺北市文山區興隆路四段105巷27號13樓,文山區,23.0,房地(土地+建物)+車位,1070401,0840821,住宅大樓(11層含以上有電梯),2,2,1,坡道平面,有,114303,False
74,107,臺北市文山區木柵路二段109巷100弄46號12樓,文山區,22.0,房地(土地+建物),1070331,0850925,住宅大樓(11層含以上有電梯),3,2,2,,有,123487,False
75,107,臺北市文山區秀明路一段103巷8弄12號,文山區,41.0,房地(土地+建物),1070408,0661128,透天厝,2,2,2,,無,209406,False
76,107,臺北市文山區萬芳路107巷17號9樓,文山區,10.0,房地(土地+建物),1070306,0970623,住宅大樓(11層含以上有電梯),4,2,3,,有,166030,False
77,107,臺北市文山區木新路三段243巷1弄8號四樓,文山區,38.0,房地(土地+建物),1070413,0690611,公寓(5樓含以下無電梯),3,2,1,,無,124660,False
78,107,臺北市中正區信義路二段161巷2弄1號5樓,中正區,10.0,房地(土地+建物),1070416,0971016,套房(1房1廳1衛),1,1,1,,無,338583,False
79,107,臺北市萬華區寶興街140巷10號四樓,萬華區,37.0,房地(土地+建物),1070418,0701229,公寓(5樓含以下無電梯),3,2,1,,無,90960,False
80,107,臺北市內湖區文湖街21巷112弄13號5樓,內湖區,17.0,房地(土地+建物),1070317,0901023,住宅大樓(11層含以上有電梯),2,2,1,,有,148221,False
81,107,臺北市內湖區內湖路一段285巷69弄70號2樓,內湖區,35.0,房地(土地+建物),1070321,0720331,公寓(5樓含以下無電梯),2,2,1,,無,135637,False
82,107,臺北市中山區雙城街19巷8號十三樓之2,中山區,10.0,房地(土地+建物),1070410,0970312,住宅大樓(11層含以上有電梯),0,0,1,,有,192647,False
83,106,臺北市中山區南京東路二段23號五樓之3,中山區,0.0,房地(土地+建物)+車位,1061009,1061208,住宅大樓(11層含以上有電梯),4,2,2,坡道平面,有,296343,False
84,107,臺北市內湖區星雲街16巷21號4樓,內湖區,34.0,房地(土地+建物),1070416,0730402,公寓(5樓含以下無電梯),3,2,2,,無,132635,False
85,107,臺北市中山區新生北路二段96號七樓之6,中山區,36.0,房地(土地+建物),1070424,0711224,套房(1房1廳1衛),1,1,1,,無,132680,False
86,107,臺北市內湖區內湖路一段285巷65弄29之1號,內湖區,37.0,房地(土地+建物),1070317,0701214,公寓(5樓含以下無電梯),4,2,2,,無,174603,False
87,107,臺北市內湖區新明路475巷13號之1四樓,內湖區,35.0,房地(土地+建物),1070311,0720913,公寓(5樓含以下無電梯),3,2,1,,無,121139,False
88,106,臺北市南港區重陽路499號七樓之4,南港區,11.0,房地(土地+建物)+車位,1061107,0950418,套房(1房1廳1衛),1,1,1,坡道平面,無,100169,False
89,107,臺北市松山區健康路410號三樓,松山區,7.0,房地(土地+建物)+車位,1070326,1000706,住宅大樓(11層含以上有電梯),4,2,3,坡道機械,有,224068,False
90,107,臺北市士林區中山北路六段172巷8號,士林區,7.0,房地(土地+建物),1070409,1001223,華廈(10層含以下有電梯),2,2,2,,有,289567,False
91,107,臺北市北投區清江路207巷23號,北投區,41.0,房地(土地+建物),1070403,0661223,公寓(5樓含以下無電梯),2,2,1,,無,171468,False
92,107,臺北市松山區民生東路五段147號十三樓之1,松山區,35.0,房地(土地+建物),1070418,0720129,住宅大樓(11層含以上有電梯),2,2,1,,有,196882,False
93,107,臺北市北投區明德路286號四樓,北投區,18.0,房地(土地+建物)+車位,1070418,0890426,華廈(10層含以下有電梯),1,1,1,坡道平面,有,136760,False
94,107,臺北市北投區崗山路18號七樓,北投區,10.0,房地(土地+建物)+車位,1070417,0971021,華廈(10層含以下有電梯),3,2,2,坡道平面,有,146628,False
95,107,臺北市士林區前街29號二樓,士林區,39.0,房地(土地+建物),1070502,0681114,公寓(5樓含以下無電梯),4,1,1,,無,143824,False
96,107,臺北市士林區通河東街一段162號及162號二樓,士林區,48.0,房地(土地+建物),1070409,0590515,公寓(5樓含以下無電梯),0,0,2,,無,117527,False
97,107,臺北市北投區復興三路58號二樓,北投區,1.0,房地(土地+建物)+車位,1070122,1061205,華廈(10層含以下有電梯),3,2,2,坡道平面,有,177705,False
98,107,臺北市北投區三合街一段118巷6號二樓,北投區,1.0,房地(土地+建物)+車位,1070310,1061128,華廈(10層含以下有電梯),3,2,2,坡道平面,有,201034,False
99,107,臺北市大安區信義路三段43號十五樓之1,大安區,30.0,房地(土地+建物),1070402,0770121,住宅大樓(11層含以上有電梯),3,2,2,,有,281162,False
100,107,臺北市大安區忠孝東路四段170巷18弄2號五樓,大安區,25.0,房地(土地+建物)+車位,1070401,0821115,華廈(10層含以下有電梯),4,2,2,升降平面,有,263624,False
101,107,臺北市大安區麗水街21巷3之2號,大安區,47.0,房地(土地+建物),1070313,0600625,華廈(10層含以下有電梯),4,2,2,,有,264568,False
102,107,臺北市大安區復興南路一段107巷23號七樓,大安區,36.0,房地(土地+建物)+車位,1070331,0710930,華廈(10層含以下有電梯),4,2,2,坡道平面,有,217763,False
103,107,臺北市文山區辛亥路四段77巷92弄9號11樓~3,文山區,15.0,房地(土地+建物)+車位,1070409,0920922,住宅大樓(11層含以上有電梯),2,2,1,坡道平面,有,123135,False
104,107,臺北市中正區同安街28巷11號6樓之1,中正區,34.0,房地(土地+建物),1070412,0730525,華廈(10層含以下有電梯),3,2,2,,有,175855,False
105,107,臺北市文山區興隆路四段179巷13號四樓,文山區,30.0,房地(土地+建物),1070327,0770824,公寓(5樓含以下無電梯),4,2,2,,無,123807,False
106,107,臺北市內湖區成功路五段44號3樓,內湖區,23.0,房地(土地+建物),1070322,0840725,住宅大樓(11層含以上有電梯),3,2,2,,有,168158,False
107,107,臺北市內湖區內湖路2段336號之1號7樓,內湖區,4.0,房地(土地+建物)+車位,1070503,1031023,住宅大樓(11層含以上有電梯),3,2,2,坡道平面,有,172450,False
108,107,臺北市內湖區內湖路一段629巷12弄22號4樓,內湖區,37.0,房地(土地+建物),1070408,0701015,公寓(5樓含以下無電梯),3,2,2,,無,155753,False
109,107,臺北市松山區南京東路五段291巷29弄22號4樓之1,松山區,15.0,房地(土地+建物),1070423,0920904,華廈(10層含以下有電梯),3,1,1,,有,197133,False
110,107,臺北市南港區中南街140號5樓,南港區,21.0,房地(土地+建物),1070227,0861110,華廈(10層含以下有電梯),3,2,1,,有,163748,False
111,107,臺北市北投區三合街一段79巷30號3樓,北投區,2.0,房地(土地+建物)+車位,1070410,1050712,華廈(10層含以下有電梯),3,2,2,坡道平面,有,137447,False
112,107,臺北市北投區三合街一段117巷57號2樓,北投區,1.0,房地(土地+建物)+車位,1070324,1060726,華廈(10層含以下有電梯),4,2,2,坡道平面,有,212693,False
113,107,臺北市北投區三合街一段117巷57號3樓,北投區,1.0,房地(土地+建物)+車位,1070324,1060726,華廈(10層含以下有電梯),4,2,2,坡道平面,有,218419,False
114,107,臺北市士林區芝玉路一段197巷26號3樓,士林區,33.0,房地(土地+建物),1070312,0741130,公寓(5樓含以下無電梯),3,2,2,,無,150504,False
115,107,臺北市大安區建國南路一段42號10樓之5,大安區,28.0,房地(土地+建物)+車位,1070412,0790515,住宅大樓(11層含以上有電梯),3,2,2,坡道平面,有,204306,False
116,107,臺北市北投區泉源路48號2樓,北投區,18.0,房地(土地+建物),1070422,0890615,住宅大樓(11層含以上有電梯),1,2,1,,有,140732,False
117,107,臺北市北投區珠海路109巷14號2樓,北投區,23.0,房地(土地+建物)+車位,1070410,0841211,華廈(10層含以下有電梯),4,2,2,坡道平面,有,84998,False
118,107,臺北市士林區文林路587巷7弄4號4樓,士林區,48.0,房地(土地+建物),1070329,0590703,公寓(5樓含以下無電梯),3,2,1,,無,123990,False
119,107,臺北市北投區行義路154巷23號6樓之1,北投區,37.0,房地(土地+建物),1070402,0700514,華廈(10層含以下有電梯),2,2,1,,有,110156,False
120,107,臺北市中山區中山北路一段126巷9弄2號3樓,中山區,46.0,房地(土地+建物),1070413,0610522,公寓(5樓含以下無電梯),2,2,1,,無,181547,False
121,107,臺北市文山區政大一街268號,文山區,13.0,房地(土地+建物)+車位,1070307,0941228,透天厝,7,3,2,其他,無,136196,False
122,107,臺北市中正區牯嶺街118號5樓,中正區,35.0,房地(土地+建物),1070416,0721109,華廈(10層含以下有電梯),3,2,1,,有,190878,False
123,107,臺北市大安區瑞安街208巷47弄28號二樓之2,大安區,23.0,房地(土地+建物),1070408,0840511,套房(1房1廳1衛),1,1,1,,無,246914,False
124,107,臺北市大安區和平東路一段111號11樓,大安區,4.0,房地(土地+建物)+車位,1070412,1031224,住宅大樓(11層含以上有電梯),1,2,5,坡道平面,有,428062,False
125,107,臺北市大安區和平東路二段118巷45號,大安區,51.0,房地(土地+建物),1070418,0561107,公寓(5樓含以下無電梯),3,2,1,,無,353130,False
126,107,臺北市大安區瑞安街244巷16號十樓,大安區,1.0,房地(土地+建物),1070327,1060111,住宅大樓(11層含以上有電梯),0,0,2,,有,421039,False
127,107,臺北市大安區瑞安街244巷18號十樓,大安區,1.0,房地(土地+建物),1070327,1060111,住宅大樓(11層含以上有電梯),0,0,2,,有,421121,False
128,107,臺北市大安區安和路二段71巷15號2樓,大安區,38.0,房地(土地+建物),1070325,0691211,公寓(5樓含以下無電梯),3,2,2,,無,186323,False
129,107,臺北市大安區泰順街7之1號,大安區,48.0,房地(土地+建物),1070328,0590325,公寓(5樓含以下無電梯),3,2,2,,無,193340,False
130,107,臺北市大安區安和路二段35巷3號5樓,大安區,33.0,房地(土地+建物),1070325,0741230,華廈(10層含以下有電梯),3,2,2,,有,222602,False
131,107,臺北市士林區社正路43號7樓,士林區,3.0,房地(土地+建物),1070414,1040825,華廈(10層含以下有電梯),2,1,1,,有,166625,False
132,107,臺北市北投區大業路529號五樓之5,北投區,23.0,房地(土地+建物),1070423,0840915,套房(1房1廳1衛),1,1,1,,無,137296,False
133,107,臺北市士林區大北路72號五樓,士林區,39.0,房地(土地+建物),1070420,0680515,公寓(5樓含以下無電梯),3,2,2,,無,114207,False
134,107,臺北市士林區大北路72號四樓,士林區,39.0,房地(土地+建物),1070420,0680515,公寓(5樓含以下無電梯),3,2,2,,無,118580,False
135,107,臺北市士林區大北路72號三樓,士林區,39.0,房地(土地+建物),1070420,0680515,公寓(5樓含以下無電梯),3,2,2,,無,111953,False
136,107,臺北市士林區福華路283號5樓,士林區,39.0,房地(土地+建物),1070331,0680116,公寓(5樓含以下無電梯),3,2,2,,無,126665,False
137,107,臺北市北投區紗帽路116號二樓之7,北投區,40.0,房地(土地+建物),1070404,0670114,套房(1房1廳1衛),1,1,1,,無,70805,False
138,107,臺北市北投區知行路316巷10號二樓,北投區,40.0,房地(土地+建物),1070111,0671005,公寓(5樓含以下無電梯),3,2,1,,無,112621,False
139,107,臺北市北投區中央北路三段220巷2號四樓,北投區,38.0,房地(土地+建物),1070411,0690606,公寓(5樓含以下無電梯),3,2,2,,無,98448,False
140,107,臺北市士林區中山北路七段124巷3號4樓,士林區,4.0,房地(土地+建物)+車位,1070408,1030805,住宅大樓(11層含以上有電梯),2,2,3,坡道平面,有,237994,False
141,107,臺北市北投區行義路186巷55號五樓之1,北投區,34.0,房地(土地+建物),1070508,0731221,套房(1房1廳1衛),1,1,1,,無,79554,False
142,107,臺北市信義區富陽街20巷8號3樓,信義區,49.0,房地(土地+建物),1070412,0580618,公寓(5樓含以下無電梯),3,2,1,,無,134330,False
143,107,臺北市松山區八德路二段348號2樓之3,松山區,9.0,房地(土地+建物),1070127,0980123,套房(1房1廳1衛),1,1,1,,無,254966,False
144,107,臺北市南港區興華路114巷24號,南港區,42.0,房地(土地+建物),1070309,0650322,公寓(5樓含以下無電梯),3,2,2,,無,181818,False
145,107,臺北市南港區園區街28號十樓,南港區,5.0,房地(土地+建物)+車位,1070418,1020521,住宅大樓(11層含以上有電梯),3,2,2,坡道平面,有,133627,False
146,107,臺北市內湖區民權東路六段296巷72號2樓,內湖區,22.0,房地(土地+建物)+車位,1070404,0850514,華廈(10層含以下有電梯),3,2,2,坡道平面,有,154083,False
147,107,臺北市中山區民權東路一段77號十三樓,中山區,2.0,房地(土地+建物)+車位,1070502,1050524,住宅大樓(11層含以上有電梯),4,2,2,坡道平面,有,316995,False
148,107,臺北市中山區北安路554巷8弄9號十樓之1,中山區,25.0,房地(土地+建物)+車位,1070326,0821223,住宅大樓(11層含以上有電梯),3,2,1,坡道平面,有,226686,False
150,107,臺北市中山區民生東路三段9巷17號6樓,中山區,34.0,房地(土地+建物),1070318,0730508,華廈(10層含以下有電梯),3,2,2,,有,196493,False
151,107,臺北市內湖區內湖路三段60巷8弄16號四樓,內湖區,37.0,房地(土地+建物),1070422,0700216,公寓(5樓含以下無電梯),3,2,2,,無,105622,False
152,107,臺北市內湖區文德路66巷14弄21號四樓,內湖區,1.0,房地(土地+建物)+車位,1070330,1060315,華廈(10層含以下有電梯),0,0,0,升降機械,有,249176,False
153,107,臺北市內湖區文德路66巷14弄21號三樓,內湖區,1.0,房地(土地+建物),1070116,1060315,華廈(10層含以下有電梯),0,0,0,,有,240951,False
154,107,臺北市內湖區康寧路三段189巷11號五樓,內湖區,28.0,房地(土地+建物),1070412,0790924,華廈(10層含以下有電梯),3,1,1,,有,143599,False
155,107,臺北市內湖區民權東路六段180巷96號八樓,內湖區,2.0,房地(土地+建物)+車位,1070410,1050322,住宅大樓(11層含以上有電梯),3,2,2,坡道平面,有,162578,False
156,107,臺北市中山區龍江路394巷25號4樓,中山區,36.0,房地(土地+建物),1070327,0710913,公寓(5樓含以下無電梯),3,2,2,,無,139353,False
157,107,臺北市中山區新生北路二段68巷30號二樓之5,中山區,40.0,房地(土地+建物),1070402,0670505,華廈(10層含以下有電梯),2,2,1,,有,137128,False
158,107,臺北市中正區臨沂街32巷2號2樓之6,中正區,3.0,房地(土地+建物),1070410,1040206,套房(1房1廳1衛),1,1,1,,無,242090,False
159,107,臺北市中正區?門街71巷26之1號,中正區,35.0,房地(土地+建物),1070313,0721114,公寓(5樓含以下無電梯),3,2,1,,無,166759,False
160,107,臺北市文山區興隆路四段58巷28號2樓,文山區,37.0,房地(土地+建物),1070304,0700312,公寓(5樓含以下無電梯),3,2,2,,無,114656,False
161,107,臺北市文山區興隆路四段165巷40弄17號4樓,文山區,5.0,房地(土地+建物)+車位,1070407,1021118,住宅大樓(11層含以上有電梯),4,2,2,坡道平面,有,126808,False
162,107,臺北市文山區興隆路二段244巷37弄7號2樓,文山區,36.0,房地(土地+建物),1070408,0711102,公寓(5樓含以下無電梯),3,2,1,,無,131393,False
163,107,臺北市文山區汀州路四段217號五樓,文山區,8.0,房地(土地+建物)+車位,1070411,0991105,住宅大樓(11層含以上有電梯),4,2,2,坡道平面,有,150164,False
164,107,臺北市文山區久康街26號五樓,文山區,9.0,房地(土地+建物)+車位,1070410,0980805,華廈(10層含以下有電梯),2,1,1,塔式車位,有,116709,False
166,107,臺北市萬華區東園街66巷24弄3號十一樓,萬華區,1.0,房地(土地+建物)+車位,1070224,1060515,住宅大樓(11層含以上有電梯),3,2,2,坡道平面,有,134680,False
167,107,臺北市萬華區西藏路119號5樓之1,萬華區,7.0,房地(土地+建物)+車位,1070421,1000908,住宅大樓(11層含以上有電梯),3,2,2,坡道平面,有,143894,False
168,107,臺北市萬華區西寧南路11號4樓之3,萬華區,36.0,房地(土地+建物),1070313,0710621,套房(1房1廳1衛),1,0,1,,無,124352,False
169,107,臺北市萬華區西寧南路11號4樓之4,萬華區,36.0,房地(土地+建物),1070313,0710621,套房(1房1廳1衛),1,0,1,,無,124008,False
170,107,臺北市萬華區西寧南路11號4樓之5,萬華區,36.0,房地(土地+建物),1070313,0710621,套房(1房1廳1衛),1,0,1,,無,124453,False
171,107,臺北市大同區華亭街38號3樓之1,大同區,6.0,房地(土地+建物)+車位,1070414,1011213,華廈(10層含以下有電梯),2,2,1,塔式車位,有,185774,False
172,107,臺北市中山區大直街67巷40號四樓,中山區,33.0,房地(土地+建物),1070423,0740703,公寓(5樓含以下無電梯),4,2,2,,無,152025,False
