,交易年份,土地位置建物門牌,鄉鎮市區,屋齡,交易標的,交易年月日,建築完成年月,建物型態,主要建材,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,車位類別,電梯,單價元平方公尺,修正地址
2792,106,臺北市萬華區西寧南路125號9樓之1,萬華區,5.0,房地(土地+建物)+車位,1060122,1010320,住宅大樓(11層含以上有電梯),見其他登記事項,4,2,2,坡道機械,有,174078,False
2793,106,臺北市文山區興隆路三段181巷78號3樓,文山區,6.0,房地(土地+建物)+車位,1060122,1001024,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道機械,有,147124,False
2794,106,臺北市中正區和平西路二段160之2號八樓,中正區,30.0,房地(土地+建物),1060106,0760328,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,1,1,,有,155170,False
2795,106,臺北市文山區忠順街二段85巷25號13樓,文山區,4.0,房地(土地+建物)+車位,1060214,1020103,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,199731,False
2796,106,臺北市文山區忠順街二段85巷15號8樓,文山區,4.0,房地(土地+建物)+車位,1060215,1020103,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,207071,False
2797,106,臺北市文山區萬壽路61巷11號7樓,文山區,22.0,房地(土地+建物)+車位,1060113,0841220,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,95322,False
2798,105,臺北市內湖區內湖路一段47巷26號3樓,內湖區,28.0,房地(土地+建物),1051117,0771020,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,132735,False
2799,106,臺北市內湖區星雲街138巷16號8樓,內湖區,18.0,房地(土地+建物),1060116,0880602,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,,有,153621,False
2800,106,臺北市內湖區內湖路一段387巷17號6樓,內湖區,6.0,房地(土地+建物)+車位,1060117,1000613,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,塔式車位,有,185456,False
2801,106,臺北市內湖區成功路五段18號十四樓,內湖區,22.0,房地(土地+建物),1060112,0840725,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,,有,155626,False
2802,106,臺北市萬華區康定路103號十七樓之12,萬華區,1.0,房地(土地+建物),1060209,1050331,住宅大樓(11層含以上有電梯),見其他登記事項,2,2,1,,有,188346,False
2803,106,臺北市萬華區桂林路128號十二樓之6,萬華區,1.0,房地(土地+建物),1060207,1050307,住宅大樓(11層含以上有電梯),鋼筋混凝土造,2,2,1,,有,181294,False
2804,106,臺北市內湖區港墘路127巷16弄11號十樓,內湖區,20.0,房地(土地+建物)+車位,1060107,0860319,住宅大樓(11層含以上有電梯),鋼筋混凝土造,2,2,2,坡道機械,有,184843,False
2805,105,臺北市松山區南京東路五段66巷22弄11號5樓,松山區,30.0,房地(土地+建物)+車位,1051229,0751213,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,184729,False
2806,106,臺北市南港區重陽路466號15樓之2,南港區,7.0,房地(土地+建物)+車位,1060112,0990419,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,2,2,坡道平面,有,241383,False
2807,106,臺北市松山區敦化北路4巷31號五樓之16,松山區,47.0,房地(土地+建物),1060124,0590728,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,,無,234848,False
2808,106,臺北市大安區和平東路二段311巷34弄11號四樓,大安區,49.0,房地(土地+建物),1060103,0570810,公寓(5樓含以下無電梯),加強磚造,4,2,1,,無,253807,False
2809,105,臺北市北投區致遠一路一段75號6樓,北投區,1.0,房地(土地+建物)+車位,1051227,1040903,華廈(10層含以下有電梯),鋼筋混凝土造,1,1,1,塔式車位,有,147498,False
2810,106,臺北市北投區中央北路二段303號四樓,北投區,34.0,房地(土地+建物),1060125,0720802,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,87458,False
2811,106,臺北市士林區忠誠路二段21巷8號六樓,士林區,7.0,房地(土地+建物)+車位,1060213,0991231,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,3,坡道平面,有,250852,False
2812,106,臺北市北投區榮華一路6巷3之1號2樓,北投區,34.0,房地(土地+建物),1060107,0720315,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,,有,155480,False
2813,106,臺北市士林區福港街267之5號2樓,士林區,40.0,房地(土地+建物),1060108,0661209,華廈(10層含以下有電梯),鋼筋混凝土造,2,1,1,,有,131185,False
2814,105,臺北市南港區向陽路162巷93號4樓,南港區,12.0,房地(土地+建物)+車位,1051207,0931230,華廈(10層含以下有電梯),鋼筋混凝土造,2,2,1,坡道平面,有,196577,False
2815,106,臺北市松山區民生東路五段226之1號4樓,松山區,36.0,房地(土地+建物),1060116,0701222,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,,有,194480,False
2816,106,臺北市大安區復興南路一段279巷32號二樓,大安區,36.0,房地(土地+建物),1060202,0700907,華廈(10層含以下有電梯),鋼筋混凝土造,5,2,2,,有,120705,False
2817,106,臺北市士林區中山北路七段190巷27號6樓,士林區,38.0,房地(土地+建物),1060108,0681102,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,,有,158451,False
2818,105,臺北市松山區八德路四段204巷7弄10號3樓,松山區,41.0,房地(土地+建物),1051231,0641121,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,1,,無,161763,False
2819,106,臺北市中山區中山北路二段177號8樓,中山區,2.0,房地(土地+建物)+車位,1060119,1040918,住宅大樓(11層含以上有電梯),鋼骨鋼筋混凝土造,3,2,2,坡道平面,有,254047,False
