,交易年份,土地位置建物門牌,鄉鎮市區,屋齡,交易標的,交易年月日,建築完成年月,建物型態,主要建材,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,車位類別,電梯,單價元平方公尺,修正地址,floor,lon,lat
0,108,臺北市文山區福興路78巷20弄51號3樓,文山區,39.0,房地(土地+建物),1081006,0691007,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,91391,False,3,121.55136519999999,25.005104099999997
1,108,臺北市文山區忠順街一段10巷9號3樓,文山區,24.0,房地(土地+建物)+車位,1080428,0840717,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,128417,False,3,121.5585161,24.9835341
2,108,臺北市中正區詔安街276巷6號四樓,中正區,50.0,房地(土地+建物),1081029,0580715,公寓(5樓含以下無電梯),加強磚造,3,2,1,,無,162201,False,4,121.50831889999999,25.027789499999997
3,108,臺北市文山區興隆路三段185巷7弄14號四樓,文山區,36.0,房地(土地+建物),1080928,0720823,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,92240,False,4,121.56173269999998,24.995925200000002
4,108,臺北市大同區庫倫街43號6樓,大同區,25.0,房地(土地+建物),1081009,0830304,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,,有,162481,False,6,121.51825780000001,25.072065899999995
5,108,臺北市萬華區西園路二段281巷29號3樓,萬華區,46.0,房地(土地+建物),1080707,0621210,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,119539,False,3,121.49280569999998,25.023546699999994
6,108,臺北市大同區承德路三段83號3樓之5,大同區,21.0,房地(土地+建物),1081007,0870212,住宅大樓(11層含以上有電梯),鋼筋混凝土造,2,2,1,,有,198683,False,3,121.51863309999999,25.065819299999998
7,108,臺北市大同區天水路52之1號六樓,大同區,47.0,房地(土地+建物),1081024,0610320,華廈(10層含以下有電梯),鋼筋混凝土造,0,0,0,,有,149460,False,6,121.5123561,25.052271800000003
8,108,臺北市萬華區內江街61號九樓,萬華區,2.0,房地(土地+建物)+車位,1080906,1060104,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,2,1,坡道平面,有,220925,False,9,121.505027,25.041649
9,108,臺北市萬華區萬大路423巷32弄1號六樓,萬華區,21.0,房地(土地+建物)+車位,1081024,0870824,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,112803,False,6,121.50057020000001,25.020818799999994
10,108,臺北市萬華區昆明街176號二樓,萬華區,47.0,房地(土地+建物),1080925,0610325,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,1,,有,137999,False,2,121.5045028,25.041885699999998
11,108,臺北市萬華區成都路139號八樓之8,萬華區,4.0,房地(土地+建物)+車位,1080924,1041001,住宅大樓(11層含以上有電梯),鋼筋混凝土造,2,2,2,坡道平面,有,180762,False,8,121.50320579999999,25.0435409
12,108,臺北市內湖區成功路五段450巷22弄20號14樓,內湖區,21.0,房地(土地+建物)+車位,1081011,0870925,住宅大樓(11層含以上有電梯),鋼筋混凝土造,2,2,1,坡道機械,有,174691,False,14,121.60746059999998,25.075031799999994
13,108,臺北市內湖區五分街113號4樓,內湖區,12.0,房地(土地+建物),1081013,0960709,住宅大樓(11層含以上有電梯),鋼筋混凝土造,2,1,1,,有,190805,False,4,121.61693170000001,25.067327100000004
14,108,臺北市中山區林森北路107巷62號2樓之1,中山區,33.0,房地(土地+建物),1080922,0751127,華廈(10層含以下有電梯),鋼筋混凝土造,1,1,1,,有,146176,False,2,121.52706,25.049789000000004
15,108,臺北市內湖區瑞光路132巷69弄11號2樓,內湖區,22.0,房地(土地+建物)+車位,1080930,0861028,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,181029,False,2,121.57893750000001,25.071247699999994
16,108,臺北市內湖區星雲街16巷31號四樓,內湖區,35.0,房地(土地+建物),1081009,0730402,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,151583,False,4,121.59149699999999,25.0773988
