,交易年份,土地位置建物門牌,鄉鎮市區,屋齡,交易標的,交易年月日,建築完成年月,建物型態,主要建材,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,車位類別,電梯,單價元平方公尺,修正地址
33,103,臺北市北投區西安街一段313巷18之1號二樓,北投區,35.0,房地(土地+建物),1030909,0680711,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,52053,False
34,103,臺北市士林區後街21巷19號三樓,士林區,0.0,房地(土地+建物)+車位,1031021,1030618,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,升降機械,無,180521,False
35,103,臺北市士林區後街21巷19號二樓,士林區,0.0,房地(土地+建物)+車位,1031021,1030618,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,升降機械,無,199972,False
36,103,臺北市士林區後街21巷19號四樓之2,士林區,0.0,房地(土地+建物)+車位,1031021,1030618,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,升降機械,無,158974,False
37,103,臺北市士林區後街21巷19號六樓,士林區,0.0,房地(土地+建物)+車位,1031021,1030618,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,升降機械,無,208287,False
38,103,臺北市士林區後街21巷19號四樓,士林區,0.0,房地(土地+建物),1031021,1030618,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,,無,199117,False
39,103,臺北市大安區辛亥路一段79號6樓,大安區,23.0,房地(土地+建物)+車位,1030826,0800427,住宅大樓(11層含以上有電梯),鋼筋混凝土造,5,2,2,升降機械,有,255076,False
40,103,臺北市大安區和平東路一段185號8樓之2,大安區,6.0,房地(土地+建物)+車位,1031021,0970519,住宅大樓(11層含以上有電梯),鋼筋混凝土造,2,1,1,升降機械,有,392555,False
41,103,臺北市大安區信義路四段265巷31弄2號,大安區,33.0,房地(土地+建物),1031007,0701231,華廈(10層含以下有電梯),鋼筋混凝土造,0,0,0,,有,251362,False
42,103,臺北市大安區通化街39巷57弄10號,大安區,25.0,房地(土地+建物),1031023,0781002,透天厝,鋼筋混凝土造,2,2,3,,無,213892,False
43,103,臺北市大同區酒泉街10巷27號2樓之3,大同區,2.0,房地(土地+建物)+車位,1031011,1010403,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,178839,False
44,103,臺北市萬華區中華路二段364巷7號9樓之1,萬華區,1.0,房地(土地+建物)+車位,1031024,1020702,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,2,2,坡道平面,有,60849,False
45,103,臺北市中山區遼寧街105巷23號4樓,中山區,41.0,房地(土地+建物),1030925,0620904,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,198347,False
46,103,臺北市內湖區文湖街69號6樓之1,內湖區,16.0,房地(土地+建物),1031003,0870720,華廈(10層含以下有電梯),鋼筋混凝土造,2,2,1,,有,223165,False
47,103,臺北市信義區忠孝東路5段743巷31弄12號3樓,信義區,33.0,房地(土地+建物),1031017,0700504,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,1,,無,191713,False
48,103,臺北市松山區八德路四段106巷4弄2號2樓,松山區,36.0,房地(土地+建物),1031008,0671222,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,71644,False
49,103,臺北市松山區市民大道4段309號3樓,松山區,30.0,房地(土地+建物),1030612,0730903,公寓(5樓含以下無電梯),鋼筋混凝土造,2,2,2,,無,237679,False
50,103,臺北市士林區承德路四段12巷26號7樓,士林區,36.0,房地(土地+建物),1030925,0670421,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,,有,177521,False
51,103,臺北市士林區社子街58號2樓,士林區,39.0,房地(土地+建物),1031020,0640308,公寓(5樓含以下無電梯),鋼筋混凝土造,2,1,1,,無,101789,False
52,103,臺北市大安區光復南路646號13樓,大安區,6.0,房地(土地+建物)+車位,1030927,0970627,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,1,1,坡道機械,有,331204,False
53,103,臺北市內湖區行善路281巷30號2樓之2,內湖區,5.0,房地(土地+建物)+車位,1030914,0980826,華廈(10層含以下有電梯),鋼筋混凝土造,2,2,2,坡道平面,有,187649,False
54,103,臺北市大安區和平東路二段175巷15弄10號3樓,大安區,20.0,房地(土地+建物)+車位,1031012,0830317,華廈(10層含以下有電梯),鋼筋混凝土造,4,2,2,坡道平面,有,242905,False
55,103,臺北市士林區中山北路7段124巷3號9樓之1,士林區,0.0,房地(土地+建物)+車位,1031027,1030805,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,311125,False
56,103,臺北市士林區中山北路7段124巷3號9樓,士林區,0.0,房地(土地+建物)+車位,1031027,1030805,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,302423,False
57,103,臺北市士林區中山北路7段124巷3號3樓之1,士林區,0.0,房地(土地+建物)+車位,1031027,1030805,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,322537,False
58,103,臺北市士林區中山北路7段124巷3號5樓之1,士林區,0.0,房地(土地+建物)+車位,1031027,1030805,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,276509,False
59,103,臺北市士林區中山北路7段124巷3號2樓之1,士林區,0.0,房地(土地+建物)+車位,1031027,1030805,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,340583,False
60,103,臺北市北投區自強街61巷17弄14號,北投區,41.0,房地(土地+建物),1030812,0620109,透天厝,加強磚造,1,2,2,,無,217293,False
61,103,臺北市北投區自強街5巷155號二樓,北投區,19.0,房地(土地+建物),1031008,0841206,公寓(5樓含以下無電梯),鋼筋混凝土造,2,2,1,,無,156412,False
62,103,臺北市北投區懷德街75巷33號9樓之2,北投區,3.0,房地(土地+建物)+車位,1030919,1000608,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,2,2,坡道平面,有,251115,False
63,103,臺北市士林區克強路8號4樓,士林區,35.0,房地(土地+建物),1030926,0680517,華廈(10層含以下有電梯),鋼筋混凝土造,4,2,2,,有,196159,False
64,103,臺北市士林區福港街272巷5號2樓,士林區,37.0,房地(土地+建物),1030928,0660421,公寓(5樓含以下無電梯),鋼筋混凝土造,4,2,3,,無,171042,False
65,103,臺北市信義區信義路五段127號十七樓之1,信義區,8.0,房地(土地+建物)+車位,1030922,0951229,住宅大樓(11層含以上有電梯),見其他登記事項,2,1,1,坡道機械,有,269572,False
66,103,臺北市信義區忠孝東路五段236巷55號2樓之6,信義區,17.0,房地(土地+建物)+車位,1030812,0860610,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,2,2,坡道平面,有,317200,False
67,103,臺北市信義區松山路614號三樓,信義區,40.0,房地(土地+建物),1031018,0630522,公寓(5樓含以下無電梯),鋼筋混凝土造,4,2,2,,無,188700,False
68,103,臺北市中山區錦州街159號四樓之1,中山區,34.0,房地(土地+建物),1030927,0690421,住宅大樓(11層含以上有電梯),鋼筋混凝土造,2,2,1,,有,209139,False
69,103,臺北市中山區長春路97號六樓,中山區,0.0,房地(土地+建物)+車位,1030825,1030529,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,266042,False
70,103,臺北市內湖區民權東路六段136巷39弄6號3樓,內湖區,29.0,房地(土地+建物),1030925,0741120,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,115498,False
71,103,臺北市中山區中山北路二段128巷6弄16號3樓之1,中山區,36.0,房地(土地+建物)+車位,1030914,0671109,華廈(10層含以下有電梯),鋼筋混凝土造,4,2,2,坡道機械,有,186530,False
72,103,臺北市中山區新生北路二段70號11樓之7,中山區,17.0,房地(土地+建物),1030930,0861115,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,,無,190852,False
73,103,臺北市中正區臨沂街71巷19弄9號,中正區,43.0,房地(土地+建物),1030928,0600618,華廈(10層含以下有電梯),鋼筋混凝土造,5,3,4,,有,232529,False
74,103,臺北市文山區景福街242巷2弄6號二樓,文山區,40.0,房地(土地+建物),1031009,0631018,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,1,,無,162657,False
75,103,臺北市文山區萬芳路107巷1號9樓,文山區,6.0,房地(土地+建物)+車位,1030929,0970623,住宅大樓(11層含以上有電梯),鋼筋混凝土造,2,2,1,坡道平面,有,143961,False
76,103,臺北市文山區木柵路四段137號6樓之1,文山區,3.0,房地(土地+建物)+車位,1030727,1000214,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道機械,有,173801,False
77,103,臺北市文山區興隆路一段239號4樓,文山區,43.0,房地(土地+建物),1030927,0601106,公寓(5樓含以下無電梯),鋼筋混凝土造,3,1,3,,無,148716,False
78,103,臺北市文山區木柵路二段109巷26弄19號四樓,文山區,27.0,房地(土地+建物),1030923,0760924,公寓(5樓含以下無電梯),鋼筋混凝土造,2,2,2,,無,98239,False
79,103,臺北市文山區樟新街36號16樓之2,文山區,20.0,房地(土地+建物)+車位,1031002,0831221,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,125341,False
80,103,臺北市文山區萬壽路61巷7號十四樓,文山區,19.0,房地(土地+建物)+車位,1030910,0841220,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,3,3,坡道平面,有,100290,False
81,103,臺北市文山區辛亥路四段140號3樓,文山區,5.0,房地(土地+建物)+車位,1031001,0981116,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,坡道機械,無,176936,False
82,103,臺北市文山區興隆路四段58巷16弄6號三樓,文山區,0.0,房地(土地+建物)+車位,1031013,1030606,華廈(10層含以下有電梯),鋼筋混凝土造,3,1,2,坡道平面,有,155247,False
83,103,臺北市萬華區梧州街60巷2之1號,萬華區,38.0,房地(土地+建物),1031016,0651224,公寓(5樓含以下無電梯),鋼筋混凝土造,1,1,1,,無,128280,False
84,103,臺北市大同區赤峰街55巷13號,大同區,60.0,房地(土地+建物),1031022,0431005,透天厝,加強磚造,3,0,3,,無,311728,False
85,103,臺北市萬華區民和街69號四樓,萬華區,37.0,房地(土地+建物),1030929,0660325,公寓(5樓含以下無電梯),鋼筋混凝土造,5,2,2,,無,111636,False
86,103,臺北市大同區寧夏路11號14樓之1,大同區,18.0,房地(土地+建物),1031006,0851028,套房(1房1廳1衛),鋼筋混凝土造,1,0,1,,無,155363,False
87,103,臺北市內湖區成功路二段328號8樓之5,內湖區,5.0,房地(土地+建物)+車位,1031005,0981030,住宅大樓(11層含以上有電梯),鋼筋混凝土造,1,2,1,坡道平面,有,136766,False
88,103,臺北市內湖區成功路二段426巷30號2樓,內湖區,27.0,房地(土地+建物)+車位,1030912,0760817,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,坡道平面,無,114409,False
89,103,臺北市內湖區內湖路二段114之1號6樓,內湖區,30.0,房地(土地+建物),1030929,0730313,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,1,,有,185587,False
90,103,臺北市中山區林森北路538號11樓之5,中山區,9.0,房地(土地+建物),1031004,0940826,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,,無,267664,False
91,103,臺北市中山區林森北路286號八樓之8,中山區,26.0,房地(土地+建物),1030930,0770905,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,,無,173244,False
92,103,臺北市內湖區麗山街348巷15之1號三樓,內湖區,31.0,房地(土地+建物),1030911,0720722,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,133452,False
93,103,臺北市南港區研究院路二段61巷15號四樓,南港區,1.0,房地(土地+建物)+車位,1031007,1021230,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,2,2,坡道平面,有,184527,False
94,103,臺北市南港區研究院路二段61巷15號八樓,南港區,1.0,房地(土地+建物)+車位,1031007,1021230,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,2,2,坡道平面,有,167601,False
95,103,臺北市南港區研究院路二段61巷15號十六樓,南港區,1.0,房地(土地+建物)+車位,1031007,1021230,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,2,2,坡道平面,有,179044,False
96,103,臺北市南港區研究院路二段61巷15號四樓之1,南港區,1.0,房地(土地+建物)+車位,1031007,1021230,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,2,2,坡道平面,有,173660,False
97,103,臺北市南港區研究院路二段61巷17號八樓,南港區,1.0,房地(土地+建物)+車位,1031007,1021230,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,2,2,坡道平面,有,185278,False
98,103,臺北市南港區研究院路二段61巷15號十四樓之1,南港區,1.0,房地(土地+建物)+車位,1031007,1021230,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,2,2,坡道平面,有,184379,False
99,103,臺北市南港區研究院路二段61巷15號十八樓,南港區,1.0,房地(土地+建物)+車位,1031007,1021230,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,2,2,坡道平面,有,178794,False
100,103,臺北市南港區研究院路二段61巷15號七樓,南港區,1.0,房地(土地+建物)+車位,1031007,1021230,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,2,2,坡道平面,有,162043,False
101,103,臺北市南港區研究院路二段61巷15號十七樓,南港區,1.0,房地(土地+建物)+車位,1031007,1021230,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,2,2,坡道平面,有,172302,False
102,103,臺北市南港區研究院路二段61巷15號十七樓之1,南港區,1.0,房地(土地+建物)+車位,1031007,1021230,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,2,2,坡道平面,有,172302,False
103,103,臺北市南港區研究院路二段61巷15號十八樓之1,南港區,1.0,房地(土地+建物)+車位,1031007,1021230,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,2,2,坡道平面,有,176197,False
104,103,臺北市南港區研究院路二段61巷15號九樓之2,南港區,1.0,房地(土地+建物)+車位,1031007,1021230,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,185686,False
105,103,臺北市南港區研究院路二段61巷15號十七樓之2,南港區,1.0,房地(土地+建物)+車位,1031007,1021230,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,196949,False
106,103,臺北市南港區研究院路二段61巷17號十二樓之1,南港區,1.0,房地(土地+建物)+車位,1031007,1021230,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,2,2,坡道平面,有,182023,False
107,103,臺北市南港區研究院路二段61巷17號六樓之3,南港區,1.0,房地(土地+建物)+車位,1031007,1021230,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,165027,False
108,103,臺北市南港區東新街118巷91號八樓,南港區,2.0,房地(土地+建物)+車位,1031026,1010314,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,181954,False
109,103,臺北市信義區基隆路二段177號九樓之3,信義區,4.0,房地(土地+建物),1031003,0990901,住宅大樓(11層含以上有電梯),鋼筋混凝土造,1,2,1,,有,308891,False
110,103,臺北市信義區光復南路567號十六樓之3,信義區,6.0,房地(土地+建物),1031012,0970822,住宅大樓(11層含以上有電梯),見其他登記事項,1,1,1,,有,337288,False
111,103,臺北市南港區研究院路二段61巷17號六樓之2,南港區,1.0,房地(土地+建物)+車位,1031007,1021230,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,184925,False
112,103,臺北市南港區研究院路二段61巷17號八樓之2,南港區,1.0,房地(土地+建物)+車位,1031007,1021230,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,184410,False
113,103,臺北市松山區民生東路五段198號十四樓之2,松山區,25.0,房地(土地+建物),1031002,0780629,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,,無,227119,False
114,103,臺北市北投區行義路186巷39號2樓,北投區,12.0,房地(土地+建物)+車位,1030909,0910819,華廈(10層含以下有電梯),鋼筋混凝土造,4,2,2,坡道平面,有,133916,False
115,103,臺北市士林區新安路276號,士林區,41.0,房地(土地+建物),1031103,0620927,透天厝,加強磚造,5,2,3,,無,86142,False
116,103,臺北市士林區至誠路二段30號3樓,士林區,37.0,房地(土地+建物),1031008,0661207,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,142252,False
117,103,臺北市北投區明德路161號六樓,北投區,19.0,房地(土地+建物),1031012,0840627,住宅大樓(11層含以上有電梯),鋼筋混凝土造,2,2,1,,有,206508,False
118,103,臺北市士林區中山北路七段219巷8號二樓之12,士林區,25.0,房地(土地+建物),1031003,0780817,華廈(10層含以下有電梯),鋼筋混凝土造,1,1,1,,有,183318,False
119,103,臺北市士林區中山北路七段219巷8號二樓之11,士林區,25.0,房地(土地+建物),1031003,0780817,華廈(10層含以下有電梯),鋼筋混凝土造,1,1,1,,有,218341,False
120,103,臺北市大安區忠孝東路四段170巷24號六樓,大安區,30.0,房地(土地+建物)+車位,1030922,0730718,華廈(10層含以下有電梯),鋼筋混凝土造,4,2,3,坡道平面,有,344353,False
121,103,臺北市大安區安和路二段74巷2號五樓之2,大安區,33.0,房地(土地+建物),1031003,0701221,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,,有,319034,False
122,103,臺北市中正區羅斯福路三段58巷8號七樓之1,中正區,2.0,房地(土地+建物)+車位,1031003,1010911,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道機械,有,244848,False
123,103,臺北市內湖區康樂街201巷21號6樓,內湖區,24.0,房地(土地+建物)+車位,1031008,0791203,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,109290,False
124,103,臺北市中山區松江路37巷8號2樓,中山區,8.0,房地(土地+建物),1030930,0950113,套房(1房1廳1衛),鋼筋混凝土造,2,1,1,,無,257202,False
125,103,臺北市信義區吳興街524巷51號,信義區,31.0,房地(土地+建物),1030930,0721014,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,140878,False
126,103,臺北市松山區八德路三段158巷20弄34號6樓之2,松山區,37.0,房地(土地+建物),1030715,0661019,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,,有,218221,False
127,103,臺北市信義區忠孝東路五段275巷7弄2號3樓,信義區,9.0,房地(土地+建物)+車位,1030928,0940426,華廈(10層含以下有電梯),鋼筋混凝土造,4,2,2,坡道平面,有,293199,False
128,103,臺北市北投區實踐街68號,北投區,44.0,房地(土地+建物),1031018,0590530,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,157124,False
129,103,臺北市大安區大安路二段66號11樓之5,大安區,5.0,房地(土地+建物)+車位,1030926,0981113,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,坡道機械,無,293760,False
130,103,臺北市大安區敦化南路一段177巷30號6樓之5,大安區,6.0,房地(土地+建物),1030914,0970219,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,,無,356560,False
131,103,臺北市大安區樂利路28巷2號7樓,大安區,33.0,房地(土地+建物),1031007,0701211,華廈(10層含以下有電梯),鋼筋混凝土造,3,3,3,,有,281903,False
132,103,臺北市北投區大屯路21巷26號3樓,北投區,45.0,房地(土地+建物),1031024,0580814,公寓(5樓含以下無電梯),加強磚造,4,2,2,,無,96154,False
133,103,臺北市士林區中山北路六段252巷1號,士林區,21.0,房地(土地+建物)+車位,1030928,0820628,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,244084,False
134,103,臺北市北投區光明路151巷8號10樓之2,北投區,0.0,房地(土地+建物)+車位,1031022,1030530,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,174692,False
135,103,臺北市士林區大南路438號5樓,士林區,29.0,房地(土地+建物),1030928,0740919,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,1,,無,137735,False
136,103,臺北市中山區林森北路119巷20號5樓,中山區,8.0,房地(土地+建物),1030913,0950818,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,,無,219962,False
137,103,臺北市中山區龍江路1號6樓之5,中山區,9.0,房地(土地+建物)+車位,1031013,0941208,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,2,2,坡道機械,有,248933,False
138,103,臺北市大同區民族西路225巷3弄13號,大同區,26.0,房地(土地+建物)+車位,1031014,0771215,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,坡道機械,有,175708,False
139,103,臺北市大同區哈密街139號4樓,大同區,29.0,房地(土地+建物),1030926,0740617,華廈(10層含以下有電梯),鋼筋混凝土造,4,2,2,,有,136164,False
140,103,臺北市大安區泰順街16巷26號二樓之2,大安區,6.0,房地(土地+建物),1031015,0970103,套房(1房1廳1衛),鋼筋混凝土造,1,0,1,,無,248892,False
141,103,臺北市大安區羅斯福路二段93號10樓之4,大安區,24.0,房地(土地+建物),1031004,0790927,住宅大樓(11層含以上有電梯),鋼筋混凝土造,2,2,1,,有,290929,False
142,103,臺北市北投區中央北路三段170號二樓,北投區,33.0,房地(土地+建物),1031012,0701007,公寓(5樓含以下無電梯),鋼筋混凝土造,2,1,1,,無,106225,False
143,103,臺北市士林區天玉街104號二樓之3,士林區,19.0,房地(土地+建物),1031023,0840619,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,,無,195986,False
144,103,臺北市北投區明德路150巷13號14樓,北投區,5.0,房地(土地+建物)+車位,1030929,0980114,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,3,坡道平面,有,181818,False
145,103,臺北市士林區芝玉路一段226號十樓之2,士林區,6.0,房地(土地+建物)+車位,1030930,0971112,住宅大樓(11層含以上有電梯),鋼骨鋼筋混凝土造,0,0,0,坡道機械,有,228938,False
