,交易年份,土地位置建物門牌,鄉鎮市區,屋齡,交易標的,交易年月日,建築完成年月,建物型態,主要建材,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,車位類別,電梯,單價元平方公尺,修正地址,floor,lon,lat
0,107,臺北市中正區南昌路一段124號11樓,中正區,10.0,房地(土地+建物)+車位,1071014,0970307,住宅大樓(11層含以上有電梯),鋼筋混凝土造,1,1,1,塔式車位,有,265223,False,11,121.51824239999999,25.029650499999995
1,107,臺北市文山區萬壽路61巷13號九樓,文山區,23.0,房地(土地+建物),1071024,0841220,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,,有,123877,False,9,121.5890742,24.986364400000003
2,107,臺北市萬華區長沙街二段103之1號5樓,萬華區,41.0,房地(土地+建物),1070930,0661207,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,1,,無,111508,False,5,121.504047,25.0405019
3,107,臺北市萬華區昆明街46號6樓之10,萬華區,31.0,房地(土地+建物),1070930,0761221,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,,無,156875,False,6,121.50560700000001,25.046396399999995
4,107,臺北市中正區仁愛路二段9巷17號3樓之6,中正區,10.0,房地(土地+建物),1071014,0971114,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,,無,252513,False,3,121.52583859999999,25.038839499999998
5,107,臺北市大同區延平北路二段272巷1號5樓,大同區,32.0,房地(土地+建物),1071007,0750623,華廈(10層含以下有電梯),鋼筋混凝土造,2,2,2,,有,162060,False,5,121.5110998,25.0621512
6,107,臺北市大同區太原路155號2樓之6,大同區,16.0,房地(土地+建物)+車位,1070924,0910225,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,190688,False,2,121.5167724,25.0553197
7,107,臺北市萬華區莒光路197巷3號五樓,萬華區,31.0,房地(土地+建物),1071013,0760929,公寓(5樓含以下無電梯),鋼筋混凝土造,2,2,1,,無,114291,False,5,121.50193619999999,25.030774199999996
8,107,臺北市萬華區萬大路423巷32弄9號八樓,萬華區,20.0,房地(土地+建物)+車位,1071012,0870824,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,其他,有,124228,False,8,121.50045779999998,25.0207564
9,107,臺北市中正區中華路一段95巷7號六樓之2,中正區,2.0,房地(土地+建物),1071004,1050622,住宅大樓(11層含以上有電梯),見其他登記事項,3,2,3,,有,292282,False,6,121.50787059999999,25.037645799999996
