,交易年份,土地位置建物門牌,鄉鎮市區,屋齡,交易標的,交易年月日,建築完成年月,建物型態,主要建材,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,車位類別,電梯,單價元平方公尺,修正地址
0,104,臺北市文山區指南路二段45巷10弄7號二樓,文山區,34.0,房地(土地+建物),1041005,0701231,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,109870,False
1,104,臺北市中正區和平西路2段70巷8弄16號,中正區,64.0,房地(土地+建物),1040914,0400109,透天厝,加強磚造,0,0,1,,無,0,False
2,104,臺北市中正區和平西路2段70巷8弄16號,中正區,64.0,房地(土地+建物),1040914,0400109,透天厝,加強磚造,0,0,1,,無,0,False
3,104,臺北市中正區和平西路2段70巷8弄16號,中正區,64.0,房地(土地+建物),1040914,0400109,透天厝,加強磚造,0,0,1,,無,0,False
4,104,臺北市中正區和平西路2段70巷8弄16號,中正區,64.0,房地(土地+建物),1040914,0400109,透天厝,加強磚造,0,0,1,,無,0,False
5,104,臺北市中正區和平西路2段70巷8弄16號,中正區,64.0,房地(土地+建物),1040914,0400109,透天厝,加強磚造,0,0,1,,無,0,False
6,104,臺北市中正區和平西路2段70巷8弄16號,中正區,64.0,房地(土地+建物),1040914,0400109,透天厝,加強磚造,0,0,1,,無,0,False
7,104,臺北市中正區和平西路2段70巷8弄16號,中正區,64.0,房地(土地+建物),1040914,0400109,透天厝,加強磚造,0,0,1,,無,0,False
8,104,臺北市中正區和平西路2段70巷8弄16號,中正區,64.0,房地(土地+建物),1040906,0400109,透天厝,加強磚造,0,0,1,,無,0,False
9,104,臺北市中正區和平西路2段70巷8弄16號,中正區,64.0,房地(土地+建物),1040906,0400109,透天厝,加強磚造,0,0,1,,無,0,False
10,104,臺北市中正區和平西路2段70巷8弄16號,中正區,64.0,房地(土地+建物),1040905,0400109,透天厝,加強磚造,0,0,1,,無,0,False
11,104,臺北市中正區和平西路2段70巷8弄16號,中正區,64.0,房地(土地+建物),1040905,0400109,透天厝,加強磚造,0,0,1,,無,0,False
12,104,臺北市中正區和平西路2段70巷8弄16號,中正區,64.0,房地(土地+建物),1040902,0400109,透天厝,加強磚造,0,0,1,,無,0,False
13,104,臺北市中正區和平西路2段70巷8弄16號,中正區,64.0,房地(土地+建物),1040905,0400109,透天厝,加強磚造,0,0,1,,無,0,False
14,104,臺北市中正區和平西路2段70巷8弄16號,中正區,64.0,房地(土地+建物),1040905,0400109,透天厝,加強磚造,0,0,1,,無,0,False
15,104,臺北市中正區和平西路2段70巷8弄16號,中正區,64.0,房地(土地+建物),1040902,0400109,透天厝,加強磚造,0,0,1,,無,0,False
16,104,臺北市中正區和平西路2段70巷8弄16號,中正區,64.0,房地(土地+建物),1040902,0400109,透天厝,加強磚造,0,0,1,,無,0,False
17,104,臺北市中正區和平西路2段70巷8弄16號,中正區,64.0,房地(土地+建物),1040903,0400109,透天厝,加強磚造,0,0,1,,無,0,False
