,交易年份,土地位置建物門牌,鄉鎮市區,屋齡,交易標的,交易年月日,建築完成年月,建物型態,主要建材,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,車位類別,電梯,單價元平方公尺,修正地址,floor,lon,lat
0,110,臺北市文山區試院路154巷2弄23號,文山區,35.0,房地(土地+建物),1100911,0750321,公寓(5樓含以下無電梯),鋼筋混凝土造,6,1,2,,無,107069,False,1,121.54777010000001,24.991121800000002
1,110,臺北市文山區萬芳路107巷8號十樓,文山區,9.0,房地(土地+建物)+車位,1101030,1010919,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,2,2,坡道平面,有,167391,False,10,121.56172149999999,24.996671999999997
2,110,臺北市文山區萬芳路3號四樓之2,文山區,22.0,房地(土地+建物)+車位,1101021,0881124,華廈(10層含以下有電梯),鋼筋混凝土造,1,1,1,升降機械,有,202109,False,4,121.57118309999998,24.9949466
3,110,臺北市文山區木柵路一段3號五樓之1,文山區,38.0,房地(土地+建物),1101025,0720309,華廈(10層含以下有電梯),鋼筋混凝土造,8,0,8,,有,166352,False,5,121.5426439,24.988504199999998
4,110,臺北市中正區南昌路一段125巷14號三樓,中正區,36.0,房地(土地+建物),1101108,0741004,公寓(5樓含以下無電梯),鋼筋混凝土造,2,2,2,,無,230180,False,3,121.51898390000001,25.0298734
5,110,臺北市文山區指南路三段34巷12之1號,文山區,26.0,房地(土地+建物),1101031,0841009,透天厝,鋼筋混凝土造,3,2,4,,無,174364,False,1,121.58006680000001,24.974579699999996
6,110,臺北市文山區景豐街48巷23號三樓,文山區,9.0,房地(土地+建物)+車位,1101126,1010711,華廈(10層含以下有電梯),鋼筋混凝土造,4,2,3,坡道平面,有,192989,False,3,121.5468847,25.000587399999997
7,110,臺北市文山區仙岩路22巷21號八樓,文山區,26.0,房地(土地+建物),1101103,0840411,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,,有,187525,False,8,121.5499194,24.9988027
8,110,臺北市中正區詔安街88號二樓,中正區,4.0,房地(土地+建物)+車位,1101112,1060218,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,塔式車位,有,253956,False,2,121.5122438,25.025361099999994
9,110,臺北市文山區政大二街179號,文山區,26.0,房地(土地+建物)+車位,1100907,0841215,透天厝,鋼筋混凝土造,4,3,2,坡道平面,無,120040,False,1,121.5860302,24.989002499999994
10,110,臺北市萬華區西藏路502號三樓,萬華區,45.0,房地(土地+建物),1101031,0650528,公寓(5樓含以下無電梯),鋼筋混凝土造,3,1,1,,無,134580,False,3,121.4937796,25.0288941
11,110,臺北市萬華區西藏路123號十四樓,萬華區,10.0,房地(土地+建物)+車位,1101031,1000908,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,179089,False,14,121.50249300000002,25.029518
12,110,臺北市中山區民權西路63號十樓,中山區,4.0,房地(土地+建物),1100925,1061031,住宅大樓(11層含以上有電梯),鋼筋混凝土造,0,0,0,,有,347164,False,10,121.52014860000001,25.0630736
13,110,臺北市中山區民權西路63號十樓之1,中山區,4.0,房地(土地+建物)+車位,1100925,1061031,住宅大樓(11層含以上有電梯),鋼筋混凝土造,0,0,0,坡道平面,有,347165,False,10,121.52014860000001,25.0630736
14,110,臺北市內湖區金龍路236號五樓,內湖區,38.0,房地(土地+建物),1101019,0721107,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,1,,無,131591,False,5,121.58644319999999,25.0884918
15,110,臺北市內湖區內湖路一段91巷39弄15號三樓,內湖區,36.0,房地(土地+建物),1100822,0741218,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,1,,無,134427,False,3,121.5620277,25.0883728
16,110,臺北市內湖區港華街51巷10號五樓,內湖區,36.0,房地(土地+建物),1101015,0740618,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,155950,False,5,121.5755908,25.083686999999998
17,110,臺北市內湖區文湖街21巷7號五樓,內湖區,32.0,房地(土地+建物),1101106,0780221,公寓(5樓含以下無電梯),鋼筋混凝土造,4,2,3,,無,164130,False,5,121.56013550000002,25.087037499999997
18,110,臺北市內湖區民權東路六段280巷46號二樓,內湖區,12.0,房地(土地+建物)+車位,1100918,0980122,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,2,3,坡道平面,有,201108,False,2,121.6075371,25.070778699999998
19,110,臺北市中山區雙城街37巷3號六樓,中山區,31.0,房地(土地+建物),1101123,0790724,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,,有,189304,False,6,121.52494089999999,25.0671867
20,110,臺北市中山區復興北路448號十一樓,中山區,13.0,房地(土地+建物),1101116,0971015,住宅大樓(11層含以上有電梯),鋼筋混凝土造,1,1,1,,有,259330,False,11,121.54399439999997,25.0641073
21,110,臺北市內湖區民權東路六段280巷45弄39號三樓之2,內湖區,27.0,房地(土地+建物),1101110,0831221,華廈(10層含以下有電梯),鋼筋混凝土造,2,1,1,,有,211924,False,3,121.6059128,25.0703604
22,110,臺北市中山區合江街144巷16號四樓,中山區,51.0,房地(土地+建物),1101107,0590303,公寓(5樓含以下無電梯),加強磚造,3,2,2,,無,154143,False,4,121.5383933,25.0598261
23,110,臺北市內湖區文湖街21巷118弄32號三樓之1,內湖區,9.0,房地(土地+建物)+車位,1101110,1010426,華廈(10層含以下有電梯),鋼筋混凝土造,2,1,1,坡道平面,有,130122,False,3,121.55990930000002,25.0913983
24,110,臺北市內湖區成功路四段167巷6弄1號五樓,內湖區,41.0,房地(土地+建物),1101107,0690421,公寓(5樓含以下無電梯),鋼筋混凝土造,7,0,7,,無,196110,False,5,121.59487689999999,25.0833045
25,110,臺北市內湖區江南街111號八樓之6,內湖區,16.0,房地(土地+建物)+車位,1101014,0940412,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,241334,False,8,121.576377,25.076484099999995
26,110,臺北市信義區松德路200巷53號二樓,信義區,4.0,房地(土地+建物)+車位,1100130,1061128,住宅大樓(11層含以上有電梯),鋼骨造,0,0,0,坡道平面,有,609984,False,2,121.5734288,25.0344689
27,110,臺北市信義區虎林街242巷50號四樓,信義區,52.0,房地(土地+建物),1100915,0580409,公寓(5樓含以下無電梯),加強磚造,2,2,1,,無,187026,False,4,121.576551,25.035823999999998
28,110,臺北市南港區舊莊街一段212巷18號四樓,南港區,5.0,房地(土地+建物)+車位,1101113,1050325,華廈(10層含以下有電梯),鋼筋混凝土造,1,1,2,坡道機械,有,123430,False,4,121.62206879999998,25.038345999999997
29,110,臺北市信義區中坡南路201巷18之3號二樓,信義區,0.0,房地(土地+建物)+車位,1101106,1100423,住宅大樓(11層含以上有電梯),鋼骨鋼筋混凝土造,2,2,1,坡道平面,有,226787,False,2,121.58665579999999,25.0414529
30,110,臺北市南港區園區街17號三樓,南港區,15.0,房地(土地+建物),1101120,0951116,住宅大樓(11層含以上有電梯),鋼筋混凝土造,2,2,1,,有,277400,False,3,121.61095370000001,25.058932100000003
31,110,臺北市南港區南港路二段142號七樓之3,南港區,27.0,房地(土地+建物)+車位,1101106,0831221,住宅大樓(11層含以上有電梯),鋼筋混凝土造,2,2,1,坡道平面,有,180697,False,7,121.60080029999999,25.0536399
32,110,臺北市信義區基隆路二段179號四樓之2,信義區,11.0,房地(土地+建物)+車位,1101124,0990901,住宅大樓(11層含以上有電梯),鋼筋混凝土造,2,2,1,坡道平面,有,217269,False,4,121.5536359,25.0250374
33,110,臺北市信義區信義路五段111號八樓之8,信義區,24.0,房地(土地+建物),1101122,0860926,住宅大樓(11層含以上有電梯),鋼筋混凝土造,1,1,1,,有,259792,False,8,121.57320969999999,25.033286699999998
