,交易年份,土地位置建物門牌,鄉鎮市區,屋齡,交易標的,交易年月日,建築完成年月,建物型態,主要建材,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,車位類別,電梯,單價元平方公尺,修正地址,floor,lon,lat
0,105,臺北市中正區和平西路一段170號五樓,中正區,37.0,房地(土地+建物),1051007,0681226,住宅大樓(11層含以上有電梯),鋼筋混凝土造,2,2,1,,有,169035,False,5,121.514766,25.027452
1,105,臺北市文山區政大二街260巷2號,文山區,7.0,房地(土地+建物)+車位,1050924,0981019,華廈(10層含以下有電梯),鋼筋混凝土造,6,3,4,坡道平面,有,106135,False,1,121.586462,24.988336999999998
2,105,臺北市中正區銅山街27之1號七樓,中正區,33.0,房地(土地+建物),1050907,0720809,華廈(10層含以下有電梯),鋼筋混凝土造,4,3,3,,有,273869,False,7,121.5283248,25.039717099999997
3,105,臺北市萬華區萬大路387巷55號二樓,萬華區,28.0,房地(土地+建物),1050923,0771223,公寓(5樓含以下無電梯),鋼筋混凝土造,4,2,2,,無,133677,False,2,121.50003819999999,25.0214449
4,105,臺北市萬華區康定路103號二十樓之7,萬華區,0.0,房地(土地+建物),1051014,1050331,住宅大樓(11層含以上有電梯),見其他登記事項,2,2,1,,有,212951,False,20,121.50210820000001,25.039423499999998
5,105,臺北市萬華區康定路105號二十二樓,萬華區,0.0,房地(土地+建物),1051014,1050331,套房(1房1廳1衛),見其他登記事項,1,1,1,,無,205454,False,22,121.50232600000001,25.03923
6,105,臺北市萬華區康定路105號二十樓之3,萬華區,0.0,房地(土地+建物)+車位,1050710,1050331,住宅大樓(11層含以上有電梯),見其他登記事項,3,2,1,坡道平面,有,227511,False,20,121.50232600000001,25.03923
7,105,臺北市中山區新生北路二段40號16樓之7,中山區,20.0,房地(土地+建物),1051004,0850718,住宅大樓(11層含以上有電梯),鋼筋混凝土造,2,1,1,,有,201102,False,16,121.52721799999999,25.054613600000003
8,105,臺北市中山區新生北路二段38號16樓之6,中山區,20.0,房地(土地+建物),1051019,0850718,住宅大樓(11層含以上有電梯),鋼筋混凝土造,2,2,1,,有,178253,False,16,121.52726879999999,25.054595099999997
9,105,臺北市內湖區大湖山莊街219巷55號,內湖區,2.0,房地(土地+建物)+車位,1051018,1030807,華廈(10層含以下有電梯),鋼筋混凝土造,0,0,0,坡道平面,有,150214,False,1,121.60030909999999,25.089890000000004
10,105,臺北市內湖區康寧路三段249號六樓,內湖區,22.0,房地(土地+建物)+車位,1050919,0830701,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,升降平面,有,124068,False,6,121.6113955,25.066621800000004
11,105,臺北市中山區民權東路一段25號11樓,中山區,8.0,房地(土地+建物)+車位,1050919,0971128,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,升降平面,有,228955,False,11,121.52396549999999,25.0630048
12,105,臺北市中山區建國北路二段64巷6號二樓,中山區,44.0,房地(土地+建物),1050928,0610901,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,200942,False,2,121.53584230000001,25.0542519
13,105,臺北市南港區八德路四段871號10樓之6,南港區,21.0,房地(土地+建物),1050915,0841219,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,,無,168667,False,10,121.5803042,25.050912699999998
14,105,臺北市松山區民族東路671之1號6樓,松山區,35.0,房地(土地+建物),1050926,0701223,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,,無,162551,False,6,121.547595,25.064080999999998
15,105,臺北市士林區通河東街二段10巷5弄11號2樓,士林區,42.0,房地(土地+建物),1051010,0631211,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,1,,無,123358,False,2,121.51506409999999,25.0918546
16,105,臺北市北投區三合街一段82巷111號六樓,北投區,0.0,房地(土地+建物)+車位,1050513,1050804,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,217798,False,6,121.50435879999999,25.1290588
18,105,臺北市北投區明德路24號,北投區,42.0,房地(土地+建物),1050902,0630920,公寓(5樓含以下無電梯),鋼筋混凝土造,0,0,0,,無,252483,False,1,121.51778179999998,25.1071314
21,105,臺北市大安區新生南路一段165巷41之1號4樓,大安區,22.0,房地(土地+建物)+車位,1051002,0831201,華廈(10層含以下有電梯),鋼筋混凝土造,5,4,3,升降平面,有,201377,False,4,121.536617,25.034227899999998
22,105,臺北市文山區景福街3巷23號2樓,文山區,34.0,房地(土地+建物),1051003,0710817,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,67539,False,2,121.5397323,24.998608599999997
23,105,臺北市文山區指南路三段32巷7號2樓,文山區,6.0,房地(土地+建物),1050829,0990806,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,,有,143508,False,2,121.58043370000001,24.982699200000003
24,105,臺北市大安區師大路105巷18號3樓之2,大安區,9.0,房地(土地+建物),1051004,0961127,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,,無,322275,False,3,121.5290385,25.022431899999997
25,105,臺北市士林區天母東路8巷27號7樓之6,士林區,40.0,房地(土地+建物),1051009,0651106,華廈(10層含以下有電梯),鋼筋混凝土造,2,2,1,,有,151137,False,7,121.5319108,25.1169715
26,105,臺北市士林區東山路138號10樓,士林區,14.0,房地(土地+建物)+車位,1050911,0911104,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,3,坡道平面,有,203706,False,10,121.53945340000001,25.1120829
27,105,臺北市信義區松平路74號3樓,信義區,18.0,房地(土地+建物)+車位,1050919,0870428,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,233404,False,3,121.56593350000001,25.030285799999998
28,105,臺北市大安區信義路四段256號十二樓之3,大安區,34.0,房地(土地+建物),1051006,0711106,套房(1房1廳1衛),鋼筋混凝土造,1,0,1,,無,277129,False,12,121.55381419999999,25.0328688
29,105,臺北市大安區建國南路一段291巷13號6樓之1,大安區,28.0,房地(土地+建物),1051011,0770216,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,,無,304446,False,6,121.53888169999999,25.035826899999996
30,105,臺北市大安區敦化南路二段63巷21弄31號3樓,大安區,23.0,房地(土地+建物)+車位,1050719,0820813,華廈(10層含以下有電梯),鋼筋混凝土造,2,2,1,升降機械,有,246265,False,3,121.550329,25.0321018
31,105,臺北市士林區中山北路七段219巷16之10號二樓,士林區,32.0,房地(土地+建物)+車位,1051006,0730804,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,137457,False,2,121.5328239,25.128305200000003
32,105,臺北市松山區南京東路5段250巷2弄37之1號五樓,松山區,42.0,房地(土地+建物),1051007,0630320,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,1,,有,160485,False,5,121.568206,25.050819899999997
