,交易年份,土地位置建物門牌,鄉鎮市區,屋齡,交易標的,交易年月日,建築完成年月,建物型態,主要建材,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,車位類別,電梯,單價元平方公尺,修正地址
36,108,臺北市大安區延吉街70巷2弄12之2號,大安區,48.0,房地(土地+建物),1081004,0601208,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,1,,無,194862,False
37,108,臺北市文山區福興路78巷20弄75號2樓,文山區,30.0,房地(土地+建物),1080911,0781114,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,117431,False
38,108,臺北市中山區敬業三路162巷77號七樓,中山區,19.0,房地(土地+建物)+車位,1081009,0890628,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,155213,False
39,108,臺北市內湖區民權東路六段123巷34弄28號6樓,內湖區,4.0,房地(土地+建物)+車位,1080720,1040724,住宅大樓(11層含以上有電梯),鋼筋混凝土造,2,2,2,坡道平面,有,190192,False
40,108,臺北市內湖區大湖山莊街176巷18號2樓之3,內湖區,11.0,房地(土地+建物)+車位,1080823,0971127,住宅大樓(11層含以上有電梯),鋼筋混凝土造,2,2,1,坡道平面,有,193058,False
41,108,臺北市信義區信義路六段38號4樓,信義區,32.0,房地(土地+建物),1081008,0760825,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,,有,181025,False
42,108,臺北市北投區懷德街105巷4號,北投區,46.0,房地(土地+建物),1081015,0621114,公寓(5樓含以下無電梯),鋼筋混凝土造,2,2,1,,無,218786,False
43,108,臺北市內湖區內湖路一段91巷39弄19號5樓,內湖區,34.0,房地(土地+建物),1081019,0741218,公寓(5樓含以下無電梯),鋼筋混凝土造,4,2,2,,無,107118,False
44,108,臺北市萬華區長泰街73巷2之3號2樓,萬華區,42.0,房地(土地+建物),1080903,0660118,公寓(5樓含以下無電梯),鋼筋混凝土造,1,0,1,,無,104641,False
45,108,臺北市大同區迪化街二段260之1號4樓,大同區,46.0,房地(土地+建物),1080929,0620608,公寓(5樓含以下無電梯),鋼筋混凝土造,3,1,1,,無,98379,False
46,108,臺北市文山區政大三街47號5樓,文山區,10.0,房地(土地+建物)+車位,1080526,0980709,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,159689,False
47,108,臺北市文山區景華街150巷1之1號6樓,文山區,12.0,房地(土地+建物)+車位,1080928,0960913,華廈(10層含以下有電梯),鋼筋混凝土造,2,2,1,升降機械,有,162338,False
48,108,臺北市文山區和興路26巷11弄18之1號3樓,文山區,29.0,房地(土地+建物)+車位,1081006,0790213,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,127107,False
49,108,臺北市中正區三元街217號8樓之3,中正區,27.0,房地(土地+建物),1080820,0810910,套房(1房1廳1衛),鋼筋混凝土造,0,1,1,,無,185000,False
50,108,臺北市大安區羅斯福路二段77巷12之2號三樓,大安區,38.0,房地(土地+建物),1081001,0700417,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,199039,False
51,108,臺北市大安區師大路59巷11號二樓,大安區,32.0,房地(土地+建物),1081016,0761104,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,198020,False
52,108,臺北市大安區永康街37巷10號2樓,大安區,7.0,房地(土地+建物)+車位,1081002,1011025,華廈(10層含以下有電梯),鋼筋混凝土造,2,1,1,其他,有,320521,False
53,108,臺北市大安區建國南路一段175巷21號11樓,大安區,32.0,房地(土地+建物),1081012,0760423,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,,有,218901,False
54,108,臺北市大安區基隆路二段206號10樓,大安區,31.0,房地(土地+建物),1080920,0770930,住宅大樓(11層含以上有電梯),鋼筋混凝土造,2,2,1,,有,233670,False
55,108,臺北市士林區福華路2號,士林區,1.0,房地(土地+建物)+車位,1080906,1070709,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,升降平面,有,260116,False
56,108,臺北市士林區中山北路七段35巷1號3樓,士林區,35.0,房地(土地+建物),1081010,0730427,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,,有,161817,False
57,108,臺北市士林區小北街28號八樓之1,士林區,0.0,房地(土地+建物)+車位,1081006,1080212,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,升降機械,無,275823,False
58,108,臺北市北投區中央南路一段130巷16號,北投區,62.0,房地(土地+建物),1080924,0461010,透天厝,磚造,0,0,0,,無,187949,False
59,108,臺北市士林區中山北路六段195巷8號13樓之3,士林區,11.0,房地(土地+建物)+車位,1080928,0970506,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,248077,False
60,108,臺北市士林區社子街84巷6號4樓,士林區,43.0,房地(土地+建物),1081011,0650331,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,1,,無,108046,False
61,108,臺北市松山區南京東路5段239號8樓之27,松山區,10.0,房地(土地+建物),1080918,0980331,住宅大樓(11層含以上有電梯),鋼筋混凝土造,1,1,1,,有,229987,False
62,108,臺北市信義區虎林街50巷21號,信義區,42.0,房地(土地+建物),1081004,0660916,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,220364,False
63,108,臺北市松山區八德路二段410巷92號三樓,松山區,32.0,房地(土地+建物),1081012,0761203,華廈(10層含以下有電梯),鋼筋混凝土造,4,2,2,,有,204269,False
64,108,臺北市南港區經貿二路157巷36弄110號十六樓,南港區,5.0,房地(土地+建物)+車位,1081008,1030306,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,206698,False
65,108,臺北市松山區復興北路499巷1號三樓,松山區,47.0,房地(土地+建物),1081029,0610315,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,1,,無,152001,False
66,108,臺北市南港區重陽路125巷36弄30號2樓之8、2樓之9,南港區,11.0,房地(土地+建物)+車位,1081102,0970122,華廈(10層含以下有電梯),鋼筋混凝土造,2,2,2,坡道機械,有,123060,False
67,108,臺北市南港區經貿二路235巷25號20樓,南港區,5.0,房地(土地+建物)+車位,1081017,1031204,住宅大樓(11層含以上有電梯),鋼骨鋼筋混凝土造,4,2,6,坡道平面,有,201578,False
68,108,臺北市內湖區新豐街88號10樓,內湖區,4.0,房地(土地+建物)+車位,1080927,1040522,華廈(10層含以下有電梯),鋼筋混凝土造,2,1,1,坡道平面,有,223529,False
69,108,臺北市中山區雙城街18巷9號七樓之3,中山區,13.0,房地(土地+建物),1081021,0951031,住宅大樓(11層含以上有電梯),鋼筋混凝土造,0,0,1,,有,194697,False
70,108,臺北市中山區中山北路1段53巷8號6樓之7,中山區,11.0,房地(土地+建物)+車位,1081021,0970104,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,坡道機械,無,129656,False
71,108,臺北市中山區中山北路二段183號十三樓之2,中山區,0.0,房地(土地+建物)+車位,1081015,1080604,住宅大樓(11層含以上有電梯),見其他登記事項,2,2,1,坡道平面,有,352373,False
72,108,臺北市中山區中山北路二段183號十三樓之3,中山區,0.0,房地(土地+建物)+車位,1081015,1080604,住宅大樓(11層含以上有電梯),見其他登記事項,3,2,3,坡道平面,有,352252,False
73,108,臺北市中山區中山北路二段183號四樓之2,中山區,0.0,房地(土地+建物),1080903,1080604,住宅大樓(11層含以上有電梯),見其他登記事項,2,2,1,,有,335933,False
74,108,臺北市中山區中山北路二段183號十一樓之5,中山區,0.0,房地(土地+建物)+車位,1080903,1080604,住宅大樓(11層含以上有電梯),見其他登記事項,3,2,2,坡道平面,有,321666,False
75,108,臺北市中山區中山北路二段183號十四樓之2,中山區,0.0,房地(土地+建物)+車位,1080925,1080604,住宅大樓(11層含以上有電梯),見其他登記事項,2,2,1,坡道平面,有,351494,False
76,108,臺北市萬華區西園路一段115號三樓之6,萬華區,0.0,房地(土地+建物)+車位,1080928,1080528,住宅大樓(11層含以上有電梯),鋼筋混凝土造,2,2,1,坡道機械,有,161383,False
77,108,臺北市萬華區西園路一段115號八樓之2,萬華區,0.0,房地(土地+建物)+車位,1081012,1080528,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,155970,False
78,108,臺北市文山區景豐街50號5樓之5,文山區,25.0,房地(土地+建物),1081006,0831227,華廈(10層含以下有電梯),鋼筋混凝土造,3,1,1,,有,167750,False
79,108,臺北市文山區木柵路四段139號5樓之2,文山區,8.0,房地(土地+建物),1080929,1000214,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,2,2,,有,170113,False
80,108,臺北市中正區□門街129號11樓,中正區,9.0,房地(土地+建物)+車位,1080925,0990825,住宅大樓(11層含以上有電梯),鋼筋混凝土造,1,1,1,塔式車位,有,177035,False
81,108,臺北市文山區政大二街107號5樓,文山區,23.0,房地(土地+建物)+車位,1080924,0850815,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道機械,有,113822,False
82,108,臺北市文山區景豐街62巷23號5樓,文山區,25.0,房地(土地+建物)+車位,1081013,0831202,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,坡道平面,無,117239,False
83,108,臺北市文山區興隆路二段203巷133號2樓,文山區,5.0,房地(土地+建物)+車位,1080906,1030605,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,118976,False
84,108,臺北市文山區興隆路二段244巷37弄1號5樓,文山區,37.0,房地(土地+建物),1081006,0711102,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,106556,False
85,108,臺北市文山區指南路三段32巷1號2樓,文山區,9.0,房地(土地+建物)+車位,1081007,0990729,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道機械,有,112428,False
86,108,臺北市文山區汀州路四段239號三樓,文山區,9.0,房地(土地+建物)+車位,1081029,0991104,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,114208,False
87,108,臺北市文山區汀州路四段249號十二樓,文山區,9.0,房地(土地+建物)+車位,1081029,0991104,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,138372,False
88,108,臺北市文山區汀州路四段273號十一樓,文山區,9.0,房地(土地+建物)+車位,1081029,0991104,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,133867,False
89,108,臺北市文山區興隆路二段130巷31號三樓,文山區,50.0,房地(土地+建物),1081105,0580322,公寓(5樓含以下無電梯),加強磚造,3,2,2,,無,129534,False
90,108,臺北市文山區恆光街51巷10號2樓,文山區,27.0,房地(土地+建物),1080912,0810904,公寓(5樓含以下無電梯),鋼筋混凝土造,4,2,2,,無,122329,False
91,108,臺北市中正區重慶南路一段43號10樓,中正區,33.0,房地(土地+建物),1081001,0750805,辦公商業大樓,鋼筋混凝土造,0,1,1,,無,162064,False
92,108,臺北市萬華區水源路205之3號6樓,萬華區,22.0,房地(土地+建物),1081013,0861023,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,,有,102333,False
93,108,臺北市萬華區環河南路二段250巷28弄34號,萬華區,35.0,房地(土地+建物),1080930,0730601,華廈(10層含以下有電梯),鋼筋混凝土造,4,3,1,,有,103483,False
94,108,臺北市萬華區中華路二段416巷58號二樓之2,萬華區,6.0,房地(土地+建物)+車位,1081019,1020702,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,139376,False
95,108,臺北市中正區連雲街26巷34號二樓,中正區,8.0,房地(土地+建物)+車位,1080830,1000914,華廈(10層含以下有電梯),鋼筋混凝土造,1,1,1,升降機械,有,240051,False
96,108,臺北市內湖區大湖山莊街96巷3號4樓,內湖區,21.0,房地(土地+建物)+車位,1081013,0870429,華廈(10層含以下有電梯),鋼筋混凝土造,2,1,1,坡道機械,有,152495,False
97,108,臺北市中山區農安街77巷9弄48號二樓,中山區,51.0,房地(土地+建物),1081005,0571221,公寓(5樓含以下無電梯),加強磚造,2,1,1,,無,141204,False
98,108,臺北市內湖區環山路二段28號3樓之11,內湖區,1.0,房地(土地+建物)+車位,1081017,1070928,華廈(10層含以下有電梯),鋼筋混凝土造,0,0,0,坡道平面,有,165593,False
99,108,臺北市內湖區民權東路六段180巷42弄9號10樓,內湖區,1.0,房地(土地+建物)+車位,1081009,1070718,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,214238,False
100,108,臺北市內湖區民權東路六段180巷42弄13號10樓之3,內湖區,1.0,房地(土地+建物)+車位,1081021,1070718,住宅大樓(11層含以上有電梯),鋼筋混凝土造,1,1,1,坡道機械,有,196419,False
101,108,臺北市南港區三重路41巷37號5樓之2,南港區,7.0,房地(土地+建物)+車位,1080831,1010119,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,2,2,坡道平面,有,145995,False
102,108,臺北市松山區延壽街348號8樓,松山區,10.0,房地(土地+建物)+車位,1080916,0980320,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,2,2,坡道平面,有,226918,False
103,108,臺北市松山區八德路二段348號13樓之10,松山區,10.0,房地(土地+建物),1081013,0980123,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,,無,275510,False
104,108,臺北市信義區忠孝東路五段790巷69號三樓,信義區,41.0,房地(土地+建物),1081005,0670525,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,133204,False
105,108,臺北市松山區敦化北路341號4樓,松山區,36.0,房地(土地+建物),1080629,0721224,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,3,2,,有,272688,False
106,108,臺北市信義區吳興街600巷72弄2號5樓,信義區,32.0,房地(土地+建物),1080923,0760205,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,118092,False
107,108,臺北市南港區經貿二路235巷33號12樓,南港區,5.0,房地(土地+建物)+車位,1080915,1031204,住宅大樓(11層含以上有電梯),鋼骨鋼筋混凝土造,3,2,2,坡道平面,有,215374,False
108,108,臺北市信義區逸仙路42巷1號3樓之3,信義區,23.0,房地(土地+建物),1081001,0850504,套房(1房1廳1衛),鋼筋混凝土造,1,1,1,,無,328867,False
109,108,臺北市松山區延壽街399號六樓之1,松山區,38.0,房地(土地+建物)+車位,1080929,0701211,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,其他,有,192196,False
110,108,臺北市松山區民生東路四段80巷3弄5號二樓,松山區,30.0,房地(土地+建物),1080630,0780525,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,199063,False
111,108,臺北市松山區新中街6巷9號五樓之1,松山區,40.0,房地(土地+建物),1081012,0680103,華廈(10層含以下有電梯),鋼筋混凝土造,2,2,1,,有,246814,False
112,108,臺北市北投區大同街216號五樓,北投區,42.0,房地(土地+建物),1081008,0661121,公寓(5樓含以下無電梯),鋼筋混凝土造,2,1,1,,無,90164,False
113,108,臺北市士林區至誠路二段43之1號,士林區,37.0,房地(土地+建物),1081012,0710719,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,212462,False
114,108,臺北市士林區社中街298巷4弄28號2樓,士林區,41.0,房地(土地+建物),1081011,0670104,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,1,,無,106294,False
115,108,臺北市士林區中山北路六段450巷20號3樓,士林區,42.0,房地(土地+建物),1081014,0660209,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,137703,False
116,108,臺北市北投區稻香路172號5樓,北投區,2.0,房地(土地+建物)+車位,1080628,1060815,華廈(10層含以下有電梯),鋼筋混凝土造,2,3,2,坡道平面,有,135989,False
117,108,臺北市士林區忠誠路二段21巷69弄2號,士林區,46.0,房地(土地+建物),1080903,0620705,公寓(5樓含以下無電梯),鋼筋混凝土造,3,1,1,,無,187539,False
118,108,臺北市北投區翠宜路9巷6號四樓,北投區,25.0,房地(土地+建物)+車位,1080928,0830902,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,87486,False
119,108,臺北市大安區仁愛路四段413之1號十三樓,大安區,37.0,房地(土地+建物),1080916,0710227,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,,有,271507,False
120,108,臺北市大安區和平東路二段175巷58號五樓,大安區,34.0,房地(土地+建物),1081016,0740522,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,,有,274898,False
121,108,臺北市大安區忠孝東路四段181巷35弄29號2樓,大安區,32.0,房地(土地+建物),1081014,0760806,公寓(5樓含以下無電梯),鋼筋混凝土造,4,2,2,,無,197640,False
122,108,臺北市文山區木新路三段45巷7弄1號3樓,文山區,24.0,房地(土地+建物)+車位,1080907,0841207,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,123856,False
123,108,臺北市萬華區德昌街185巷12弄16號2樓,萬華區,42.0,房地(土地+建物),1080912,0660525,公寓(5樓含以下無電梯),鋼筋混凝土造,0,0,0,,無,103117,False
124,108,臺北市萬華區西藏路113號13樓之1,萬華區,8.0,房地(土地+建物)+車位,1081101,1000908,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道平面,有,145208,False
125,108,臺北市內湖區文德路210巷30弄6號10樓之2,內湖區,9.0,房地(土地+建物),1081012,0990324,住宅大樓(11層含以上有電梯),鋼筋混凝土造,2,1,1,,有,196500,False
126,108,臺北市大安區潮州街91之9號,大安區,48.0,房地(土地+建物),1080929,0600427,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,1,,無,267496,False
127,108,臺北市大安區新生南路一段161巷38之5號,大安區,51.0,房地(土地+建物),1081016,0570730,公寓(5樓含以下無電梯),鋼筋混凝土造,5,2,2,,無,243539,False
128,108,臺北市士林區忠誠路二段148巷7號2樓,士林區,38.0,房地(土地+建物),1080824,0700326,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,159202,False
129,108,臺北市南港區中坡南路49巷3號5樓,南港區,24.0,房地(土地+建物)+車位,1080921,0841115,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,2,2,坡道平面,有,218752,False
130,108,臺北市松山區八德路三段108號2樓,松山區,44.0,房地(土地+建物),1080929,0640619,公寓(5樓含以下無電梯),鋼筋混凝土造,2,2,1,,無,276557,False
131,108,臺北市信義區虎林街127號,信義區,48.0,房地(土地+建物),1080822,0600704,店面(店鋪),鋼筋混凝土造,1,2,1,,無,401929,False
132,108,臺北市南港區東明街28號5樓之3,南港區,10.0,房地(土地+建物)+車位,1080924,0980312,住宅大樓(11層含以上有電梯),鋼筋混凝土造,4,2,2,坡道平面,有,231876,False
133,108,臺北市松山區南京東路五段316號12樓之8,松山區,30.0,房地(土地+建物),1081002,0780621,住宅大樓(11層含以上有電梯),鋼筋混凝土造,2,1,1,,有,169149,False
134,108,臺北市大安區永康街37巷24號3樓,大安區,20.0,房地(土地+建物)+車位,1081018,0881119,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,1,升降機械,有,275205,False
135,108,臺北市內湖區安康路269號7樓,內湖區,5.0,房地(土地+建物)+車位,1081007,1030724,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,塔式車位,有,143597,False
136,108,臺北市中山區北安路554巷23號3樓,中山區,26.0,房地(土地+建物)+車位,1080920,0821221,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,坡道機械,有,264730,False
137,108,臺北市中山區松江路362巷53號4樓,中山區,36.0,房地(土地+建物),1081022,0720725,華廈(10層含以下有電梯),鋼筋混凝土造,4,2,2,,有,181522,False
138,108,臺北市中山區松江路431巷7號3樓,中山區,42.0,房地(土地+建物),1080928,0661108,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,1,,無,168111,False
139,108,臺北市內湖區成功路四段41巷2號8樓,內湖區,36.0,房地(土地+建物),1081015,0721024,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,,有,186931,False
140,108,臺北市內湖區大湖街160巷20之1號2樓,內湖區,25.0,房地(土地+建物)+車位,1080825,0830511,華廈(10層含以下有電梯),鋼筋混凝土造,3,2,2,升降平面,有,158710,False
141,108,臺北市內湖區五分街72巷7號3樓之3,內湖區,12.0,房地(土地+建物)+車位,1081008,0961025,住宅大樓(11層含以上有電梯),鋼筋混凝土造,2,2,1,坡道平面,有,175882,False
142,108,臺北市中山區農安街2巷20號3樓之1,中山區,44.0,房地(土地+建物),1080917,0641125,公寓(5樓含以下無電梯),鋼筋混凝土造,3,1,3,,無,156374,False
143,108,臺北市文山區興隆路三段223之3號2樓,文山區,37.0,房地(土地+建物),1081010,0711019,公寓(5樓含以下無電梯),鋼筋混凝土造,3,2,2,,無,113017,False
144,108,臺北市大安區信義路三段192號十一樓之2,大安區,37.0,房地(土地+建物),1081012,0710519,住宅大樓(11層含以上有電梯),鋼筋混凝土造,1,1,1,,有,254177,False
145,108,臺北市大安區敦化南路二段152之1號7樓,大安區,34.0,房地(土地+建物),1081022,0740417,住宅大樓(11層含以上有電梯),鋼筋混凝土造,3,2,2,,有,214505,False
146,108,臺北市士林區基河路15號十四樓,士林區,4.0,房地(土地+建物)+車位,1080815,1041104,住宅大樓(11層含以上有電梯),鋼筋混凝土造,0,0,0,坡道平面,有,211983,False
