,交易年份,屋齡,交易標的,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,電梯,floor,車位類別-坡道平面,車位類別-坡道機械,車位類別-升降平面,車位類別-升降機械,車位類別-一樓平面,車位類別-塔式車位,車位類別-其他,建物型態-公寓,建物型態-華廈,建物型態-住宅大樓,建物型態-套房,建物型態-透天,NEAR_HOSTIPAL_250,NEAR_HOSTIPAL_500,NEAR_HOSTIPAL_750,CLINIC_COUNT_250,CLINIC_COUNT_500,CLINIC_COUNT_750,DENTIST_COUNT_250,DENTIST_COUNT_500,DENTIST_COUNT_750,PHARMACY_COUNT_250,PHARMACY_COUNT_500,PHARMACY_COUNT_750,CSTORE_COUNT_250,CSTORE_COUNT_500,CSTORE_COUNT_750,FASTFOOD_COUNT_250,FASTFOOD_COUNT_500,FASTFOOD_COUNT_750,LIBRARY_COUNT_250,LIBRARY_COUNT_500,LIBRARY_COUNT_750,NEAR_SCHOOL_250,NEAR_SCHOOL_500,NEAR_SCHOOL_750,NEAR_UNIVERSITY_250,NEAR_UNIVERSITY_500,NEAR_UNIVERSITY_750,NEAR_FIRESTATION_250,NEAR_FIRESTATION_500,NEAR_FIRESTATION_750,NEAR_FUEL_250,NEAR_FUEL_500,NEAR_FUEL_750,NEAR_MARKET_250,NEAR_MARKET_500,NEAR_MARKET_750,NEAR_POLICE_250,NEAR_POLICE_500,NEAR_POLICE_750,TEMPLE_COUNT_250,TEMPLE_COUNT_500,TEMPLE_COUNT_750,CEMETERY_AREA_250,CEMETERY_AREA_500,CEMETERY_AREA_750,PARK_AREA_250,PARK_AREA_500,PARK_AREA_750,WATER_AREA_250,WATER_AREA_500,WATER_AREA_750,PARKING_AREA_250,PARKING_AREA_500,PARKING_AREA_750,STOP_COUNT_250,STOP_COUNT_500,STOP_COUNT_750,NEAR_MRT_250,NEAR_MRT_500,NEAR_MRT_750,NEAR_TRA_250,NEAR_TRA_500,NEAR_TRA_750,鄉鎮市區_中山區,鄉鎮市區_中正區,鄉鎮市區_信義區,鄉鎮市區_內湖區,鄉鎮市區_北投區,鄉鎮市區_南港區,鄉鎮市區_士林區,鄉鎮市區_大同區,鄉鎮市區_大安區,鄉鎮市區_文山區,鄉鎮市區_松山區,鄉鎮市區_萬華區,y,0
0,111,46.0,0,3,2,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,4.0,22.0,0.0,2.0,10.0,0.0,1.0,11.0,0.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1,0.0,4.0,14.0,23891.23424261927,97775.01780733056,181175.0728225412,57505.61561548312,111716.55351582724,135391.03076575283,0.0,0.0,0.0,309.3656645916174,14594.31112695592,31011.94683552585,0.0,7.0,32.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,158716,163581.03
1,111,25.0,0,3,2,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0.0,3.0,19.0,0.0,1.0,8.0,0.0,1.0,8.0,2.0,6.0,16.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1,0.0,1.0,2.0,0.0,0.0,0.0,84576.0329066758,319866.05739174807,674546.2581135312,9467.4194017491,132362.15223450688,251203.29089993783,10100.704714327228,47889.36148779029,111905.4197574188,2.0,9.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,138183,138762.06
2,111,12.0,1,3,2,2,1,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,4.0,21.0,59.0,3.0,10.0,26.0,1.0,7.0,28.0,2.0,17.0,45.0,0.0,2.0,5.0,0.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0,1,1,5.0,9.0,19.0,0.0,0.0,0.0,0.0,6565.362007043803,35762.91003452883,0.0,0.0,0.0,2328.0328455998088,14051.568741316432,19146.02356690687,9.0,31.0,74.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,186903,166149.39
3,111,40.0,0,2,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,2.0,8.0,18.0,1.0,6.0,11.0,1.0,5.0,9.0,1.0,9.0,15.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,1.0,1.0,1.0,0,1,1,6.0,11.0,17.0,0.0,0.0,0.0,1067.4210423724203,15396.553355355623,268931.04504155857,0.0,33402.74624110348,143609.59714681385,1401.0916687610518,8435.851043239436,22042.147309315416,0.0,20.0,41.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,151281,142799.56
4,111,53.0,0,3,2,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0.0,8.0,15.0,2.0,5.0,9.0,0.0,4.0,9.0,0.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0,1,1,0.0,2.0,6.0,0.0,0.0,0.0,63700.07483685567,143624.23804092524,246557.72038619444,0.0,0.0,50378.58581002053,4515.178430923019,9208.447556392308,40436.21199944598,0.0,7.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110137,112741.484
5,111,10.0,1,2,1,1,1,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,2.0,19.0,40.0,1.0,8.0,20.0,3.0,8.0,14.0,20.0,40.0,60.0,3.0,3.0,5.0,3.0,3.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0,1,1,1.0,5.0,13.0,0.0,0.0,0.0,1398.7963700215232,36152.28118798917,135709.61977927227,0.0,14080.139436097586,204470.0175176746,12555.15030441726,37225.06925196768,52961.49675148671,7.0,34.0,60.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,206479,204780.05
6,111,24.0,1,3,2,2,1,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,5913.924639585847,20774.05498920482,34097.971638881114,5495.042789666243,12390.034534523104,74166.01406580064,1861.8753419257623,33158.7349996808,61270.88283640584,0.0,887.7236100551877,13197.03532975824,3.0,5.0,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,159408,153292.45
7,111,38.0,0,3,2,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1.0,14.0,24.0,1.0,9.0,20.0,0.0,6.0,7.0,2.0,12.0,31.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,1,1.0,3.0,6.0,0.0,0.0,0.0,18152.32124085463,35653.29830843284,60262.42802600789,0.0,0.0,0.0,5067.46606956144,7505.106356994198,36765.91046071199,3.0,10.0,28.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,157252,173242.36
8,111,17.0,1,3,2,2,1,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,10.0,31.0,40.0,6.0,22.0,32.0,2.0,14.0,21.0,8.0,17.0,23.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1,3.0,8.0,14.0,0.0,27529.74908087495,27529.74908087495,40287.95708700038,86989.11630460626,106053.0746060209,0.0,0.0,0.0,9323.143372297383,13989.545468726566,19918.56437290563,10.0,29.0,51.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,232642,248090.69
9,111,35.0,0,2,1,2,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,23.0,1.0,4.0,17.0,2.0,3.0,10.0,4.0,6.0,15.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,1,5.0,12.0,24.0,0.0,0.0,21521.615900257773,4920.686916666456,8825.794248124841,100271.93134538272,0.0,0.0,15781.901536756168,6441.428002491382,8182.835360110241,27760.12148741204,3.0,11.0,34.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,152755,156102.7
10,111,25.0,0,2,2,1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,3.0,11.0,17.0,4.0,8.0,12.0,2.0,4.0,7.0,5.0,11.0,17.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,1238.8729822544692,14332.410359710346,30502.156858021597,0.0,0.0,0.0,1443.7972029225775,4202.686219074534,9635.385860720982,4.0,15.0,25.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,227800,242035.39
11,111,35.0,0,3,2,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,2.0,0.0,0.0,57557.94477417184,2641.776121898192,4028.808617403655,6246.463322979188,0.0,0.0,0.0,2406.816568657608,2406.816568657608,6728.290023026361,4.0,18.0,28.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,138959,122072.53
12,111,15.0,0,1,1,1,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,2.0,5.0,11.0,2.0,5.0,6.0,1.0,2.0,2.0,5.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1,1,1,1.0,2.0,3.0,0.0,0.0,0.0,6135.370501086085,16215.459063396962,62253.27627238137,0.0,0.0,0.0,532.4856520334642,14793.04214975233,45630.18879564236,6.0,14.0,28.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,224832,263961.12
13,111,39.0,0,3,2,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,4.0,13.0,43.0,2.0,8.0,23.0,3.0,6.0,17.0,7.0,19.0,37.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,2.0,6.0,8.0,0.0,0.0,0.0,16515.76748756734,72084.28709879547,108137.88370523766,0.0,2044.2751955167712,7776.224723888563,14372.572989696582,37265.584900699614,41821.76212218119,8.0,28.0,48.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,177928,176930.95
14,111,38.0,0,3,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,8.0,31.0,72.0,4.0,13.0,31.0,0.0,6.0,16.0,8.0,23.0,47.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0,1,1,1.0,3.0,14.0,0.0,0.0,0.0,3839.521789652456,11121.285439552985,49866.34089631295,0.0,0.0,0.0,475.37542453210096,27153.15417718854,50424.24146451662,7.0,25.0,64.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,293629,233291.75
15,111,51.0,0,3,2,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0,7.0,29.0,2.0,6.0,14.0,2.0,4.0,16.0,5.0,14.0,39.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1,1.0,4.0,9.0,0.0,0.0,0.0,56291.03507341983,177413.9440614668,239728.5786537298,0.0,7322.852835100219,42346.81659652064,5791.73402965826,11986.06037484696,29252.090649718004,6.0,24.0,53.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,163067,200959.88
16,111,57.0,0,4,2,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,11.0,34.0,4.0,7.0,17.0,1.0,11.0,16.0,3.0,23.0,38.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,5.0,10.0,0.0,0.0,0.0,36980.863008419874,186559.65103585672,339605.9820700166,0.0,0.2510037744822832,57566.294114558,4121.66804029918,16042.248227172477,34394.251448302806,7.0,21.0,49.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,323197,480291.5
17,111,21.0,0,1,1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,13.0,46.0,91.0,6.0,24.0,52.0,2.0,10.0,21.0,10.0,28.0,68.0,2.0,3.0,7.0,2.0,3.0,7.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,0,1,1,3.0,6.0,17.0,0.0,0.0,0.0,4594.246463553295,14578.23363557224,60757.681819046535,0.0,0.0,0.0,4487.858978747883,26949.2649724588,70433.06499282942,10.0,29.0,69.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,279013,248780.11
18,111,42.0,0,4,0,4,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0.0,13.0,34.0,3.0,11.0,23.0,3.0,7.0,16.0,4.0,15.0,18.0,0.0,3.0,3.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0,1,1,4.0,13.0,19.0,0.0,23450.401875945012,27529.74908087495,3590.7911793525427,9895.533802525946,85276.88236472315,0.0,0.0,1170.1290398122103,3435.1297773677707,22168.2002754792,22899.70251322948,9.0,19.0,37.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,134425,135337.83
19,111,14.0,0,1,1,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,6.0,43.0,89.0,4.0,12.0,37.0,0.0,5.0,11.0,4.0,31.0,68.0,0.0,7.0,15.0,0.0,7.0,15.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,4.0,10.0,0.0,0.0,0.0,10687.68532183123,45202.59537478083,135021.79157168148,0.0,0.0,0.0,8746.53477751684,23987.37540312189,97615.75653462834,6.0,73.0,115.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,276590,230188.0
20,111,44.0,0,2,2,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,2.0,6436.266740156366,121641.69365146526,184074.32773206788,3792.025254696957,10147.152367676665,37959.81430354274,0.0,0.0,0.0,0.0,2982.200880498016,3207.6723831348245,6.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,118120,102218.266
21,111,56.0,0,1,1,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,8.0,33.0,73.0,8.0,27.0,57.0,3.0,7.0,27.0,10.0,32.0,57.0,0.0,4.0,4.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,2.0,3.0,5.0,0.0,0.0,0.0,2854.1455802036016,14158.948146239629,61616.60285452703,0.0,0.0,0.0,780.6631398497617,22608.59946403467,36877.91041712168,4.0,20.0,48.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,181776,208349.75
22,111,52.0,0,3,2,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,2.0,11.0,21.0,4.0,12.0,21.0,3.0,7.0,12.0,5.0,11.0,19.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,1,2.0,2.0,2.0,0.0,0.0,0.0,28138.943794681265,144354.7654433153,338575.4203577446,4421.563765007294,82000.01125702518,147485.35047595343,0.0,5142.653255870692,24208.429218208774,3.0,15.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255782,210677.73
23,111,41.0,0,3,2,2,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,9.0,36.0,77.0,7.0,21.0,46.0,4.0,16.0,38.0,9.0,25.0,45.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,1.0,0.0,1.0,1.0,0,0,1,4.0,9.0,20.0,0.0,0.0,0.0,23207.45466191435,76955.52069592859,151599.94264719202,0.0,0.0,0.0,493.4899597063656,9938.010148916122,18254.341173143297,9.0,29.0,53.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,205641,155288.95
24,111,10.0,1,4,1,3,1,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1.0,9.0,49.0,3.0,10.0,36.0,3.0,9.0,21.0,2.0,9.0,31.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,5.0,11.0,23.0,0.0,0.0,6146.922105012196,1143.0116363861234,24296.065982549208,118444.48244798368,0.0,0.0,4035.057270227088,2236.17962155113,15372.581009049318,17879.79540890619,2.0,11.0,38.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,310497,287268.34
25,111,37.0,0,3,2,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,23.0,50.0,74.0,19.0,36.0,50.0,8.0,16.0,30.0,12.0,26.0,42.0,0.0,3.0,4.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1.0,6.0,19.0,0.0,0.0,0.0,5287.481165979116,25248.98483950016,82529.5670408466,0.0,0.0,4032.463058994799,0.0,6952.261499979326,27000.091539925037,5.0,19.0,43.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,217773,210418.19
26,111,10.0,1,3,2,3,1,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0.0,3.0,4.0,0.0,1.0,4.0,0.0,3.0,4.0,2.0,8.0,14.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,856.0640976952299,66.11363930160886,36105.57095310447,137993.96581602583,0.0,0.0,16493.786393744056,15874.48335883811,42863.63984010238,71320.28783150896,6.0,30.0,42.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,125855,176508.11
27,111,25.0,1,2,2,1,1,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0.0,12.0,37.0,0.0,6.0,20.0,0.0,4.0,13.0,1.0,7.0,15.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,3.0,8.0,0.0,0.0,0.0,6689.4274348116105,23609.448872993475,64269.19218542567,0.0,0.0,0.0,0.0,0.0,14221.2817547102,7.0,16.0,31.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,178188,141945.0
28,111,34.0,0,3,2,2,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,2.0,21.0,49.0,0.0,6.0,18.0,4.0,7.0,10.0,4.0,11.0,21.0,0.0,2.0,5.0,0.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,4.0,0.0,0.0,0.0,32102.557518609705,109129.63854715304,151895.8827042664,22891.235369833965,48738.584834271736,78232.3339512703,12343.078136794746,46379.40071723586,64557.96672548155,0.0,17.0,46.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,154928,172611.11
29,111,37.0,0,3,2,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,9.0,32.0,69.0,6.0,24.0,57.0,3.0,11.0,24.0,5.0,25.0,44.0,1.0,2.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,1.0,1.0,1.0,0,0,1,0.0,1.0,8.0,0.0,0.0,0.0,3153.657218555244,19739.396092627307,48122.12588035773,0.0,0.0,0.0,4801.207778649867,28394.322659405232,48622.77667900534,7.0,24.0,44.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,245443,266445.22
30,111,37.0,0,2,2,2,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,12.0,38.0,68.0,7.0,35.0,62.0,6.0,10.0,24.0,6.0,26.0,46.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,1.0,1.0,1.0,0,0,1,0.0,2.0,6.0,0.0,0.0,0.0,3205.9286888318848,21905.0401510656,50931.09096919146,0.0,0.0,0.0,2195.9440149019206,22755.66613373063,44851.68197080467,4.0,26.0,41.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,257275,246053.77
31,111,36.0,0,5,4,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,13.0,31.0,85.0,8.0,35.0,55.0,4.0,10.0,19.0,7.0,19.0,37.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1,1,0.0,0.0,1.0,1.0,1.0,1.0,0,0,1,1.0,3.0,4.0,0.0,0.0,0.0,7605.23652174482,24511.837339653142,179020.32974465436,0.0,0.0,0.0,0.0,34075.38916876353,63884.348217222585,5.0,17.0,40.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,314764,295712.03
32,111,43.0,0,3,1,2,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,27.0,80.0,156.0,9.0,41.0,78.0,1.0,5.0,24.0,7.0,28.0,58.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,2.0,7.0,0.0,0.0,0.0,9764.67575905847,129753.9676893694,174430.56267121632,0.0,6020.544638011215,6020.544638011215,4370.319008201683,19868.455943677294,38323.43770129305,7.0,19.0,43.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,286978,276330.2
33,111,35.0,0,5,3,4,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,10.0,25.0,75.0,6.0,19.0,52.0,4.0,6.0,11.0,6.0,11.0,37.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1,3.0,4.0,9.0,0.0,0.0,0.0,4383.011198617096,15726.03899929534,125988.12090016874,0.0,0.0,0.0,1084.909242339371,15124.079793582983,34106.926031040246,3.0,16.0,52.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,228840,219215.98
34,111,51.0,0,1,1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,3.0,16.0,30.0,0.0,11.0,17.0,1.0,4.0,10.0,4.0,31.0,47.0,0.0,1.0,4.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0.0,0.0,1.0,0.0,1.0,1.0,1,1,1,0.0,10.0,16.0,0.0,0.0,0.0,15344.559002136346,41935.82976240325,76916.3995537138,12095.648575034344,139636.18040946207,397195.38690975687,0.0,12656.549059739446,31481.19562865856,5.0,18.0,41.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,164128,163554.39
35,111,18.0,0,1,1,1,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,9.0,22.0,48.0,8.0,16.0,22.0,1.0,6.0,19.0,13.0,40.0,63.0,0.0,3.0,5.0,0.0,3.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0,1,1,3.0,6.0,17.0,0.0,0.0,0.0,9399.042513833716,12857.674453997495,48597.15756765524,0.0,0.0,25370.79739414134,2126.1239013607187,23001.320164836845,61075.24916002607,12.0,36.0,68.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,209380,196929.88
