鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
文山區,房地(土地+建物),臺北市文山區下崙路２７之３號,40.55,住,,,1080701,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0761224,115.93,3,2,2,有,無,9700000,83671,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPXNMLNKQHOFFAA58CA,94.03,11.5,0.0,,
中正區,房地(土地+建物),臺北市中正區和平西路一段59號11樓之1,5.5,商,,,1080506,土地2建物1車位0,十一層,十四層,套房(1房1廳1衛),住家用,見其他登記事項,0970513,48.620000000000005,1,1,1,有,有,12900000,265323,,0.0,0,含增建或未登記建物。；,RPPOMLNKQHOFFAA87CA,30.47,1.01,0.0,,
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段９６巷２６之２號六樓,36.96,住,,,1080715,土地1建物1車位2,六層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070105,194.76,0,0,0,無,有,32100000,188102,升降機械,41.12,3200000,土地及建物分次登記案件。前案土地登記收件字號：；,RPSOMLNKQHOFFAA18CA,79.21,4.78,11.49,,
文山區,房地(土地+建物),臺北市文山區興隆路三段185巷11弄8號,25.98,住,,,1080616,土地7建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720823,81.53999999999999,4,1,2,有,有,10680000,130979,,0.0,0,含增建或未登記建物。；,RPPPMLNKQHOFFAA97CA,61.41,12.58,0.0,,
文山區,土地,興安段四小段399-1地號,1860.33,其他,,,1080730,土地13建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15000000,8063,,0.0,0,,RPTNMLOKQHOFFAA28CA,0.0,0.0,0.0,,
文山區,房地(土地+建物),臺北市文山區興隆路3段207巷5弄12號2樓,62.76,住,,,1080713,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710225,123.22,3,2,2,有,無,10000000,81156,,0.0,0,,RPPNMLQKQHOFFAA08CA,88.22,0.0,25.81,,
文山區,房地(土地+建物),臺北市文山區久康街８號七樓,33.47,住,,,1080705,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820715,160.99,3,2,2,有,無,8800000,54662,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPTOMLQKQHOFFAA58CA,98.79,5.53,11.51,,
文山區,土地,木柵段一小段922地號,328.0,住,,,1080718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,84337000,257125,,0.0,0,,RPQNMLKMQHOFFAA77CA,0.0,0.0,0.0,,
中正區,房地(土地+建物),臺北市中正區南昌路二段８９號七樓之１,5.45,商,,,1030731,土地2建物1車位0,七層,十四層,套房(1房1廳1衛),見其他登記事項,見其他登記事項,1080124,61.22,1,1,1,有,無,19630000,320647,,0.0,0,1.權利人於民國108年5月15日由原購買南海段二小段2462建號換戶至本戶，房地交易總價不變。2.地政士僅受託買賣案件申請登記，並未代理撰擬不動產買賣契約書，本成交資訊由義務人自行提供屬實。,RPQNMLPJRHOFFAA08CA,33.23,2.33,1.83,,
