鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
文山區,房地(土地+建物),臺北市文山區興隆路三段185巷5弄1號4樓,37.79,住,,,1081225,土地7建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720823,122.82,3,2,2,有,有,10800000,87934,,0.0,0,含增建或未登記建物。；,RPUNMLMKKHPFFAA67CA,83.85,0.0,28.12,,
中正區,房地(土地+建物),臺北市中正區羅斯福路四段12巷7號4樓,27.92,商,,,1081230,土地1建物1車位0,四層，陽台,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,120.16,3,2,2,有,無,25680000,213715,,0.0,0,含增建或未登記建物。；,RPVNMLMKKHPFFAA77CA,120.16,0.0,0.0,,
文山區,房地(土地+建物),臺北市文山區久康街１０３號三樓,29.4,住,,,1090116,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,90.1,3,2,1,有,無,12800000,142064,,0.0,0,,RPOOMLMKKHPFFAA17CA,77.9,0.0,12.2,,
文山區,車位,臺北市文山區辛亥路四段２５２巷８號等共用部份,1.51,住,,,1081219,土地0建物0車位1,,,其他,,,,32.08,0,0,0,有,有,1550000,,坡道平面,32.07,1550000,,RPPNMLNKKHPFFAA27CA,0.0,0.0,0.0,,
文山區,房地(土地+建物)+車位,臺北市文山區政大二街171巷56號二樓,73.62,住,,,1090105,土地1建物1車位1,二層,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0920114,135.82,3,2,2,有,有,13300000,97924,坡道平面,0.0,0,含增建或未登記建物。；,RPWOMLNKKHPFFAA08CA,78.46,0.0,8.33,,
文山區,房地(土地+建物),臺北市文山區木柵路二段109巷27弄7號五樓,40.29,住,,,1081222,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760924,110.76,3,2,2,有,有,10800000,97508,,0.0,0,含增建或未登記建物。；,RPXOMLNKKHPFFAA18CA,90.03,0.0,9.81,,
中正區,房地(土地+建物)+車位,臺北市中正區汀州路二段８５號十一樓,17.95,商,,,1081228,土地2建物1車位2,十一層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060704,295.01,3,2,3,有,有,59450000,237501,坡道平面,62.8,4300000,,RPOOMLTKKHPFFAA87CA,127.57,9.36,18.35,,
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段１５３巷５弄２０號六樓,17.31,住,,,1090116,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1081129,91.53,2,1,1,有,有,16650000,209442,其他,20.15,1700000,,RPRPMLQLKHPFFAA08CA,37.53,3.12,4.63,,
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段１５３巷５弄２２號四樓,17.31,住,,,1090116,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1081129,91.53,2,1,1,有,有,15950000,199636,其他,20.15,1700000,,RPTPMLQLKHPFFAA28CA,37.53,3.12,4.63,,
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段１５３巷５弄２２號五樓,17.31,住,,,1090116,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1081129,91.53,2,1,1,有,有,15700000,196133,其他,20.15,1700000,,RPWPMLQLKHPFFAA58CA,37.53,3.12,4.63,,
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段１５３巷５弄２２號六樓,17.31,住,,,1090116,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1081129,91.53,2,1,1,有,有,16600000,208742,其他,20.15,1700000,,RPOQMLQLKHPFFAA87CA,37.53,3.12,4.63,,
