鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
中正區,土地,河堤段六小段491地號,4.0,商,,,1081021,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1600000,400000,,0.0,0,,RPOOMLLKJIOFFAA96CA,0.0,0.0,0.0,,
文山區,房地(土地+建物),臺北市文山區木新路三段229號3樓,40.75,住,,,1081007,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,,109.36,4,0,4,有,無,11850000,108358,,0.0,0,含增建或未登記建物。；,RPWOMLMKJIOFFAA87CA,109.36,0.0,0.0,,
文山區,房地(土地+建物),臺北市文山區福興路78巷20弄51號3樓,33.81,住,,,1081006,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691007,109.42,3,2,2,有,無,10000000,91391,,0.0,0,含增建或未登記建物。；,RPRNMLNKJIOFFAA37CA,96.18,0.0,13.24,,
文山區,房地(土地+建物)+車位,臺北市文山區忠順街一段10巷9號3樓,32.19,住,,,1080428,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840717,163.53,3,2,2,有,有,21000000,128417,坡道平面,0.0,0,,RPVNMLNKJIOFFAA77CA,86.52,1.43,9.5,,
文山區,房地(土地+建物),臺北市文山區萬壽路２５巷９號,60.25,住,,,1081023,土地1建物1車位0,一層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080124,204.79,3,2,3,有,有,67203400,328158,,0.0,0,本件買賣合約以美金計價且記載依簽約當日美金換算新台幣匯率為基準,RPUOMLOKJIOFFAA87CA,143.23,0.0,0.0,,
中正區,房地(土地+建物),臺北市中正區?m門街７５號１０樓,10.65,商,,,1080922,土地2建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071023,88.7,2,1,1,有,有,18250000,205750,,0.0,0,,RPTNMLPKJIOFFAA77CA,51.47,1.52,4.07,,
文山區,房地(土地+建物)+車位,臺北市文山區萬壽路２５巷９號五樓之１,16.99,住,,,1080728,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080124,80.31,3,2,2,有,有,11100000,162966,坡道平面,16.8,750000,建商與地主合建案。；地主多選坪數以兒子名義購買。本次移轉車位0.37個,RPQOMLPKJIOFFAA57CA,36.68,2.34,3.69,,
中正區,房地(土地+建物),臺北市中正區詔安街２７６巷６號四樓,35.75,住,,,1081029,土地1建物1車位0,四層，露台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0580715,97.41,3,2,1,有,無,15800000,162201,,0.0,0,,RPTNMLNJKIOFFAA57CA,97.41,0.0,0.0,,
文山區,房地(土地+建物),臺北市文山區興隆路三段１８５巷７弄１４號四樓,25.98,住,,,1080928,土地7建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720823,86.72999999999999,3,2,2,有,無,8000000,92240,,0.0,0,,RPPOMLPJKIOFFAA47CA,64.8,0.0,13.91,,
