鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
中正區,房地(土地+建物),平三路１號５樓,25.4,都市：其他:商業區,,,1091029,土地3建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721111,104.66,3,2,1,有,無,2400000,22931,,0.0,0,陽台外推；,RPWNMLRJKIPFFBC78DA,94.16,0.0,10.5,無,0001
信義區,房地(土地+建物)+車位,孝東路１４０之３號十四樓,20.8,都市：其他:住宅區(住三),,,1091117,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061018,180.38,3,2,2,有,有,9800000,54330,坡道平面,35.96,0,,RPOOMLRJKIPFFBC08DA,90.43,0.78,11.83,有,0002
信義區,房地(土地+建物),義七路５０號４樓,32.5,都市：其他:住宅區,,,1090629,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780629,130.35,3,2,1,有,無,4850000,37208,,0.0,0,,RPQOMLRJKIPFFBC28DA,116.48,0.0,13.87,無,
信義區,房地(土地+建物)+車位,深澳坑路８６巷１２１號,77.92,都市：其他:住宅區(住三),,,1091101,土地1建物1車位1,全,三層,透天厝,住家用,鋼筋混凝土造,0841205,174.61,4,2,3,有,無,6620000,37913,坡道平面,0.0,0,,RPVNMLTJKIPFFBC88DA,144.94,15.45,14.21,無,0003
安樂區,房地(土地+建物)+車位,武崙街１５３號,28.12,都市：其他:住宅區(住一),,,1091030,土地1建物1車位1,一層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1071009,114.06,2,1,1,有,有,7470000,65492,坡道平面,35.85,0,,RPPOMLMJJIPFFCC67DA,50.84,0.0,0.0,有,0004
安樂區,房地(土地+建物),中和路８５巷９號９樓之２,22.48,都市：其他:道路用地,,,1091103,土地7建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860508,83.38,4,2,2,有,有,4000000,47973,,0.0,0,夾層；,RPWNMLOJJIPFFCC48DA,61.63,0.75,7.95,有,
暖暖區,土地,金華段825地號,12126.52,都市：其他:乙種工業區,,,1091120,土地28建物0車位0,,,其他,,,,0.0,0,0,0,有,無,639105960,52703,,0.0,0,,RPTNMLNJKIPFFCC18DA,0.0,0.0,0.0,無,
暖暖區,車位,源遠路１７９號３樓等共有部分,0.64,都市：其他:住宅區(住三),,,1091011,土地2建物1車位2,,,其他,,,,30.31,0,0,0,有,有,1400000,,坡道機械,30.32,1400000,僅車位交易；,RPPNMLOJKIPFFCC87DA,0.0,0.0,0.0,有,0005
暖暖區,房地(土地+建物),源遠路２２６巷５６號１０樓,16.02,都市：其他:住宅區(住三),,,1090911,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020329,85.72,2,2,1,有,有,4420000,51563,,0.0,0,,RPVNMLRJKIPFFCC78DA,52.83,2.81,4.62,有,0006
