,0
交易年份,109.05633802816901
屋齡,23.767806841046276
交易標的,0.3492957746478873
建物現況格局-房,2.307042253521127
建物現況格局-廳,1.5215291750503017
建物現況格局-衛,1.4265593561368208
車位類別,0.6945674044265594
電梯,0.6688128772635815
floor,7.230583501006036
NEAR_HOSTIPAL_250,0.20885311871227363
NEAR_HOSTIPAL_500,0.8225352112676056
NEAR_HOSTIPAL_750,0.9810865191146881
CLINIC_COUNT_250,5.77102615694165
CLINIC_COUNT_500,37.78189134808853
CLINIC_COUNT_750,59.22776659959759
DENTIST_COUNT_250,3.073239436619718
DENTIST_COUNT_500,18.088531187122737
DENTIST_COUNT_750,28.453521126760563
PHARMACY_COUNT_250,2.505835010060362
PHARMACY_COUNT_500,15.098591549295774
PHARMACY_COUNT_750,24.31549295774648
CSTORE_COUNT_250,5.808450704225352
CSTORE_COUNT_500,38.203621730382295
CSTORE_COUNT_750,59.587525150905435
FASTFOOD_COUNT_250,0.4016096579476861
FASTFOOD_COUNT_500,2.8893360160965793
FASTFOOD_COUNT_750,4.4177062374245475
LIBRARY_COUNT_250,0.4016096579476861
LIBRARY_COUNT_500,2.8893360160965793
LIBRARY_COUNT_750,4.4177062374245475
NEAR_UNIVERSITY_250,0.14849094567404428
NEAR_UNIVERSITY_500,0.45271629778672035
NEAR_UNIVERSITY_750,0.48088531187122735
NEAR_FIRESTATION_250,0.15372233400402416
NEAR_FIRESTATION_500,0.7287726358148894
NEAR_FIRESTATION_750,0.9915492957746479
NEAR_FUEL_250,0.23742454728370221
NEAR_FUEL_500,0.9094567404426559
NEAR_FUEL_750,0.9967806841046277
TEMPLE_COUNT_250,2.1082494969818915
TEMPLE_COUNT_500,12.773440643863179
TEMPLE_COUNT_750,19.880482897384304
PARK_AREA_250,13399.76978606518
PARK_AREA_500,196462.0893569122
PARK_AREA_750,370855.61495505087
WATER_AREA_250,2955.7857347029367
WATER_AREA_500,133005.09891827102
WATER_AREA_750,340688.5565206568
PARKING_AREA_250,3157.7806281707703
PARKING_AREA_500,36766.69258194748
PARKING_AREA_750,70119.52367839319
STOP_COUNT_250,6.92635814889336
STOP_COUNT_500,52.459154929577466
STOP_COUNT_750,86.5738430583501
NEAR_MRT_250,0.05674044265593561
NEAR_MRT_500,0.5955734406438632
NEAR_MRT_750,0.7038229376257545
NEAR_TRA_250,0.010462776659959759
NEAR_TRA_500,0.36498993963782694
NEAR_TRA_750,0.6072434607645876
y,154018.30985915492
