,0
交易年份,1.0704102250736236
屋齡,18.493579690079876
交易標的,0.47684351454262874
建物現況格局-房,1.148535222109658
建物現況格局-廳,0.6538927744831408
建物現況格局-衛,0.7366217122092832
車位類別,1.3568542315889724
電梯,0.4707349403359718
floor,5.101027479063335
NEAR_HOSTIPAL_250,0.40657104254509285
NEAR_HOSTIPAL_500,0.3821384592008612
NEAR_HOSTIPAL_750,0.13624694946782323
CLINIC_COUNT_250,4.077880806164316
CLINIC_COUNT_500,12.019605982866455
CLINIC_COUNT_750,15.571934321992021
DENTIST_COUNT_250,2.6485397202937917
DENTIST_COUNT_500,5.092403926747503
DENTIST_COUNT_750,6.668534813437485
PHARMACY_COUNT_250,1.8434247289275107
PHARMACY_COUNT_500,5.115763152946597
PHARMACY_COUNT_750,7.391966237989565
CSTORE_COUNT_250,3.5666431065642046
CSTORE_COUNT_500,13.418042618621673
CSTORE_COUNT_750,17.640330078591894
FASTFOOD_COUNT_250,0.7998574655049973
FASTFOOD_COUNT_500,1.7777665388110804
FASTFOOD_COUNT_750,2.0992312186035993
LIBRARY_COUNT_250,0.7998574655049973
LIBRARY_COUNT_500,1.7777665388110804
LIBRARY_COUNT_750,2.0992312186035993
NEAR_UNIVERSITY_250,0.3556575418231242
NEAR_UNIVERSITY_500,0.4978594134568599
NEAR_UNIVERSITY_750,0.4997350555346571
NEAR_FIRESTATION_250,0.36075497213995095
NEAR_FIRESTATION_500,0.44468264595282836
NEAR_FIRESTATION_750,0.09155688465937246
NEAR_FUEL_250,0.42559020168180406
NEAR_FUEL_500,0.28701625030413586
NEAR_FUEL_750,0.056659012955832866
TEMPLE_COUNT_250,1.6489250005785465
TEMPLE_COUNT_500,5.31001268692495
TEMPLE_COUNT_750,5.749308696822073
PARK_AREA_250,17518.22927041076
PARK_AREA_500,153737.5068811104
PARK_AREA_750,248478.93475007647
WATER_AREA_250,10556.569148977393
WATER_AREA_500,150326.21485961726
WATER_AREA_750,258659.92456763628
PARKING_AREA_250,5636.251316347246
PARKING_AREA_500,24526.338135543818
PARKING_AREA_750,33446.750305697715
STOP_COUNT_250,3.0193634049038516
STOP_COUNT_500,16.614545363718396
STOP_COUNT_750,23.133127459778702
NEAR_MRT_250,0.23139254764421224
NEAR_MRT_500,0.49087950081305204
NEAR_MRT_750,0.4566619424332295
NEAR_TRA_250,0.10177168055258004
NEAR_TRA_500,0.4815242358109357
NEAR_TRA_750,0.48846172229669016
y,36995.49448935423
