,medical_facilities_min,medical_facilities_max,economic_indicators_min,economic_indicators_max,educational_resources_min,educational_resources_max,public_safety_min,public_safety_max,natural_environment_min,natural_environment_max,transportation_min,transportation_max
0,-4.9894495152392455,15.283536526137816,-2.767560780844089,7.358466566699157,-10.832623339311857,7.462537751467261,-7.375719627431582,6.154834423037677,-11.580428642039927,9.601571026475211,-6.313861458137991,14.372939548495832
