Column1,公司名稱,分公司名稱,分公司地址,分公司狀態,修正地址,lon,lat,_1
4137,統一超商股份有限公司,金門縣第十分公司,金門縣烈嶼鄉林湖村東林街156號1樓,1,0,118.2478582,24.4280121,
17306,全家便利商店股份有限公司,金門縣第七分公司,金門縣烈嶼鄉林湖村西路35-12號,1,0,118.24813745,24.4371319,
9053,統一超商股份有限公司,金門縣第二十七分公司,金門縣金城鎮金門城128-6號,1,0,118.308021,24.40326595,
5056,統一超商股份有限公司,金門縣第十四分公司,金門縣金城鎮賢庵里西海路3段1、3、5號,1,0,118.3104892,24.4238078,
733,全聯實業股份有限公司,金門慈湖分公司,金門縣金寧鄉下埔下56-1號1樓,1,0,118.3116505,24.4395621,
6784,統一超商股份有限公司,金門縣第二十五分公司,金門縣金寧鄉慈湖路1段69號、71號1樓,1,0,118.3117476,24.4412444,
1291,全聯實業股份有限公司,金門民權分公司,金門縣金城鎮西門里民權路226巷1弄12、16號,1,0,118.31352985,24.4196036,
2233,統一超商股份有限公司,金門縣第四分公司,金門縣金城鎮民權路73號1樓、2樓，75號1樓、2樓，光前路85－2號1樓，85－3號1樓,1,0,118.3144019,24.4328312,
3501,統一超商股份有限公司,金門縣第一分公司,金門縣金城鎮南門里浯江北堤路100號1樓,1,0,118.3156698,24.4293482,
15672,全家便利商店股份有限公司,金門縣第四分公司,金門縣金城鎮南門里光前路39-5號,1,0,118.3158124,24.4325095,
15712,全家便利商店股份有限公司,金門縣第五分公司,金門縣金城鎮北門里中興路146巷11號,1,0,118.3195245,24.4335002,
5165,統一超商股份有限公司,金門縣第十五分公司,金門縣金城鎮西門里民權路192、196號1樓,1,0,118.3197192,24.4387435,
2032,統一超商股份有限公司,金門縣第二分公司,金門縣金城鎮民生路6號1樓,1,0,118.3202512,24.4334764,
6392,統一超商股份有限公司,金門縣第十六分公司,金門縣金寧鄉伯玉路1段222-8號,1,0,118.3273181,24.435893,
4819,統一超商股份有限公司,金門縣第十三分公司,金門縣金寧鄉盤山村環島北路1段711號,1,0,118.3297836,24.4472161,
6714,統一超商股份有限公司,金門縣第二十四分公司,金門縣金寧鄉環島北路1段162號1樓,1,0,118.3297836,24.4472161,
14710,全家便利商店股份有限公司,金門縣第二分公司,金門縣金寧鄉榜林村林湖路295-5號、295-6號1樓,1,0,118.3303075,24.4319143,
3188,統一超商股份有限公司,金門縣第二十一分公司,金門縣金寧鄉伯玉路2段229號1樓,1,0,118.3381079,24.4403611,
18705,萊爾富國際股份有限公司,第四四三九分公司,金門縣金湖鎮尚義機場2號,1,0,118.3693627,24.4361833,
5573,統一超商股份有限公司,金門縣第十九分公司,金門縣金沙鎮何斗里環島北路3段482號1樓,1,0,118.3878458,24.4655491,
17328,全家便利商店股份有限公司,金門縣第六分公司,金門縣金湖鎮正義里瓊徑路398號,1,0,118.3916382,24.4404456,
13062,全家便利商店股份有限公司,金門縣第三分公司,金門縣金湖鎮新湖里環島南路4段480號1樓,1,0,118.4084305,24.4369454,
63,全聯實業股份有限公司,金門金湖分公司,金門縣金湖鎮新湖里塔后147、149號,1,0,118.4094339,24.4393574,
9811,統一超商股份有限公司,金門縣第二十八分公司,金門縣金湖鎮太湖路1段29號1樓,1,0,118.4100587,24.4431337,
4734,統一超商股份有限公司,金門縣第十一分公司,金門縣金沙鎮國中路2號,1,0,118.4136724,24.4885709,
8068,統一超商股份有限公司,金門縣第九分公司,金門縣金湖鎮山外里復興西路2號,1,0,118.414302,24.4424562,
6877,統一超商股份有限公司,金門縣第二十六分公司,金門縣金湖鎮復興路115號、115之1號、115之2號、115之3號1樓、2樓,1,0,118.4148943,24.4419468,
4746,統一超商股份有限公司,金門縣第十二分公司,金門縣金湖鎮新市里復興路8號,1,0,118.4168545,24.4409307,
3189,統一超商股份有限公司,金門縣第二十二分公司,金門縣金湖鎮太湖路2段217號1樓,1,0,118.4186077,24.4388577,
2215,統一超商股份有限公司,金門縣第三分公司,金門縣金湖鎮環島南路2號1樓,1,0,118.4196361,24.4338407,
6619,統一超商股份有限公司,澎湖縣第二十九分公司,澎湖縣七美鄉南港村11鄰南滬50號、51號1樓,1,0,119.419994,23.1960766,
14529,全家便利商店股份有限公司,澎湖縣第一O二分公司,澎湖縣西嶼鄉外垵村130號,1,0,119.48105595,23.56728265,
3983,統一超商股份有限公司,澎湖縣第二十四分公司,澎湖縣西嶼鄉外垵村113號1樓,1,0,119.4810668,23.5647339,
4974,統一超商股份有限公司,澎湖縣第二十五分公司,澎湖縣西嶼鄉合界村合界頭3-1號1樓,1,0,119.5280728,23.63872035,
7275,統一超商股份有限公司,澎湖縣第八分公司,澎湖縣馬公市仁愛路六十九號一樓,1,1,119.565245,23.5655069,
3264,統一超商股份有限公司,澎湖縣第十八分公司,澎湖縣馬公市長安里中正路八十五號一樓,1,1,119.5653755,23.5670782,
14846,全家便利商店股份有限公司,澎湖海洋分公司,澎湖縣馬公市中正路46號、光武街14號,1,0,119.5654503,23.5660178,
14655,全家便利商店股份有限公司,澎湖縣第一O三分公司,澎湖縣馬公市啟明里民權路2號1樓,1,0,119.5670927,23.5636561,
185,全聯實業股份有限公司,澎湖民權分公司,澎湖縣馬公市啟明里民權路51號,1,0,119.5674378,23.5649975,
7607,統一超商股份有限公司,澎湖縣第十二分公司,澎湖縣馬公市民權路98號1樓,1,0,119.5679727,23.5672601,
8593,統一超商股份有限公司,澎湖縣第三十八分公司,澎湖縣馬公市治平路26之1號,1,0,119.5681203,23.569633,
1953,統一超商股份有限公司,澎湖縣第２分公司,澎湖縣馬公市光明里光復路五十九號一樓,1,1,119.569826,23.570922,
292,全聯實業股份有限公司,澎湖文光分公司,澎湖縣馬公市光榮里文光路85號1樓,1,0,119.571122,23.577093,
12885,全家便利商店股份有限公司,澎湖縣第一O一分公司,澎湖縣馬公市光明里光復路179號,1,0,119.5720206,23.5733357,
6721,統一超商股份有限公司,澎湖縣第三十五分公司,澎湖縣馬公市光復里新營路25號1樓,1,0,119.5725128,23.5664677,
13067,全家便利商店股份有限公司,澎湖縣第一O五分公司,澎湖縣馬公市光榮里三多路302號1樓,1,0,119.5731568,23.5770258,
1988,統一超商股份有限公司,澎湖縣第３分公司,澎湖縣馬公市陽明里五鄰中華路五十六號一樓,1,1,119.57364055,23.57077505,
1231,全聯實業股份有限公司,澎湖光榮分公司,澎湖縣馬公市光榮里光榮街103、105號,1,0,119.5738455,23.5758649,
14871,全家便利商店股份有限公司,澎湖朝陽分公司,澎湖縣馬公市中華路169號,1,0,119.5739851,23.5718028,
3976,統一超商股份有限公司,澎湖縣第二十三分公司,澎湖縣馬公市陽明里中華路175號1樓,1,0,119.5742696,23.5718969,
7518,統一超商股份有限公司,澎湖縣第十分公司,澎湖縣馬公市光復路297號1樓,1,0,119.5748017,23.575758,
3657,統一超商股份有限公司,澎湖縣第二十一分公司,澎湖縣馬公市井垵里1－18號1樓,1,0,119.5762085,23.5194177,
6542,統一超商股份有限公司,澎湖縣第二十八分公司,澎湖縣馬公市西衛里光復路408號1樓,1,0,119.5794359,23.5796595,
3617,統一超商股份有限公司,澎湖縣第四分公司,澎湖縣馬公市朝陽里三多路45號1樓,1,0,119.579551,23.5741372,
5597,統一超商股份有限公司,澎湖縣第三十三分公司,澎湖縣馬公市西文里新店路359號1樓,1,0,119.5807177,23.5634974,
194,全聯實業股份有限公司,澎湖百麗分公司,澎湖縣馬公市東文里新店路398號,1,0,119.5818898,23.5628997,
10118,統一超商股份有限公司,澎湖縣第三十九分公司,澎湖縣馬公市西文里10-3號,1,0,119.5820906,23.5689372,
5182,統一超商股份有限公司,澎湖縣第三十分公司,澎湖縣馬公市文山路282號1樓,1,0,119.5825378,23.5593508,
14695,全家便利商店股份有限公司,澎湖縣第一O四分公司,澎湖縣馬公市東文里新店路459號1樓,1,0,119.5825651,23.5632698,
5088,統一超商股份有限公司,澎湖縣第二十六分公司,澎湖縣馬公市東文里新店路463號1樓,1,0,119.5828567,23.5633572,
10097,統一超商股份有限公司,澎湖縣第四十分公司,澎湖縣馬公市六合路300號1樓,1,0,119.5831233,23.5735616,
9024,統一超商股份有限公司,澎湖縣第三十七分公司,澎湖縣馬公市西文澳118-3號1樓,1,0,119.5833009,23.5685702,
1273,全聯實業股份有限公司,澎湖供售站分公司,澎湖縣馬公市東文里文山路69號1樓,1,0,119.5839766,23.5611056,
5814,統一超商股份有限公司,澎湖縣第一０一分公司,澎湖縣馬公市東文里文山路53號1樓,1,0,119.5848392,23.5619459,
7973,統一超商股份有限公司,澎湖縣第十六分公司,澎湖縣馬公市光榮里二十七鄰三多路三三八號,1,1,119.58490445,23.5544384,
16918,全家便利商店股份有限公司,澎湖縣第一O六分公司,澎湖縣馬公市東衛里9-1號,1,0,119.5862077,23.5681072,
7606,統一超商股份有限公司,澎湖縣第十三分公司,澎湖縣馬公市石泉里一之300號1樓,1,0,119.59400235,23.55763185,
7529,統一超商股份有限公司,澎湖縣第十一分公司,澎湖縣白沙鄉赤崁村大赤崁351號1樓,1,0,119.6000166,23.6671923,
8362,統一超商股份有限公司,澎湖縣第十五分公司,澎湖縣馬公市鎖港里十九鄰鎖管港一四三九號一樓,1,1,119.60036815,23.52734795,
9967,統一超商股份有限公司,澎湖縣第四十一分公司,澎湖縣馬公市鎖港里292號1樓,1,0,119.6028749,23.5304929,
7251,統一超商股份有限公司,澎湖縣第七分公司,澎湖縣馬公市東衛9-2號1樓,1,0,119.603378,23.5703016,
5192,統一超商股份有限公司,澎湖縣第三十一分公司,澎湖縣馬公市興仁里雙頭掛1-2號1樓,1,0,119.6118497,23.5546311,
8991,統一超商股份有限公司,澎湖縣第三十六分公司,澎湖縣馬公市烏崁里烏崁106-20號,1,0,119.61973555,23.5464987,
6681,統一超商股份有限公司,澎湖縣第三十四分公司,澎湖縣白沙鄉講美村78號1樓,1,0,119.6229985,23.6577719,
8134,統一超商股份有限公司,澎湖縣第十四分公司,澎湖縣湖西鄉隘門村34之2號,1,0,119.64445615,23.5709149,
6106,統一超商股份有限公司,澎湖縣第二十七分公司,澎湖縣湖西鄉湖西140-1號1樓,1,0,119.6480016,23.57379405,
15194,全家便利商店股份有限公司,澎湖湖西分公司,澎湖縣湖西鄉湖西村湖西65號,1,0,119.6590624,23.5849281,
944,全聯實業股份有限公司,澎湖湖西分公司,澎湖縣湖西鄉湖西村77-18號,1,0,119.6591547,23.5838106,
4029,統一超商股份有限公司,福建省連江縣第二分公司,連江縣南竿鄉清水村100號,1,0,119.9376167,26.1530813,
16789,全家便利商店股份有限公司,連江縣第一分公司,連江縣南竿鄉福沃村69號、71號1樓,1,0,119.9384572,26.1531409,
17442,全家便利商店股份有限公司,連江縣第二分公司,連江縣南竿鄉清水村112號、117號1樓,1,0,119.94632615,26.12140365,
8875,統一超商股份有限公司,連江縣第九分公司,連江縣南竿鄉介壽村232號、233號、284號1樓,1,0,119.94983725,26.1537681,
6317,統一超商股份有限公司,連江縣第七分公司,連江縣南竿鄉介壽村215號1樓,1,0,119.9520507,26.1559758,
5136,統一超商股份有限公司,福建省連江縣第六分公司,連江縣南竿鄉介壽村48-2號1樓,1,0,119.9522176,26.1586351,
9006,統一超商股份有限公司,連江縣第十二分公司,連江縣莒光鄉大坪村27號,1,0,119.97324735,25.95921165,
5340,統一超商股份有限公司,連江縣第八分公司,連江縣北竿鄉坂里村42號1樓,1,0,119.9742496,26.2164045,
9007,統一超商股份有限公司,連江縣第十一分公司,連江縣北竿鄉芹壁村48號,1,0,119.9787736,26.2240598,
4184,統一超商股份有限公司,福建省連江縣第三分公司,連江縣北竿鄉塘岐村191、193、195號1樓,1,0,119.9980299,26.2234424,
8944,統一超商股份有限公司,連江縣第十分公司,連江縣北竿鄉塘岐村219號,1,0,120.00002725,26.2275544,
9347,統一超商股份有限公司,高雄市第三八五分公司,高雄市大社區翠屏村三民路304號1樓,1,0,120.0843006,23.48575005,
12713,全家便利商店股份有限公司,大社翠屏分公司,高雄市大社區翠屏村中山路三五0號一樓,1,0,120.0843006,23.48575005,
13894,全家便利商店股份有限公司,義興分公司,臺北市大安區仁慈里信義路4段1之10、1之11號1樓,1,0,120.0843006,23.48575005,
19810,萊爾富國際股份有限公司,第四六六九分公司,臺南市將軍區平沙里平沙1-19號1樓,1,0,120.09694625,23.20963815,
17931,萊爾富國際股份有限公司,第四二八一分公司,臺南市北門區永隆里北門1號1樓,1,0,120.1242521,23.2681342,
6679,統一超商股份有限公司,台南市第三０九分公司,臺南市安南區安中路6段850號1樓,1,0,120.1280074,23.0658586,
891,全聯實業股份有限公司,台南土城分公司,臺南市安南區安中路6段702號,1,0,120.1285475,23.0647843,
18550,萊爾富國際股份有限公司,第三五六一分公司,臺南市七股區大潭村台潭25號1樓,1,0,120.1328095,23.1876047,
8474,統一超商股份有限公司,台南縣第七十四分公司,臺南市七股區七股村14鄰一五四之一號一樓,1,1,120.1334815,23.1335946,
4514,統一超商股份有限公司,台南市第一八八分公司,臺南市安南區安明路4段260-70號,1,0,120.1342674,23.0611396,
4130,統一超商股份有限公司,台南縣第一八九分公司,臺南市將軍區將富村5鄰49之8號,1,0,120.1353541,23.2149275,
10073,統一超商股份有限公司,台南市第三七九分公司,臺南市安南區學東里公學路六段679號1樓,1,0,120.1426423,23.0787163,
8591,統一超商股份有限公司,台南市第三六二分公司,臺南市安南區工業二路166號,1,0,120.1444934,23.0462223,
17477,全家便利商店股份有限公司,台南市第二七六分公司,臺南市安南區學東里公學路六段615號,1,0,120.1445847,23.0783097,
17968,萊爾富國際股份有限公司,第四三三一分公司,臺南市安南區顯宮里科技公園大道15號1樓,1,0,120.146524,23.0434557,
3761,統一超商股份有限公司,台南市第一六三分公司,臺南市安南區鹿耳里鹽田路2號1樓,1,0,120.1484185,23.0352222,
3711,統一超商股份有限公司,台南市第二十分公司,臺南市七股區大埕村272號1樓,1,0,120.149988,23.1476279,
6361,統一超商股份有限公司,嘉義縣第八十三分公司,嘉義縣東石鄉猿樹村東石205-1號1樓,1,0,120.1500642,23.4581466,
2012,統一超商股份有限公司,雲林縣第三十五分公司,雲林縣口湖鄉口湖村中正路1段222號1樓,1,0,120.1504805,23.5748696,
8790,統一超商股份有限公司,雲林縣第一四三分公司,雲林縣口湖鄉中正路1段136號,1,0,120.1504805,23.5748696,
19806,萊爾富國際股份有限公司,第四八三三分公司,嘉義縣東石鄉猿樹村147號1樓,1,0,120.1518228,23.45808475,
13999,全家便利商店股份有限公司,東石蚵庄分公司,嘉義縣東石鄉東石村東石5號附6,1,0,120.15343,23.4585652,
18533,萊爾富國際股份有限公司,第三五九二分公司,臺南市安平區西門里安北路405、407號1樓,1,0,120.1539379,23.0000434,
19807,萊爾富國際股份有限公司,第四五九五分公司,嘉義縣布袋鎮中正路143號,1,0,120.1548142,23.3817295,
3615,統一超商股份有限公司,嘉義縣第四十六分公司,嘉義縣布袋鎮岑海里12鄰中正路63號1樓,1,0,120.1551983,23.3809475,
18292,萊爾富國際股份有限公司,第３２０５分公司,臺南市將軍區西華村西華67－23號1樓,1,0,120.1563546,23.1992172,
6325,統一超商股份有限公司,台南市第二三八分公司,臺南市將軍區長榮里長榮29-2號1樓,1,0,120.158359,23.1970417,
4559,統一超商股份有限公司,嘉義縣第六十一分公司,嘉義縣布袋鎮復興里12鄰新塭147號之3,1,0,120.1594479,23.325724,
4611,統一超商股份有限公司,台南市第一九一分公司,臺南市安南區南興里公學路5段685號1樓,1,0,120.1595002,23.0749021,
15373,全家便利商店股份有限公司,嘉義縣第一0一分公司,嘉義縣布袋鎮上海路211號,1,0,120.160836,23.3788126,
8943,統一超商股份有限公司,雲林縣第一三八分公司,雲林縣口湖鄉福安路26-3號,1,0,120.1620947,23.6189253,
5880,統一超商股份有限公司,嘉義縣第二０三分公司,嘉義縣布袋鎮上海路177號1樓,1,0,120.1621291,23.3790726,
4503,統一超商股份有限公司,台南市第一八七分公司,臺南市安平區億載里12鄰郡平路307號1樓,1,0,120.16292535,22.99260285,
5038,統一超商股份有限公司,台南市第二○九分公司,臺南市安平區平豐路430號1樓,1,0,120.1639253,22.9942434,
1343,統一超商股份有限公司,台南市第九十九分公司,臺南市安南區城中里安中路599號1樓,1,0,120.16399915,23.0516746,
8827,統一超商股份有限公司,臺南市第三四三分公司,臺南市佳里區塭內里塭子內12-1號,1,0,120.164887,23.1227516,
10273,統一超商股份有限公司,台南巿第七十八分公司,臺南市安平區天妃里安平路99號1樓,1,0,120.1651803,22.9974549,
6052,統一超商股份有限公司,台南市第二一五分公司,臺南市佳里區佳西路215號1樓,1,0,120.167514,23.1627781,
16389,全家便利商店股份有限公司,台南興德分公司,臺南市安南區淵西里安中路四段二三八號一樓,1,1,120.167688,23.0507434,
5994,統一超商股份有限公司,台南市第三三九分公司,臺南市安平區安北路12-1號1樓,1,0,120.1679253,22.999449,
865,全聯實業股份有限公司,布袋太平東分公司,嘉義縣布袋鎮龍江里太平東路457號,1,0,120.1679997,23.3774758,
16872,全家便利商店股份有限公司,台南市第二五六分公司,臺南市安平區國平里健康三街22號、24號,1,0,120.1680895,22.9855447,
4516,統一超商股份有限公司,台南市第一九０分公司,臺南市安平區健康三街81號,1,0,120.1681697,22.9872395,
16294,全家便利商店股份有限公司,台南康裕分公司,臺南市安平區育平里健康三街二0九號一樓,1,1,120.1685199,22.98975,
3103,統一超商股份有限公司,嘉義縣第一０九分公司,嘉義縣布袋鎮興中里龍江路1號1樓,1,0,120.1685656,23.377608,
15441,全家便利商店股份有限公司,台南市第二0七分公司,臺南市安平區健康三街235號,1,0,120.1687012,22.9908452,
17947,萊爾富國際股份有限公司,第四二四O分公司,臺南市安平區國平里健康三街188之1號1樓,1,0,120.1687529,22.9891507,
9864,統一超商股份有限公司,台南市第四二０分公司,臺南市安平區永華路二段812號1樓,1,0,120.1691462,22.9917834,
1154,全聯實業股份有限公司,台南公學分公司,臺南市安南區佃東里公學路四段29、31號,1,0,120.16930605,23.07099375,
15602,全家便利商店股份有限公司,台南市第二一七分公司,臺南市安平區慶平路573號1樓,1,0,120.1698575,22.9975663,
5085,統一超商股份有限公司,台南市第二一一分公司,臺南市安平區平安里華平路742號1樓,1,0,120.1700036,22.9966441,
4801,統一超商股份有限公司,台南市第一九九分公司,臺南市安南區安中路4段150號1樓,1,0,120.1700933,23.0497888,
6350,統一超商股份有限公司,嘉義縣第八十二分公司,嘉義縣布袋鎮新厝里新厝仔67-1號1樓,1,0,120.1705183,23.3824003,
2082,統一超商股份有限公司,台南縣第九十六分公司,臺南市佳里區忠孝路212號1樓,1,0,120.1706849,23.169487,
904,全聯實業股份有限公司,佳里安西分公司,臺南市佳里區安西路203、205號,1,0,120.1709944,23.1641906,
3399,統一超商股份有限公司,雲林縣第七十三分公司,雲林縣口湖鄉崙東村中山路九十六之六號一樓,1,1,120.1710665,23.61694285,
6690,統一超商股份有限公司,台南市第三一０分公司,臺南市安平區國平路198號1樓,1,0,120.1710899,22.9897063,
888,全聯實業股份有限公司,台南國平分公司,臺南市安平區國平路210、212、216、218號,1,0,120.1712789,22.9905623,
7911,統一超商股份有限公司,台南市第一０五分公司,臺南市安平區平通里國平路三八一號一樓,1,1,120.1713014,22.9937595,
13611,全家便利商店股份有限公司,台南國平分公司,臺南市安南區平通里國平路599之1號1樓,1,0,120.1715322,22.9966152,
6926,統一超商股份有限公司,台南市第一三六分公司,臺南市安平區慶平路五三一號一樓,1,1,120.1719596,22.997127,
3464,統一超商股份有限公司,台南市第九十二分公司,臺南市安南區佃西里海佃路四段五四八號一樓,1,1,120.1721791,23.0646601,
2148,統一超商股份有限公司,台南市第一二七分公司,臺南市安平區校前里建平七街六八九號,1,1,120.1727414,22.98942985,
20038,萊爾富國際股份有限公司,第四九三九分公司,雲林縣四湖鄉大同路85號1樓,1,0,120.1731874,23.6432573,
7442,統一超商股份有限公司,嘉義縣第二十七分公司,嘉義縣布袋鎮中安里中厝十一號一樓,1,1,120.17319295,23.3998006,
3997,統一超商股份有限公司,嘉義縣第五十二分公司,嘉義縣東石鄉永屯村35附18號,1,0,120.1735157,23.459826,
9570,統一超商股份有限公司,台南巿第六十六分公司,臺南市安南區淵中里安中路三段435．437號1樓,1,0,120.173641,23.0500522,
4669,統一超商股份有限公司,台南市第一九四分公司,臺南市安平區健康路3段242號,1,0,120.1737889,22.9839793,
2202,統一超商股份有限公司,台南市第一三三分公司,臺南市安平區華平里永華路二段五三二號,1,1,120.1739074,22.9911113,
15116,全家便利商店股份有限公司,台南新本原分公司,臺南市安南區本原街3段247號1樓,1,0,120.174127,23.051983,
7083,統一超商股份有限公司,台南市第一四三分公司,臺南市南區彰南里新樂路七十二號一樓,1,1,120.174241,22.9685951,
18908,萊爾富國際股份有限公司,第四０五０分公司,臺南市佳里區六安117號之46,1,0,120.174331,23.1741992,
6556,統一超商股份有限公司,台南市第二五二分公司,臺南市佳里區安南路256號1樓,1,0,120.1744202,23.1519358,
2781,統一超商股份有限公司,臺南縣第十四分公司,臺南市佳里區文新里光復路197、197-1號1樓,1,0,120.1746138,23.1600743,
16646,全家便利商店股份有限公司,佳里光復分公司,臺南市佳里區安西里光復路三二七號一樓,1,1,120.1746411,23.1632284,
8292,統一超商股份有限公司,台南市第九十三分公司,臺南市安南區淵東里十鄰安中路三段360號1樓,1,0,120.1756437,23.0490348,
6170,統一超商股份有限公司,台南市第二二四分公司,臺南市學甲區中山路187號1樓,1,0,120.1756514,23.2353629,
781,全聯實業股份有限公司,台南華平分公司,臺南市安平區華平路619號及怡平路410巷116號,1,0,120.1757055,22.9964354,
3886,統一超商股份有限公司,台南市第一四０分公司,臺南市安南區公學路4段180號,1,0,120.1759899,23.0671346,
190,全聯實業股份有限公司,台南永華分公司,臺南市安平區國平里華平路271、273、275、277號,1,0,120.17605995,22.9913362,
13195,全家便利商店股份有限公司,學甲狀元分公司,臺南市學甲區西明里中山路一八三號之六.一樓,1,1,120.1764524,23.2351759,
854,全聯實業股份有限公司,台南佳里分公司,臺南市佳里區建南街112號,1,0,120.1765877,23.1579025,
930,全聯實業股份有限公司,佳里仁愛分公司,臺南市佳里區仁愛路388號,1,0,120.1766889,23.1547338,
12858,全家便利商店股份有限公司,台南市第二二五分公司,臺南市佳里區建南里中山路155號,1,0,120.1771049,23.1583219,
5043,統一超商股份有限公司,台南縣第二三六分公司,臺南市佳里區東寧里文化路196號1樓,1,0,120.1773269,23.163283,
1913,統一超商股份有限公司,台南市第１１９分公司,臺南市安平區慶平路235號1樓,1,0,120.177513,22.9966601,
634,全聯實業股份有限公司,台南民權分公司,臺南市中西區西賢里民權路四段350、352號,1,0,120.177556,22.9993176,
826,全聯實業股份有限公司,佳里中山分公司,臺南市佳里區中山路452號,1,0,120.1776475,23.164456,
3779,統一超商股份有限公司,台南市第一六四分公司,臺南市安平區國平里文平路217號1樓,1,0,120.1778003,22.9876637,
558,全聯實業股份有限公司,台南海佃分公司,臺南市安南區溪心里海佃路4段32、36號,1,0,120.1778086,23.0544778,
10088,統一超商股份有限公司,台南市第三七七分公司,臺南市學甲區信義路50號1樓,1,0,120.178121,23.2338172,
14618,全家便利商店股份有限公司,台南市第二三六分公司,臺南市南區喜北里喜樹路220號,1,0,120.178234,22.9413884,
9998,統一超商股份有限公司,台南市第四０七分公司,臺南市安平區文平路278號1、2樓,1,0,120.1782501,22.9890557,
6965,統一超商股份有限公司,台南市第一三八分公司,臺南市安南區海佃路四段二號,1,1,120.1783685,23.053833,
15961,全家便利商店股份有限公司,佳里延平分公司,臺南市佳里區六安里忠孝東路九十一號一樓,1,1,120.1784236,23.1652265,
5721,統一超商股份有限公司,台南市第四十二分公司,臺南市佳里區忠仁里延平路195號1樓,1,0,120.1784886,23.1587679,
7958,統一超商股份有限公司,台南市第一四六分公司,臺南市安平區文平路462號1樓,1,0,120.179023,22.9939147,
2046,統一超商股份有限公司,台南縣第９５分公司,臺南市學甲區中正路一四三號,1,1,120.1794367,23.2306017,
16866,全家便利商店股份有限公司,台南市第二六七分公司,臺南市安平區建平里永華路二段288號1樓,1,0,120.1795715,22.9902469,
10209,統一超商股份有限公司,台南市第三九０分公司,臺南市安平區建平路19、21、23號1樓,1,0,120.17960095,22.9879634,
5808,統一超商股份有限公司,台南市第三二三分公司,臺南市佳里區建南里勝利路216號1樓,1,0,120.1799942,23.1485294,
13002,全家便利商店股份有限公司,台南市第二四O分公司,臺南市中西區西湖里湖美街72號1樓,1,0,120.1801204,23.0022091,
10242,統一超商股份有限公司,台南市第三八二分公司,臺南市北區和緯路五段278號1樓,1,0,120.1801671,23.0052633,
3787,統一超商股份有限公司,台南市第一六五分公司,臺南市中西區西湖里湖美街10號,1,0,120.1801997,22.9992671,
1293,全聯實業股份有限公司,安平永華分公司,臺南市安平區文平里永華路2段373號,1,0,120.1802856,22.989595,
9922,統一超商股份有限公司,台南市第三九六分公司,臺南市佳里區仁愛路269號1樓,1,0,120.1806127,23.1530387,
4382,統一超商股份有限公司,台南市第六十二分公司,臺南市安南區海佃路3段163號1樓,1,0,120.1809714,23.0503152,
13420,全家便利商店股份有限公司,台南建平分公司,臺南市安平區文平里健康路3段10號1樓,1,0,120.1811335,22.9829441,
5750,統一超商股份有限公司,台南市第一O七分公司,臺南市安平區建平里永華路2段210號1樓,1,0,120.1811877,22.9900632,
7582,統一超商股份有限公司,台南市第一０八分公司,臺南市南區明興路732號1樓,1,0,120.1812834,22.9404421,
84,全聯實業股份有限公司,台南灣裡分公司,臺南市南區興南街200號,1,0,120.1814332,22.9213225,
3253,統一超商股份有限公司,台南市第一五０分公司,臺南市安平區海興里十四鄰安北路一七0之三號一樓,1,1,120.18167165,22.99861955,
15151,全家便利商店股份有限公司,台南永寧分公司,臺南市南區永寧里9鄰灣裡路278號,1,0,120.1820545,22.9268588,
16747,全家便利商店股份有限公司,台南慶平分公司,臺南市安平區建平里慶平路八十號一樓,1,1,120.182108,22.9970718,
6561,統一超商股份有限公司,台南市第二五三分公司,臺南市安平區建平路277號1樓,1,0,120.1821191,22.9884516,
7418,統一超商股份有限公司,台南市第四十五分公司,臺南市南區中和里五鄰灣裡路二六五號一樓,1,1,120.1822453,22.9267546,
6623,統一超商股份有限公司,台南市第一一四分公司,臺南市學甲區仁得里01鄰華宗路321號1樓,1,0,120.1823221,23.2310798,
3145,統一超商股份有限公司,台南市第二九四分公司,臺南市佳里區佳東路361號1樓,1,0,120.1825498,23.1618052,
19014,萊爾富國際股份有限公司,第四六一二分公司,臺南市中西區民權路4段138號1樓,1,0,120.1826533,22.9994705,
34,全聯實業股份有限公司,學甲華宗分公司,臺南市學甲區華宗路501號,1,0,120.1828524,23.2358168,
5255,統一超商股份有限公司,台南市第二七二分公司,臺南市安平區慶平路60、62號1樓,1,0,120.182953,22.9970713,
56,全聯實業股份有限公司,雲林口湖分公司,雲林縣口湖鄉湖東村中正路1段187號,1,0,120.1831021,23.5840561,
3823,統一超商股份有限公司,台南第一六八分公司,臺南市南區省躬里13鄰明興路917號,1,0,120.1833835,22.9318586,
1581,統一超商股份有限公司,高雄市第四六三分公司,高雄市茄萣區白雲村茄萣路二段四0三號一樓,1,1,120.183583,22.9065049,
2113,統一超商股份有限公司,台南市第一二四分公司,臺南市北區大豐里和緯路五段七十六號一樓,1,1,120.1840377,23.0060335,
4735,統一超商股份有限公司,台南市第一九六分公司,臺南市南區鯤鯓路20號,1,0,120.1841523,22.9591652,
7849,統一超商股份有限公司,台南市第四十一分公司,臺南市安南區海西里十一鄰海中街七十三號一樓,1,1,120.184232,23.0398059,
1966,統一超商股份有限公司,高雄市第四六四分公司,高雄市茄萣區茄萣路一段三五0號,1,0,120.1843016,22.8955522,
6250,統一超商股份有限公司,台南市第二二七分公司,臺南市南區中華西路1段89號1樓,1,0,120.184317,22.9778044,
