,交易年份,屋齡,交易標的,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,電梯,floor,車位類別-坡道平面,車位類別-坡道機械,車位類別-升降平面,車位類別-升降機械,車位類別-一樓平面,車位類別-塔式車位,車位類別-其他,建物型態-公寓,建物型態-華廈,建物型態-住宅大樓,建物型態-套房,建物型態-透天,NEAR_HOSTIPAL_250,NEAR_HOSTIPAL_500,NEAR_HOSTIPAL_750,CLINIC_COUNT_250,CLINIC_COUNT_500,CLINIC_COUNT_750,DENTIST_COUNT_250,DENTIST_COUNT_500,DENTIST_COUNT_750,PHARMACY_COUNT_250,PHARMACY_COUNT_500,PHARMACY_COUNT_750,CSTORE_COUNT_250,CSTORE_COUNT_500,CSTORE_COUNT_750,FASTFOOD_COUNT_250,FASTFOOD_COUNT_500,FASTFOOD_COUNT_750,LIBRARY_COUNT_250,LIBRARY_COUNT_500,LIBRARY_COUNT_750,NEAR_SCHOOL_250,NEAR_SCHOOL_500,NEAR_UNIVERSITY_250,NEAR_UNIVERSITY_500,NEAR_UNIVERSITY_750,NEAR_FIRESTATION_250,NEAR_FIRESTATION_500,NEAR_FIRESTATION_750,NEAR_FUEL_250,NEAR_FUEL_500,NEAR_FUEL_750,NEAR_MARKET_250,NEAR_MARKET_500,NEAR_MARKET_750,NEAR_POLICE_250,NEAR_POLICE_500,NEAR_POLICE_750,TEMPLE_COUNT_250,TEMPLE_COUNT_500,TEMPLE_COUNT_750,CEMETERY_AREA_250,CEMETERY_AREA_500,CEMETERY_AREA_750,PARK_AREA_250,PARK_AREA_500,PARK_AREA_750,WATER_AREA_250,WATER_AREA_500,WATER_AREA_750,PARKING_AREA_250,PARKING_AREA_500,PARKING_AREA_750,STOP_COUNT_250,STOP_COUNT_500,STOP_COUNT_750,NEAR_MRT_250,NEAR_MRT_500,NEAR_MRT_750,NEAR_TRA_250,NEAR_TRA_500,NEAR_TRA_750,y,0
42,111,11.0,1,3,2,2,1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1.0,7.0,23.0,3.0,7.0,19.0,1.0,7.0,11.0,1.0,11.0,22.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,1.0,2.0,2.0,0.0,0.0,0.0,48672.77916160255,225249.79954290364,375615.4152024819,42763.462649612135,113792.4428405879,171333.9731940719,6901.014922179472,16552.83627194981,36065.23191832812,3.0,11.0,25.0,0,0,0,0,0,0,267893,202400.77
43,111,40.0,0,3,2,1,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,16.0,30.0,53.0,10.0,17.0,27.0,4.0,5.0,12.0,16.0,30.0,51.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0.0,5.0,11.0,0.0,0.0,0.0,3783.325821682094,10600.310412877872,96537.90651638588,0.0,0.0,41584.289128355456,4491.682456771393,20763.60553448749,35230.70500655819,9.0,26.0,50.0,1,1,1,0,0,0,249849,214713.02
44,111,34.0,0,4,2,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,15.0,34.0,130.0,11.0,22.0,65.0,8.0,14.0,24.0,9.0,24.0,62.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,1.0,6.0,8.0,0.0,0.0,0.0,4212.6934416303575,13134.761977787137,17414.07663763313,0.0,0.0,0.0,3344.89035489177,12730.026610309013,32539.60478259177,3.0,16.0,44.0,0,1,1,0,0,0,234505,233194.27
45,111,38.0,0,1,1,1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,14.0,42.0,63.0,9.0,33.0,46.0,5.0,17.0,21.0,5.0,27.0,53.0,0.0,1.0,5.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0,0,1,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,2.0,5.0,9.0,0.0,0.0,0.0,4565.6638709509225,12598.055148367956,35530.553461047115,0.0,0.0,0.0,3640.136217734834,11050.176637896977,41551.56412574204,5.0,17.0,36.0,0,1,1,0,0,0,272159,254448.94
46,111,41.0,0,3,2,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,9.0,31.0,73.0,12.0,27.0,47.0,6.0,10.0,24.0,11.0,18.0,50.0,1.0,2.0,6.0,1.0,2.0,6.0,1.0,1.0,0.0,1.0,1.0,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1,0.0,1.0,4.0,0.0,0.0,0.0,3322.469645073671,20544.698696437423,47117.37854727663,0.0,0.0,0.0,0.0,8214.336371508894,33633.31356696178,4.0,19.0,41.0,0,1,1,0,0,0,239833,250439.97
47,111,1.0,1,3,2,2,1,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,5.0,23.0,49.0,3.0,14.0,39.0,1.0,7.0,21.0,4.0,19.0,44.0,0.0,1.0,4.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,1,0.0,0.0,2.0,0.0,0.0,0.0,1865.336392602396,82601.48454351933,264679.3763575161,0.0,10163.551044531388,122416.56678258708,2702.35128349451,17223.23634097796,28595.16796031577,2.0,18.0,39.0,0,0,1,0,0,0,201559,262176.38
48,111,2.0,0,3,1,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,7.0,15.0,47.0,5.0,11.0,33.0,2.0,7.0,20.0,5.0,12.0,33.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,10741.95713977636,50097.42054552038,103661.9328192822,0.0,0.0,0.0,2292.7182421230573,12080.422766615122,45480.32301941913,4.0,11.0,29.0,0,0,1,0,0,0,348929,300145.22
49,111,5.0,1,2,1,1,1,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,4.0,14.0,39.0,1.0,7.0,23.0,0.0,3.0,11.0,5.0,16.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,3.0,8.0,11.0,0.0,0.0,0.0,32836.47202449394,157997.92936579077,268447.071290975,27728.597330130066,75911.82533251724,124397.44457973534,848.8506901285014,5073.364272806086,24474.18306841999,9.0,22.0,48.0,0,0,1,0,0,0,219298,216579.23
50,111,5.0,1,2,1,1,1,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,4.0,14.0,39.0,1.0,7.0,23.0,0.0,3.0,11.0,5.0,16.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,3.0,8.0,11.0,0.0,0.0,0.0,32836.47202449394,157997.92936579077,268447.071290975,27728.597330130066,75911.82533251724,124397.44457973534,848.8506901285014,5073.364272806086,24474.18306841999,9.0,22.0,48.0,0,0,1,0,0,0,225717,220165.22
51,111,5.0,1,2,1,1,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,4.0,14.0,39.0,1.0,7.0,23.0,0.0,3.0,11.0,5.0,16.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,3.0,8.0,11.0,0.0,0.0,0.0,32836.47202449394,157997.92936579077,268447.071290975,27728.597330130066,75911.82533251724,124397.44457973534,848.8506901285014,5073.364272806086,24474.18306841999,9.0,22.0,48.0,0,0,1,0,0,0,208601,211791.38
52,111,33.0,1,3,2,2,1,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,11.0,35.0,59.0,10.0,25.0,39.0,2.0,10.0,17.0,11.0,38.0,49.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,2.0,3.0,6.0,0.0,0.0,0.0,1859.179460646412,17272.88648709451,27797.16805706512,0.0,0.0,0.0,11814.0282457394,26128.21898025889,39753.58568056377,4.0,27.0,48.0,1,1,1,0,0,0,251787,214668.1
53,111,1.0,1,3,2,2,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,5.0,23.0,49.0,3.0,14.0,39.0,1.0,7.0,21.0,4.0,19.0,44.0,0.0,1.0,4.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,1,0.0,0.0,2.0,0.0,0.0,0.0,1865.336392602396,82601.48454351933,264679.3763575161,0.0,10163.551044531388,122416.56678258708,2702.35128349451,17223.23634097796,28595.16796031577,2.0,18.0,39.0,0,0,1,0,0,0,219691,259781.47
54,111,2.0,1,0,0,0,1,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,7.0,77.0,190.0,5.0,31.0,73.0,3.0,20.0,35.0,7.0,25.0,65.0,0.0,2.0,5.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0,1,1,1.0,5.0,10.0,0.0,0.0,0.0,1489.5238797440202,18880.191211072477,36464.00185187112,0.0,0.0,0.0,6730.767317826254,14020.278990211356,27410.78739715372,5.0,28.0,50.0,0,1,1,0,0,0,620140,617629.06
55,111,2.0,1,0,0,0,1,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,7.0,77.0,190.0,5.0,31.0,73.0,3.0,20.0,35.0,7.0,25.0,65.0,0.0,2.0,5.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0,1,1,1.0,5.0,10.0,0.0,0.0,0.0,1489.5238797440202,18880.191211072477,36464.00185187112,0.0,0.0,0.0,6730.767317826254,14020.278990211356,27410.78739715372,5.0,28.0,50.0,0,1,1,0,0,0,626212,617629.06
56,111,48.0,0,1,2,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,10.0,29.0,36.0,8.0,22.0,27.0,3.0,17.0,20.0,4.0,17.0,29.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1,0.0,0.0,2.0,0.0,0.0,0.0,11809.450726720852,49288.56598651414,154708.11279113957,0.0,0.0,14252.210173624078,0.0,6253.719085376481,24712.914906503647,4.0,18.0,35.0,0,0,0,0,0,0,336927,281711.5
57,111,34.0,0,1,0,1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,11.0,38.0,74.0,9.0,31.0,49.0,5.0,15.0,22.0,5.0,24.0,56.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,0,0,1,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,2.0,4.0,9.0,0.0,0.0,0.0,1791.4682268882823,19145.30878563405,31568.04525017289,0.0,0.0,0.0,6861.731252139613,17340.32240606585,40333.76246041305,7.0,18.0,36.0,0,0,1,0,0,0,237342,258958.66
58,111,42.0,0,3,2,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,16.0,41.0,67.0,14.0,32.0,51.0,4.0,17.0,30.0,10.0,25.0,51.0,0.0,3.0,4.0,0.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1,0.0,2.0,3.0,0.0,0.0,0.0,962.78325329584,14071.966485224964,84844.63903366402,0.0,0.0,0.0,1.2336721651050646,2494.956651122526,38789.163456663264,5.0,20.0,36.0,1,1,1,0,0,0,255081,261249.0
59,111,52.0,0,3,2,2,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,5.0,25.0,32.0,5.0,24.0,26.0,4.0,14.0,19.0,5.0,18.0,26.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1,0.0,1.0,2.0,0.0,0.0,0.0,11974.26291461404,42740.56519507628,179405.9862180145,0.0,0.0,75023.34744110705,0.0,4549.839801299329,24174.98072654382,3.0,17.0,31.0,0,0,0,0,0,0,234889,233201.2
60,111,48.0,0,3,2,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,9.0,29.0,51.0,8.0,20.0,40.0,5.0,14.0,23.0,7.0,21.0,39.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,1,1,0.0,0.0,3.0,0.0,0.0,0.0,3101.175335533072,25047.83162900634,180519.793400617,0.0,0.0,62427.70927617366,4112.822872939629,10595.466689169863,26357.54719298145,4.0,18.0,40.0,0,0,1,0,0,0,252077,239736.95
61,111,53.0,0,4,2,2,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,6.0,21.0,52.0,5.0,15.0,45.0,6.0,12.0,22.0,6.0,13.0,38.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,30550.549541137763,62988.03451255177,102615.53309148773,0.0,0.0,0.0,1455.904788435546,5096.331510513837,27739.591503608503,2.0,14.0,36.0,0,0,0,0,0,0,259306,246695.03
62,111,34.0,0,1,1,1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,11.0,38.0,74.0,9.0,31.0,49.0,5.0,15.0,22.0,5.0,24.0,56.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,0,0,1,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,2.0,4.0,9.0,0.0,0.0,0.0,1791.4682268882823,19145.30878563405,31568.04525017289,0.0,0.0,0.0,6861.731252139613,17340.32240606585,40333.76246041305,7.0,18.0,36.0,0,0,1,0,0,0,268828,250218.17
63,111,18.0,0,4,2,2,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,5.0,30.0,66.0,2.0,24.0,49.0,5.0,15.0,25.0,4.0,23.0,57.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,1,0.0,1.0,3.0,0.0,0.0,0.0,4846.841434983346,46001.1456803581,93266.38178368327,0.0,0.0,0.0,1730.5148745210113,10554.410967098893,28267.878251707763,3.0,19.0,37.0,0,1,1,0,0,0,190580,215083.78
64,111,11.0,1,4,2,2,1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,3.0,26.0,49.0,1.0,14.0,33.0,1.0,5.0,16.0,3.0,21.0,49.0,0.0,1.0,4.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1,0.0,0.0,9.0,0.0,0.0,0.0,7571.95541317808,65630.67087862191,248253.81587249157,0.0,35242.538187140744,111833.10465738203,2236.17962155113,15285.569080097286,39031.97350813169,1.0,23.0,45.0,0,1,1,0,0,0,233999,257688.12
65,111,33.0,0,2,2,1,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,9.0,26.0,48.0,3.0,13.0,22.0,3.0,5.0,9.0,7.0,28.0,45.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,2.0,7.0,13.0,0.0,0.0,0.0,2484.83815084852,56214.979592019205,194787.20603901285,0.0,30992.75784945368,86841.77826211993,1836.254051028852,12144.816395074457,30770.266428395327,8.0,25.0,51.0,0,1,1,0,0,0,229454,259540.84
66,111,47.0,0,5,2,3,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,11.0,29.0,47.0,8.0,19.0,37.0,6.0,15.0,23.0,5.0,22.0,37.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,3198.964565938172,65177.40708333739,110764.49783966476,0.0,0.0,0.0,1593.129799654253,7101.416119462692,21311.389933590915,4.0,17.0,39.0,0,0,1,0,0,0,207013,233458.75
67,111,13.0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,15.0,32.0,51.0,11.0,20.0,32.0,3.0,8.0,15.0,14.0,34.0,54.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1.0,2.0,9.0,0.0,0.0,0.0,4290.701404076901,9163.893019884828,77370.88919311306,0.0,0.0,22412.932099234757,9262.75668299367,23297.905767400647,35647.00985165005,9.0,24.0,47.0,1,1,1,0,0,0,267482,274066.16
68,111,33.0,0,0,0,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,9.0,28.0,44.0,9.0,20.0,33.0,4.0,15.0,22.0,9.0,21.0,34.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1,0.0,0.0,3.0,0.0,0.0,0.0,7703.906321907791,28163.04333135738,189977.5005697768,0.0,0.0,84509.07201709149,1488.274476665806,5818.481777269277,24551.31820128765,5.0,17.0,35.0,0,0,1,0,0,0,242528,244387.05
69,111,49.0,0,3,2,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,6.0,15.0,30.0,5.0,15.0,22.0,3.0,9.0,15.0,6.0,16.0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,1,0.0,2.0,2.0,0.0,0.0,0.0,10840.179579782916,134145.66649662587,338009.2286709994,0.0,83857.0891161344,154779.91589756828,3045.1221596836426,13981.011574461532,31308.1379578799,6.0,18.0,30.0,0,0,0,0,0,0,196775,210501.9
70,111,14.0,0,1,1,1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,6.0,31.0,83.0,1.0,12.0,49.0,0.0,7.0,29.0,4.0,20.0,58.0,2.0,2.0,7.0,2.0,2.0,7.0,0.0,1.0,0.0,1.0,1.0,0,0,1,0.0,0.0,1.0,0.0,1.0,1.0,0,1,1,0.0,2.0,6.0,0.0,0.0,0.0,74.22239747596966,14813.784435329548,36051.546110938994,0.0,0.0,0.0,3827.185222365147,5698.904451539806,17780.44183849031,5.0,13.0,40.0,1,1,1,0,0,0,366305,319636.94
71,111,36.0,1,3,2,2,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,2.0,21.0,46.0,0.0,11.0,31.0,0.0,7.0,14.0,1.0,14.0,43.0,0.0,1.0,4.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,1,0.0,0.0,5.0,0.0,0.0,0.0,11105.331922222242,116728.2707734528,299313.8798817361,0.0,68291.0630838064,133436.2572192597,2236.17962155113,15630.766310135154,33826.50246278732,3.0,20.0,39.0,0,1,1,0,0,0,201080,222250.56
72,111,40.0,0,3,2,2,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,9.0,31.0,65.0,9.0,29.0,49.0,3.0,11.0,21.0,5.0,26.0,58.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,0,0,1,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,2.0,7.0,8.0,0.0,0.0,0.0,1791.4682268882823,22544.99666593362,32875.53511461904,0.0,0.0,0.0,5924.79049927408,21149.90024751277,41993.6126315477,8.0,19.0,42.0,0,0,1,0,0,0,235393,234803.0
73,111,49.0,0,3,2,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,7.0,23.0,50.0,6.0,16.0,37.0,3.0,10.0,22.0,7.0,18.0,37.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,77330.14274605483,257284.1963079927,0.0,1536.7478524307644,125707.7389335285,2702.35128349451,17784.20292934437,27288.255450155917,5.0,17.0,41.0,0,0,1,0,0,0,235181,217120.73
74,111,30.0,0,3,2,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,16.0,27.0,114.0,11.0,22.0,62.0,8.0,13.0,24.0,8.0,25.0,60.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,3.0,6.0,6.0,0.0,0.0,0.0,4063.39760585246,13934.892653328943,25117.92685445186,0.0,0.0,0.0,4083.708021636377,22100.722553021533,36249.36090452164,6.0,16.0,39.0,0,0,1,0,0,0,268971,264754.03
75,111,49.0,0,6,0,6,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,7.0,20.0,39.0,8.0,15.0,29.0,4.0,10.0,18.0,7.0,17.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,1,0.0,1.0,2.0,0.0,0.0,0.0,4024.59564026476,96649.5255096457,301680.816368082,0.0,46689.61945122595,144409.43793854042,589.8746304196735,15325.198985684372,29244.433271513743,6.0,18.0,34.0,0,0,1,0,0,0,205147,228332.66
76,111,44.0,0,4,3,3,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,3.0,21.0,54.0,4.0,17.0,42.0,2.0,13.0,20.0,3.0,18.0,40.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,29538.386618563996,53546.01907484982,101238.09241588289,0.0,0.0,0.0,2236.17962155113,6238.526128881334,29878.30494313786,2.0,14.0,32.0,0,0,1,0,0,0,230911,206134.39
77,111,43.0,1,3,2,2,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,13.0,34.0,77.0,12.0,30.0,49.0,5.0,15.0,29.0,9.0,25.0,54.0,0.0,2.0,5.0,0.0,2.0,5.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1,1.0,1.0,4.0,0.0,0.0,0.0,1745.0445097188792,16754.591953446576,57625.16319549147,0.0,0.0,0.0,0.0,8187.357435504375,24443.32414641555,4.0,20.0,40.0,0,1,1,0,0,0,263368,218454.98
78,111,38.0,0,3,2,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,3.0,46.0,191.0,3.0,25.0,76.0,2.0,17.0,35.0,7.0,25.0,68.0,1.0,2.0,5.0,1.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0,1,1,1.0,4.0,12.0,0.0,0.0,0.0,1489.5238797440202,14014.488083667657,30983.58054045718,0.0,0.0,0.0,6708.53886465339,11079.994978701872,26363.97061333932,6.0,27.0,51.0,0,0,1,0,0,0,293879,287071.06
79,111,2.0,1,0,0,0,1,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,7.0,77.0,190.0,5.0,31.0,73.0,3.0,20.0,35.0,7.0,25.0,65.0,0.0,2.0,5.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0,1,1,1.0,5.0,10.0,0.0,0.0,0.0,1489.5238797440202,18880.191211072477,36464.00185187112,0.0,0.0,0.0,6730.767317826254,14020.278990211356,27410.78739715372,5.0,28.0,50.0,0,1,1,0,0,0,583857,613828.06
80,111,37.0,0,3,2,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,2.0,48.0,90.0,2.0,19.0,50.0,5.0,12.0,31.0,4.0,27.0,64.0,1.0,5.0,7.0,1.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,1,1,1,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,0.0,6.0,10.0,0.0,0.0,0.0,2467.765865572349,10460.241963772392,36308.00000290001,0.0,0.0,0.0,456.6378635443189,4077.1531193318015,26289.092452381432,4.0,28.0,47.0,0,1,1,0,0,0,268802,281152.8
81,111,47.0,0,3,2,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,5.0,27.0,62.0,1.0,19.0,35.0,1.0,5.0,14.0,2.0,27.0,56.0,0.0,3.0,4.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1.0,2.0,15.0,0.0,0.0,0.0,7117.726487746206,10758.349002980904,24557.020991466485,0.0,0.0,0.0,7980.848761611782,27735.171050404708,34405.13632453566,6.0,23.0,49.0,0,1,1,0,0,0,187995,199481.45
