,交易年份,屋齡,交易標的,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,電梯,floor,車位類別-坡道平面,車位類別-坡道機械,車位類別-升降平面,車位類別-升降機械,車位類別-一樓平面,車位類別-塔式車位,車位類別-其他,建物型態-公寓,建物型態-華廈,建物型態-住宅大樓,建物型態-套房,建物型態-透天,NEAR_HOSTIPAL_250,NEAR_HOSTIPAL_500,NEAR_HOSTIPAL_750,CLINIC_COUNT_250,CLINIC_COUNT_500,CLINIC_COUNT_750,DENTIST_COUNT_250,DENTIST_COUNT_500,DENTIST_COUNT_750,PHARMACY_COUNT_250,PHARMACY_COUNT_500,PHARMACY_COUNT_750,CSTORE_COUNT_250,CSTORE_COUNT_500,CSTORE_COUNT_750,FASTFOOD_COUNT_250,FASTFOOD_COUNT_500,FASTFOOD_COUNT_750,LIBRARY_COUNT_250,LIBRARY_COUNT_500,LIBRARY_COUNT_750,NEAR_SCHOOL_250,NEAR_SCHOOL_500,NEAR_SCHOOL_750,NEAR_UNIVERSITY_250,NEAR_UNIVERSITY_500,NEAR_UNIVERSITY_750,NEAR_FIRESTATION_250,NEAR_FIRESTATION_500,NEAR_FIRESTATION_750,NEAR_FUEL_250,NEAR_FUEL_500,NEAR_FUEL_750,NEAR_MARKET_250,NEAR_MARKET_500,NEAR_MARKET_750,NEAR_POLICE_250,NEAR_POLICE_500,NEAR_POLICE_750,TEMPLE_COUNT_250,TEMPLE_COUNT_500,TEMPLE_COUNT_750,CEMETERY_AREA_250,CEMETERY_AREA_500,CEMETERY_AREA_750,PARK_AREA_250,PARK_AREA_500,PARK_AREA_750,WATER_AREA_250,WATER_AREA_500,WATER_AREA_750,PARKING_AREA_250,PARKING_AREA_500,PARKING_AREA_750,STOP_COUNT_250,STOP_COUNT_500,STOP_COUNT_750,NEAR_MRT_250,NEAR_MRT_500,NEAR_MRT_750,NEAR_TRA_500,NEAR_TRA_750,y,0
0,111,38.0,0,3,2,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1.0,14.0,24.0,1.0,9.0,20.0,0.0,6.0,7.0,2.0,12.0,31.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,1,1.0,3.0,6.0,0.0,0.0,0.0,18152.32124085463,35653.29830843284,60262.42802600789,0.0,0.0,0.0,5067.46606956144,7505.106356994198,36765.91046071199,3.0,10.0,28.0,0,0,1,0,0,157252,178568.45
1,111,17.0,1,3,2,2,1,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,10.0,31.0,40.0,6.0,22.0,32.0,2.0,14.0,21.0,8.0,17.0,23.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1,3.0,8.0,14.0,0.0,27529.74908087495,27529.74908087495,40287.95708700038,86989.11630460626,106053.0746060209,0.0,0.0,0.0,9323.143372297383,13989.545468726566,19918.56437290563,10.0,29.0,51.0,1,1,1,0,0,232642,231694.52
2,111,35.0,0,2,1,2,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,23.0,1.0,4.0,17.0,2.0,3.0,10.0,4.0,6.0,15.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,1,5.0,12.0,24.0,0.0,0.0,21521.615900257773,4920.686916666456,8825.794248124841,100271.93134538272,0.0,0.0,15781.901536756168,6441.428002491382,8182.835360110241,27760.12148741204,3.0,11.0,34.0,0,0,1,0,0,152755,153094.19
3,111,25.0,0,2,2,1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,3.0,11.0,17.0,4.0,8.0,12.0,2.0,4.0,7.0,5.0,11.0,17.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,1238.8729822544692,14332.410359710346,30502.156858021597,0.0,0.0,0.0,1443.7972029225775,4202.686219074534,9635.385860720982,4.0,15.0,25.0,1,1,1,0,0,227800,212799.81
4,111,35.0,0,3,2,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,2.0,0.0,0.0,57557.94477417184,2641.776121898192,4028.808617403655,6246.463322979188,0.0,0.0,0.0,2406.816568657608,2406.816568657608,6728.290023026361,4.0,18.0,28.0,0,0,0,0,0,138959,113518.07
5,111,15.0,0,1,1,1,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,2.0,5.0,11.0,2.0,5.0,6.0,1.0,2.0,2.0,5.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1,1,1,1.0,2.0,3.0,0.0,0.0,0.0,6135.370501086085,16215.459063396962,62253.27627238137,0.0,0.0,0.0,532.4856520334642,14793.04214975233,45630.18879564236,6.0,14.0,28.0,0,0,0,0,0,224832,208530.0
6,111,42.0,0,4,0,4,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0.0,13.0,34.0,3.0,11.0,23.0,3.0,7.0,16.0,4.0,15.0,18.0,0.0,3.0,3.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0,1,1,4.0,13.0,19.0,0.0,23450.401875945012,27529.74908087495,3590.7911793525427,9895.533802525946,85276.88236472315,0.0,0.0,1170.1290398122103,3435.1297773677707,22168.2002754792,22899.70251322948,9.0,19.0,37.0,0,1,1,0,0,134425,121852.43
7,111,42.0,0,3,2,2,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0.0,3.0,15.0,0.0,4.0,20.0,1.0,1.0,6.0,1.0,6.0,16.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1.0,1.0,7.0,0.0,0.0,0.0,10666.993940841923,78424.67645610697,194561.0129296065,0.0,19983.442022938525,66815.79074100568,0.0,0.0,8442.436128857697,3.0,9.0,22.0,0,0,1,0,0,152051,151988.23
8,111,10.0,1,2,2,1,1,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1.0,5.0,15.0,0.0,4.0,9.0,1.0,2.0,8.0,3.0,10.0,17.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1,0.0,2.0,4.0,0.0,4795.970204204985,59563.76877050239,3963.5293184516886,6499.96735103056,23797.196370297195,0.0,0.0,0.0,0.0,11092.931589777694,28269.161460266267,4.0,18.0,32.0,0,0,0,0,0,197586,167057.8
9,111,0.0,1,3,2,2,1,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,9.0,23.0,26.0,5.0,12.0,15.0,4.0,6.0,11.0,5.0,17.0,27.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1.0,4.0,6.0,0.0,0.0,0.0,50552.71650089632,125574.28457993748,166884.953795988,0.0,64107.127330151285,108905.8651727586,2236.17962155113,16702.288599809403,41700.49122025541,4.0,11.0,24.0,0,0,1,0,0,177250,221887.88
10,111,14.0,0,2,2,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8229.252428218057,21629.753431613983,0.0,0.0,0.0,0.0,2406.816568657608,4642.996190208738,7.0,15.0,25.0,0,0,0,0,0,158675,177708.5
11,111,38.0,0,6,2,4,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0.0,8.0,21.0,0.0,6.0,13.0,0.0,3.0,7.0,1.0,5.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,2.0,2.0,6.0,0.0,0.0,0.0,13948.560229934616,21513.43993041534,46219.46406252764,0.0,0.0,9386.538721839052,2236.17962155113,2236.17962155113,5914.851873927068,2.0,16.0,34.0,0,1,1,0,0,149691,155963.0
12,111,3.0,1,2,1,1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0.0,3.0,40.0,0.0,6.0,25.0,0.0,4.0,17.0,3.0,5.0,20.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1,2.0,4.0,9.0,0.0,0.0,700.0389941258535,2228.092636968602,72345.87353162741,149177.80854548942,0.0,0.0,21203.24732240797,0.0,0.0,16225.725090277696,11.0,18.0,40.0,0,0,1,0,0,235431,209690.19
13,111,39.0,0,2,2,2,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,26.0,34.0,38.0,14.0,25.0,29.0,11.0,15.0,19.0,7.0,17.0,20.0,0.0,3.0,3.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1,1,1,2.0,8.0,13.0,0.0,0.0,24983.23789247123,13416.407272530809,40521.171707843256,120312.69029249717,0.0,0.0,11877.972821046613,6971.283595534986,15435.371972337236,19481.997752771207,8.0,30.0,53.0,0,1,1,0,0,201257,218419.31
14,111,41.0,0,3,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,14.0,24.0,26.0,6.0,13.0,15.0,5.0,7.0,11.0,7.0,21.0,26.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1.0,4.0,6.0,0.0,0.0,0.0,18334.313981999567,113197.01463712184,164588.71236427326,0.0,49383.95439334033,99473.39735243368,2566.0740390561828,17965.62801031046,34644.861337204995,3.0,12.0,24.0,0,1,1,0,0,160504,142955.31
15,111,14.0,1,4,2,2,1,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,5.0,9.0,13.0,3.0,6.0,9.0,2.0,4.0,6.0,5.0,10.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,1238.8729822544692,7569.281323957132,29793.09781025429,0.0,0.0,2165.046914231949,4009.045214264685,4202.686219074534,7485.231142159208,4.0,14.0,24.0,0,1,1,0,0,278263,236644.47
16,111,4.0,1,0,2,2,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,8.0,16.0,26.0,9.0,12.0,17.0,4.0,6.0,7.0,6.0,21.0,35.0,0.0,3.0,4.0,0.0,3.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1.0,4.0,4.0,0.0,0.0,0.0,8475.49072877736,43166.59035497952,119652.44656082612,0.0,0.0,7357.150140564798,17215.503575275412,30212.43274009256,35070.66929989102,4.0,22.0,33.0,1,1,1,0,0,281056,301427.88
17,111,2.0,1,3,2,2,1,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,5.0,17.0,26.0,2.0,10.0,15.0,3.0,7.0,11.0,7.0,17.0,28.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,2.0,2.0,6.0,0.0,0.0,11058.2555311556,2848.891092351235,22770.2481536338,57169.31233898984,0.0,0.0,0.0,813.8266508514903,16702.999702418725,32813.49507986451,9.0,17.0,33.0,0,0,0,0,0,206799,188160.62
18,111,29.0,1,2,2,1,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,5.0,14.0,23.0,5.0,10.0,15.0,2.0,7.0,7.0,9.0,16.0,23.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,1,1.0,1.0,1.0,0.0,1.0,1.0,0,0,1,0.0,2.0,5.0,0.0,0.0,0.0,2148.9275049722623,23535.643827783348,39881.17964532947,0.0,0.0,0.0,0.0,5916.156446024837,11639.42224318966,4.0,15.0,27.0,1,1,1,0,0,214247,195091.94
19,111,36.0,0,3,2,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,3.0,9.0,25.0,2.0,8.0,15.0,1.0,6.0,9.0,2.0,15.0,23.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,2.0,2.0,7.0,0.0,0.0,0.0,10453.59207755704,29613.48385471115,42142.77790090464,0.0,0.0,1728.8238176307834,259.8270013239694,4973.579748090523,9080.392957730008,4.0,12.0,36.0,1,1,1,0,0,166076,162923.88
20,111,25.0,0,3,2,2,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,2.0,12.0,13.0,0.0,6.0,10.0,0.0,4.0,5.0,1.0,10.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0.0,5.0,5.0,0.0,0.0,0.0,8037.324212430806,33953.87937753199,91787.6778603216,0.0,7024.706130343965,51206.54198920254,2236.17962155113,2989.0647638892287,8193.513201710022,6.0,15.0,26.0,0,1,1,0,0,239573,266026.56
21,111,31.0,1,8,3,2,1,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,4.0,10.0,21.0,3.0,6.0,11.0,2.0,6.0,8.0,4.0,13.0,23.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,0.0,2.0,4.0,0.0,11058.2555311556,67354.39133180397,508.087686707114,22172.524402471965,44728.46417273086,0.0,0.0,0.0,13347.169474663831,26544.463330024464,34906.51682414098,5.0,9.0,34.0,0,0,0,0,0,133815,118629.61
22,111,37.0,0,4,3,3,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0,6.0,23.0,0.0,4.0,12.0,1.0,3.0,9.0,5.0,10.0,25.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1,0.0,2.0,5.0,0.0,0.0,27773.573110495025,1471.1406901477196,8121.640691580077,27813.88358605636,0.0,0.0,0.0,0.0,11440.901267787322,24668.12318360746,6.0,18.0,33.0,0,0,0,0,0,138439,100584.195
23,111,30.0,1,6,2,2,1,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0.0,1.0,11.0,0.0,4.0,9.0,0.0,3.0,7.0,1.0,6.0,14.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,3.0,9.0,21.0,0.0,20843.11051343641,27529.74908087495,2540.2764760040704,9107.64771071822,42849.34380508683,0.0,0.0,0.0,0.0,8178.65480675263,24778.77642246253,1.0,9.0,23.0,0,0,1,0,0,137608,149278.03
24,111,12.0,1,3,2,2,1,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,1.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,247.51246037595416,13321.687283082912,33498.27059027288,0.0,0.0,0.0,6135.800943555079,12166.132116877538,23093.84709048503,2.0,10.0,19.0,0,0,0,0,0,218087,227860.56
25,111,39.0,0,6,0,6,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,12.0,31.0,38.0,9.0,19.0,29.0,6.0,14.0,18.0,4.0,9.0,21.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0,1,1,0.0,4.0,10.0,0.0,0.0,0.0,290.99353201551315,28232.757041911,100455.90463013476,0.0,0.0,22758.35869626301,1445.8265036106693,9280.828122380024,16033.412515929467,7.0,26.0,48.0,0,0,1,0,0,170815,137467.89
26,111,50.0,0,4,2,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,6.0,0.0,0.0,0.0,2543.6315595239903,19263.550333433275,40453.773364106826,0.0,0.0,0.0,1761.030509782328,2236.17962155113,5067.46606956144,0.0,4.0,9.0,0,0,0,0,0,716944,306353.5
27,111,39.0,0,3,2,2,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0.0,4.0,16.0,0.0,5.0,20.0,1.0,3.0,9.0,1.0,5.0,19.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,1.0,2.0,8.0,0.0,0.0,0.0,55418.336227200416,156492.17333795244,209097.9723509986,11388.25114550554,59705.99197284736,70054.16236053783,0.0,364.1496790776987,6458.084401370485,2.0,9.0,28.0,0,0,1,0,0,165843,194925.61
28,111,13.0,1,2,2,2,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,3.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,11.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,17387.232718951916,20701.71313205169,181412.31928869488,0.0,0.0,65804.7523162843,0.0,12258.779015143402,35617.1809333354,3.0,19.0,39.0,0,0,0,0,0,276591,194136.75
29,111,7.0,1,3,2,1,1,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,247.51246037595416,23520.52287035084,66287.12446007061,0.0,0.0,0.0,6260.448074688289,13092.375312947685,20082.04195395338,4.0,10.0,23.0,0,0,0,0,0,255500,237017.08
30,111,54.0,0,3,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,1.0,2.0,0.0,0.0,0.0,26473.998532112146,174737.02286234533,309309.0715295928,2906.530959023605,58295.540037988256,100268.25763822516,3048.364569224798,19007.897597710573,32318.798995984205,5.0,16.0,28.0,0,0,0,0,0,127634,314665.5
31,111,33.0,0,3,2,2,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0.0,3.0,37.0,2.0,7.0,24.0,0.0,4.0,17.0,2.0,5.0,18.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,3.0,4.0,9.0,0.0,0.0,0.0,2228.092636968602,52230.94007575607,118598.04876294846,0.0,0.0,9661.681627466174,0.0,0.0,15915.418496597333,6.0,17.0,39.0,0,0,1,0,0,139941,161350.42
32,111,27.0,0,3,2,2,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,0.0,9.0,24.0,0.0,7.0,15.0,0.0,3.0,7.0,1.0,8.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,2.0,2.0,6.0,0.0,0.0,0.0,18763.42201110712,22365.761121261243,42007.90575153722,0.0,0.0,7020.121821599081,2236.17962155113,2575.571609369292,5916.156446024837,2.0,18.0,36.0,0,1,1,0,0,194883,188939.16
33,111,39.0,0,3,2,2,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,5.0,15.0,25.0,5.0,8.0,13.0,2.0,5.0,8.0,5.0,19.0,32.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0.0,4.0,7.0,0.0,0.0,0.0,12268.5738538628,36933.65059161255,85635.42052509097,0.0,0.0,0.0,2236.3438999317946,19232.14499814077,58366.386575137374,8.0,19.0,37.0,1,1,1,0,0,193368,166231.08
34,111,4.0,1,1,2,2,1,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1.0,4.0,21.0,1.0,2.0,8.0,1.0,2.0,5.0,3.0,14.0,26.0,0.0,2.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,4.0,6.0,0.0,0.0,0.0,8672.735976347394,36879.05588204851,81994.89147423707,0.0,0.0,0.0,6106.819789574756,38247.66713126646,61827.65084559111,3.0,15.0,28.0,0,1,1,0,0,321676,344700.53
35,111,14.0,1,4,1,1,1,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,1.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7039.779590460475,39536.69186631212,0.0,0.0,0.0,0.0,1651.2524591286674,15133.151948198289,3.0,6.0,23.0,0,0,1,0,0,234701,206835.66
36,111,9.0,1,2,2,2,1,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0.0,3.0,35.0,0.0,5.0,24.0,0.0,2.0,16.0,2.0,5.0,20.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1,2.0,4.0,9.0,0.0,0.0,10257.234444139682,2334.2559978669187,87188.65598931239,171391.62878789922,0.0,13.876078996330447,33071.39602671607,0.0,0.0,16225.725090277696,9.0,16.0,38.0,0,1,1,0,0,256665,246279.38
37,111,24.0,1,5,3,2,1,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,3.0,12.0,13.0,2.0,6.0,10.0,0.0,4.0,5.0,1.0,10.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0.0,4.0,5.0,0.0,0.0,0.0,7726.835807510948,31475.37477498579,85572.62010391544,0.0,5447.532044466992,45025.33229817002,2236.17962155113,2989.0647638892287,8610.739834259177,7.0,16.0,25.0,0,1,1,0,0,239130,236033.92
38,111,47.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,4.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,6.0,16.0,22.0,0.0,0.0,0.0,5235.003068772299,8595.394037247825,90161.11588711388,0.0,0.0,4035.6881008033256,3516.758207417677,13770.576018685477,13810.898268918078,1.0,8.0,18.0,0,0,0,0,0,234014,163027.17
39,111,39.0,0,3,2,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,7.0,21.0,41.0,6.0,17.0,34.0,2.0,6.0,11.0,5.0,18.0,40.0,1.0,3.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0,1,1,0.0,0.0,4.0,0.0,0.0,0.0,1518.2816304402374,38567.51300251257,108885.04271944032,0.0,0.0,14265.76235755272,0.0,14337.267142524028,35312.40584999774,3.0,22.0,32.0,1,1,1,0,0,163599,189295.08
