,交易年份,土地位置建物門牌,鄉鎮市區,屋齡,交易標的,交易年月日,建築完成年月,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,車位類別,電梯,單價元平方公尺,修正地址,floor,lon,lat
1157,106,臺北市大同區雙連街77號五樓之2,大同區,0.0,房地(土地+建物)+車位,1061025,1060726,2,1,1,坡道平面,有,243551,False,5,121.51903089999999,25.0598091
1158,106,臺北市大同區雙連街75號六樓,大同區,0.0,房地(土地+建物)+車位,1061103,1060726,4,2,2,坡道平面,有,249987,False,6,121.5190353,25.059761599999998
1159,107,臺北市大同區雙連街79號十一樓之3,大同區,1.0,房地(土地+建物)+車位,1070929,1060726,4,2,2,坡道平面,有,268836,False,11,121.51965980000001,25.059892
1160,106,臺北市大同區雙連街75號十二樓之3,大同區,0.0,房地(土地+建物)+車位,1061028,1060726,3,2,2,坡道平面,有,272678,False,12,121.5190353,25.059761599999998
1161,107,臺北市大同區雙連街75號六樓之1,大同區,1.0,房地(土地+建物)+車位,1070810,1060726,4,2,2,坡道平面,有,250593,False,6,121.5190353,25.059761599999998
1162,107,臺北市大同區雙連街75號十五樓之1,大同區,1.0,房地(土地+建物)+車位,1070606,1060726,4,2,2,坡道平面,有,282621,False,15,121.5190353,25.059761599999998
1163,106,臺北市大同區雙連街75號四樓之2,大同區,0.0,房地(土地+建物)+車位,1061010,1060726,3,2,2,坡道平面,有,246309,False,4,121.5190353,25.059761599999998
1164,106,臺北市大同區雙連街75號四樓之3,大同區,0.0,房地(土地+建物)+車位,1061009,1060726,3,2,2,坡道平面,有,260142,False,4,121.5190353,25.059761599999998
1165,106,臺北市大同區雙連街77號三樓之2,大同區,0.0,房地(土地+建物)+車位,1061229,1060726,2,1,1,坡道平面,有,241337,False,3,121.51903089999999,25.0598091
1166,108,臺北市中正區寧波西街96之2號4樓,中正區,41.0,房地(土地+建物),1080201,0670201,3,2,2,,有,200567,False,4,121.51516289999998,25.0295485
1167,108,臺北市文山區興隆路二段203巷42號二樓,文山區,20.0,房地(土地+建物),1080306,0880510,2,2,1,,有,168565,False,2,121.5483231,25.002234399999995
1168,108,臺北市文山區興隆路四段29巷4弄1號二樓之3,文山區,21.0,房地(土地+建物),1080303,0871202,1,1,1,,無,167874,False,2,121.560478,24.990544000000003
1169,108,臺北市文山區辛亥路四段160號七樓,文山區,10.0,房地(土地+建物)+車位,1080211,0981116,4,2,2,坡道平面,有,171640,False,7,121.55632569999997,25.003947999999998
1170,108,臺北市文山區木柵路二段109巷100弄13號八樓,文山區,26.0,房地(土地+建物),1080216,0821206,2,2,1,,有,150274,False,8,121.56267770000001,24.9912172
1171,108,臺北市文山區興隆路三段304巷32之13號3樓,文山區,5.0,房地(土地+建物)+車位,1080104,1030314,3,2,1,坡道平面,有,110106,False,3,121.55515210000002,24.9960867
1172,108,臺北市萬華區萬大路423巷101弄13號,萬華區,44.0,房地(土地+建物),1080127,0640403,2,1,1,,無,156340,False,1,121.50199099999999,25.022517099999998
1173,107,臺北市中山區中山北路一段53巷26號四樓,中山區,10.0,房地(土地+建物),1070915,0971030,1,1,1,,有,202409,False,4,121.52356429999999,25.0488338
1174,108,臺北市中山區南京東路三段89巷27弄10號七樓,中山區,2.0,房地(土地+建物),1080114,1061002,0,0,1,,有,273763,False,7,121.53840199999999,25.053904499999998
1175,108,臺北市內湖區瑞光路9號4樓之1,內湖區,14.0,房地(土地+建物)+車位,1080223,0941221,2,2,1,坡道平面,有,151095,False,4,121.5839069,25.0694524
1176,108,臺北市內湖區成功路二段193巷8號4樓之2,內湖區,10.0,房地(土地+建物)+車位,1080214,0981225,1,1,1,塔式車位,無,136995,False,4,121.591158,25.0663
1177,108,臺北市中山區雙城街13巷9號十一樓之1,中山區,7.0,房地(土地+建物)+車位,1080227,1010327,4,2,2,坡道平面,有,211838,False,11,121.524872,25.064212799999996
1178,108,臺北市中山區新生北路二段68巷9號3樓之5,中山區,11.0,房地(土地+建物),1080217,0971229,1,1,1,,無,199442,False,3,121.52688819999997,25.0565341
1179,108,臺北市內湖區民權東路六段180巷42弄13號13樓之2,內湖區,1.0,房地(土地+建物),1080305,1070718,1,1,1,,有,203953,False,13,121.59221600000001,25.0675047
1180,108,臺北市內湖區民權東路六段180巷42弄9號13樓,內湖區,1.0,房地(土地+建物)+車位,1080218,1070718,3,2,2,坡道平面,有,221705,False,13,121.59230149999999,25.067496499999997
1181,108,臺北市內湖區安泰街26號二樓,內湖區,33.0,房地(土地+建物),1080220,0750616,3,2,2,,無,107775,False,2,121.61848010000001,25.0734192
1182,108,臺北市松山區八德路三段158巷20弄40號七樓之1,松山區,42.0,房地(土地+建物),1080217,0661019,0,0,0,,有,192250,False,7,121.55433970000001,25.047380399999998
1183,108,臺北市信義區虎林街60巷15號4樓,信義區,47.0,房地(土地+建物),1080220,0611006,3,2,1,,無,165814,False,4,121.57641419999999,25.0462181
1184,108,臺北市信義區松信路50巷5號七樓,信義區,6.0,房地(土地+建物)+車位,1080212,1021115,0,0,0,坡道平面,有,302545,False,7,121.5713482,25.0473608
1185,108,臺北市松山區新東街12巷31號五樓,松山區,37.0,房地(土地+建物),1080127,0710416,4,2,2,,無,151034,False,5,121.5682167,25.0580956
1186,107,臺北市士林區德行西路110號2樓,士林區,38.0,房地(土地+建物),1071211,0691023,3,2,2,,無,164930,False,2,121.5207611,25.104048499999998
1187,108,臺北市士林區重慶北路四段49巷40弄14號3樓,士林區,47.0,房地(土地+建物),1080216,0610314,2,2,1,,無,105538,False,3,121.5116173,25.080689899999996
1188,108,臺北市士林區忠誠路一段33之2號2樓,士林區,34.0,房地(土地+建物),1080105,0740118,3,2,2,,有,180221,False,2,121.52730349999999,25.104213599999998
1189,108,臺北市北投區建民路129巷5號,北投區,30.0,房地(土地+建物),1080216,0780217,2,3,2,,無,181058,False,1,121.517368,25.1103226
1190,107,臺北市北投區三合街一段117巷60號六樓,北投區,0.0,房地(土地+建物)+車位,1071128,1070502,2,2,2,坡道平面,有,222365,False,6,121.5045074,25.125152000000003
1191,108,臺北市北投區大度路三段301巷28弄20號3樓,北投區,32.0,房地(土地+建物),1080223,0760123,3,2,1,,無,82346,False,3,121.4655457,25.122216599999998
1192,108,臺北市士林區通河西街二段16巷12號,士林區,48.0,房地(土地+建物),1080125,0601208,2,1,1,,無,130216,False,1,121.51145210000001,25.088717400000004
1193,108,臺北市士林區中山北路六段290巷30號,士林區,53.0,房地(土地+建物),1080118,0550706,0,0,0,,無,1212274,False,1,121.5265405,25.1090154
1194,108,臺北市北投區行義路10巷7號六樓之2,北投區,2.0,房地(土地+建物)+車位,1080303,1060929,1,1,1,升降機械,無,207207,False,6,121.527091,25.1239182
1195,108,臺北市北投區中央北路三段220巷15號4樓,北投區,8.0,房地(土地+建物)+車位,1080117,1000211,3,2,4,坡道平面,有,104269,False,4,121.48034080000001,25.136715600000002
1196,108,臺北市士林區前街43巷8弄1號,士林區,50.0,房地(土地+建物),1080216,0580424,0,0,0,,無,386779,False,1,121.52532939999999,25.0978872
1197,107,臺北市大同區通河西街一段3號9樓,大同區,9.0,房地(土地+建物)+車位,1071124,0980521,2,2,3,塔式車位,有,179008,False,9,121.51388779999998,25.080832700000002
1198,108,臺北市大安區通化街38巷18弄6號三樓,大安區,38.0,房地(土地+建物),1080218,0701229,1,1,1,,無,211850,False,3,121.5535919,25.0308187
1199,108,臺北市大安區信義路四段19巷13號,大安區,38.0,房地(土地+建物),1080126,0700624,3,2,2,,無,203828,False,1,121.54473859999999,25.034101299999996
1200,108,臺北市中山區農安街125巷7號3樓,中山區,48.0,房地(土地+建物),1080113,0600805,3,2,1,,無,141547,False,3,121.5299376,25.0652161
1201,108,臺北市中山區雙城街43巷1號4樓之12,中山區,44.0,房地(土地+建物),1080104,0640903,1,1,1,,無,165184,False,4,121.52473859999999,25.067563399999997
1202,108,臺北市士林區福國路15巷23號4樓,士林區,46.0,房地(土地+建物),1080223,0621228,3,2,1,,無,175509,False,4,121.524737,25.1011266
1203,107,臺北市北投區富貴一路5巷6號2樓,北投區,38.0,房地(土地+建物),1071117,0691218,4,2,2,,無,152958,False,2,121.52378329999999,25.1148223
1204,108,臺北市士林區中山北路六段405巷65號2樓,士林區,20.0,房地(土地+建物)+車位,1080201,0880805,3,2,2,升降平面,有,168873,False,2,121.5263424,25.1163069
1205,108,臺北市士林區磺溪街21巷24號3樓,士林區,30.0,房地(土地+建物),1080108,0780213,3,2,2,,無,174895,False,3,121.5222092,25.106281400000004
1206,108,臺北市士林區葫東街32號8樓,士林區,14.0,房地(土地+建物)+車位,1080224,0940513,4,2,2,坡道平面,有,148578,False,8,121.51135099999999,25.083313500000003
1207,108,臺北市大安區敦化南路一段190巷16號7樓,大安區,51.0,房地(土地+建物),1080121,0571015,4,2,2,,有,265915,False,7,121.5477042,25.042547499999994
1208,108,臺北市大安區忠孝東路四段146巷23號5樓,大安區,21.0,房地(土地+建物)+車位,1080115,0871117,10,2,4,升降平面,有,251518,False,5,121.5497665,25.0405346
1209,108,臺北市大安區潮州街48巷3弄3號6樓,大安區,4.0,房地(土地+建物)+車位,1080218,1040327,4,2,2,升降機械,有,320393,False,6,121.52335970000001,25.028811800000003
1210,108,臺北市北投區泉源路48號13樓之1,北投區,19.0,房地(土地+建物),1080228,0890615,1,1,1,,無,138695,False,13,121.5087461,25.141286999999995
1211,108,臺北市松山區三民路136巷38號6樓,松山區,47.0,房地(土地+建物),1080318,0610805,2,1,1,,有,223172,False,6,121.56389109999998,25.0604367
1212,108,臺北市松山區三民路136巷34號6樓,松山區,47.0,房地(土地+建物),1080316,0610805,2,1,1,,有,222349,False,6,121.5638455,25.0604329
1213,108,臺北市內湖區康樂街113號2樓,內湖區,35.0,房地(土地+建物),1080201,0731022,3,1,1,,無,153237,False,2,121.6192254,25.0707649
1214,108,臺北市文山區興隆路四段109巷32弄4號2樓,文山區,24.0,房地(土地+建物),1080105,0840110,3,2,2,,有,144064,False,2,121.5630058,24.986150300000002
1215,108,臺北市文山區興隆路2段203巷119號2樓,文山區,6.0,房地(土地+建物)+車位,1080304,1021223,3,2,2,升降機械,有,135176,False,2,121.5457198,25.003589
1216,108,臺北市北投區天母西路117巷59號二樓之2,北投區,11.0,房地(土地+建物),1080224,0970818,0,0,1,,無,193960,False,2,121.52457779999999,25.121702799999998
1217,108,臺北市北投區公館路231巷3號五樓,北投區,6.0,房地(土地+建物)+車位,1080319,1021119,3,2,2,升降機械,有,154972,False,5,121.5082714,25.1267031
1218,108,臺北市北投區三合街一段118巷8號四樓,北投區,2.0,房地(土地+建物)+車位,1080217,1061128,3,2,2,坡道平面,有,196698,False,4,121.50408619999999,25.1270992
1219,108,臺北市北投區溫泉路68巷2之1號四樓,北投區,38.0,房地(土地+建物),1080117,0701218,3,2,2,,無,134607,False,4,121.50520539999998,25.1347755
1220,108,臺北市北投區公館路231巷17號4樓,北投區,22.0,房地(土地+建物)+車位,1080213,0860219,4,3,3,升降平面,無,69749,False,4,121.50900469999999,25.1268033
1221,108,臺北市北投區三合街一段36巷9號6樓,北投區,3.0,房地(土地+建物)+車位,1080221,1050311,3,2,2,坡道平面,有,167904,False,6,121.50612759999999,25.1277489
1222,108,臺北市士林區中山北路七段114巷52號三樓,士林區,44.0,房地(土地+建物),1080226,0641231,3,2,2,,無,143260,False,3,121.5350683,25.1229397
1223,108,臺北市士林區永平街38號二樓,士林區,39.0,房地(土地+建物),1080219,0690729,2,1,1,,無,112741,False,2,121.5051907,25.0905427
1224,108,臺北市松山區三民路101巷15號四樓,松山區,47.0,房地(土地+建物),1080221,0610120,3,2,1,,無,232468,False,4,121.5626994,25.0572488
1225,108,臺北市松山區南京東路五段212號十二樓之4,松山區,30.0,房地(土地+建物)+車位,1080307,0780602,3,2,2,升降平面,有,181272,False,12,121.56520900000001,25.051197300000002
1226,108,臺北市信義區嘉興街141號二樓,信義區,46.0,房地(土地+建物),1080218,0620712,3,2,2,,無,159830,False,2,121.557437,25.028476
1227,108,臺北市內湖區行善路59巷20弄29號三樓,內湖區,11.0,房地(土地+建物)+車位,1080305,0971015,4,2,2,坡道平面,有,188391,False,3,121.57908660000001,25.057567900000002
1228,108,臺北市中山區民權東路三段60巷12號四樓之1,中山區,35.0,房地(土地+建物),1080225,0730214,3,1,2,,有,209274,False,4,121.54228459999999,25.061493299999995
1229,108,臺北市內湖區內湖路二段103巷18號二十一樓,內湖區,1.0,房地(土地+建物)+車位,1080112,1070619,0,0,0,坡道平面,有,429493,False,21,121.5811341,25.082226299999995
1230,108,臺北市中山區新生北路二段21巷3號7樓,中山區,43.0,房地(土地+建物),1080203,0651103,1,2,2,,有,243890,False,7,121.5284114,25.053330099999997
1231,108,臺北市中山區新生北路三段26號6樓之8,中山區,38.0,房地(土地+建物),1080212,0700703,1,1,1,,無,154282,False,6,121.5273713,25.063684499999997
1232,108,臺北市中山區明水路555號3樓之31,中山區,23.0,房地(土地+建物),1080221,0850530,1,2,1,,有,217620,False,3,121.55196769999999,25.0787163
1233,108,臺北市中山區新生北路2段68巷13號11樓之1,中山區,11.0,房地(土地+建物),1080314,0970813,1,1,1,,有,223547,False,11,121.52620089999999,25.056578599999998
1234,108,臺北市中山區中山北路二段168之3號四樓之1,中山區,13.0,房地(土地+建物),1080304,0951129,2,1,1,,有,239733,False,4,121.5222592,25.063379299999998
1235,108,臺北市萬華區康定路166號3樓,萬華區,12.0,房地(土地+建物),1080216,0960927,3,2,2,,有,143710,False,3,121.5017855,25.039454299999996
1236,107,臺北市大同區承德路三段91號3樓,大同區,44.0,房地(土地+建物),1071128,0631008,5,1,1,,無,149105,False,3,121.5185992,25.066256799999998
1237,107,臺北市大同區承德路三段91號4樓,大同區,44.0,房地(土地+建物),1071128,0631008,1,2,1,,無,149105,False,4,121.5185992,25.066256799999998
1238,108,臺北市大同區華亭街36號9樓之6,大同區,9.0,房地(土地+建物),1080116,0991101,1,0,1,,無,192267,False,9,121.51305540000001,25.0534926
1239,108,臺北市萬華區成都路102號十二樓之9,萬華區,2.0,房地(土地+建物),1080226,1060418,2,2,1,,有,196712,False,12,121.50229429999997,25.0434622
1241,108,臺北市文山區景興路193號11樓之3,文山區,25.0,房地(土地+建物)+車位,1080217,0831210,3,2,2,坡道平面,有,145697,False,11,121.5442351,24.9923587
1242,108,臺北市文山區萬盛街74之2號三樓,文山區,47.0,房地(土地+建物),1080302,0610308,3,2,2,,無,139541,False,3,121.54034510000001,25.0063381
1243,108,臺北市文山區樟新街16號五樓,文山區,5.0,房地(土地+建物)+車位,1080221,1030815,3,2,2,坡道平面,有,148936,False,5,121.5550328,24.979298999999997
1244,108,臺北市文山區木柵路一段59巷11弄20號二樓,文山區,38.0,房地(土地+建物),1080211,0701223,3,2,2,,無,111315,False,2,121.54715299999998,24.9883378
1245,108,臺北市中正區中華路二段441巷2弄9號二樓,中正區,47.0,房地(土地+建物),1080311,0610201,3,2,1,,無,135135,False,2,121.5097834,25.0255928
1246,108,臺北市大同區承德路三段156號七樓之1,大同區,13.0,房地(土地+建物),1080307,0951016,2,1,1,,有,197481,False,7,121.5182051,25.0682255
1248,108,臺北市中山區復興北路290號十三樓,中山區,36.0,房地(土地+建物),1080130,0720309,0,0,0,,有,203682,False,13,121.5438798,25.059249899999998
1249,108,臺北市中山區復興北路290號十三樓之1,中山區,36.0,房地(土地+建物),1080130,0720309,0,0,2,,有,210930,False,13,121.5438798,25.059249899999998
1250,108,臺北市內湖區成功路二段312巷44號五樓,內湖區,34.0,房地(土地+建物),1080131,0740614,3,2,2,,無,131677,False,5,121.5884984,25.0671224
1251,108,臺北市內湖區民權東路六段180巷42弄36號九樓,內湖區,4.0,房地(土地+建物)+車位,1080112,1040728,4,2,3,坡道平面,有,207212,False,9,121.59165100000001,25.0672297
1252,108,臺北市內湖區內湖路二段338號九樓,內湖區,5.0,房地(土地+建物)+車位,1080304,1031023,3,2,2,坡道平面,有,225551,False,9,121.58927429999999,25.081688200000002
1253,108,臺北市內湖區文湖街21巷91弄9號9樓,內湖區,1.0,房地(土地+建物)+車位,1080103,1070105,2,1,1,升降機械,有,228760,False,9,121.5600284,25.0897453
1254,108,臺北市內湖區瑞光路227號二樓,內湖區,35.0,房地(土地+建物),1080226,0730214,3,2,2,,有,161120,False,2,121.57850479999999,25.0743885
1255,107,臺北市內湖區文湖街21巷91弄11號10樓,內湖區,0.0,房地(土地+建物)+車位,1071217,1070105,2,1,1,升降機械,有,237285,False,10,121.5600284,25.0897453
1256,108,臺北市內湖區文湖街21巷91弄11號9樓,內湖區,1.0,房地(土地+建物)+車位,1080103,1070105,2,1,1,升降機械,有,228780,False,9,121.5600284,25.0897453
1257,107,臺北市中山區民權東路三段72號12樓之2,中山區,32.0,房地(土地+建物),1071220,0751125,5,2,3,,有,238007,False,12,121.5431066,25.061972899999997
1258,108,臺北市中山區新生北路三段61號六樓之3,中山區,43.0,房地(土地+建物),1080228,0650907,2,1,1,,無,175525,False,6,121.52809810000001,25.0659966
1259,108,臺北市松山區光復北路187之1號四樓,松山區,31.0,房地(土地+建物)+車位,1080115,0770419,4,2,2,坡道平面,有,217575,False,4,121.5553159,25.058856499999997
1260,108,臺北市信義區和平東路三段435巷17號五樓,信義區,40.0,房地(土地+建物),1080307,0680818,3,2,1,,無,129439,False,5,121.559173,25.019501699999996
1261,108,臺北市松山區民生東路五段148號十一樓,松山區,39.0,房地(土地+建物),1080217,0690521,3,2,2,,有,208012,False,11,121.5621561,25.058491999999998
1262,108,臺北市松山區南京東路四段112號15樓,松山區,9.0,房地(土地+建物)+車位,1080129,0990831,3,2,4,坡道平面,有,249356,False,15,121.5546363,25.051452599999998
1263,108,臺北市松山區八德路3段97號8樓之1,松山區,16.0,房地(土地+建物)+車位,1080219,0920627,3,2,2,升降平面,有,259524,False,8,121.5534403,25.048341699999998
1264,108,臺北市信義區吳興街583巷9弄22號,信義區,47.0,房地(土地+建物),1080105,0610301,4,2,3,,無,143210,False,1,121.57014439999999,25.0223053
1265,108,臺北市南港區重陽路125巷36之2號七樓,南港區,13.0,房地(土地+建物)+車位,1080131,0951214,4,2,2,坡道平面,有,163172,False,7,121.597878,25.057131299999995
1266,107,臺北市北投區自強街31巷5弄8號5樓,北投區,30.0,房地(土地+建物)+車位,1071202,0771228,3,2,2,坡道平面,無,103315,False,5,121.51234709999999,25.110694299999995
1267,108,臺北市北投區石牌路一段66號2樓,北投區,35.0,房地(土地+建物),1080304,0731212,3,2,2,,有,168963,False,2,121.51126529999998,25.1134161
1268,108,臺北市北投區榮華二路19巷6弄3號2樓,北投區,44.0,房地(土地+建物),1080201,0641003,4,2,2,,無,155201,False,2,121.5231766,25.113085599999998
1269,108,臺北市士林區忠誠路二段9號3樓,士林區,33.0,房地(土地+建物)+車位,1080304,0751231,3,2,2,坡道平面,有,236712,False,3,121.53063149999998,25.108861299999997
1270,108,臺北市北投區三合街2段450號5樓,北投區,21.0,房地(土地+建物)+車位,1080214,0870714,2,1,1,坡道機械,有,147266,False,5,121.50244930000001,25.126970800000002
1271,108,臺北市士林區文昌路154巷16號,士林區,52.0,房地(土地+建物),1080222,0560926,2,1,2,,無,253227,False,1,121.5213461,25.0979268
1272,107,臺北市北投區光明路151巷8號二十六樓,北投區,4.0,房地(土地+建物)+車位,1071230,1030530,4,2,3,坡道平面,有,172116,False,26,121.50232500000001,25.135065099999995
1273,108,臺北市士林區中社路一段11巷58號,士林區,44.0,房地(土地+建物),1080222,0640801,4,2,2,,無,112771,False,1,121.5621749,25.1099481
1274,108,臺北市北投區西安街一段165巷7弄2號二樓,北投區,45.0,房地(土地+建物),1080221,0631031,2,2,1,,無,153657,False,2,121.51822709999998,25.109172599999997
1275,108,臺北市文山區和興路44巷1弄5號4樓,文山區,36.0,房地(土地+建物),1080131,0720809,3,2,2,,無,112131,False,4,121.54746799999998,24.984738999999998
1276,108,臺北市大安區信義路三段111巷2之19號,大安區,49.0,房地(土地+建物),1080212,0590113,2,0,2,,無,265969,False,1,121.539234,25.034145
1277,108,臺北市大安區和平東路一段101號十樓,大安區,5.0,房地(土地+建物)+車位,1080312,1031224,2,2,5,坡道平面,有,373907,False,10,121.526268,25.027025000000002
1278,108,臺北市中山區雙城街19巷8號3樓之16,中山區,11.0,房地(土地+建物),1080228,0970312,1,1,1,,無,202195,False,3,121.52491599999999,25.0652457
1279,108,臺北市內湖區內湖路一段661號17樓之7,內湖區,9.0,房地(土地+建物)+車位,1080224,0991123,2,2,2,坡道平面,有,251082,False,17,121.57560060000002,25.080305900000003
1280,108,臺北市信義區永吉路30巷148弄19號,信義區,43.0,房地(土地+建物),1080215,0651230,4,3,2,,無,276268,False,1,121.56792129999998,25.042797699999998
1281,108,臺北市信義區信安街163號11樓,信義區,36.0,房地(土地+建物),1080222,0720712,3,2,2,,有,193989,False,11,121.5549222,25.0224499
1282,108,臺北市北投區大業路376號7樓,北投區,18.0,房地(土地+建物)+車位,1080305,0901101,3,2,2,坡道平面,有,172914,False,7,121.4974781,25.129471
1283,108,臺北市北投區中和街493巷7弄22號4樓,北投區,41.0,房地(土地+建物),1080224,0671003,3,2,2,,無,74535,False,4,121.49547799999998,25.143781999999998
1284,108,臺北市士林區中山北路六段8之1號3樓,士林區,12.0,房地(土地+建物)+車位,1080201,0961218,4,2,2,升降平面,有,240086,False,3,121.5265548,25.1029222
1285,107,臺北市士林區福志路88號16樓,士林區,3.0,房地(土地+建物)+車位,1071220,1040303,0,0,0,坡道平面,有,389542,False,16,121.5288821,25.098834
1286,108,臺北市北投區榮華三路3號6樓,北投區,38.0,房地(土地+建物),1080305,0701118,4,2,2,,有,161198,False,6,121.52402019999998,25.113567
1287,108,臺北市北投區北投路二段45號10樓,北投區,6.0,房地(土地+建物)+車位,1080126,1021106,4,2,3,坡道機械,有,161181,False,10,121.49719350000001,25.1323524
1288,107,臺北市士林區福華路2號5樓,士林區,0.0,房地(土地+建物)+車位,1071226,1070709,3,2,2,升降平面,有,226351,False,5,121.52368349999999,25.1001778
1289,108,臺北市內湖區大湖山莊街190號5樓之6,內湖區,26.0,房地(土地+建物),1080227,0820105,1,1,1,,無,151553,False,5,121.59908499999999,25.087950999999997
1290,108,臺北市大安區敦化南路二段11巷56號4樓,大安區,39.0,房地(土地+建物),1080228,0690310,3,2,2,,有,248250,False,4,121.5514192,25.032488499999996
1291,108,臺北市大安區復興南路二段157號十二樓,大安區,40.0,房地(土地+建物),1080215,0681212,1,2,2,,有,220539,False,12,121.5437413,25.028152199999997
1292,108,臺北市大安區樂業街141號,大安區,41.0,房地(土地+建物),1080222,0671017,0,0,1,,無,330677,False,1,121.55332999999999,25.0199335
1293,108,臺北市大安區臥龍街58巷8號,大安區,32.0,房地(土地+建物)+車位,1080121,0760122,4,2,3,坡道平面,無,243412,False,1,121.54712110000001,25.0216504
1294,107,臺北市大安區忠孝東路四段120之8號,大安區,49.0,房地(土地+建物),1071231,0581022,3,2,2,,有,297309,False,1,121.54726000000001,25.041329
1295,108,臺北市大同區重慶北路一段26巷9弄6之4號4樓,大同區,38.0,房地(土地+建物),1080113,0700804,2,2,1,,無,133259,False,4,121.513126,25.0509859
1296,108,臺北市文山區萬隆街74之3號2樓,文山區,36.0,房地(土地+建物),1080227,0721122,4,2,2,,有,152360,False,2,121.53677429999998,25.001179600000004
1297,107,臺北市文山區福興路106巷28弄1號9樓之1,文山區,9.0,房地(土地+建物)+車位,1071224,0981202,3,2,2,坡道平面,有,134584,False,9,121.55004509999999,25.006393900000003
1298,108,臺北市北投區三合街一段75號九樓,北投區,5.0,房地(土地+建物)+車位,1080304,1031119,3,2,2,坡道平面,有,185463,False,9,121.50467630000001,25.126849500000002
1299,108,臺北市北投區致遠一路二段127號,北投區,39.0,房地(土地+建物),1080123,0690214,0,0,0,,無,204828,False,1,121.5124366,25.1135885
1300,108,臺北市士林區雨聲街15巷10之1號五樓,士林區,37.0,房地(土地+建物),1080304,0710719,3,2,2,,無,124656,False,5,121.52876110000001,25.101154599999997
1301,108,臺北市士林區忠誠路二段110號10樓,士林區,33.0,房地(土地+建物)+車位,1080221,0750812,4,2,2,坡道平面,有,207821,False,10,121.53129299999999,25.113493
1302,108,臺北市北投區建民路29巷1弄3號4樓,北投區,44.0,房地(土地+建物),1080219,0640326,3,2,1,,無,137493,False,4,121.51608959999999,25.1078771
1303,108,臺北市士林區福港街267之4號,士林區,42.0,房地(土地+建物),1080216,0661209,4,2,1,,有,128294,False,1,121.51782070000002,25.083483400000002
1304,108,臺北市北投區溫泉路73巷8號八樓,北投區,10.0,房地(土地+建物)+車位,1080218,0980601,2,2,2,升降機械,有,133937,False,8,121.50648400000001,25.1356514
1305,108,臺北市北投區石牌路一段38號四樓之1,北投區,5.0,房地(土地+建物)+車位,1080308,1030226,2,1,1,升降機械,有,201223,False,4,121.5104177,25.113023300000002
1306,108,臺北市南港區重陽路125巷26號三樓,南港區,13.0,房地(土地+建物)+車位,1080217,0951214,3,1,2,坡道平面,有,153374,False,3,121.59773399999999,25.057078
1307,108,臺北市松山區寶清街89巷31號，31之1號,松山區,54.0,房地(土地+建物),1080301,0540702,5,2,2,,無,199699,False,1,121.5689911,25.0524898
1308,108,臺北市信義區信義路5段150巷499號8樓之6,信義區,23.0,房地(土地+建物),1080321,0851209,2,1,1,,有,132033,False,8,121.57355510000001,25.0212856
1309,108,臺北市信義區忠孝東路五段71巷12弄10號6樓之3,信義區,10.0,房地(土地+建物),1080301,0980810,1,1,1,,無,287010,False,6,121.5665649,25.041888099999998
1310,108,臺北市信義區光復南路419巷110號2樓,信義區,26.0,房地(土地+建物),1080220,0821117,1,1,1,,無,225644,False,2,121.5601081,25.036397299999997
1311,107,臺北市南港區研究院路二段12巷19號,南港區,10.0,房地(土地+建物)+車位,1071223,0971209,3,2,2,一樓平面,有,149807,False,1,121.6147312,25.0477051
1312,107,臺北市中山區雙城街25巷3號7樓,中山區,3.0,房地(土地+建物)+車位,1071229,1041221,3,2,2,坡道平面,有,244057,False,7,121.5246138,25.0663219
1313,108,臺北市內湖區安泰街67巷4號五樓,內湖區,39.0,房地(土地+建物),1080222,0690818,3,2,2,,無,85124,False,5,121.617015,25.0754688
1314,108,臺北市內湖區康樂街136巷15弄21號三樓,內湖區,34.0,房地(土地+建物),1080221,0740321,3,2,2,,無,105692,False,3,121.61859399999997,25.0726243
1315,108,臺北市中山區中山北路一段53巷8號五樓之10,中山區,11.0,房地(土地+建物),1080219,0970104,1,1,1,,有,210922,False,5,121.5221491,25.0491302
1316,108,臺北市內湖區大湖街131巷2之2號六樓,內湖區,12.0,房地(土地+建物),1080303,0960702,0,0,0,,有,187375,False,6,121.6009016,25.085464399999996
1317,108,臺北市中山區雙城街19巷8號5樓之2,中山區,11.0,房地(土地+建物),1080217,0970312,1,0,1,,無,207353,False,5,121.52491599999999,25.0652457
1318,108,臺北市內湖區陽光街92巷17號5樓,內湖區,36.0,房地(土地+建物),1080111,0720725,3,2,2,,無,131873,False,5,121.5849275,25.0756774
1319,108,臺北市內湖區民權東路六段90巷25弄6號5樓,內湖區,39.0,房地(土地+建物),1080128,0691103,3,2,2,,無,115540,False,5,121.5863303,25.0676906
1320,108,臺北市中山區建國北路三段113巷19弄11號5樓,中山區,39.0,房地(土地+建物),1080217,0690901,2,2,1,,無,157488,False,5,121.53572299999998,25.067375999999996
1321,108,臺北市中山區長安東路二段230號11樓之6,中山區,34.0,房地(土地+建物),1080125,0740418,2,2,2,,無,199648,False,11,121.54284789999998,25.0480798
1322,108,臺北市萬華區西園路二段372巷29號4樓,萬華區,43.0,房地(土地+建物),1080305,0650820,2,2,1,,無,114421,False,4,121.49046209999999,25.026542999999997
1323,108,臺北市萬華區中華路二段130巷11號5樓,萬華區,37.0,房地(土地+建物),1080217,0710922,3,2,2,,無,115989,False,5,121.50376469999998,25.030696199999998
