鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
板橋區,房地(土地+建物),新北市板橋區中正路413巷2弄20號4樓,21.8,住,,,1051229,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701120,83.28,3,2,1,有,無,7650000,91859,,0.0,0,含增建或未登記建物。,RPPPMLNJKHMFFAF57CA,77.98,0.0,5.3,,
土城區,房地(土地+建物)+車位,新北市土城區學府路二段230號13樓,43.47,住,,,1060112,土地1建物1車位3,十三層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051006,299.72,4,2,3,有,有,27440000,116707,坡道平面,108.3,5100000,,RPSOMLRJKHMFFAF18CA,111.16,6.3,13.43,,
土城區,房地(土地+建物)+車位,新北市土城區學府路二段230號10樓,37.41,住,,,1051229,土地1建物1車位1,十層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051006,227.51999999999998,4,2,3,有,有,25200000,123289,坡道平面,36.1,1600000,,RPTOMLRJKHMFFAF28CA,111.16,6.3,13.43,,
土城區,房地(土地+建物)+車位,新北市土城區學府路二段232號14樓,30.93,住,,,1060112,土地1建物1車位1,十四層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051006,191.8,3,2,2,有,有,19860000,117277,坡道平面,36.1,1600000,,RPVOMLRJKHMFFAF48CA,92.87,5.44,8.17,,
土城區,房地(土地+建物)+車位,新北市土城區學府路二段232號15樓,30.93,住,,,1060112,土地1建物1車位1,十五層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051006,191.8,3,2,2,有,有,20180000,119332,坡道平面,36.1,1600000,,RPWOMLRJKHMFFAF58CA,92.87,5.44,8.17,,
板橋區,房地(土地+建物),新北市板橋區民治街５７巷１３號五樓,26.4,住,,,1051223,土地2建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,74.17,2,1,1,有,無,8100000,109209,,0.0,0,,RPSQMLOKKHMFFAF18CA,74.17,0.0,0.0,,
土城區,建物,新北市土城區學府路二段238號16樓,0.0,,,,1031204,土地0建物1車位2,十六層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051006,263.62,4,2,3,有,有,8320000,31561,坡道平面,72.2,0,合建分售地主選配房屋自行買回,RPVNMLOLKHMFFAF28CA,111.16,6.3,13.43,,
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段447巷57號七樓之一,31.29,住,,,1051213,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1011102,243.48000000000002,4,2,2,有,有,21000000,86249,坡道平面,0.0,0,,RPPRMLMJKHMFFBF77CA,130.92,11.29,14.87,,
新莊區,房地(土地+建物)+車位,新北市新莊區中原東路９７號十五樓,10.83,商,,,1051114,土地1建物1車位1,十五層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050811,121.52000000000001,1,1,1,有,有,11500000,118347,坡道平面,43.36,2250000,,RPVPMLNJKHMFFBF28CA,49.75,0.0,3.13,,
林口區,房地(土地+建物)+車位,新北市林口區麗園一街６巷９號十樓之二,40.19,住,,,1051222,土地1建物1車位1,十層,十六層,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0840707,167.97,3,2,2,有,有,8200000,48818,坡道平面,0.0,0,,RPROMLQJKHMFFBF08CA,105.49,0.0,11.43,,
五股區,土地,成福段443地號,137.42,住,,,1051213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8000000,58216,,0.0,0,親友、員工或其他特殊關係間之交易。,RPWPMLQJKHMFFBF68CA,0.0,0.0,0.0,,
五股區,房地(土地+建物)+車位,新北市五股區四維路１１６之７號五樓,31.65,工,,,1051220,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0960525,178.81,4,2,2,有,有,15000000,83888,坡道平面,32.93,0,,RPQRMLTJKHMFFBF58CA,95.2,2.85,10.17,,
新莊區,房地(土地+建物)+車位,新北市新莊區民安西路236巷17號八樓,18.82,住,,,1051216,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051007,169.23000000000002,3,2,2,有,無,15380000,100697,坡道平面,34.37,1800000,,RPUNMLKKKHMFFBF77CA,80.53,2.27,9.78,,
新莊區,房地(土地+建物)+車位,新北市新莊區民安西路236巷7號五樓,14.45,住,,,1051216,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051007,139.63,2,2,1,有,無,11750000,94528,坡道平面,34.37,1800000,,RPPPMLKKKHMFFBF47CA,64.76,2.18,4.39,,
新莊區,房地(土地+建物)+車位,新北市新莊區民安西路236巷7號六樓,14.45,住,,,1051216,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051007,138.61,2,2,1,有,無,11880000,96238,坡道平面,33.35,1750000,,RPQPMLKKKHMFFBF57CA,64.76,2.18,4.39,,
新莊區,房地(土地+建物)+車位,新北市新莊區民安西路236巷7號七樓,14.45,住,,,1051216,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051007,139.63,2,2,1,有,無,11860000,95573,坡道平面,34.37,1800000,,RPRPMLKKKHMFFBF67CA,64.76,2.18,4.39,,
新莊區,房地(土地+建物)+車位,新北市新莊區民安西路236巷17號六樓,18.82,住,,,1051216,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051007,169.23000000000002,3,2,2,有,無,14900000,96767,坡道平面,34.37,1850000,,RPUPMLKKKHMFFBF97CA,80.53,2.27,9.78,,
新莊區,房地(土地+建物)+車位,新北市新莊區民安西路236巷15號十四樓,18.9,住,,,1051216,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051007,169.89999999999998,3,2,2,有,無,15380000,99830,坡道平面,34.37,1850000,,RPVPMLKKKHMFFBF08CA,81.0,2.27,9.75,,
五股區,房地(土地+建物),新北市五股區蓬萊路６巷３號八樓,17.31,住,,,1060102,土地1建物1車位0,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830903,106.09,2,1,1,有,有,6200000,58441,,0.0,0,,RPTQMLOKKHMFFBF38CA,73.27,4.52,8.44,,
新店區,房地(土地+建物),新北市新店區中興路一段１５６號四樓,11.92,住,,,1051220,土地4建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0910320,99.67,3,2,2,有,有,12300000,123407,,0.0,0,,RPUNMLNJKHMFFCF08CA,67.15,0.0,8.18,,
新店區,房地(土地+建物)+車位,新北市新店區安祥路７３巷２７號六樓,52.5,,山坡地保育區,丙種建築用地,1051231,土地3建物1車位1,六層,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0970319,123.53,2,2,1,有,有,7150000,57881,坡道平面,33.02,0,,RPQNMLQJKHMFFCF97CA,60.28,0.0,4.9,,
新店區,房地(土地+建物),新北市新店區檳榔路１１２號五樓,32.8,住,,,1051221,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780801,133.32,3,2,2,有,無,10600000,79508,,0.0,0,,RPQNMLSJKHMFFCF18CA,101.89,1.27,12.82,,
新店區,房地(土地+建物),新北市新店區中正路680巷51弄15號4樓,33.34,住,,,1051225,土地1建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860826,145.38,3,2,2,有,有,12550000,86325,,0.0,0,含增建或未登記建物。,RPPOMLRJKHMFFCF08CA,90.87,0.0,13.04,,
新店區,土地,中央段147地號,165.44,農,,,1060123,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,23500000,142045,,0.0,0,,RPTNMLPKKHMFFCF28CA,0.0,0.0,0.0,,
新店區,房地(土地+建物),新北市新店區安祥路１０２巷９５號,141.39,,山坡地保育區,丙種建築用地,1051115,土地8建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0851016,172.12,3,2,4,有,有,11500000,66814,,0.0,0,,RPTOMLOKKHMFFCF28CA,125.91,31.62,14.59,,
新店區,土地,安康段527地號,2303.4,其他,,,1060120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,104517000,45375,,0.0,0,,RPRNMLRKKHMFFCF28CA,0.0,0.0,0.0,,
新店區,房地(土地+建物)+車位,新北市新店區黎明路５９巷２６號及黎明路５９巷１號地下１．２層,84.69,其他,,,1051231,土地13建物1車位1,一層，二層，地下一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790427,198.17,4,3,3,有,有,10400000,52480,坡道平面,30.18,0,,RPUNMLLMNHMFFCF48CA,153.79,7.5,6.67,,
汐止區,房地(土地+建物),新北市汐止區建成路５７巷８０號四樓,10.49,住,,,1051225,土地2建物1車位0,四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871113,76.6,2,2,1,有,有,8300000,108355,,0.0,0,含增建或未登記建物。,RPXNMLTJKHMFFDF09CA,52.26,1.25,6.72,,
汐止區,房地(土地+建物),新北市汐止區康寧街７５１巷３號２０樓之３,13.35,其他,,,1051228,土地2建物1車位0,二十層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850718,124.57,3,2,2,有,有,10150000,81480,,0.0,0,陽台外推。,RPVOMLRJKHMFFDF78CA,104.69,0.0,11.06,,
汐止區,房地(土地+建物),新北市汐止區樟樹二路３０８號,46.26,其他,,,1051229,土地1建物1車位0,一層，騎樓,二層,公寓(5樓含以下無電梯),住家用,加強磚造,0690627,72.73,2,1,1,有,無,9600000,131995,,0.0,0,,RPPPMLMLKHMFFDF97CA,67.41,5.32,0.0,,
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路一段３０６巷９弄６３號十樓,18.69,住,,,1051220,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041001,130.09,2,2,1,有,有,7050000,54193,坡道平面,32.65,0,,RPUPMLRJKHMFFEF88CA,61.36,1.37,4.44,,
淡水區,土地,淡海段76地號,194.6,住,,,1060105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,20839188,107087,,0.0,0,,RPQQMLRJKHMFFEF58CA,0.0,0.0,0.0,,
淡水區,土地,淡海段76地號,92.85,住,,,1060110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9942376,107080,,0.0,0,,RPTQMLRJKHMFFEF88CA,0.0,0.0,0.0,,
淡水區,房地(土地+建物),新北市淡水區民族路１１２巷６０號七樓,7.5,住,,,1051225,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0851228,33.68,1,0,1,有,有,2880000,85511,,0.0,0,,RPRPMLNJKHMFFEF18CA,22.17,0.0,2.94,,
淡水區,房地(土地+建物),新北市淡水區大信街１５巷１５之３號,32.33,住,,,1051228,土地2建物1車位0,四層，走廊,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680314,93.2,2,2,1,有,無,3800000,40773,,0.0,0,,RPWPMLRKKHMFFEF56CA,93.2,0.0,0.0,,
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段３６７號十一樓,37.21,住,,,1051125,土地1建物1車位2,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040819,219.35000000000002,4,1,2,有,有,11250000,57141,坡道平面,59.22,2100000,車位價格無法拆分,RPXPMLKLKHMFFEF68CA,98.38,2.78,10.76,,
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路三段148巷50弄70號5樓,41.77,住,,,1051205,土地1建物1車位2,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051025,163.53,2,2,1,有,有,8800000,54790,坡道平面,50.37,2600000,,RPXRMLKLKHMFFEF88CA,66.19,6.0,4.55,,
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路三段148巷50弄78號9樓,40.28,住,,,1051229,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051025,153.07,2,2,2,有,有,8680000,57762,坡道平面,26.17,1350000,,RPOSMLKLKHMFFEF08CA,75.44,5.29,4.64,,
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路三段148巷50弄62號2樓,46.75,住,,,1051229,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051025,180.64999999999998,3,2,2,有,有,10000000,55994,坡道平面,26.17,1350000,,RPPSMLKLKHMFFEF18CA,89.85,4.91,10.26,,
石門區,土地,頭圍段楓林小段96-106地號,1166.0,農,,,1051118,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1234520,1059,,0.0,0,,RPPPMLNLKHMFFEF18CA,0.0,0.0,0.0,,
三重區,房地(土地+建物),新北市三重區永福街７２巷１３弄５號五樓,21.0,住,,,1051228,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701005,79.0,3,2,2,有,無,7580000,95949,,0.0,0,,RPTOMLNJKHMFFGF48CA,68.0,0.0,11.0,,
蘆洲區,房地(土地+建物),新北市蘆洲區中正路２２６巷１５號五樓,22.82,住,,,1051210,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740717,99.46,5,2,2,有,無,9600000,96521,,0.0,0,含增建或未登記建物。,RPXOMLNJKHMFFGF88CA,93.55,0.0,5.91,,
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區永康街52號7樓,18.81,住,,,1051229,土地1建物1車位1,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0930524,138.53,3,2,2,有,有,14300000,103227,坡道平面,28.56,0,,RPTNMLQJKHMFFGF68CA,73.1,0.0,7.66,,
三重區,房地(土地+建物),新北市三重區碧華街388號二樓,21.5,住,,,1051216,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680614,69.0,3,2,1,有,無,3000000,43478,,0.0,0,親友、員工或其他特殊關係間之交易。,RPSOMLRJKHMFFGF78CA,69.0,0.0,0.0,,
蘆洲區,房地(土地+建物),新北市蘆洲區長榮路３６號三樓,31.79,住,,,1051229,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0941216,125.62,3,1,2,有,無,13500000,107467,,0.0,0,,RPROMLNKKHMFFGF38CA,79.21,1.55,14.47,,
蘆洲區,房地(土地+建物),新北市蘆洲區九芎街１３９巷１號,11.73,住,,,1051231,土地1建物1車位0,一層，夾層,十二層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0851125,63.75,2,2,2,有,有,10360000,162510,,0.0,0,,RPUNMLSKKHMFFGF09CA,55.44,0.89,2.65,,
三重區,房地(土地+建物),新北市三重區成功路41巷51號,25.5,住,,,1051229,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720322,91.72,2,1,1,有,無,3620000,39468,,0.0,0,親友特殊關係間之交易。,RPQOMLSKKHMFFGF78CA,78.36,13.36,0.0,,
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區光華路４６巷２０號七樓,25.64,住,,,1051123,土地1建物1車位1,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870122,153.07999999999998,3,2,2,有,有,13500000,88189,坡道平面,0.0,0,,RPWOMLLLKHMFFGF78CA,79.16,0.0,6.41,,
