鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
文山區,房地(土地+建物),臺北市文山區保儀路109巷23弄21號4樓,14.5,住,,,1060208,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,88.19,3,2,1,有,無,7280000,82549,,0.0,0,含增建或未登記建物。,RPSOMLMJNHMFFAA47CA,88.19,0.0,0.0,,
中正區,房地(土地+建物),臺北市中正區中華路二段３１３巷２５號二樓,10.53,住,,,1060409,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),,加強磚造,0560519,25.63,1,1,1,有,無,4000000,156067,,0.0,0,,RPPNMLPJNHMFFAA37CA,24.0,0.0,1.63,,
文山區,車位,臺北市文山區興順街157號等共同使用部分,4.6,住,,,1060320,土地0建物0車位1,,,其他,,,,36.13,0,0,0,有,有,1350000,,坡道平面,36.13,1350000,,RPRNMLTJNHMFFAA97CA,0.0,0.0,0.0,,
文山區,房地(土地+建物),臺北市文山區景中街３０巷１２號二樓,1.24,其他,,,1060415,土地1建物1車位0,二層,七層,其他,商業用,鋼筋混凝土造,0770212,9.05,0,0,0,無,有,1000000,110497,,0.0,0,,RPUSMLPKNHMFFAA48CA,0.0,0.0,0.0,,
萬華區,房地(土地+建物),臺北市萬華區峨眉街100號2樓之17,3.1,商,,,1060308,土地1建物1車位0,二層,十一層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0950126,30.88,1,1,2,有,有,7250000,234780,,0.0,0,含增建或未登記建物。,RPPPMLMJNHMFFBA37CA,18.97,0.0,1.73,,
萬華區,房地(土地+建物)+車位,臺北市萬華區德昌街133號14樓之1,51.36,住,,,1060407,土地1建物1車位2,十四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000131,327.41999999999996,4,2,3,有,有,56180000,171584,坡道平面,76.74,0,,RPRPMLMJNHMFFBA57CA,146.33,8.44,13.61,,
大同區,房地(土地+建物),臺北市大同區重慶北路二段１１４巷１１號３樓,31.2,商,,,1060330,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0700718,133.43,3,2,2,有,無,16300000,122161,,0.0,0,,RPTNMLNJNHMFFBA67CA,114.8,0.0,18.63,,
萬華區,土地,福星段二小段331地號,69.0,商,,,1050220,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,79899978,1157971,,0.0,0,向政府機關承購之案件。,RPQNMLOJNHMFFBA47CA,0.0,0.0,0.0,,
萬華區,房地(土地+建物)+車位,臺北市萬華區西園路二段322號10樓之2,16.67,住,,,1060324,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041002,132.44,2,2,2,有,有,15200000,114760,升降機械,29.76,0,,RPXPMLOJNHMFFBA38CA,60.81,2.53,5.05,,
萬華區,房地(土地+建物),臺北市萬華區西藏路１２５巷１１號５樓之４,16.57,商,,,1060330,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,87.8,2,2,1,有,有,14500000,165148,,0.0,0,,RPQNMLTJNHMFFBA97CA,68.56,0.0,13.13,,
萬華區,房地(土地+建物)+車位,臺北市萬華區青年路１５２巷２號三樓之１,45.63,住,,,1060320,土地4建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970103,213.45,4,2,2,有,無,24500000,114781,坡道平面,0.0,0,,RPXNMLKKNHMFFBA87CA,116.43,0.0,10.92,,
大同區,車位,臺北市大同區涼州街２號二樓之２,0.16,住,,,1060417,土地0建物0車位1,二層,十五層,其他,見其他登記事項,鋼筋混凝土造,1000318,19.46,0,0,0,有,有,780000,,坡道機械,19.46,780000,,RPQPMLMKNHMFFBA57CA,0.0,0.0,0.0,,
大同區,房地(土地+建物)+車位,臺北市大同區延平北路四段２９４巷１５號十二樓之３,21.93,住,,,1030219,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050615,103.57,2,2,1,有,無,15000000,154585,坡道機械,17.21,1650000,本案為預售合約價格。,RPUNMLOLNHMFFBA08CA,46.96,3.56,3.68,,
萬華區,房地(土地+建物),臺北市萬華區康定路１０３號八樓之８,4.35,商,,,1060413,土地1建物1車位0,八層,二十六層,套房(1房1廳1衛),住家用,見其他登記事項,1050331,64.24,1,1,1,有,有,12480000,194271,,0.0,0,,RPSNMLPLNHMFFBA97CA,36.2,0.0,4.57,,
萬華區,房地(土地+建物)+車位,臺北市萬華區康定路１０３號二十六樓之５,5.58,商,,,1060331,土地1建物1車位1,二十六層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050331,111.1,2,2,1,有,有,18580000,207752,坡道平面,33.7,2500000,,RPTNMLPLNHMFFBA08CA,41.51,1.32,6.33,,
大同區,房地(土地+建物)+車位,臺北市大同區民權西路１４４巷１１號五樓,25.91,住,,,1060416,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750403,140.78,3,2,2,有,有,15000000,106549,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。,RPTOMLSJOHMFFBA38CA,92.06,0.0,11.33,,
大同區,房地(土地+建物),臺北市大同區保安街７８巷１４號,33.3,商,,,1060421,土地2建物1車位0,全,一層,透天厝,住家用,磚造,0351225,27.84,4,0,1,有,無,20500000,736351,,0.0,0,,RPWOMLMKOHMFFBA18CA,0.0,0.0,0.0,,
中山區,房地(土地+建物),臺北市中山區中山北路二段９３巷１７號五樓之２,4.38,商,,,1060414,土地1建物1車位0,五層,十四層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0920808,44.99,1,1,1,有,有,9500000,211158,,0.0,0,,RPOOMLLJNHMFFCA17CA,27.38,0.0,2.51,,
中山區,房地(土地+建物),臺北市中山區建國北路二段99號9樓之3,16.22,住,,,1060308,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0731101,139.15,3,2,2,有,有,25430000,182752,,0.0,0,含增建或未登記建物。,RPPQMLMJNHMFFCA57CA,102.26,0.0,11.77,,
內湖區,房地(土地+建物)+車位,臺北市內湖區新豐街62號10樓,44.04,住,,,1060313,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990505,209.66,3,2,2,有,有,42380000,202137,坡道平面,28.29,0,含增建或未登記建物。,RPQQMLMJNHMFFCA67CA,100.54,8.7,11.71,,
中山區,房地(土地+建物),臺北市中山區樂群二路148號7樓,47.09,住,,,1060314,土地1建物1車位0,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890628,155.47,3,2,2,有,有,23200000,149225,,0.0,0,,RPRQMLMJNHMFFCA77CA,77.63,0.0,8.1,,
內湖區,房地(土地+建物)+車位,臺北市內湖區金湖路65巷11號12樓之2,23.43,住,,,1060331,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940825,162.84,3,2,2,有,有,26700000,163965,坡道平面,0.0,0,共有人數2人。含增建或未登記建物。本案車位面積無法概算。,RPTQMLMJNHMFFCA97CA,77.19,2.84,8.11,,
內湖區,房地(土地+建物)+車位,臺北市內湖區堤頂大道二段１５號八樓之１,49.79,其他,,,1060420,土地1建物1車位2,八層,八層,廠辦,工業用,鋼筋混凝土造,0871023,340.86,0,0,0,無,有,14400000,42246,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。,RPQNMLNJNHMFFCA47CA,160.03,0.0,0.0,,
內湖區,房地(土地+建物)+車位,臺北市內湖區堤頂大道二段１５號八樓,73.55,其他,,,1060420,土地1建物1車位3,八層,八層,廠辦,工業用,鋼筋混凝土造,0871023,503.46000000000004,0,0,0,無,有,21400000,42506,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。,RPRNMLNJNHMFFCA57CA,222.0,16.41,0.0,,
中山區,房地(土地+建物),臺北市中山區龍江路292巷6號3樓,20.91,住,,,1060318,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840803,76.37,2,2,1,有,無,15150000,198376,,0.0,0,含增建或未登記建物。,RPXNMLOJNHMFFCA28CA,44.37,3.19,6.34,,
中山區,車位,臺北市中山區林森北路４８３號地下二層,0.26,商,,,1060412,土地0建物0車位1,地下二層，地下三層，地下四層，地下五層,十四層,其他,停車空間,鋼筋混凝土造,0920122,54.71,0,0,0,有,無,1900000,,坡道平面,54.1,0,,RPRRMLPJNHMFFCA18CA,0.0,0.0,0.0,,
