鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
文山區,房地(土地+建物)+車位,臺北市文山區萬盛街８９之２號,9.27,住,,,1071031,土地1建物1車位1,一層,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1050816,68.68,1,2,1,有,無,17500000,288861,升降機械,13.29,1500000,,RPRNMLNKJINFFAA27CA,34.68,0.0,0.0,,
文山區,房地(土地+建物),臺北市文山區保儀路157號4樓,19.8,住,,,1070929,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,88.43,3,2,1,有,無,9800000,110822,,0.0,0,含增建或未登記建物。；,RPUNMLNKJINFFAA57CA,84.84,0.0,3.59,,
中正區,房地(土地+建物),臺北市中正區重慶南路三段１２４巷４號四樓,28.5,住,,,1071004,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,,84.74,3,1,1,有,無,7000000,82606,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPUQMLOKJINFFAA97CA,84.74,0.0,0.0,,
中正區,土地,永昌段四小段644地號,20.76,住,,,1071018,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,116004,5588,,0.0,0,向政府機關承購之案件。；,RPUNMLPKJINFFAA77CA,0.0,0.0,0.0,,
中正區,房地(土地+建物)+車位,臺北市中正區南昌路一段124號11樓,7.81,商,,,1071014,土地2建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970307,64.21000000000001,1,1,1,有,有,17030000,265223,塔式車位,2.21,0,含增建或未登記建物。；,RPWOMLQKJINFFAA18CA,34.9,5.22,0.3,,
文山區,房地(土地+建物),臺北市文山區萬壽路６１巷１３號九樓,121.93,住,,,1071024,土地1建物1車位0,九層，電梯樓梯間,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841220,226.03,3,2,2,有,有,28000000,123877,,0.0,0,,RPQOMLTKJINFFAA87CA,178.41,3.05,17.3,,
中正區,房地(土地+建物),臺北市中正區中華路二段４６７巷１２弄１４號,17.33,住,,,1071015,土地1建物1車位0,一層，二層,二層,公寓(5樓含以下無電梯),,加強磚造,,25.89,3,1,2,有,無,3500000,135187,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPVNMLQLJINFFAA08CA,25.89,0.0,0.0,,
中正區,房地(土地+建物)+車位,臺北市中正區辛亥路一段６號十三樓,15.81,住,,,1071005,土地3建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070717,172.25,3,2,2,有,有,46060000,320721,坡道機械,37.99,3000000,,RPSOMLKKKINFFAA27CA,94.13,3.21,10.91,,
萬華區,房地(土地+建物),臺北市萬華區長沙街二段103之1號5樓,29.03,商,,,1070930,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661207,89.68,3,2,1,有,無,10000000,111508,,0.0,0,含增建或未登記建物。；,RPQOMLMKJINFFBA27CA,81.59,0.0,8.09,,
萬華區,房地(土地+建物),臺北市萬華區昆明街46號6樓之10,6.77,商,,,1070930,土地1建物1車位0,六層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0761221,49.53,1,1,1,有,有,7770000,156875,,0.0,0,含增建或未登記建物。；,RPROMLMKJINFFBA37CA,30.13,7.43,0.0,,
萬華區,車位,臺北市萬華區康定路103號等共有部分,0.37,商,,,1071011,土地0建物0車位1,,,其他,,,,33.7,0,0,0,有,有,2400000,,坡道平面,33.7,2400000,,RPUOMLMKJINFFBA67CA,0.0,0.0,0.0,,
中正區,房地(土地+建物),臺北市中正區仁愛路二段9巷17號3樓之6,8.79,住,,,1071014,土地2建物1車位0,三層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0971114,42.769999999999996,1,1,1,有,有,10800000,252513,,0.0,0,含增建或未登記建物。；,RPQPMLMKJINFFBA37CA,19.35,4.36,0.0,,
大同區,房地(土地+建物),臺北市大同區延平北路二段272巷1號5樓,8.19,其他,,,1071007,土地2建物1車位0,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750623,71.64,2,2,2,有,有,11610000,162060,,0.0,0,含增建或未登記建物。；,RPRPMLMKJINFFBA47CA,58.79,0.0,9.8,,
大同區,房地(土地+建物)+車位,臺北市大同區太原路155號2樓之6,16.81,商,,,1070924,土地1建物1車位1,二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910225,263.51,3,2,2,有,有,50250000,190688,坡道平面,0.0,0,含增建或未登記建物。；本案車位面積無法概算。,RPPNMLNKJINFFBA17CA,155.07,0.0,17.58,,
中正區,房地(土地+建物)+車位,臺北市中正區辛亥路一段８號十三樓之２,13.8,住,,,1071005,土地3建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070717,157.62,0,0,0,無,有,45020000,349578,坡道機械,37.99,3200000,,RPUOMLRJLHOFFAA18CA,81.35,4.95,10.94,,
萬華區,房地(土地+建物)+車位,臺北市萬華區中華路二段416巷68號十二樓之2,36.34,住,,,1071031,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010625,181.68,3,2,2,有,有,27300000,150264,坡道平面,0.0,0,本戶已於103.7.12立約交易,RPWNMLQKJINFFBA18CA,100.82,0.0,10.21,,
萬華區,房地(土地+建物),臺北市萬華區莒光路１９７巷３號五樓,25.63,住,,,1071013,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760929,102.37,2,2,1,有,無,11700000,114291,,0.0,0,,RPVOMLQKJINFFBA18CA,80.2,6.15,7.63,,
萬華區,房地(土地+建物)+車位,臺北市萬華區萬大路４２３巷３２弄９號八樓,36.01,住,,,1071012,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870824,156.97,3,2,2,有,有,19500000,124228,其他,0.0,0,,RPUOMLMLJINFFBA77CA,80.74,1.53,7.63,,
萬華區,房地(土地+建物)+車位,臺北市萬華區中華路二段４１６巷８０號四樓之３,41.9,住,,,1071019,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010625,209.64999999999998,4,2,2,有,有,27150000,129502,坡道平面,0.0,0,,RPSNMLNJKINFFBA47CA,118.0,0.0,10.2,,
中正區,房地(土地+建物),臺北市中正區中華路一段９５巷７號六樓之２,20.33,商,,,1071004,土地1建物1車位0,六層,二十五層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050622,233.61,3,2,3,有,無,68280000,292282,,0.0,0,,RPQNMLOJKINFFBA37CA,144.07,1.68,13.74,,
大同區,房地(土地+建物),臺北市大同區南京西路３４４巷４７號,46.0,商,,,1071030,土地1建物1車位0,全,三層,透天厝,,加強磚造,,130.86,4,1,4,有,無,21000000,160477,,0.0,0,,RPQPMLOJKINFFBA57CA,130.86,0.0,0.0,,
大同區,房地(土地+建物),臺北市大同區敦煌路５０號三樓,24.25,住,,,1071003,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620718,81.59,3,2,1,有,無,10600000,129918,,0.0,0,,RPVNMLRJKINFFBA18CA,81.59,0.0,0.0,,
中正區,房地(土地+建物),臺北市中正區中華路一段７號八樓之8、7號,9.58,商,,,1071003,土地1建物2車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041214,130.05,3,2,2,有,有,29000000,222991,,0.0,0,,RPXNMLKKKINFFBA77CA,70.08,3.77,10.95,,
萬華區,房地(土地+建物),臺北市萬華區武昌街二段124之2號4樓,116.47,商,,,1070821,土地1建物1車位0,四層,九層,辦公商業大樓,商業用,鋼筋混凝土造,0630806,793.82,30,1,31,有,有,152000000,191479,,0.0,0,本案為附有租約之交易，現況作為旅館使用。,RPRNMLMJJHOFFBA17CA,793.82,0.0,0.0,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段１１０號三樓,92.52,住,,,1071016,土地2建物1車位2,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980119,203.49,4,2,2,有,有,33000000,162170,坡道機械,0.0,0,,RPOOMLPKJINFFCA47CA,99.61,16.79,5.91,,
中山區,房地(土地+建物),臺北市中山區中山北路二段９３巷８號十二樓之９,5.78,商,,,1071024,土地1建物1車位0,十二層,十二層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0940803,42.63,1,1,1,有,無,11000000,258034,,0.0,0,,RPTNMLPKJINFFCA87CA,24.66,1.53,0.0,,
內湖區,房地(土地+建物),臺北市內湖區內湖路一段３２３巷４弄１０號三樓,22.0,其他,,,1071024,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670420,93.3,3,2,1,有,無,12700000,136120,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPPSMLKLJINFFCA57CA,80.05,0.0,13.25,,
內湖區,房地(土地+建物),臺北市內湖區安康路４３４巷１９弄７之１號,33.08,住,,,1071011,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0690813,94.4,3,2,3,有,無,13100000,138771,,0.0,0,陽台外推,RPRRMLKLJINFFCA67CA,79.67,14.73,0.0,,
內湖區,房地(土地+建物),臺北市內湖區內湖路三段３２６巷５弄９號四樓,31.08,住,,,1071016,土地6建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700525,107.21,3,2,2,有,無,11500000,107266,,0.0,0,,RPTQMLNLJINFFCA08CA,93.1,0.0,14.11,,
中山區,房地(土地+建物),臺北市中山區錦州街３２號四樓之８,2.04,商,,,1071101,土地1建物1車位0,四層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0711102,20.7,0,0,1,無,有,3389094,163645,,0.0,0,,RPUQMLQLJINFFCA48CA,15.79,0.0,0.0,,
內湖區,土地,文德段五小段325地號,1797.77,工,,,1071025,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,435064000,242002,,0.0,0,,RPQOMLNJKINFFCA47CA,0.0,0.0,0.0,,
中山區,房地(土地+建物)+車位,臺北市中山區林森北路６７巷９１號,51.67,商,,,1070921,土地1建物1車位1,一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0630106,179.97,3,2,4,有,無,45000000,250042,坡道平面,0.0,0,含增建或未登記建物。；本件物含未登記地下室，防空避難室兼停車場持分1/5坡道平面停車位壹位,RPPOMLLLKINFFCA37CA,179.97,0.0,0.0,,
南港區,房地(土地+建物),臺北市南港區福德街309巷32號2樓,26.5,住,,,1071001,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0641203,78.05,3,2,1,有,無,10700000,137092,,0.0,0,含增建或未登記建物。；,RPXOMLMKJINFFDA18CA,78.05,0.0,0.0,,
信義區,房地(土地+建物),臺北市信義區吳興街583巷7弄28號,15.0,住,,,1070827,土地1建物1車位0,全,三層,透天厝,住家用,加強磚造,0600101,39.3,3,0,3,有,無,6000000,152672,,0.0,0,含增建或未登記建物。；,RPOPMLMKJINFFDA37CA,39.3,0.0,0.0,,
松山區,房地(土地+建物),臺北市松山區南京東路五段８４號三樓,31.75,商,,,1070915,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,,106.35,0,0,0,無,無,24000000,225670,,0.0,0,,RPRNMLNKJINFFDA57CA,106.35,0.0,0.0,,
信義區,房地(土地+建物)+車位,臺北市信義區吳興街６００巷７６弄７號八樓,26.15,住,,,1071016,土地4建物1車位1,八層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060907,190.7,0,0,0,無,有,34600000,212652,坡道平面,41.16,2800000,權利人2人本件為毛胚屋交易,RPPNMLOKJINFFDA47CA,86.55,0.0,12.08,,
信義區,房地(土地+建物)+車位,臺北市信義區吳興街６００巷７６弄７號四樓,26.15,住,,,1071029,土地4建物1車位1,四層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060907,190.7,3,1,2,有,有,33800000,209309,坡道平面,41.16,2500000,,RPRNMLOKJINFFDA67CA,86.55,0.0,12.08,,
信義區,房地(土地+建物)+車位,臺北市信義區吳興街６００巷７６弄１１號四樓,18.96,住,,,1071016,土地4建物1車位1,四層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060907,146.99,0,0,0,無,有,24100000,209014,坡道平面,41.16,1980000,本件為毛胚屋交易,RPSNMLOKJINFFDA77CA,61.28,0.0,8.5,,
松山區,房地(土地+建物),臺北市松山區光復南路５８巷２０號三樓,43.75,住,,,1071017,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,111.97,3,2,1,有,無,22000000,196481,,0.0,0,含增建或未登記建物。；,RPTNMLOKJINFFDA87CA,111.97,0.0,0.0,,
南港區,房地(土地+建物),臺北市南港區舊莊街一段９０巷４號,33.0,住,,,1070817,土地1建物1車位0,一層，平台,二層,套房(1房1廳1衛),住家用,加強磚造,,54.45,1,1,1,有,無,7500000,137741,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPWNMLOKJINFFDA18CA,54.45,0.0,0.0,,
信義區,房地(土地+建物),臺北市信義區松山路５４０巷３弄４１號三樓,34.0,住,,,1071012,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610320,78.92,3,2,1,有,無,9500000,120375,,0.0,0,,RPWPMLPKJINFFDA48CA,78.92,0.0,0.0,,
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段７４３巷３１弄２５號八樓,18.44,住,,,1070909,土地1建物1車位1,八層,十六層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070824,154.13,3,2,2,有,無,37370000,287437,坡道平面,33.86,2800000,,RPWQMLPKJINFFDA58CA,64.52,9.27,4.62,,
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段７４３巷３１弄２１號三樓,22.38,住,,,1070412,土地1建物1車位1,三層,十六層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070824,180.03,3,2,2,有,無,42100000,269549,坡道平面,33.86,2700000,,RPXQMLPKJINFFDA68CA,79.86,9.84,5.55,,
信義區,房地(土地+建物),臺北市信義區忠孝東路五段７４３巷３１弄２３號十二樓,11.67,住,,,1070808,土地1建物1車位0,十二層,十六層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070824,76.74,2,2,1,有,無,24000000,312744,,0.0,0,,RPORMLPKJINFFDA87CA,43.52,2.41,4.11,,
信義區,房地(土地+建物),臺北市信義區忠孝東路五段７４３巷３１弄２３號九樓,11.66,住,,,1071018,土地1建物1車位0,九層,十六層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070824,76.74,2,2,1,有,無,23260000,303101,,0.0,0,,RPPRMLPKJINFFDA97CA,43.52,2.41,4.11,,
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段７４３巷３１弄２１號二樓,22.38,住,,,1070404,土地1建物1車位1,二層,十六層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070824,180.03,3,2,2,有,無,47200000,303072,坡道平面,33.86,2900000,,RPQRMLPKJINFFDA08CA,79.86,9.84,5.55,,
