鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
文山區,房地(土地+建物),臺北市文山區木柵路三段４９巷６號九樓,16.67,都市：其他:第三種商業區。,,,1100627,土地1建物1車位0,九層,十七層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,0831111,148.38,3,2,2,有,有,21050000,141865,,0.0,0,陽台外推；其他增建；,RPTNMLRLPHGGFAA97DA,106.96,4.76,15.32,有,
文山區,房地(土地+建物),臺北市文山區富山路１５號,59.0,住,,,1100721,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,,77.74,2,2,2,有,無,18500000,237973,,0.0,0,,RPPOMLQLQHGGFAA67DA,77.74,0.0,0.0,無,
文山區,房地(土地+建物)+車位,臺北市文山區秀明路一段１２９巷７２弄１６號三樓,286.25,都市：其他:第二種住宅區。,,,1100724,土地1建物1車位2,三層，四層，五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070302,511.43000000000006,4,3,5,有,無,73800000,177269,坡道平面,123.32,5000000,含裝潢費；含傢俱設備費；,RPRNMLKMQHGGFAA27DA,237.5,0.0,16.02,有,
文山區,車位,臺北市文山區仙岩路１１巷１號,0.38,住,,,1100809,土地1建物1車位1,一層,十七層,其他,一般事務所,鋼骨鋼筋混凝土造,1050930,42.19,0,0,0,有,有,2250000,,坡道平面,42.19,2250000,僅車位交易；,RPUPMLSJRHGGFAA38DA,0.0,0.0,0.0,有,0001
中正區,房地(土地+建物),臺北市中正區汀州路一段２２６巷１６號四樓,52.0,都市：其他:第三種住宅區。,,,1100809,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670201,139.95,4,3,2,有,無,20500000,146481,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPPOMLTJRHGGFAA87DA,122.75,0.0,17.2,無,
中正區,房地(土地+建物),臺北市中正區漢口街一段８５號八樓之３,4.51,都市：其他:第四種商業區。,,,1100804,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,0880923,48.23,0,0,0,無,有,9000000,186606,,0.0,0,,RPWOMLPJQHGGFBA18DA,31.65,0.0,0.0,有,
萬華區,房地(土地+建物)+車位,臺北市萬華區西園路一段１１５號六樓,19.59,都市：其他:第三種商業區。,,,1100807,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080528,223.49,4,2,2,有,有,35080000,172436,坡道平面,37.74,3050000,,RPPOMLKKQHGGFBA07DA,112.85,7.6,4.8,有,
萬華區,房地(土地+建物),臺北市萬華區中華路二段４１６巷１５號十樓,18.9,都市：其他:第三種住宅區。,,,1100725,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760316,89.12,3,2,1,有,有,16180000,181553,,0.0,0,陽台外推；,RPWNMLQLQHGGFBA38DA,60.96,0.0,8.52,有,
萬華區,房地(土地+建物),臺北市萬華區武昌街二段１２４之２號六樓之５,5.85,商,,,1100806,土地1建物1車位0,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0630806,39.67,1,1,1,有,有,6500000,163852,,0.0,0,,RPUPMLKMQHGGFBA87DA,30.26,0.0,0.0,有,0002
