,交易年份,屋齡,交易標的,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,電梯,floor,車位類別-坡道平面,車位類別-坡道機械,車位類別-升降平面,車位類別-升降機械,車位類別-一樓平面,車位類別-塔式車位,車位類別-其他,建物型態-公寓,建物型態-華廈,建物型態-住宅大樓,建物型態-套房,建物型態-透天,NEAR_HOSTIPAL_250,NEAR_HOSTIPAL_500,NEAR_HOSTIPAL_750,CLINIC_COUNT_250,CLINIC_COUNT_500,CLINIC_COUNT_750,DENTIST_COUNT_250,DENTIST_COUNT_500,DENTIST_COUNT_750,PHARMACY_COUNT_250,PHARMACY_COUNT_500,PHARMACY_COUNT_750,CSTORE_COUNT_250,CSTORE_COUNT_500,CSTORE_COUNT_750,FASTFOOD_COUNT_250,FASTFOOD_COUNT_500,FASTFOOD_COUNT_750,LIBRARY_COUNT_250,LIBRARY_COUNT_500,LIBRARY_COUNT_750,NEAR_SCHOOL_250,NEAR_SCHOOL_500,NEAR_SCHOOL_750,NEAR_UNIVERSITY_250,NEAR_UNIVERSITY_500,NEAR_UNIVERSITY_750,NEAR_FIRESTATION_250,NEAR_FIRESTATION_500,NEAR_FIRESTATION_750,NEAR_FUEL_250,NEAR_FUEL_500,NEAR_FUEL_750,NEAR_MARKET_250,NEAR_MARKET_500,NEAR_MARKET_750,NEAR_POLICE_250,NEAR_POLICE_500,NEAR_POLICE_750,TEMPLE_COUNT_250,TEMPLE_COUNT_500,TEMPLE_COUNT_750,CEMETERY_AREA_250,CEMETERY_AREA_500,CEMETERY_AREA_750,PARK_AREA_250,PARK_AREA_500,PARK_AREA_750,WATER_AREA_250,WATER_AREA_500,WATER_AREA_750,PARKING_AREA_250,PARKING_AREA_500,PARKING_AREA_750,STOP_COUNT_250,STOP_COUNT_500,STOP_COUNT_750,NEAR_MRT_250,NEAR_MRT_500,NEAR_MRT_750,NEAR_TRA_750,y,0
270,111,2.0,1,3,2,2,1,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,21.0,123.0,217.0,10.0,45.0,85.0,2.0,14.0,25.0,10.0,40.0,66.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,5562.588283560844,24726.796940942662,0.0,0.0,0.0,4138.3047887206685,16119.103599291971,25012.93755569627,4.0,15.0,48.0,1,1,1,0,333200,364343.2
271,111,35.0,0,3,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1.0,21.0,104.0,1.0,11.0,54.0,1.0,2.0,17.0,2.0,9.0,36.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,43931.39881234552,175822.64517281658,0.0,0.0,0.0,0.0,32238.61287718677,55453.95737092923,4.0,17.0,48.0,0,1,1,0,267831,288356.62
272,111,40.0,0,3,2,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,36.0,104.0,160.0,13.0,41.0,73.0,6.0,16.0,22.0,11.0,20.0,42.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0,1,1,0.0,2.0,6.0,0.0,0.0,0.0,5541.388921439352,24316.99347445488,41924.50356909646,0.0,0.0,0.0,3970.495052295813,18380.29671157487,43374.16173028301,6.0,25.0,53.0,1,1,1,0,192765,225687.06
273,111,27.0,1,1,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,6.0,49.0,91.0,7.0,26.0,61.0,2.0,8.0,17.0,2.0,17.0,40.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0,1,1,2.0,2.0,4.0,0.0,0.0,0.0,3199.59954899806,36367.06474191661,258786.3027552075,0.0,0.0,0.0,7289.757300126835,22225.845774466747,64783.56977784483,1.0,14.0,39.0,0,1,1,0,218962,265346.72
274,111,5.0,0,2,2,1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,6.0,34.0,70.0,1.0,18.0,48.0,0.0,11.0,32.0,7.0,28.0,57.0,1.0,4.0,7.0,1.0,4.0,7.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,1,0.0,1.0,1.0,1.0,1.0,1.0,0,1,1,8.0,14.0,18.0,0.0,0.0,0.0,341.12662561476066,31172.174042488707,67248.79429696854,0.0,0.0,0.0,6967.655705947735,24155.719335767568,73676.81113716989,6.0,24.0,46.0,0,1,1,0,340636,366738.88
275,111,43.0,0,3,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,12.0,129.0,243.0,5.0,39.0,96.0,4.0,16.0,37.0,10.0,29.0,72.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1.0,1.0,9.0,0.0,0.0,0.0,368.89155383277625,12657.895237137942,27310.6547001257,0.0,0.0,0.0,5861.207267848993,11970.161007481389,25217.74399670854,4.0,22.0,54.0,0,1,1,0,469484,314508.9
276,111,34.0,0,3,2,2,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,7.0,60.0,113.0,5.0,34.0,74.0,2.0,9.0,25.0,4.0,16.0,42.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1,0.0,0.0,1.0,0.0,1.0,1.0,1,1,1,2.0,3.0,3.0,0.0,0.0,0.0,5739.769905262733,17781.291521831325,81829.1784072718,0.0,0.0,0.0,2993.113776246632,14655.75080947157,56341.8276019099,3.0,13.0,42.0,1,1,1,0,294805,311320.3
277,111,39.0,0,3,2,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0,12.0,20.0,3.0,11.0,18.0,1.0,8.0,11.0,4.0,13.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,1,0.0,2.0,8.0,0.0,13698.363703046303,90926.05243051663,45629.74415030208,210614.73851555068,289702.47815318365,0.0,0.0,0.0,673.9867866469187,8789.092027019535,29264.01194696143,5.0,11.0,26.0,1,1,1,0,176656,162379.77
278,111,44.0,0,4,2,3,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0,21.0,97.0,9.0,24.0,60.0,0.0,4.0,13.0,5.0,16.0,48.0,1.0,1.0,5.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1.0,7.0,13.0,0.0,0.0,0.0,3610.2327725463656,21141.596815380577,126583.56830675506,0.0,0.0,0.0,1160.5648974419628,14390.450691727245,30700.86935627501,9.0,21.0,47.0,0,1,1,0,260344,270853.6
279,111,14.0,1,5,2,3,1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,2.0,33.0,78.0,3.0,17.0,50.0,0.0,6.0,14.0,3.0,11.0,35.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0,1,1,1.0,1.0,1.0,0.0,1.0,1.0,0,0,1,0.0,2.0,3.0,0.0,0.0,0.0,6252.466606113507,161170.29913290462,295263.8612072036,0.0,0.0,0.0,16020.977412046974,40876.84460396833,61968.4033223481,2.0,14.0,41.0,0,1,1,0,420524,374456.38
280,111,47.0,0,1,2,1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,73.0,160.0,248.0,20.0,55.0,95.0,4.0,14.0,30.0,6.0,35.0,63.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,0.0,1.0,4.0,0.0,0.0,0.0,5748.344632939552,12269.126595472912,30145.17856362448,0.0,0.0,0.0,381.85347065420416,12132.399396368246,34153.53204479412,4.0,26.0,50.0,1,1,1,0,320574,329331.44
281,111,49.0,0,2,2,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,54.0,131.0,204.0,18.0,48.0,76.0,8.0,13.0,33.0,12.0,29.0,59.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1,0.0,2.0,8.0,0.0,0.0,0.0,10061.44806031369,19536.837623855317,35664.985574543105,0.0,0.0,0.0,1544.4196459388968,15796.274330001812,37316.04405807212,6.0,24.0,52.0,1,1,1,0,269743,298187.7
282,111,39.0,0,4,2,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,7.0,38.0,88.0,3.0,22.0,55.0,4.0,14.0,30.0,8.0,27.0,56.0,0.0,4.0,6.0,0.0,4.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0,1,1,9.0,13.0,18.0,0.0,0.0,0.0,1599.9213720988282,14798.626856064311,74614.65126016646,0.0,0.0,0.0,5095.216414376909,17358.715955185166,67760.10527552095,5.0,20.0,47.0,0,1,1,0,193151,215946.39
283,111,37.0,0,0,0,0,1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,3.0,30.0,92.0,8.0,27.0,65.0,0.0,4.0,15.0,4.0,19.0,50.0,1.0,2.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,1.0,0.0,1.0,1.0,0,0,1,2.0,6.0,15.0,0.0,0.0,0.0,3924.274475617106,21396.930139087697,91732.24097424065,0.0,0.0,0.0,6148.06990543416,13327.124709415197,27667.2925682594,6.0,25.0,48.0,0,1,1,0,286389,337480.7
284,111,37.0,0,3,2,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,9.0,38.0,58.0,6.0,32.0,54.0,6.0,11.0,20.0,7.0,21.0,45.0,1.0,2.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,1.0,1.0,1.0,0,0,1,0.0,3.0,5.0,0.0,0.0,0.0,3679.088014486865,20703.112830230424,45520.81747739077,0.0,0.0,0.0,7979.350232561949,25853.48543726719,47809.9113857636,8.0,24.0,43.0,1,1,1,0,224881,245277.66
285,111,36.0,0,3,2,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,3.0,17.0,42.0,5.0,20.0,36.0,3.0,6.0,14.0,4.0,14.0,28.0,0.0,1.0,4.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,2.0,2.0,5.0,0.0,0.0,0.0,5212.7442455776845,8969.34853897935,74447.59253862097,0.0,0.0,0.0,1240.089093942604,32861.73708352252,56538.543345703634,6.0,20.0,36.0,0,1,1,0,292453,268476.2
286,111,39.0,0,3,2,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,14.0,33.0,54.0,5.0,23.0,37.0,1.0,8.0,14.0,3.0,17.0,29.0,1.0,6.0,8.0,1.0,6.0,8.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,1,0.0,4.0,9.0,0.0,0.0,0.0,1565.662720579626,12822.27639894403,63150.86145670104,0.0,0.0,0.0,2422.8315853728,29205.02693745076,56913.33768308246,6.0,20.0,39.0,1,1,1,0,209864,272118.28
287,111,12.0,1,2,2,2,1,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0.0,1.0,6.0,0.0,1.0,9.0,0.0,0.0,4.0,0.0,5.0,11.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1.0,2.0,3.0,2538.8485637590798,76533.59720316844,142222.2116183211,29024.76213242503,112407.23187037458,236316.09261733547,0.0,0.0,0.0,0.0,2531.4979583303416,9241.946276465262,2.0,9.0,18.0,0,1,1,0,256016,214055.77
288,111,37.0,0,4,2,2,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,16.0,51.0,106.0,9.0,30.0,69.0,7.0,15.0,31.0,9.0,23.0,54.0,1.0,4.0,7.0,1.0,4.0,7.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,7.0,12.0,0.0,0.0,0.0,2361.8320982539244,20479.96577502566,35620.0877109343,0.0,0.0,0.0,7793.917114432404,11598.18222900639,29327.447806455213,4.0,20.0,46.0,1,1,1,0,321437,277133.25
289,111,41.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,15.0,52.0,106.0,10.0,31.0,70.0,7.0,15.0,30.0,9.0,25.0,54.0,1.0,4.0,7.0,1.0,4.0,7.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,2.0,7.0,13.0,0.0,0.0,0.0,1019.2417399876664,20289.73622330335,34867.3813683327,0.0,0.0,0.0,7793.917114432404,12956.565914206103,29483.18436944041,4.0,19.0,47.0,1,1,1,0,251812,302872.34
290,111,37.0,0,4,2,2,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,16.0,61.0,106.0,8.0,34.0,72.0,2.0,21.0,31.0,6.0,29.0,59.0,2.0,6.0,6.0,2.0,6.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,5.0,12.0,15.0,0.0,0.0,0.0,4803.976370578527,8979.107690324,64049.19897559215,0.0,0.0,2125.993403911315,1689.1326835308148,17284.231961192032,29992.03810983505,4.0,19.0,49.0,1,1,1,0,277955,245159.97
291,111,39.0,0,3,2,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,37.0,150.0,260.0,16.0,58.0,111.0,4.0,13.0,30.0,11.0,38.0,68.0,0.0,1.0,6.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1.0,2.0,4.0,0.0,0.0,0.0,0.0,236.81887363279435,82628.96395760102,0.0,0.0,6020.544638011215,0.0,4351.732977561233,23087.307423461003,4.0,21.0,49.0,1,1,1,0,268652,307021.53
292,111,38.0,0,1,0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,9.0,26.0,55.0,9.0,23.0,38.0,1.0,7.0,12.0,4.0,12.0,24.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0,1,1,1.0,5.0,7.0,0.0,0.0,0.0,1415.4215048497172,12642.343015841148,33175.22106520027,0.0,0.0,0.0,3140.5992289402943,6263.488049374674,18287.92486693932,3.0,24.0,47.0,1,1,1,0,348297,251353.22
293,111,10.0,1,0,0,2,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,30.0,96.0,163.0,21.0,50.0,80.0,1.0,15.0,22.0,10.0,34.0,63.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0.0,1.0,5.0,0.0,0.0,0.0,29088.045827444155,136539.6468686053,193397.38908693212,2144.9609306812004,6020.544638011215,6020.544638011215,4875.88262607166,17020.751251175378,41514.861233338816,9.0,20.0,48.0,1,1,1,0,285900,329069.6
294,111,39.0,0,2,2,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,20.0,46.0,70.0,10.0,20.0,43.0,3.0,7.0,12.0,7.0,22.0,36.0,0.0,2.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0,0,1,1.0,3.0,7.0,0.0,0.0,0.0,5075.248252953517,97180.81967279916,259626.4191208706,0.0,0.0,0.0,4578.517654856962,11367.036517833238,32321.99302550519,3.0,22.0,47.0,1,1,1,0,278534,269027.4
