,0
交易年份,4.186473366041406
屋齡,16.618968917010584
交易標的,0.48198313238957025
建物現況格局-房,1.3070970376999378
建物現況格局-廳,0.6957335107000145
建物現況格局-衛,0.9122361152974655
電梯,0.4770162536193261
floor,4.378498188365313
車位類別-坡道平面,0.4322553040484211
車位類別-坡道機械,0.19401288329476013
車位類別-升降平面,0.11988110836773477
車位類別-升降機械,0.1662070426112818
車位類別-一樓平面,0.050308753765027685
車位類別-塔式車位,0.1572585794075007
車位類別-其他,0.09008014378618409
建物型態-公寓,0.44754435343458054
建物型態-華廈,0.446115376911437
建物型態-住宅大樓,0.48427677421771936
建物型態-套房,0.22544951695109072
建物型態-透天,0.12036020178995024
NEAR_HOSTIPAL_250,0.25906964165001517
NEAR_HOSTIPAL_500,0.4363537778528881
NEAR_HOSTIPAL_750,0.4987271946816108
CLINIC_COUNT_250,7.0241158208913435
CLINIC_COUNT_500,20.03255869409627
CLINIC_COUNT_750,39.51965684577772
DENTIST_COUNT_250,3.7506099965059443
DENTIST_COUNT_500,10.393236703081925
DENTIST_COUNT_750,19.69226721427722
PHARMACY_COUNT_250,2.0617729197929147
PHARMACY_COUNT_500,4.757789245179653
PHARMACY_COUNT_750,8.355317108053299
CSTORE_COUNT_250,3.49906007564025
CSTORE_COUNT_500,9.923868200569288
CSTORE_COUNT_750,19.85330942958398
FASTFOOD_COUNT_250,0.7415429241018594
FASTFOOD_COUNT_500,1.4590998664381378
FASTFOOD_COUNT_750,2.498000731153855
LIBRARY_COUNT_250,0.7415429241018594
LIBRARY_COUNT_500,1.4590998664381378
LIBRARY_COUNT_750,2.498000731153855
NEAR_SCHOOL_250,0.4830650750530278
NEAR_SCHOOL_500,0.2445072808421989
NEAR_SCHOOL_750,0.11959267464324028
NEAR_UNIVERSITY_250,0.32909568724315796
NEAR_UNIVERSITY_500,0.4544090586200133
NEAR_UNIVERSITY_750,0.49926814411984743
NEAR_FIRESTATION_250,0.27404471304558814
NEAR_FIRESTATION_500,0.45224637571575693
NEAR_FIRESTATION_750,0.4985169577765411
NEAR_FUEL_250,0.35540576508292643
NEAR_FUEL_500,0.49408588126683595
NEAR_FUEL_750,0.47342679683238836
NEAR_MARKET_250,0.44790982627016457
NEAR_MARKET_500,0.49177957655581617
NEAR_MARKET_750,0.4041933632146554
NEAR_POLICE_250,0.387676648874655
NEAR_POLICE_500,0.49748888078699266
NEAR_POLICE_750,0.371973893740428
TEMPLE_COUNT_250,1.7708227070898923
TEMPLE_COUNT_500,4.283178132286693
TEMPLE_COUNT_750,7.392201346175104
CEMETERY_AREA_250,3203.8175332471033
CEMETERY_AREA_500,15878.111951112356
CEMETERY_AREA_750,29498.156802278856
PARK_AREA_250,14712.784227213893
PARK_AREA_500,51138.11347412466
PARK_AREA_750,97298.47148139385
WATER_AREA_250,6630.067975184772
WATER_AREA_500,36561.61956628289
WATER_AREA_750,93450.76153027138
PARKING_AREA_250,5487.513867602286
PARKING_AREA_500,12676.19004526574
PARKING_AREA_750,20194.10642804962
STOP_COUNT_250,3.0197532876004773
STOP_COUNT_500,8.127759835102948
STOP_COUNT_750,15.7729400385426
NEAR_LRT_250,0.0
NEAR_LRT_500,0.0
NEAR_LRT_750,0.0
NEAR_MRT_250,0.4025432050643804
NEAR_MRT_500,0.4965605072124611
NEAR_MRT_750,0.4268454056612769
NEAR_TRA_250,0.06428643838382166
NEAR_TRA_500,0.13524744021266727
NEAR_TRA_750,0.22661928467780526
鄉鎮市區_中山區,0.3516585475537469
鄉鎮市區_中正區,0.20004158083393614
鄉鎮市區_信義區,0.2492269446066352
鄉鎮市區_內湖區,0.3631175400018955
鄉鎮市區_北投區,0.30983342052510315
鄉鎮市區_南港區,0.19185842315014295
鄉鎮市區_士林區,0.29889371107211465
鄉鎮市區_大同區,0.19625071638955502
鄉鎮市區_大安區,0.28260865585260325
鄉鎮市區_文山區,0.2922612451981703
鄉鎮市區_松山區,0.23761263564013496
鄉鎮市區_萬華區,0.24446497604298653
y,77975.41073154288
