鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
桃園區,房地(土地+建物),桃園縣桃園市玉山街２１２巷１４弄２６號,121.0,工,,,1011231,土地1建物1車位0,全,二層,透天厝,工業用,加強磚造,0740408,147.25,4,2,2,有,無,6000000,40747,,0.0,0,,RPOTMLOJKHIFFAH77CA,147.25,0.0,0.0,,
桃園區,房地(土地+建物),桃園縣桃園市國際路一段１１９５號七樓之２,9.79,住,,,1020110,土地1建物1車位0,七層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861128,105.41,3,2,2,有,有,5200000,49331,,0.0,0,,RPWNMLPJKHIFFAH08CA,86.07,0.0,8.18,,
桃園區,房地(土地+建物)+車位,桃園縣桃園市民富十一街１巷１３號,24.03,住,,,1011128,土地1建物1車位2,一層,八層,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0841214,185.68,3,2,2,有,有,4700000,25312,坡道平面,0.0,0,,RPWPMLPJKHIFFAH28CA,84.34,11.42,0.0,,
龜山區,房地(土地+建物),桃園縣龜山鄉集美街３３巷１弄２號五樓,18.82,其他,鄉村區,乙種建築用地,1020120,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710607,68.85,3,1,1,有,無,570000,8279,,0.0,0,瑕疵物件之交易。漏水瑕疵,RPUQMLPJKHIFFAH18CA,55.35,0.0,13.5,,
龜山區,土地,南美段53地號,287.95,其他,,,1020114,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,17376463,60345,,0.0,0,公共設施保留地之交易。,RPVRMLPJKHIFFAH38CA,0.0,0.0,0.0,,
龜山區,房地(土地+建物),桃園縣龜山鄉中和路１４０號四樓,27.43,住,,,1020102,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690626,79.97,3,1,1,有,無,2380000,29761,,0.0,0,,RPUNMLQJKHIFFAH97CA,79.97,0.0,0.0,,
桃園區,房地(土地+建物)+車位,桃園縣桃園市大華二街１４號三樓,25.09,住,,,1020122,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0850130,208.23,3,2,2,有,有,6500000,31215,其他,34.7,0,,RPRPMLQJKHIFFAH87CA,86.4,55.22,12.36,,
桃園區,房地(土地+建物),桃園縣桃園市民有十五街１６號七樓,38.15,住,,,1020120,土地1建物1車位0,七層,十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950124,155.74,4,2,2,有,有,5200000,33389,,0.0,0,,RPPPMLQJKHIFFAH67CA,101.13,0.64,10.69,,
桃園區,房地(土地+建物)+車位,桃園縣桃園市大業路一段190號8樓,12.02,住,,,1020120,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940302,132.59,3,2,2,有,有,6600000,49778,坡道平面,23.94,0,,RPQRMLQJKHIFFAH97CA,64.14,4.32,10.99,,
