鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
桃園區,房地(土地+建物)+車位,桃園縣桃園市同德七街62號三樓,15.94,住,,,1030408,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831130,98.00999999999999,2,2,1,有,有,6250000,63769,坡道平面,0.0,0,,RPQNMLPJNHJFFAH87CA,67.28,1.49,12.08,,
龜山區,房地(土地+建物)+車位,桃園縣龜山鄉民族街１５號十五樓,34.11,住,,,1020625,土地2建物1車位2,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021010,264.98,3,2,2,有,有,14700000,55476,坡道平面,0.0,0,,RPWNMLPJNHJFFAH48CA,117.06,3.06,12.58,,
龜山區,房地(土地+建物)+車位,桃園縣龜山鄉民族街９號九樓,34.11,住,,,1011125,土地2建物1車位2,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021010,264.98,3,2,2,有,有,12960000,48909,坡道平面,0.0,0,,RPOOMLPJNHJFFAH77CA,117.06,3.06,12.58,,
龜山區,房地(土地+建物)+車位,桃園縣龜山鄉民族街９號十三樓,32.33,住,,,1020826,土地2建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021010,224.23,3,2,2,有,有,14400000,64220,坡道平面,0.0,0,,RPPOMLPJNHJFFAH87CA,117.06,3.06,12.58,,
龜山區,房地(土地+建物)+車位,桃園縣龜山鄉民族街９號十四樓,34.11,住,,,1020407,土地2建物1車位2,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021010,264.98,3,2,2,有,有,15000000,56608,坡道平面,0.0,0,,RPROMLPJNHJFFAH08CA,117.06,3.06,12.58,,
龜山區,房地(土地+建物)+車位,桃園縣龜山鄉民生街１０號二樓,27.36,住,,,1030402,土地2建物1車位2,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021010,228.48000000000002,3,2,2,有,有,13250000,57992,坡道平面,0.0,0,,RPUOMLPJNHJFFAH38CA,91.21,1.61,9.86,,
龜山區,房地(土地+建物)+車位,桃園縣龜山鄉民族街１５號七樓,34.11,住,,,1011210,土地2建物1車位2,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021010,264.98,3,2,2,有,有,13260000,50042,坡道平面,0.0,0,,RPVOMLPJNHJFFAH48CA,117.06,3.06,12.58,,
龜山區,房地(土地+建物)+車位,桃園縣龜山鄉民族街１５號十四樓,32.33,住,,,1020615,土地2建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021010,228.76,3,2,2,有,有,13680000,59801,坡道平面,0.0,0,,RPXOMLPJNHJFFAH68CA,117.06,3.06,12.58,,
龜山區,房地(土地+建物)+車位,桃園縣龜山鄉民族街１３號十四樓,28.42,住,,,1020126,土地2建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021010,202.93,3,2,2,有,有,11580000,57064,坡道平面,0.0,0,,RPPPMLPJNHJFFAH97CA,101.38,1.1,12.32,,
