,0
交易年份,1.0594847583218785
屋齡,13.669640022055603
交易標的,0.4904752036546946
建物現況格局-房,1.0767914659746967
建物現況格局-廳,0.5503972225440948
建物現況格局-衛,0.736614376803905
電梯,0.42895297831597423
floor,4.152656421070982
車位類別-坡道平面,0.4991551919636292
車位類別-坡道機械,0.24560442911831917
車位類別-升降平面,0.1106598831969596
車位類別-升降機械,0.10504702252249132
車位類別-一樓平面,0.049736358502694596
車位類別-塔式車位,0.17498290738673503
車位類別-其他,0.08593160629484511
建物型態-公寓,0.41265421415767856
建物型態-華廈,0.45243814013404027
建物型態-住宅大樓,0.49934176852883844
建物型態-套房,0.1351043296942873
建物型態-透天,0.07025040220937753
NEAR_HOSTIPAL_250,0.0
NEAR_HOSTIPAL_500,0.0
NEAR_HOSTIPAL_750,0.03519075363655923
CLINIC_COUNT_250,2.625033941436167
CLINIC_COUNT_500,6.625254349493334
CLINIC_COUNT_750,13.163530914511263
DENTIST_COUNT_250,1.3085256246062016
DENTIST_COUNT_500,3.615851556180467
DENTIST_COUNT_750,7.750443891880232
PHARMACY_COUNT_250,1.7542568200432604
PHARMACY_COUNT_500,4.055130042616547
PHARMACY_COUNT_750,7.2950312773652195
CSTORE_COUNT_250,2.2092451074395796
CSTORE_COUNT_500,4.716504817266213
CSTORE_COUNT_750,8.573052601590629
FASTFOOD_COUNT_250,0.5411588603142794
FASTFOOD_COUNT_500,0.854974767817316
FASTFOOD_COUNT_750,1.3291271615067912
LIBRARY_COUNT_250,0.5411588603142794
LIBRARY_COUNT_500,0.854974767817316
LIBRARY_COUNT_750,1.3291271615067912
NEAR_SCHOOL_250,0.5001303902916543
NEAR_SCHOOL_500,0.3432209415796597
NEAR_SCHOOL_750,0.02489133757943082
NEAR_UNIVERSITY_250,0.03519075363655923
NEAR_UNIVERSITY_500,0.03519075363655923
NEAR_UNIVERSITY_750,0.03519075363655923
NEAR_FIRESTATION_250,0.307866384762716
NEAR_FIRESTATION_500,0.44732163319009316
NEAR_FIRESTATION_750,0.48654172219307795
NEAR_FUEL_250,0.23774407843569353
NEAR_FUEL_500,0.3577279842127847
NEAR_FUEL_750,0.49857963519875015
NEAR_MARKET_250,0.2693322727306437
NEAR_MARKET_500,0.4441676668924742
NEAR_MARKET_750,0.4998319211138148
NEAR_POLICE_250,0.34453008871548146
NEAR_POLICE_500,0.49762918658280975
NEAR_POLICE_750,0.3766289060948411
TEMPLE_COUNT_250,0.9087920545891008
TEMPLE_COUNT_500,2.6483139133747895
TEMPLE_COUNT_750,4.446320676267277
CEMETERY_AREA_250,3088.5719161239927
CEMETERY_AREA_500,17480.683414185674
CEMETERY_AREA_750,31963.07714012873
PARK_AREA_250,19933.6600653503
PARK_AREA_500,62447.94347851547
PARK_AREA_750,92562.99717716362
WATER_AREA_250,12180.938319147544
WATER_AREA_500,40233.48106093918
WATER_AREA_750,58781.71562164134
PARKING_AREA_250,2707.481450443595
PARKING_AREA_500,6205.202528203067
PARKING_AREA_750,8647.206022093882
STOP_COUNT_250,2.7413680565469662
STOP_COUNT_500,5.271237336154909
STOP_COUNT_750,9.205609626185495
NEAR_LRT_250,0.0
NEAR_LRT_500,0.0
NEAR_LRT_750,0.0
NEAR_MRT_250,0.4025209205764919
NEAR_MRT_500,0.49941099570441044
NEAR_MRT_750,0.4527296744862476
NEAR_TRA_250,0.18306646325441334
NEAR_TRA_500,0.3392360171163485
NEAR_TRA_750,0.4065757297550173
y,53025.380889051514
