,index,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,屋齡,交易年份,修正地址,floor,total_floor,lon,lat
244,262,安樂區,房地(土地+建物)+車位,基隆市安樂區基金一路208巷92之1號,99.89,住,,,1011018,土地1建物1車位1,全,五層,透天厝,住商用,鋼筋混凝土造,0950316,301.40999999999997,5,2,4,有,有,12500000,41472,坡道平面,0.0,0,,RPSOMLTLJIHFFCC97CA,189.82,0.0,27.6,無,,6.0,101,False,1,5,121.7086874,25.146942199999994
245,263,安樂區,房地(土地+建物),基隆市安樂區武聖街96號3樓,25.0,住,,,1011105,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790421,98.57,3,2,1,有,無,1500000,15218,,0.0,0,,RPPPMLNJKIHFFCC07CA,75.71,0.0,16.64,無,,22.0,101,False,3,5,121.69703969999999,25.159085299999997
246,264,安樂區,房地(土地+建物),基隆市安樂區基金二路47號12樓,10.98,住,,,1011018,土地1建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820518,102.87,3,2,2,有,有,1670000,16234,,0.0,0,,RPPNMLOJKIHFFCC96CA,77.16,1.39,8.89,有,,19.0,101,False,12,12,121.7018384,25.144245700000003
247,265,安樂區,房地(土地+建物),基隆市安樂區基金一路398之2號,27.03,住,,,1011021,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701001,88.68,3,1,1,有,無,1500000,16915,,0.0,0,,RPSOMLPJKIHFFCC47CA,83.82,0.0,4.86,無,,31.0,101,False,3,5,121.7036194,25.142143599999994
248,266,中山區,房地(土地+建物),基隆市中山區復興路201巷5弄10號,97.1,住,,,1011018,土地7建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0860825,165.83,3,2,3,有,有,6550000,39498,,0.0,0,,RPXNMLKKKIHFFCC47CA,91.76,67.5,4.11,無,,15.0,101,False,1,3,121.72423280000001,25.1457275
249,269,中正區,房地(土地+建物),基隆市中正區調和街290巷143弄21號,70.28,住,,,1011011,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0701125,83.14,2,2,2,有,無,2000000,24056,,0.0,0,含增建或未登記建物。,RPPNMLNJKIHFFBC76CA,83.14,0.0,0.0,無,,31.0,101,False,1,2,121.7966366,25.126188100000004
250,270,中正區,房地(土地+建物)+車位,基隆市中正區中正路315號三樓之一,47.62,住,,,1011106,土地1建物1車位2,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010605,475.98,4,2,2,有,有,29920000,63592,坡道平面,50.3,2850000,,RPSNMLQJKIHFFBC37CA,275.03,8.53,41.21,有,,0.0,101,False,3,11,121.76144149999999,25.146955399999996
251,271,中正區,房地(土地+建物),基隆市中正區觀海街140號12樓,22.66,住,,,1011018,土地1建物1車位0,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,112.09,3,2,2,有,有,2610000,23285,,0.0,0,,RPQNMLKKKIHFFBC66CA,80.74,0.0,10.63,有,,13.0,101,False,12,16,121.79543509999999,25.1370004
252,272,仁愛區,房地(土地+建物),基隆市仁愛區延平街42之2號,43.25,住,,,1011009,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,0610930,113.18,4,2,2,有,無,6000000,53013,,0.0,0,,RPPQMLKMJIHFFBC96CA,113.18,0.0,0.0,無,,40.0,101,False,3,4,121.74830519999999,25.1258819
253,273,安樂區,房地(土地+建物),基隆市安樂區樂利二街62巷219號12樓,15.72,住,,,1011010,土地2建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,94.72,3,2,1,有,有,2780000,29350,,0.0,0,,RPSOMLNJKIHFFCC37DA,61.97,0.53,6.48,有,,13.0,101,False,12,12,121.71688939999999,25.121210100000003
254,274,安樂區,房地(土地+建物),基隆市安樂區中和路168巷9弄25號5樓,24.35,住,,,1011021,土地2建物2車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840117,95.25,3,2,2,有,無,1200000,12598,,0.0,0,,RPXNMLKMJIHFFCC67DA,71.24,0.0,8.62,無,,17.0,101,False,5,5,121.71561419999999,25.1505197
255,275,中正區,房地(土地+建物),基隆市中正區中正路187巷32號2樓,28.9,住,,,1011105,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760420,96.6,3,2,2,有,無,2200000,22774,,0.0,0,,RPQNMLOKKIHFFBC17DA,87.23,0.0,9.37,無,,25.0,101,False,2,5,121.76052799999998,25.1426901
256,276,中正區,房地(土地+建物),基隆市中正區觀海街105號6樓,23.4,住,,,1011019,土地2建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,116.82,3,2,2,有,有,2450000,20972,,0.0,0,,RPWNMLSKKIHFFBC28EA,80.78,0.0,11.69,有,,13.0,101,False,6,15,121.79327230000001,25.138212799999998
257,277,七堵區,房地(土地+建物),基隆市七堵區明德二路15之11號5樓之2,11.31,住,,,1011102,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840801,64.52000000000001,2,2,1,有,有,2050000,31773,,0.0,0,,RPSOMLNJKIHFFCC47EA,45.83,0.76,5.93,有,,17.0,101,False,5,12,121.70544430000001,25.089333099999998
258,278,仁愛區,房地(土地+建物),基隆市仁愛區崇安街50號4樓,21.0,商,,,1011021,土地3建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1001215,92.28999999999999,2,2,2,有,無,3950000,42800,,0.0,0,,RPTNMLSKKIHFFBC87DA,59.2,3.01,7.68,有,,1.0,101,False,4,5,121.74187649999999,25.126493500000002
259,279,中正區,房地(土地+建物),基隆市中正區觀海街153號8樓,6.07,住,,,1011107,土地2建物1車位0,八層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,30.9,0,0,0,無,有,680000,22006,,0.0,0,,RPSNMLOJKIHFFBC27DA,20.79,0.0,3.35,有,,13.0,101,False,8,16,121.79328509999999,25.1372809
260,280,中正區,房地(土地+建物),基隆市中正區新豐街234號15樓,13.31,住,,,1011110,土地1建物1車位0,十五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851129,72.12,2,1,1,有,有,1750000,24265,,0.0,0,,RPWNMLKMJIHFFBC47DA,48.86,1.38,4.84,有,,16.0,101,False,15,23,121.7877564,25.1364613
261,281,仁愛區,房地(土地+建物),基隆市仁愛區延平街77之1號,31.25,住,,,1011029,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,0640131,87.37,2,2,1,有,無,2200000,25180,,0.0,0,,RPQOMLKMJIHFFBC96DA,77.29,0.0,10.08,無,,37.0,101,False,2,4,121.74880999999999,25.1247958
262,282,中正區,房地(土地+建物),基隆市中正區祥豐街711之3號,39.5,住,,,1011024,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,0641030,84.75,2,2,1,有,無,1250000,14749,,0.0,0,,RPTOMLKMJIHFFBC27DA,84.75,0.0,0.0,無,,37.0,101,False,4,4,121.77109379999999,25.148058199999998
263,283,安樂區,房地(土地+建物),基隆市安樂區武隆街205號2樓,17.03,住,,,1011028,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0871216,136.37,3,2,2,有,有,3350000,24566,,0.0,0,,RPPOMLKMJIHFFCC96DA,97.0,0.0,11.48,有,,14.0,101,False,2,7,121.6937278,25.158528699999998
264,284,暖暖區,房地(土地+建物),基隆市暖暖區碇內街285號5樓,16.97,住,,,1011030,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840808,78.61,2,2,1,有,無,1100000,13993,,0.0,0,,RPUPMLSLJIHFFCC28DA,50.64,0.81,6.44,有,,17.0,101,False,5,6,121.7529521,25.089644
265,285,中正區,房地(土地+建物),基隆市中正區北寧路340之1號二樓,19.0,住,,,1011014,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,0630910,55.56,2,2,2,有,無,990000,17819,,0.0,0,,RPQQMLKMJIHFFBC07CA,55.56,0.0,0.0,無,,38.0,101,False,2,4,121.79211480000001,25.141038399999992
266,286,仁愛區,房地(土地+建物),基隆市仁愛區仁一路257號十一樓之三,3.21,商,,,1010928,土地2建物1車位0,十一層,三十一層,套房(1房1廳1衛),住家用,鋼骨鋼筋混凝土造,0970204,58.22,1,1,1,有,有,3900000,66987,,0.0,0,,RPSQMLKMJIHFFBC27CA,34.01,0.0,7.15,無,,4.0,101,False,11,31,121.74895079999999,25.1280761
267,288,中正區,房地(土地+建物),基隆市中正區新豐街384號6樓,20.37,住,,,1011015,土地2建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850309,116.76,3,1,2,有,有,2000000,17129,,0.0,0,,RPQNMLKMJIHFFBC76CA,88.89,0.0,10.23,有,,16.0,101,False,6,15,121.78680759999999,25.135863099999995
268,289,信義區,房地(土地+建物),基隆市信義區信二路174巷158號,36.09,住,,,1010929,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0820717,124.27,3,2,2,有,無,4000000,32188,,0.0,0,,RPVNMLNJKIHFFBC37CA,111.83,11.25,0.0,無,,19.0,101,False,1,5,121.75456100000001,25.1311492
269,290,中正區,房地(土地+建物),基隆市中正區祥豐街841之3號,21.5,住,,,1011027,土地2建物1車位0,四層,六層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680219,85.35,6,0,6,有,無,3400000,39836,,0.0,0,,RPVNMLNKKIHFFBC47CA,85.35,0.0,0.0,無,,33.0,101,False,4,6,121.77213789999999,25.1504944
270,291,中正區,房地(土地+建物),基隆市中正區觀海街31號4樓,23.69,住,,,1011106,土地2建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,114.39,3,2,2,有,有,3600000,31471,,0.0,0,,RPVOMLPJKIHFFBC67CA,80.78,0.0,11.69,有,,13.0,101,False,4,15,121.79460549999999,25.138616600000002
271,292,信義區,房地(土地+建物),基隆市信義區深澳坑路2之5號2樓之3,7.35,住,,,1011029,土地4建物1車位0,二層,十六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850426,41.54,1,0,1,有,有,1050000,25277,,0.0,0,,RPROMLQJKIHFFBC37CA,26.8,0.0,4.98,無,,16.0,101,False,2,16,121.7715375,25.137274599999998
272,293,仁愛區,房地(土地+建物),基隆市仁愛區獅球路169巷5弄11之3號,25.2,住,,,1011102,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680719,79.78,3,2,2,有,無,1880000,23565,,0.0,0,,RPRNMLNJKIHFFBC96CA,79.78,0.0,0.0,無,,33.0,101,False,4,5,121.73674619999998,25.123641799999998
273,294,中正區,房地(土地+建物),基隆市中正區中正路788巷3號,28.33,住,,,1011029,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680522,77.05,5,1,5,有,無,2260000,29332,,0.0,0,,RPSNMLNJKIHFFBC07CA,77.05,0.0,0.0,無,,33.0,101,False,1,5,121.77088499999999,25.151436800000003
274,295,中正區,房地(土地+建物)+車位,基隆市中正區信三路28巷4之2號3樓,29.58,商,,,1011020,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010808,154.45,4,2,2,有,有,11200000,77675,升降機械,15.41,400000,,RPXNMLOJKIHFFBC67CA,90.5,10.24,8.56,有,,0.0,101,False,3,7,121.74540239999999,25.1333
275,296,七堵區,房地(土地+建物)+車位,基隆市七堵區綠葉街63巷3號5樓,24.65,,山坡地保育區,丙種建築用地,1011105,土地1建物1車位1,五層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0880611,103.55000000000001,3,2,1,有,有,3800000,36697,坡道平面,0.0,0,,RPXOMLSLJIHFFCC38CA,45.04,0.0,6.09,有,,13.0,101,False,5,9,121.6661704,25.090786599999998
276,297,七堵區,房地(土地+建物),基隆市七堵區六堵一街187號及公設,93.21,其他,,,1011108,土地8建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,0971003,246.69,4,2,3,有,無,10000000,40537,一樓平面,42.51,0,,RPSNMLSLJIHFFCC77CA,206.32,7.95,32.14,無,,4.0,101,False,1,5,121.70148809999999,25.088037200000002
277,298,安樂區,房地(土地+建物),基隆市安樂區基金一路121巷40之4號3樓,19.78,住,,,1011022,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0850503,61.36,2,1,1,有,有,1350000,22001,,0.0,0,,RPPOMLSLJIHFFCC57CA,46.94,0.0,3.8,無,,16.0,101,False,3,5,121.71760259999998,25.1368527
278,299,安樂區,房地(土地+建物),基隆市安樂區安和一街6巷67之4號,37.12,住,,,1011028,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0690308,82.29,3,1,2,有,無,2400000,29165,,0.0,0,,RPTOMLPJKIHFFCC57CA,71.96,0.0,10.33,無,,32.0,101,False,5,5,121.724301,25.123666999999998
279,300,中山區,房地(土地+建物),基隆市中山區復興路334巷11號7樓之4,12.62,住,,,1011108,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970701,36.36,1,1,1,有,有,1150000,31628,,0.0,0,,RPVOMLPJKIHFFCC77CA,23.31,0.0,2.84,有,,4.0,101,False,7,7,121.7276541,25.1495832
280,301,七堵區,房地(土地+建物)+車位,基隆市七堵區泰安路21之9號5樓,22.07,住,,,1011101,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0961116,152.92000000000002,3,2,2,有,有,5575000,36457,坡道平面,0.0,0,,RPUNMLOJKIHFFCC47CA,80.33,0.0,10.59,有,,5.0,101,False,5,10,121.70847400000001,25.089306999999998
281,302,安樂區,房地(土地+建物),基隆市安樂區中和路168巷10弄37號,30.06,住,,,1011105,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840117,116.6,3,2,2,有,無,1580000,13551,,0.0,0,,RPQNMLKMJIHFFCC86CA,0.0,0.0,0.0,無,,17.0,101,False,5,5,121.71539190000001,25.1510346
282,303,七堵區,房地(土地+建物)+車位,基隆市七堵區實踐路80號5樓,24.4,住,,,1011102,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850906,110.80000000000001,2,2,2,有,有,3800000,34296,坡道平面,0.0,0,含增建建物或未辦保存登記建物。,RPTOMLSLJIHFFCC97CA,60.36,0.0,6.73,有,,16.0,101,False,5,7,121.69430469999999,25.081510700000003
283,304,暖暖區,房地(土地+建物)+車位,基隆市暖暖區碇內街135之1號13樓,28.16,住,,,1011026,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980624,163.56,3,2,2,有,無,5980000,38245,坡道平面,32.04,950000,,RPPNMLTLJIHFFCC57CA,84.9,0.0,10.14,有,,3.0,101,False,13,14,121.7544324,25.090831299999998
284,305,安樂區,房地(土地+建物),基隆市安樂區樂利二街62巷603號7樓,41.36,其他,,,1011028,土地1建物1車位0,七層，八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0961218,155.91,4,2,3,有,有,6850000,43936,,0.0,0,,RPROMLKKKIHFFCC96CA,96.9,1.44,9.44,有,,5.0,101,False,7,10,121.7165991,25.1203523
285,306,安樂區,房地(土地+建物)+車位,基隆市安樂區樂利二街62巷295號7樓,21.75,住,,,1011107,土地2建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881231,141.98,3,2,2,有,有,4206000,29624,坡道平面,28.14,0,,RPQOMLMKKIHFFCC07CA,72.19,0.45,10.69,有,,13.0,101,False,7,13,121.71486780000001,25.121346199999998
286,308,中山區,房地(土地+建物),基隆市中山區西定路132巷7號3樓,42.5,住,,,1011119,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840218,115.1,3,2,2,有,無,2550000,22155,,0.0,0,,RPOPMLSLJIHFFCC57CA,101.07,0.0,14.03,無,,17.0,101,False,3,4,121.73460279999999,25.135084
287,309,安樂區,房地(土地+建物),基隆市安樂區基金一路214之10號7樓,20.03,住,,,1011119,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830310,110.88,3,2,1,有,有,4500000,40584,,0.0,0,,RPPPMLSLJIHFFCC67CA,78.8,2.38,10.29,有,,18.0,101,False,7,12,121.7090207,25.1422863
288,310,中正區,房地(土地+建物),基隆市中正區新豐街228號3樓,5.64,住,,,1011029,土地1建物1車位0,三層,二十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0851129,30.900000000000002,1,1,1,有,有,790000,25566,,0.0,0,,RPQNMLNJKIHFFBC86CA,19.72,0.0,4.31,無,,16.0,101,False,3,23,121.78776189999999,25.136467000000003
289,311,中正區,建物,基隆市中正區中正路527號,0.0,,,,1011105,土地0建物1車位0,全,二層,透天厝,住工用,加強磚造,0520101,121.86,6,3,3,有,無,2500000,20515,,0.0,0,土地是跟基隆市政府承租，有增建,RPSOMLPJKIHFFBC37CA,121.86,0.0,0.0,無,,49.0,101,False,1,2,121.7686009,25.152610100000004
290,312,中正區,房地(土地+建物),基隆市中正區武昌街1之5號3樓,21.75,商,,,1011020,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740619,106.62,3,2,2,有,無,1800000,16882,,0.0,0,,RPSNMLKMJIHFFBC96CA,94.65,0.0,2.78,無,,27.0,101,False,3,5,121.76315160000001,25.148574
291,313,仁愛區,房地(土地+建物),基隆市仁愛區自來街36號5樓,16.14,商,,,1011015,土地3建物1車位0,五層,五層,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0751220,70.05,2,1,1,有,無,1190000,16988,,0.0,0,,RPVQMLKMJIHFFBC57CA,67.86,0.0,2.19,無,,26.0,101,False,5,5,121.7382444,25.128395599999998
292,314,安樂區,房地(土地+建物),基隆市安樂區中和路85巷23號2樓,12.91,住,,,1011030,土地6建物1車位0,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860508,49.71,3,1,1,有,有,1300000,26152,,0.0,0,有夾層,RPSNMLTLJIHFFCC97DA,35.56,0.43,4.26,有,,15.0,101,False,2,11,121.72188589999999,25.148339200000002
293,315,中正區,房地(土地+建物)+車位,基隆市信義區深澳坑路2之5號8樓之13,10.29,住,,,1011112,土地4建物1車位1,八層,十六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850426,76.95,1,1,1,有,有,1350000,17544,坡道平面,0.0,0,,RPUOMLKMJIHFFBC37DA,26.8,0.0,4.98,無,,16.0,101,False,8,16,121.7715375,25.137274599999998
294,316,仁愛區,房地(土地+建物),基隆市仁愛區崇安街50號3樓,21.0,商,,,1011021,土地3建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1001215,92.28999999999999,2,2,2,有,無,3950000,42800,,0.0,0,,RPUNMLSKKIHFFBC97DA,59.2,3.01,7.68,有,,1.0,101,False,3,5,121.74187649999999,25.126493500000002
295,317,中正區,房地(土地+建物)+車位,基隆市中正區新豐街162巷37號5樓,16.07,住,,,1011030,土地8建物1車位1,五層,六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0980209,68.12,1,1,1,有,有,2600000,38168,坡道機械,0.0,0,,RPWNMLSKKIHFFBC18DA,34.17,0.0,6.55,無,,3.0,101,False,5,6,121.78421750000001,25.1398017
296,318,中山區,房地(土地+建物),基隆市中山區西定路104巷25號,71.33,住,,,1000115,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0560101,109.12,4,3,3,有,無,2000000,18328,,0.0,0,1親友、員工或其他特殊關係間之交易。2公契立約日101年7月30日,RPPNMLLLKIHFFCC86CA,109.12,0.0,0.0,無,,44.0,100,False,1,2,121.73587579999999,25.1339705
297,319,信義區,房地(土地+建物),基隆市信義區深澳坑路2巷12號2樓,17.0,住,,,1011031,土地4建物1車位0,二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850426,96.45,3,1,2,有,無,2520000,26128,,0.0,0,,RPQNMLPJKIHFFBC27EA,73.37,0.83,13.44,有,,16.0,101,False,2,16,121.7709796,25.1366308
298,321,中正區,房地(土地+建物),基隆市中正區新豐街356號6樓,11.88,住,,,1011030,土地2建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850309,65.58,2,2,1,有,有,1600000,24398,,0.0,0,,RPVOMLKMJIHFFBC47DA,50.4,0.0,5.65,有,,16.0,101,False,6,15,121.7868867,25.135930999999996
299,322,信義區,房地(土地+建物),基隆市信義區仁一路7巷75號,28.25,商,,,1011101,土地2建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,0610509,68.6,0,0,0,無,無,4850000,70700,,0.0,0,,RPORMLKMJIHFFBC07DA,68.6,0.0,0.0,無,,40.0,101,False,1,4,121.75410719999998,25.1277236
300,323,安樂區,房地(土地+建物),基隆市安樂區中和路85巷34號9樓之1,16.65,住,,,1011101,土地6建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860508,65.17,2,1,2,有,有,1800000,27620,,0.0,0,有增建,RPOOMLSLJIHFFCC57DA,45.54,0.5,6.02,有,,15.0,101,False,9,11,121.72201949999999,25.148238499999998
301,324,安樂區,房地(土地+建物),基隆市安樂區武隆街103巷55弄20號4樓,30.16,住,,,1011109,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830505,120.65,4,2,2,有,有,1920000,15914,,0.0,0,,RPVNMLRLJIHFFCC08DA,96.77,0.42,10.6,無,,18.0,101,False,4,5,121.691186,25.1599434
302,325,信義區,房地(土地+建物),基隆市信義區義七路74之2號,28.5,住,,,1011027,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,0661121,76.1,3,2,1,有,無,1200000,15769,,0.0,0,,RPPPMLKMJIHFFBC86CA,0.0,0.0,0.0,無,,35.0,101,False,3,4,121.75462309999999,25.131777
303,326,信義區,房地(土地+建物)+車位,基隆市信義區東明路39巷22號,39.17,住,,,1011102,土地1建物1車位1,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0791019,163.69,3,2,2,有,無,6100000,37266,坡道平面,0.0,0,,RPUNMLNJKIHFFBC27CA,117.98,7.7,0.0,無,,22.0,101,False,1,5,121.76348929999997,25.1272
304,327,中正區,房地(土地+建物),基隆市中正區新豐街333巷17號6樓,15.25,住,,,1011031,土地1建物1車位0,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840821,72.52,1,1,1,有,有,1560000,21511,,0.0,0,,RPOOMLOKKIHFFBC96CA,56.25,0.48,4.16,有,,17.0,101,False,6,9,121.78491699999998,25.134490300000003
305,328,七堵區,房地(土地+建物),基隆市七堵區長安街231巷138之1號,67.1,其他,鄉村區,乙種建築用地,1011030,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701227,98.21,3,2,1,有,無,2550000,25965,,0.0,0,,RPRPMLSLJIHFFCC87CA,83.84,0.0,14.37,無,,31.0,101,False,2,3,121.6982766,25.075441599999998
306,329,七堵區,房地(土地+建物),基隆市七堵區麗景一街55巷12號,177.0,其他,山坡地保育區,丙種建築用地,1011018,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0800704,309.99,6,3,4,有,有,14000000,45163,,0.0,0,,RPWNMLKKKIHFFCC37CA,264.21,26.59,19.19,無,,21.0,101,False,1,3,121.66772199999998,25.087519999999994
307,330,暖暖區,房地(土地+建物)+車位,基隆市暖暖區東碇路517號6樓,22.96,住,,,1011031,土地1建物1車位1,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960726,145.69,3,2,2,有,有,5800000,39811,坡道平面,0.0,0,,RPWOMLLKKIHFFCC57CA,77.56,1.92,6.03,有,,5.0,101,False,6,8,121.7502873,25.095651099999998
308,331,安樂區,房地(土地+建物),基隆市中山區中和路168巷15弄35號,51.78,住,,,1011026,土地3建物2車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840117,202.60999999999999,2,1,1,有,有,2700000,13326,,0.0,0,,RPOOMLOKKIHFFCC07CA,77.19,105.94,0.0,無,,17.0,101,False,1,5,121.713534,25.151273
309,332,七堵區,房地(土地+建物)+車位,基隆市七堵區百六街140號,67.69,住,,,1011026,土地1建物1車位1,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1010504,239.86,1,3,3,有,有,13500000,56283,坡道平面,0.0,0,,RPXNMLSKKIHFFCC28CA,144.41,0.0,22.61,無,,0.0,101,False,1,3,121.69867300000001,25.0857316
310,334,暖暖區,房地(土地+建物),基隆市暖暖區碇內街278號3樓,21.9,住,,,1011031,土地1建物1車位0,三層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850217,100.64,3,2,2,有,有,1350000,13414,,0.0,0,,RPWOMLTLJIHFFCC38CA,66.4,0.0,8.48,有,,16.0,101,False,3,10,121.75276779999999,25.0895861
311,336,七堵區,房地(土地+建物),基隆市七堵區崇義街24號,23.58,住,,,1011021,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0690813,71.41,3,1,1,有,無,5200000,72819,,0.0,0,,RPOOMLQJKIHFFCC17CA,71.41,0.0,0.0,無,,32.0,101,False,1,5,121.7155582,25.0987573
312,338,七堵區,房地(土地+建物)+車位,基隆市七堵區實踐路174號,36.49,住,,,1011030,土地1建物1車位1,一層,七層,店面(店鋪),商業用,鋼筋混凝土造,0850705,133.43,1,1,1,有,有,8200000,61455,坡道平面,0.0,0,,RPROMLQJKIHFFCC47CA,75.8,8.96,0.0,無,,16.0,101,False,1,7,121.6940583,25.084468400000002
313,339,七堵區,房地(土地+建物),基隆市七堵區百二街53之1號,23.2,住,,,1011111,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,0670124,87.92,3,2,1,有,無,3220000,36624,,0.0,0,,RPPOMLQJKIHFFCC27CA,87.92,0.0,0.0,無,,34.0,101,False,2,5,121.69651979999999,25.080839299999997
314,340,安樂區,房地(土地+建物),基隆市安樂區基金一路178之1號,13.71,住,,,1011116,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840118,111.91,3,2,2,有,有,3600000,32169,,0.0,0,,RPUOMLPJKIHFFCC67CA,86.98,3.32,8.19,有,,17.0,101,False,4,12,121.71072260000001,25.141303500000003
