,index,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,屋齡,交易年份,修正地址,floor,total_floor,lon,lat
17,19,暖暖區,房地(土地+建物),基隆市暖暖區源遠路249巷4之3號,40.18,商,,,1011007,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690807,100.89,3,2,1,有,無,1800000,17841,,0.0,0,,RPTOMLQJJIHFFCC57CA,100.89,0.0,0.0,無,,32.0,101,False,4,4,121.7546169,25.0991412
18,20,安樂區,房地(土地+建物),基隆市安樂區安一路328之3號,26.42,住,,,1011009,土地3建物1車位0,一層，騎樓，車庫,五層,店面(店鋪),商業用,鋼筋混凝土造,0720719,79.11,2,1,1,有,無,2900000,36658,,0.0,0,增建夾層,RPSNMLSJJIHFFCC57CA,79.11,0.0,0.0,無,,29.0,101,False,1,5,121.72781080000001,25.133124100000003
19,21,安樂區,房地(土地+建物)+車位,基隆市安樂區樂利三街22之4號17樓,33.32,住,,,1011012,土地2建物1車位1,十七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830915,210.13,4,2,2,有,有,10400000,49493,坡道平面,0.0,0,權利人有2人,RPPNMLNKJIHFFCC86CA,137.02,4.06,13.14,有,,18.0,101,False,17,21,121.71781899999999,25.129622999999995
20,22,暖暖區,房地(土地+建物),基隆市暖暖區碇內街272號8樓,19.91,其他,,,1011006,土地1建物1車位0,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850217,100.03999999999999,2,1,1,有,有,1600000,15993,,0.0,0,,RPOOMLOKJIHFFCC96CA,61.35,0.69,9.04,有,,16.0,101,False,8,10,121.7527568,25.0897205
21,23,中山區,房地(土地+建物),基隆市中山區德安路81號,28.53,住,,,1011022,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0671013,75.6,0,0,0,無,無,2550000,33730,,0.0,0,,RPUOMLOKJIHFFCC57CA,75.6,0.0,0.0,無,,34.0,101,False,1,4,121.72437370000002,25.151443999999994
22,26,中正區,車位,基隆市中正區新豐街288號2樓等底三層　　,6.94,住,,,1011006,土地0建物0車位1,地下三層,二十三層,其他,見其他登記事項,鋼筋混凝土造,0851129,41.61,0,0,0,有,有,420000,,坡道平面,0.0,420000,,RPRNMLQLJIHFFBC47DA,0.0,0.0,0.0,無,,16.0,101,False,3,23,121.7873079,25.135997599999996
23,27,中正區,房地(土地+建物),基隆市中正區新豐街476號之5     8樓,10.19,住,,,1011006,土地3建物1車位0,八層,十八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0861121,55.57,1,1,1,有,有,1800000,32392,,0.0,0,,RPPNMLKMJIHFFBC76DA,38.39,0.81,6.19,無,,15.0,101,False,8,18,121.785275,25.1355391
24,28,中山區,房地(土地+建物),基隆市中山區西定路123之1號,22.25,商,,,1011015,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,0640226,68.05,2,2,1,有,無,1300000,19104,,0.0,0,,RPWOMLMJJIHFFCC57DA,68.05,0.0,0.0,無,,37.0,101,False,2,4,121.7345116,25.134297699999998
25,29,安樂區,房地(土地+建物),基隆市安樂區樂利三街36巷14之3號,36.02,住,,,1011003,土地9建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680228,81.09,2,2,1,有,無,2300000,28364,,0.0,0,,RPXOMLMJJIHFFCC67DA,68.25,0.0,12.84,無,,33.0,101,False,4,4,121.71338239999999,25.1265829
26,30,暖暖區,房地(土地+建物),基隆市暖暖區暖暖街379巷121號,38.0,住,,,1010916,土地1建物1車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0820729,118.48,0,0,0,無,無,4000000,33762,,0.0,0,,RPTNMLPJJIHFFCC47DA,110.89,5.26,0.0,無,,19.0,101,False,1,5,121.73798629999997,25.0935047
27,31,七堵區,房地(土地+建物)+車位,基隆市七堵區綠葉街30巷8號3樓,86.97,其他,山坡地保育區,丙種建築用地,1010922,土地1建物1車位2,三層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1010120,259.46,3,2,2,有,有,11000000,55173,坡道平面,90.9,1700000,,RPPPMLNKJIHFFCC27EA,105.3,10.35,9.49,有,,0.0,101,False,3,6,121.6664985,25.091958899999995
28,32,中正區,房地(土地+建物),基隆市中正區新豐街303巷17弄17號2樓,29.36,住,,,1011008,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0851119,110.39,3,1,2,有,無,2200000,19930,,0.0,0,,RPQNMLTLJIHFFBC77EA,76.84,0.0,8.16,無,,16.0,101,False,2,5,121.78917909999998,25.1336047
29,33,安樂區,房地(土地+建物),基隆市安樂區麥金路157之2號3樓,15.48,住,,,1011015,土地8建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860718,127.21000000000001,3,2,2,有,有,5350000,42057,,0.0,0,,RPUNMLPJJIHFFCC57DA,77.02,0.28,10.4,有,,15.0,101,False,3,12,121.7191858,25.1211727
30,34,暖暖區,房地(土地+建物),基隆市暖暖區源遠路292巷15之2號,42.21,住,,,1010929,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710831,99.14,4,2,2,有,無,2800000,28243,,0.0,0,,RPXNMLPJJIHFFCC87DA,95.37,0.0,3.77,無,,30.0,101,False,3,4,121.75806159999999,25.0988078
31,35,安樂區,房地(土地+建物),基隆市安樂區安一路328之4號2樓,23.07,住,,,1011011,土地3建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720719,79.75,3,2,2,有,無,1620000,20313,,0.0,0,,RPOOMLPJJIHFFCC07DA,77.55,0.0,2.2,無,,29.0,101,False,2,5,121.72781080000001,25.133124100000003
32,36,安樂區,房地(土地+建物),基隆市安樂區中和路168巷13弄23號5樓,34.8,住,,,1011002,土地3建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840117,134.87,3,2,2,有,無,2000000,14829,,0.0,0,,RPPOMLPJJIHFFCC17DA,105.3,0.0,6.46,無,,17.0,101,False,5,5,121.71429409999999,25.151006499999998
33,37,仁愛區,房地(土地+建物),基隆市仁愛區忠三路72號4樓,14.21,商,,,1011004,土地1建物1車位0,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870702,147.73,0,0,0,無,無,6750000,45691,,0.0,0,,RPUNMLPKJIHFFBC57DA,117.88,0.0,16.9,有,,14.0,101,False,4,11,121.738416,25.1298724
34,38,暖暖區,房地(土地+建物)+車位,基隆市暖暖區源遠路165之8號7樓,20.54,住,,,1011018,土地1建物1車位1,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850309,145.1,3,2,2,有,有,3200000,22054,坡道平面,0.0,0,,RPUNMLPKJIHFFCC57CA,74.79,2.1,8.88,有,,16.0,101,False,7,16,121.7498679,25.098469800000004
35,39,暖暖區,房地(土地+建物),基隆市暖暖區源遠路165之15號10樓,17.02,其他,,,1011013,土地1建物1車位0,十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850309,104.78,2,1,1,有,有,2900000,27676,,0.0,0,,RPXNMLOKJIHFFCC77CA,72.98,0.8,8.81,有,,16.0,101,False,10,16,121.7498679,25.098469800000004
36,40,七堵區,房地(土地+建物),基隆市七堵區自治街28巷50之2號4樓,27.71,商,,,1011008,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0951109,138.58,4,2,2,有,有,11000000,79375,,0.0,0,,RPVOMLQJJIHFFCC77CA,84.13,7.45,10.21,有,,6.0,101,False,4,7,121.711579,25.0958619
37,41,安樂區,房地(土地+建物),基隆市安樂區基金一路108之9號,17.23,住,,,1011010,土地2建物1車位0,一層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810708,56.57,2,1,1,有,有,1710000,30225,,0.0,0,,RPTNMLRJJIHFFCC57CA,45.03,5.97,0.0,有,,20.0,101,False,1,9,121.71615700000001,25.139661
38,43,安樂區,房地(土地+建物),基隆市安樂區基金一路208巷138弄13號2樓,7.82,住,,,1011008,土地2建物1車位0,二層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840811,33.120000000000005,1,1,1,有,有,700000,21135,,0.0,0,,RPSNMLRJJIHFFCC47CA,22.77,0.0,2.9,無,,17.0,101,False,2,5,121.70800279999999,25.146117099999994
39,44,七堵區,房地(土地+建物),基隆市七堵區明德一路2巷6號,28.75,住,,,1010920,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,0661228,78.46,2,1,1,有,無,3150000,40148,,0.0,0,,RPTNMLSJJIHFFCC67CA,78.46,0.0,0.0,無,,35.0,101,False,1,4,121.71745569999999,25.100013399999998
40,45,七堵區,房地(土地+建物),基隆市安樂區泰和街52號,29.01,住,,,1011023,土地1建物1車位0,一層，騎樓,四層,店面(店鋪),商業用,鋼筋混凝土造,0790505,83.47,1,1,2,無,無,3500000,41931,,0.0,0,,RPRNMLTJJIHFFCC57CA,78.62,4.85,0.0,無,,22.0,101,False,1,4,121.7111008,25.086174399999997
41,46,暖暖區,房地(土地+建物),基隆市暖暖區暖暖街246巷107之3號,51.94,住,,,1011008,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0701008,91.53,3,1,1,有,無,1500000,16388,,0.0,0,,RPRNMLNLJIHFFCC17CA,78.0,0.0,13.53,無,,31.0,101,False,4,4,121.7343706,25.099018299999997
42,47,中山區,房地(土地+建物),基隆市中山區新民路6之4號,31.4,商,,,1010926,土地2建物2車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760511,153.45,5,3,3,有,無,4420000,28805,,0.0,0,二屋打通,RPXNMLRLJIHFFCC18CA,126.9,0.0,14.76,無,,25.0,101,False,5,5,121.73675340000001,25.1306293
43,48,安樂區,房地(土地+建物),基隆市安樂區基金一路160號9樓,21.15,住,,,1011005,土地5建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871210,130.47,4,2,2,有,有,3280000,25141,,0.0,0,,RPPNMLPKJIHFFCC07CA,84.93,1.64,8.76,有,,14.0,101,False,9,11,121.71178090000001,25.140555600000003
44,49,七堵區,房地(土地+建物),基隆市七堵區崇廉街20巷23號,63.0,住,,,1011002,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0570104,91.2,4,2,2,有,無,4550000,49890,,0.0,0,,RPTPMLNKJIHFFCC47CA,91.2,0.0,0.0,無,,44.0,101,False,1,2,121.716175,25.099446000000004
45,50,中正區,房地(土地+建物),基隆市中正區義二路55號4樓,17.2,商,,,1011011,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750415,76.58,2,1,1,有,無,3300000,43092,,0.0,0,,RPTPMLPJJIHFFBC47CA,68.43,0.0,8.15,無,,26.0,101,False,4,5,121.74576119999999,25.1317846
46,51,安樂區,房地(土地+建物)+車位,基隆市安樂區樂利三街30巷109號3樓,51.29,住,,,1011011,土地2建物1車位3,四層，五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0800205,227.41,3,2,4,有,無,8500000,37378,坡道平面,0.0,0,,RPVNMLQJJIHFFCC77DA,153.93,37.74,16.51,無,,21.0,101,False,4,5,121.71159019999999,25.1273171
47,52,安樂區,房地(土地+建物),基隆市安樂區中和路168巷3弄23號4樓,22.4,住,,,1011003,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0860401,92.26,3,2,2,有,無,1800000,19511,,0.0,0,,RPUOMLSJJIHFFCC97DA,67.77,0.0,6.34,無,,15.0,101,False,4,5,121.7169943,25.150103199999997
48,53,安樂區,房地(土地+建物),基隆市安樂區麥金路173之2號12樓,11.98,住,,,1011015,土地8建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860718,102.13,2,2,1,有,有,4200000,41124,,0.0,0,,RPUOMLNKJIHFFCC57DA,69.96,0.0,8.0,有,,15.0,101,False,12,12,121.72197689999999,25.120687199999995
49,54,中正區,房地(土地+建物),基隆市中正區觀海街146號4樓,14.2,住,,,1011012,土地1建物1車位0,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,70.7,2,2,2,有,有,1420000,20086,,0.0,0,,RPSNMLQJJIHFFBC37DA,51.22,0.0,6.7,有,,13.0,101,False,4,16,121.7955088,25.136935299999998
50,55,中正區,房地(土地+建物),基隆市中正區觀海街175號6樓,15.03,住,,,1011024,土地2建物1車位0,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,70.72999999999999,2,1,2,有,有,1420000,20076,,0.0,0,,RPSNMLRJJIHFFBC47DA,50.71,0.0,6.7,有,,13.0,101,False,6,16,121.79367139999998,25.137038699999998
51,56,七堵區,房地(土地+建物),基隆市七堵區明德一路35號，35之1號，35之2號，35之3號，35之4號,147.0,商,,,1010930,土地1建物5車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0711108,260.0,0,0,0,無,無,26000000,100000,,0.0,0,,RPPNMLLKJIHFFCC76DA,260.0,0.0,0.0,無,,30.0,101,False,1,5,121.71699290000001,25.0988428
52,57,安樂區,房地(土地+建物),基隆市安樂區樂利二街62巷210號6樓,21.25,住,,,1011020,土地2建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,127.87,3,2,2,有,有,4220000,33002,,0.0,0,,RPQNMLLKJIHFFCC86DA,82.34,0.45,10.15,有,,13.0,101,False,6,13,121.71480930000001,25.121281699999997
53,58,中正區,房地(土地+建物),基隆市中正區新豐街333巷56號3樓,11.03,住,,,1010925,土地1建物1車位0,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841122,54.290000000000006,1,1,1,有,有,1300000,23945,,0.0,0,,RPPNMLRJJIHFFBC07CA,41.78,0.0,4.78,有,,17.0,101,False,3,9,121.7849887,25.1337007
54,60,仁愛區,房地(土地+建物),基隆市仁愛區南榮路45號3樓,33.4,其他,,,1011022,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,加強磚造,0570420,149.56,4,2,2,有,無,4500000,30088,,0.0,0,,RPSNMLSJJIHFFBC47CA,149.56,0.0,0.0,無,,44.0,101,False,3,5,121.7427782,25.1265322
55,61,中正區,房地(土地+建物),基隆市中正區觀海街163號2樓,6.07,住,,,1011024,土地2建物1車位0,二層,十六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0880114,31.22,1,1,1,有,有,750000,24025,,0.0,0,,RPXNMLSJJIHFFBC97CA,20.79,0.0,3.67,無,,13.0,101,False,2,16,121.79329709999999,25.1371397
56,62,信義區,房地(土地+建物),基隆市信義區崇法街135巷3弄2號2樓,98.99,住,,,1010924,土地14建物1車位0,二層,五層,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0831108,115.05999999999999,3,1,2,有,無,2700000,23465,,0.0,0,,RPQNMLMKJIHFFBC76CA,101.56,0.0,11.29,無,,18.0,101,False,2,5,121.76786260000002,25.134419499999996
57,63,中正區,房地(土地+建物),基隆市中正區武昌街52號4樓,31.57,住,,,1011020,土地3建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0820707,124.67999999999999,5,1,2,有,無,2750000,22057,,0.0,0,,RPXNMLOKJIHFFBC67CA,109.45,0.0,12.9,無,,19.0,101,False,4,5,121.76338519999997,25.1483425
58,69,信義區,房地(土地+建物),基隆市信義區東信路236巷19之1號,35.33,住,,,1011022,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,0620202,84.53,2,2,1,有,無,1930000,22832,,0.0,0,,RPSNMLKLJIHFFBC86CA,71.56,0.0,12.97,無,,39.0,101,False,2,3,121.76267709999998,25.129148299999997
59,70,仁愛區,房地(土地+建物),基隆市仁愛區南榮路45號4樓,33.4,其他,,,1011022,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,加強磚造,0570420,149.56,1,1,1,有,無,3500000,23402,,0.0,0,,RPPNMLNLJIHFFBC86CA,149.56,0.0,0.0,無,,44.0,101,False,4,5,121.7427782,25.1265322
60,71,安樂區,房地(土地+建物)+車位,基隆市安樂區基金一路121巷14之6號1樓,31.47,住,,,1011017,土地1建物1車位1,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0850930,125.57,3,2,2,有,有,4100000,32650,坡道平面,0.0,0,有增建,RPQNMLPKJIHFFCC17CA,79.06,0.0,3.72,無,,16.0,101,False,1,5,121.71745899999999,25.136482299999994
61,72,七堵區,房地(土地+建物),基隆市七堵區工建南路7之1號,331.0,工,,,1010917,土地2建物1車位0,一層，二層,二層,工廠,見其他登記事項,見其他登記事項,0970523,295.44,0,0,0,無,無,21000000,,,0.0,0,所有權人共3人持分各1/3,RPVOMLOKJIHFFCC67CA,295.44,0.0,0.0,無,,4.0,101,False,1,2,121.70214899999999,25.0858395
62,73,暖暖區,房地(土地+建物)+車位,基隆市暖暖區碇內街133號7樓,27.97,住,,,1011019,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980624,159.72,3,2,2,有,無,5400000,34325,坡道平面,28.62,900000,,RPOPMLQKJIHFFCC27CA,84.5,0.0,10.14,有,,3.0,101,False,7,14,121.75443200000001,25.0908372
63,74,暖暖區,房地(土地+建物)+車位,基隆市暖暖區碇內街135之3號7樓,27.97,住,,,1011023,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980624,159.63,3,2,2,有,無,6190000,40379,坡道平面,28.62,900000,,RPPPMLQKJIHFFCC37CA,84.5,0.0,10.14,有,,3.0,101,False,7,14,121.7544324,25.090831299999998
64,75,暖暖區,房地(土地+建物)+車位,基隆市暖暖區碇內街133號11樓,27.97,住,,,1011019,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980624,163.15,3,2,2,有,無,6600000,43094,坡道平面,32.04,950000,,RPQPMLQKJIHFFCC47CA,84.5,0.0,10.14,有,,3.0,101,False,11,14,121.75443200000001,25.0908372
65,76,七堵區,房地(土地+建物),基隆市七堵區百六街146號,65.84,住,,,1011012,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1010504,215.0,1,3,3,有,有,14500000,67441,,0.0,0,,RPQNMLQLJIHFFCC37CA,147.78,0.0,23.39,無,,0.0,101,False,1,3,121.6987552,25.0857587
66,77,暖暖區,房地(土地+建物),基隆市暖暖區過港路74之4號,25.0,住,,,1011015,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700729,86.16,3,1,1,有,無,1150000,13347,,0.0,0,,RPUNMLMLJIHFFCC37CA,86.16,0.0,0.0,無,,31.0,101,False,2,3,121.7374681,25.1059267
67,78,暖暖區,房地(土地+建物)+車位,基隆市暖暖區暖暖街570巷65號9樓,52.12,住,,,1011016,土地1建物1車位1,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950222,232.54000000000002,4,2,3,有,有,12100000,52033,坡道平面,0.0,0,,RPVNMLMLJIHFFCC47CA,136.36,5.79,21.97,有,,6.0,101,False,9,10,121.73704375000001,25.092458599999997
68,79,暖暖區,房地(土地+建物)+車位,基隆市暖暖區暖暖街570巷92號,32.43,住,,,1011012,土地1建物1車位1,一層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0940105,136.02,3,2,2,有,有,7700000,56609,坡道平面,0.0,0,,RPOOMLRLJIHFFCC37CA,0.0,0.0,0.0,有,,7.0,101,False,1,10,121.7380032,25.0910668
