,index,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,屋齡,交易年份,修正地址,floor,total_floor,lon,lat
1187,1487,中山區,房地(土地+建物),台北市中山區林森北路107巷82號三樓之4,11.11,住,,,1010816,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831205,40.5,1,1,1,有,無,4300000,106160,,0.0,0,,RPOQMLRJRHHFFCA87CA,20.77,1.0,3.1,有,,18.0,101,False,3,6,121.52760959999999,25.049661200000003
1188,1488,中山區,房地(土地+建物)+車位,台北市中山區明水路397巷18弄18號5樓,44.26,住,,,1010730,土地1建物2車位2,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960919,245.44,3,2,2,有,有,71500000,291315,坡道平面,64.06,0,,RPWNMLRJRHHFFCA38CA,116.56,3.19,9.06,有,,5.0,101,False,5,15,121.5466773,25.078689800000003
1189,1489,內湖區,房地(土地+建物),台北市中山區文德路210巷30弄88號五樓,22.85,住,,,1010821,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720413,93.94999999999999,3,2,1,有,無,11400000,121338,,0.0,0,,RPOOMLRJRHHFFCA67CA,72.8,0.0,11.72,無,,29.0,101,False,5,5,121.5855247,25.076839399999997
1190,1490,內湖區,房地(土地+建物)+車位,台北市內湖區大湖山莊街58之2號3樓,28.65,住,,,1010807,土地1建物1車位1,三層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830624,84.36,1,1,1,有,有,11500000,136315,升降機械,33.35,0,,RPPPMLRJRHHFFCA87CA,43.79,1.55,5.67,無,,18.0,101,False,3,3,121.603895,25.085851
1191,1491,萬華區,房地(土地+建物),台北市萬華區昆明街142號五樓,8.49,商,,,1010810,土地2建物1車位0,五層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0711130,77.98,3,2,1,有,有,8900000,114131,,0.0,0,,RPWOMLMKRHHFFBA97CA,52.1,0.0,12.9,有,,30.0,101,False,5,9,121.5046471,25.042612599999995
1192,1492,萬華區,房地(土地+建物),台北市萬華區漢口街二段51號五樓之1,3.97,商,,,1010828,土地1建物5車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010530,51.459999999999994,1,1,1,有,有,6450000,125337,,0.0,0,,RPORMLLLRHHFFBA47CA,26.89,2.21,4.08,有,,0.0,101,False,5,15,121.5064086,25.0458997
1193,1493,萬華區,房地(土地+建物),台北市萬華區漢口街二段51號十五樓,4.2,商,,,1010829,土地1建物5車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010530,56.54,1,1,1,有,有,9470000,167499,,0.0,0,,RPQRMLLLRHHFFBA67CA,31.15,1.09,4.54,有,,0.0,101,False,15,15,121.5064086,25.0458997
1194,1494,萬華區,房地(土地+建物),台北市萬華區漢口街二段51號五樓之3,3.37,商,,,1010828,土地1建物5車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010530,43.900000000000006,1,1,1,有,有,5620000,128015,,0.0,0,,RPTRMLLLRHHFFBA97CA,26.54,1.76,0.0,有,,0.0,101,False,5,15,121.5064086,25.0458997
1195,1495,大同區,房地(土地+建物),台北市大同區迪化街二段364巷25弄3號二樓,27.67,住,,,1010827,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670809,77.18,4,2,1,有,無,8750000,113371,,0.0,0,,RPVNMLOLRHHFFBA08CA,65.33,0.0,11.85,無,,34.0,101,False,2,4,121.51191050000001,25.073171499999997
1196,1496,中正區,房地(土地+建物),台北市中正區開封街一段2號十一樓之6,5.99,商,,,1010808,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0770930,69.75,2,1,1,有,有,10000000,143363,,0.0,0,,RPQOMLPLRHHFFBA77CA,39.97,0.0,6.38,有,,24.0,101,False,11,12,121.514517,25.045820800000005
1197,1497,中正區,房地(土地+建物),台北市中正區開封街一段2號十一樓之4,3.62,商,,,1010808,土地1建物1車位0,十一層,十二層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0770930,38.23,1,1,1,有,有,5640000,147520,,0.0,0,,RPSOMLPLRHHFFBA97CA,24.2,0.0,0.0,無,,24.0,101,False,11,12,121.514517,25.045820800000005
1198,1498,中正區,房地(土地+建物),台北市中正區開封街一段2號十一樓,4.52,商,,,1010808,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0770930,78.89,3,1,1,有,有,12060000,152865,,0.0,0,,RPUOMLPLRHHFFBA18CA,30.04,2.1,3.29,有,,24.0,101,False,11,12,121.514517,25.045820800000005
1199,1499,中正區,房地(土地+建物)+車位,台北市中正區中華路一段93之1號9樓,20.2,商,,,1010817,土地1建物2車位2,九層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1010709,284.78,3,2,3,有,有,76000000,266878,升降機械,0.0,0,,RPPPMLSLRHHFFBA08CA,166.4,6.46,15.32,有,,0.0,101,False,9,14,121.5075408,25.037799
1200,1502,中正區,房地(土地+建物)+車位,台北市中正區中華路一段93號9樓,20.2,商,,,1010817,土地1建物2車位2,九層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1010709,284.78,3,2,3,有,有,75000000,263367,升降機械,0.0,0,,RPXOMLSLRHHFFBA78CA,166.4,6.46,15.32,有,,0.0,101,False,9,14,121.5075408,25.037799
1201,1503,大同區,房地(土地+建物)+車位,台北市大同區寧夏路20號十一樓之2,6.31,商,,,1010820,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001130,81.28,1,1,1,有,有,12000000,164659,塔式車位,15.69,1200000,,RPQPMLLJIIHFFBA09CA,27.02,3.27,13.03,有,,1.0,101,False,11,13,121.5148473,25.054935199999996
1202,1504,大同區,房地(土地+建物)+車位,台北市大同區寧夏路20號十二樓,12.04,商,,,1010810,土地0建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001130,143.49,2,1,1,有,有,25080000,186072,塔式車位,15.69,1300000,,RPRPMLLJIIHFFBA56CA,66.94,12.75,5.03,有,,1.0,101,False,12,13,121.5148473,25.054935199999996
1203,1505,大同區,房地(土地+建物)+車位,台北市大同區寧夏路20號十三樓之2,5.8,商,,,1010820,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001130,75.55000000000001,1,1,1,有,有,12590000,188607,塔式車位,15.69,1300000,,RPVPMLNJIIHFFBA17CA,35.5,3.95,0.0,有,,1.0,101,False,13,13,121.5148473,25.054935199999996
1204,1506,萬華區,房地(土地+建物)+車位,台北市萬華區西寧南路125號15樓之2,10.56,商,,,1010723,土地1建物1車位2,十五層,二十七層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1010320,248.86,0,0,0,無,無,36700000,147471,坡道平面,52.42,0,,RPRPMLPJIIHFFBA96CA,104.56,22.88,5.27,有,,0.0,101,False,15,27,121.506635,25.044439699999998
1205,1507,中山區,房地(土地+建物),台北市中山區中山北路一段121巷33號九樓,12.2,商,,,1010807,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000128,115.56,2,1,1,有,有,26380000,228283,,0.0,0,,RPXQMLQLRHHFFCA88CA,63.51,6.97,8.0,有,,1.0,101,False,9,14,121.52475779999999,25.0509256
1206,1508,中山區,房地(土地+建物),台北市中山區新生北路二段108號十四樓之20,15.98,商,,,1010903,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0760305,188.78,6,0,6,有,有,21000000,111240,,0.0,0,,RPPPMLOLRHHFFCA77CA,155.96,0.0,2.82,有,,25.0,101,False,14,14,121.52691499999999,25.057205999999994
1207,1509,中山區,房地(土地+建物)+車位,台北市中山區民生東路一段70巷12號三樓之3,7.15,商,,,1010726,土地1建物1車位1,三層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0961002,47.09,1,1,1,有,無,7550000,160325,升降機械,0.0,0,,RPOOMLLLRHHFFCA27CA,19.2,4.35,1.37,無,,5.0,101,False,3,8,121.5263376,25.057273400000003
1208,1510,中山區,房地(土地+建物),台北市中山區錦州街8號三樓之2,4.82,商,,,1010806,土地1建物1車位0,三層,十層,辦公商業大樓,商業用,鋼筋混凝土造,0720108,43.839999999999996,1,1,1,有,無,7250000,165362,,0.0,0,,RPVNMLLLRHHFFCA87CA,33.59,0.0,3.13,無,,29.0,101,False,3,10,121.52365739999999,25.0602332
1209,1511,中山區,房地(土地+建物),台北市中山區中山北路一段83巷32號四樓之2,7.91,商,,,1010828,土地2建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970314,86.26,1,1,1,有,有,12500000,144911,,0.0,0,,RPPPMLKLRHHFFCA37CA,74.5,0.92,10.84,有,,4.0,101,False,4,15,121.52412330000001,25.049869599999997
1210,1512,內湖區,房地(土地+建物),台北市內湖區金湖路22號五樓,25.5,住,,,1010905,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681210,84.46,3,2,1,有,無,9980000,118162,,0.0,0,,RPXQMLSKRHHFFCA98CA,71.98,0.0,12.48,無,,33.0,101,False,5,5,121.59622789999999,25.0831171
1211,1513,中山區,房地(土地+建物),台北市中山區吉林路459號二樓,25.75,住,,,1010809,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0601128,70.95,2,1,2,有,無,8000000,112755,,0.0,0,,RPUNMLLKRHHFFCA67CA,66.28,0.0,4.67,無,,41.0,101,False,2,4,121.53057480000001,25.067670999999997
1212,1514,內湖區,房地(土地+建物),台北市內湖區江南街117巷8弄4號3樓,30.16,住,,,1010823,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720523,115.3,4,2,2,有,無,14250000,123588,,0.0,0,,RPSPMLKKRHHFFCA57CA,90.25,0.0,14.32,無,,29.0,101,False,3,5,121.5763413,25.0761122
1213,1515,中山區,房地(土地+建物)+車位,台北市中山區民生東路3段36號7樓之9,6.26,商,,,1010824,土地1建物1車位1,七層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0850202,83.89,2,1,1,有,有,15000000,178802,其他,0.0,0,,RPVPMLKKRHHFFCA87CA,24.06,14.57,8.17,有,,16.0,101,False,7,9,121.5405303,25.057591499999997
1214,1516,中山區,房地(土地+建物),台北市中山區林森北路413號八樓之10,5.11,商,,,1010712,土地2建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730927,54.68,2,1,1,有,有,7000000,128028,,0.0,0,,RPOQMLMKRHHFFCA47CA,41.57,0.0,3.23,有,,28.0,101,False,8,13,121.525773,25.059863999999997
1215,1517,內湖區,房地(土地+建物)+車位,台北市內湖區南京東路六段451巷57號9樓之18,25.57,其他,,,1010827,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0971205,157.03,2,2,2,有,有,22900000,145833,坡道平面,29.7,0,,RPQRMLMKRHHFFCA77CA,76.44,2.62,6.78,有,,4.0,101,False,9,14,121.58716720000001,25.0616339
1216,1518,信義區,房地(土地+建物),台北市信義區林口街10巷35號3樓,30.75,住,,,1010725,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0581215,76.36,3,2,1,有,無,14000000,183342,,0.0,0,,RPSNMLRJRHHFFDA08CA,67.65,0.0,8.71,無,,43.0,101,False,3,4,121.58053989999999,25.037499999999998
1217,1519,南港區,房地(土地+建物)+車位,台北市南港區經貿二路157巷36弄90號4樓,41.02,住,,,1010714,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970905,189.1,3,2,2,有,有,33200000,175564,坡道平面,37.81,0,,RPXNMLRJRHHFFDA58CA,91.13,4.24,8.09,有,,4.0,101,False,4,10,121.61464,25.0618102
1218,1520,信義區,房地(土地+建物),台北市信義區基隆路一段155號4樓,16.45,商,,,1010713,土地2建物1車位0,四層,十四層,辦公商業大樓,商業用,鋼筋混凝土造,0730810,163.74,4,1,1,有,有,33800000,206425,,0.0,0,,RPQOMLRJRHHFFDA97CA,124.31,0.0,0.0,無,,28.0,101,False,4,14,121.5654206,25.0421829
1219,1521,南港區,房地(土地+建物),台北市南港區玉成街235巷13號3樓,16.2,住,,,1010730,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661104,69.37,2,2,2,有,無,12500000,180193,,0.0,0,,RPTPMLQJRHHFFDA28CA,60.23,0.0,9.14,無,,35.0,101,False,3,5,121.5859079,25.0434706
1220,1522,松山區,房地(土地+建物),台北市松山區民生東路五段192號十二樓之3,5.08,住,,,1010727,土地1建物1車位0,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0721229,57.82,1,1,1,有,有,11500000,198910,,0.0,0,,RPPQMLLKRHHFFDA57CA,44.4,0.0,3.43,有,,29.0,101,False,12,16,121.5641993,25.0581715
1221,1524,松山區,房地(土地+建物),台北市松山區南京東路5段296號3樓,9.78,商,,,1010822,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0701204,115.98,4,0,4,有,有,19400000,167264,,0.0,0,,RPTPMLOKRHHFFDA18CA,87.06,0.0,2.66,有,,31.0,101,False,3,12,121.56741199999999,25.051112
1222,1525,信義區,房地(土地+建物),台北市松山區松德路112號,5.4,住,,,1010811,土地1建物1車位0,一層，地下一層,二十四層,店面(店鋪),商業用,鋼筋混凝土造,0831006,68.67,2,1,1,有,有,16500000,240277,,0.0,0,,RPVOMLPLRHHFFDA48CA,55.76,3.73,0.0,無,,18.0,101,False,1,24,121.5749056,25.037681199999998
1223,1526,松山區,房地(土地+建物)+車位,台北市松山區三民路166巷33號五樓之4,20.64,其他,,,1010906,土地1建物1車位1,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0841019,63.56,3,2,1,有,無,11000000,173056,升降機械,0.0,0,,RPSPMLQLRHHFFDA38CA,30.79,0.72,3.44,無,,17.0,101,False,5,5,121.5643652,25.062062299999997
1224,1527,南港區,房地(土地+建物)+車位,台北市南港區向陽路258巷25號4樓,35.05,住,,,1010821,土地1建物1車位1,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0961217,165.26,3,2,2,有,有,26500000,160358,坡道平面,0.0,0,,RPSOMLNJIIHFFDA96CA,83.66,2.98,8.57,有,,5.0,101,False,4,8,121.5939463,25.058322099999998
1225,1528,內湖區,房地(土地+建物)+車位,台北市內湖區康寧路三段56巷156號3樓,42.02,住,,,990623,土地1建物1車位2,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010801,282.23,3,2,2,有,無,36890000,130709,坡道平面,0.0,4500000,,RPSOMLTLJIHFFCA77CA,111.76,11.37,13.04,有,,889.0,990,False,3,14,121.6088102,25.067315300000004
1226,1529,內湖區,房地(土地+建物)+車位,台北市內湖區康寧路三段56巷156號6樓,42.02,住,,,990531,土地1建物1車位2,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010801,282.23,3,2,2,有,無,36150000,128088,坡道平面,0.0,0,,RPTOMLTLJIHFFCA87CA,111.76,11.37,13.04,有,,889.0,990,False,6,14,121.6088102,25.067315300000004
1227,1530,內湖區,房地(土地+建物)+車位,台北市內湖區康寧路三段56巷156號9樓,42.02,住,,,990731,土地1建物1車位2,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010801,282.23,3,2,2,有,無,40500000,143501,坡道平面,0.0,4600000,,RPUOMLTLJIHFFCA97CA,111.76,11.37,13.04,有,,889.0,990,False,9,14,121.6088102,25.067315300000004
1228,1531,內湖區,房地(土地+建物)+車位,台北市內湖區康寧路三段56巷156號10樓,42.02,住,,,991003,土地1建物1車位2,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010801,282.23,3,2,2,有,無,38580000,136698,坡道平面,0.0,4600000,,RPVOMLTLJIHFFCA08CA,111.76,11.37,13.04,有,,890.0,991,False,10,14,121.6088102,25.067315300000004
1229,1532,內湖區,房地(土地+建物)+車位,台北市內湖區康寧路三段56巷156號11樓,42.02,住,,,990624,土地1建物1車位2,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010801,282.23,3,2,2,有,無,42700000,151296,坡道平面,0.0,0,,RPWOMLTLJIHFFCA18CA,111.76,11.37,13.04,有,,889.0,990,False,11,14,121.6088102,25.067315300000004
1230,1533,內湖區,房地(土地+建物)+車位,台北市內湖區康寧路三段56巷158號,55.1,住,,,990724,土地1建物1車位3,一層，夾層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010801,345.57,2,2,2,有,無,50300000,145555,坡道平面,0.0,6300000,,RPXOMLTLJIHFFCA28CA,140.99,2.08,0.0,有,,889.0,990,False,1,14,121.60857659999999,25.067314300000003
1231,1534,內湖區,房地(土地+建物)+車位,台北市內湖區康寧路三段56巷158號2樓,45.31,住,,,990627,土地1建物1車位3,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010801,315.36,3,2,2,有,無,39680000,125823,坡道平面,0.0,6500000,,RPOPMLTLJIHFFCA47CA,111.76,4.0,17.18,有,,889.0,990,False,2,14,121.60857659999999,25.067314300000003
1232,1535,內湖區,房地(土地+建物)+車位,台北市內湖區康寧路三段56巷158號3樓,42.02,住,,,990616,土地1建物1車位2,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010801,282.23,3,2,2,有,無,35680000,126422,坡道平面,0.0,4700000,,RPPPMLTLJIHFFCA57CA,111.76,11.37,13.04,有,,889.0,990,False,3,14,121.60857659999999,25.067314300000003
1233,1536,內湖區,房地(土地+建物)+車位,台北市內湖區康寧路三段56巷158號6樓,42.02,住,,,990530,土地1建物1車位2,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010801,282.23,3,2,2,有,無,36150000,128088,坡道平面,0.0,0,,RPQPMLTLJIHFFCA67CA,111.76,11.37,13.04,有,,889.0,990,False,6,14,121.60857659999999,25.067314300000003
1234,1537,內湖區,房地(土地+建物)+車位,台北市內湖區康寧路三段56巷158號11樓,42.02,住,,,991010,土地1建物1車位2,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010801,282.23,3,2,2,有,無,39000000,138186,坡道平面,0.0,4800000,,RPRPMLTLJIHFFCA77CA,111.76,11.37,13.04,有,,890.0,991,False,11,14,121.60857659999999,25.067314300000003
1235,1538,內湖區,房地(土地+建物)+車位,台北市內湖區康寧路三段56巷156號7樓,42.02,住,,,990621,土地1建物1車位2,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010801,282.23,3,2,2,有,無,36800000,130391,坡道平面,0.0,4500000,,RPTPMLTLJIHFFCA97CA,111.76,11.37,13.04,有,,889.0,990,False,7,14,121.6088102,25.067315300000004
1236,1541,大安區,房地(土地+建物)+車位,台北市大安區敦化南路1段177巷48號6樓之3,34.86,住,,,1010831,土地2建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780425,235.03,4,2,2,有,有,74000000,314861,坡道平面,0.0,0,,RPXNMLOLRHHFFFA78DA,136.21,3.85,21.52,有,,23.0,101,False,6,13,121.5491864,25.0431205
1237,1542,士林區,房地(土地+建物),台北市士林區承德路4段304號7樓,17.59,住,,,1010801,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0770715,134.97,3,2,2,有,有,20500000,151881,,0.0,0,,RPSNMLOLRHHFFEA18DA,101.39,2.47,10.66,有,,24.0,101,False,7,12,121.5187771,25.089655999999998
1238,1545,中山區,房地(土地+建物),台北市中山區民族東路512巷26號四樓,14.36,住,,,1010823,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0820805,64.36,2,1,1,有,無,10200000,158484,,0.0,0,,RPQNMLSKJHIFFCA27CA,53.17,3.72,3.41,無,,19.0,101,False,4,5,121.54187820000001,25.066876099999998
1239,1546,南港區,房地(土地+建物)+車位,台北市南港區重陽路125巷36弄8號二樓,64.01,住,,,1010819,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0920314,214.34,6,2,2,有,有,30000000,139964,坡道平面,0.0,0,,RPTNMLKMRHHFFDA77CA,109.57,1.01,11.56,有,,9.0,101,False,2,7,121.5969995,25.057429799999998
1240,1547,松山區,房地(土地+建物),台北市松山區三民路68巷10號三樓之2,31.05,住,,,1010711,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,0810303,128.44,3,2,2,有,有,21580000,168013,,0.0,0,,RPPOMLTKRHHFFDA18CA,79.98,2.14,7.48,有,,20.0,101,False,3,7,121.5652601,25.0550242
1241,1548,松山區,房地(土地+建物),台北市松山區南京東路五段239號六樓之7,4.42,其他,,,1010814,土地1建物1車位0,六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980331,55.44,0,0,0,無,有,12300000,221874,,0.0,0,,RPRQMLMKRHHFFDA87CA,31.52,1.39,3.65,有,,3.0,101,False,6,18,121.564802,25.051652
1242,1549,中山區,房地(土地+建物),台北市中山區農安街34號九樓之2,5.16,商,,,1010817,土地1建物1車位0,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680412,50.95,2,1,1,有,有,6300000,123645,,0.0,0,,RPWRMLMKRHHFFCA38CA,32.51,7.26,0.0,有,,33.0,101,False,9,10,121.52686329999997,25.064770099999997
1243,1550,內湖區,房地(土地+建物),台北市內湖區新明路355之1號,15.17,住,,,1010809,土地1建物1車位0,一層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0980403,81.84,2,2,2,有,有,14800000,180831,,0.0,0,,RPRNMLNKRHHFFCA57CA,37.85,0.0,11.22,有,,3.0,101,False,1,11,121.58241439999999,25.0559005
1244,1551,中山區,房地(土地+建物),台北市中山區吉林路400號,24.5,住,,,1010823,土地3建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630723,65.22,1,1,1,有,無,26380000,404477,,0.0,0,,RPPPMLNKRHHFFCA57CA,65.22,0.0,0.0,無,,38.0,101,False,1,4,121.5301987,25.065358699999997
1245,1552,中山區,房地(土地+建物),台北市中山區民生東路二段83號7樓之22,7.82,商,,,1010827,土地1建物1車位0,七層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0690314,43.620000000000005,1,1,1,有,有,4200000,96297,,0.0,0,,RPUQMLKKRHHFFCA87CA,28.42,0.0,4.97,無,,32.0,101,False,7,7,121.530773,25.0581662
1246,1553,中山區,房地(土地+建物),台北市中山區德惠街52號10樓之12,2.71,商,,,1010814,土地1建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0710227,29.63,1,0,1,有,有,3050000,102946,,0.0,0,,RPUNMLKKRHHFFCA57CA,21.86,0.0,3.59,有,,30.0,101,False,10,11,121.5271013,25.066541499999996
1247,1556,內湖區,房地(土地+建物),台北市內湖區成功路四段41巷4號十樓,15.82,住,,,1010709,土地2建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0721024,115.89,3,2,1,有,有,21000000,181206,,0.0,0,,RPSRMLRKRHHFFCA48CA,91.81,0.0,15.38,有,,29.0,101,False,10,14,121.5926262,25.0807784
1248,1557,中山區,房地(土地+建物),台北市中山區中山北路一段105巷3號八樓之6,5.23,商,,,1010805,土地1建物1車位0,八層,十層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0900510,38.42,1,1,1,有,有,7200000,187385,,0.0,0,,RPPQMLQLRHHFFCA08CA,17.75,0.0,5.29,無,,11.0,101,False,8,10,121.5226948,25.050960699999997
1249,1558,中山區,房地(土地+建物),台北市中山區雙城街19巷8號四樓之18,3.54,住,,,1010815,土地2建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970312,34.0,1,0,1,有,有,5600000,164688,,0.0,0,,RPOOMLRLRHHFFCA87CA,19.85,0.32,2.59,有,,4.0,101,False,4,14,121.52491599999999,25.0652457
1250,1559,萬華區,車位,台北市萬華區峨眉街115號地下三層,3.34,商,,,1010829,土地0建物0車位1,地下三層,七層,其他,見使用執照,鋼筋混凝土造,0781129,25.48,0,0,0,有,無,2000000,,坡道平面,0.0,2000000,,RPPNMLNJIIHFFBA98CA,0.0,0.0,0.0,無,,23.0,101,False,3,7,121.50358809999999,25.0445185
1251,1560,大同區,房地(土地+建物),台北市大同區重慶北路二段67號八樓之13,2.38,商,,,1010811,土地1建物1車位0,八層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0720131,24.83,1,0,1,有,有,3150000,126886,,0.0,0,,RPUPMLMKRHHFFBA87CA,15.23,0.0,3.01,無,,29.0,101,False,8,12,121.51420249999998,25.0557914
1252,1561,萬華區,房地(土地+建物),台北市萬華區和平西路三段384號三樓之22,4.15,住,,,1010817,土地2建物1車位0,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700706,33.79,1,0,1,有,有,3050000,90250,,0.0,0,,RPSNMLMKRHHFFBA47CA,20.47,0.0,3.38,有,,31.0,101,False,3,8,121.4913711,25.035325899999997
1253,1565,內湖區,房地(土地+建物)+車位,台北市內湖區安泰街114巷21號7樓,19.29,住,,,1010827,土地1建物2車位1,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980929,133.08,2,2,1,有,有,11700000,87921,坡道平面,43.62,0,,RPQRMLRJRHHFFCA18CA,51.79,2.31,7.21,有,,3.0,101,False,7,9,121.6165154,25.0776343
1254,1566,大同區,房地(土地+建物),台北市大同區五原路19號6樓之12,3.65,商,,,1010827,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981216,38.62,1,1,1,有,有,6700000,173467,,0.0,0,,RPROMLRJRHHFFBA87CA,22.17,1.09,2.53,有,,3.0,101,False,6,14,121.51733200000001,25.056692899999998
1255,1568,文山區,房地(土地+建物)+車位,台北市文山區興隆路四段129號13樓,29.66,住,,,1010803,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841122,155.7,3,2,2,有,有,15700000,100837,坡道平面,54.69,0,,RPQNMLKKRHHFFAA96CA,77.0,3.58,9.23,有,,17.0,101,False,13,13,121.56150679999998,24.9855374
1256,1569,文山區,房地(土地+建物)+車位,台北市文山區久康街24巷24號13樓,19.63,商,,,1010824,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970902,242.27,4,2,2,有,有,33000000,136214,坡道平面,38.64,0,,RPRNMLKKRHHFFAA07CA,129.34,5.98,12.17,有,,4.0,101,False,13,15,121.56633939999999,24.989206400000004
