,index,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,屋齡,交易年份,修正地址
518,582,仁愛區,房地(土地+建物),基隆市仁愛區龍安街300之2號,25.2,住,,,1010815,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710225,93.59,3,2,2,有,無,2000000,21370,,0.0,0,,RPPOMLQLRHHFFBC97CA,80.41,0.0,13.18,無,,30.0,101,False
519,583,安樂區,房地(土地+建物),基隆市安樂區基金二路35之2號,25.3,住,,,1010904,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701209,88.54,3,2,1,有,無,1100000,12424,,0.0,0,,RPVNMLQLRHHFFCC58CA,88.54,0.0,0.0,無,,31.0,101,False
520,584,中山區,房地(土地+建物),基隆市中山區復興路365號,32.17,住,,,1010823,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,0660520,53.77,3,1,1,有,無,1300000,24177,,0.0,0,,RPUOMLOJIIHFFCC37CA,53.77,0.0,0.0,無,,35.0,101,False
521,585,七堵區,房地(土地+建物),基隆市七堵區百一街95之1號,36.38,住,,,1010820,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680525,89.28,3,1,1,有,無,2800000,31362,,0.0,0,,RPWNMLSJIIHFFCC87CA,89.28,0.0,0.0,無,,33.0,101,False
522,586,安樂區,房地(土地+建物)+車位,基隆市安樂區基金三路46巷6號10樓,20.83,住,,,1010827,土地2建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840701,134.99,3,2,2,有,有,2950000,21854,坡道機械,0.0,0,,RPXOMLPLRHHFFCC78CA,86.82,0.0,10.6,有,,17.0,101,False
523,587,七堵區,房地(土地+建物)+車位,基隆市七堵區綠葉街63巷6號,58.73,其他,山坡地保育區,丙種建築用地,1010908,土地1建物1車位1,一層,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0880611,162.16,4,2,2,有,有,8500000,52418,坡道平面,35.44,0,,RPXNMLLLRHHFFCC28CA,95.9,0.0,12.9,有,,13.0,101,False
524,588,中山區,房地(土地+建物),基隆市中山區華興街53巷7號3樓之12,19.31,其他,,,1010911,土地1建物1車位0,三層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0960131,76.03,1,1,1,有,有,2500000,32884,,0.0,0,,RPRNMLNKIIHFFCC96CA,44.84,0.0,6.84,無,,5.0,101,False
525,589,安樂區,房地(土地+建物),基隆市安樂區樂利三街189．191．193．195．197．199．201．203．205．207．209．211號地下室壹層,29.67,住,,,1010902,土地6建物1車位0,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800826,158.82999999999998,4,2,2,有,有,5380000,33873,,0.0,0,,RPUOMLTJIIHFFCC87CA,112.66,1.76,13.93,有,,21.0,101,False
526,590,安樂區,車位,基隆市安樂區樂利三街189．191．193．195．197．199．201．203．205．207．209．211號地下室壹層,0.0,,,,1010902,土地0建物0車位1,地下一層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0800826,43.61,4,2,2,有,有,800000,,坡道平面,43.61,800000,,SPUOMLTJIIHFFCC97CA,0.0,0.0,0.0,有,,21.0,101,False
527,591,暖暖區,房地(土地+建物),基隆市安樂區東碇路386之12號,92.34,住,,,1010817,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0941121,245.97,5,3,2,有,有,7450000,30289,,0.0,0,,RPPNMLRKIIHFFCC17CA,160.99,19.36,5.93,無,,7.0,101,False
528,592,安樂區,房地(土地+建物),基隆市安樂區樂利二街62巷99號6樓,37.27,住,,,1010730,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841002,116.69999999999999,3,2,2,有,有,2900000,24851,,0.0,0,,RPROMLMLIIHFFCC07CA,89.56,1.77,10.27,有,,17.0,101,False
529,593,七堵區,房地(土地+建物),基隆市七堵區實踐路178號5樓之2　,25.23,住,,,1010904,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850705,96.66,3,2,1,有,有,4380000,45313,,0.0,0,,RPOPMLPLRHHFFCC97CA,63.2,3.1,7.72,有,,16.0,101,False
530,594,七堵區,房地(土地+建物),基隆市七堵區綠葉街107巷120號,107.75,其他,山坡地保育區,丙種建築用地,1010827,土地1建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,0880812,204.51,4,3,3,有,有,8370000,40927,,0.0,0,,RPVOMLOJIIHFFCC47CA,162.83,25.48,16.2,無,,13.0,101,False
531,595,安樂區,房地(土地+建物),基隆市中山區中和路168巷2弄10號2樓,27.32,其他,,,1010816,土地3建物2車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0871210,100.59,3,2,2,有,有,2500000,24852,,0.0,0,,RPPNMLNJIIHFFCC66CA,59.74,0.0,8.59,無,,14.0,101,False
532,596,信義區,房地(土地+建物),基隆市信義區深溪路36巷70弄18號5樓,27.69,住,,,1010816,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880120,135.7,3,2,2,有,無,3250000,23951,,0.0,0,,RPTOMLPLRHHFFBC28CA,97.99,0.0,9.53,有,,13.0,101,False
533,597,仁愛區,房地(土地+建物),基隆市仁愛區南榮路213之1號,21.93,商,,,1010813,土地1建物1車位0,二層,六層,辦公商業大樓,住家用,鋼筋混凝土造,0701228,92.96,3,2,1,有,無,2300000,24742,,0.0,0,,RPPNMLPKIIHFFBC86CA,92.96,0.0,0.0,無,,31.0,101,False
534,599,中山區,房地(土地+建物),基隆市中山區復興路259巷40之1號,41.04,住,,,1010801,土地6建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840512,139.5,3,2,2,有,無,3150000,22581,,0.0,0,,RPXNMLPLRHHFFCC78DA,78.92,38.33,6.0,無,,17.0,101,False
535,600,安樂區,房地(土地+建物),基隆市安樂區中和路85巷46號5樓之3,28.73,住,,,1010828,土地6建物1車位0,五層，六層,二十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0860508,111.16999999999999,2,2,2,有,有,2700000,24287,,0.0,0,,RPOOMLPLRHHFFCC97DA,82.09,1.74,6.16,無,,15.0,101,False
536,601,安樂區,房地(土地+建物),基隆市安樂區樂利三街8巷55號10樓,15.19,住,,,1010813,土地4建物1車位0,十層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840504,88.56,2,2,2,有,有,2400000,27099,,0.0,0,,RPUPMLPLRHHFFCC68DA,67.08,1.79,7.75,有,,17.0,101,False
537,602,七堵區,房地(土地+建物),基隆市七堵區福二街132之4號,27.02,住,,,1010906,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0711125,92.12,3,2,1,有,無,3300000,35823,,0.0,0,,RPRNMLSLRHHFFCC58EA,86.53,0.0,5.59,無,,30.0,101,False
538,603,安樂區,房地(土地+建物),基隆市安樂區基金一路208巷174弄11號2樓,25.34,住,,,1010822,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0831015,92.42999999999999,3,2,2,有,有,2500000,27048,,0.0,0,,RPPNMLLKIIHFFCC76EA,73.43,0.0,8.78,無,,18.0,101,False
539,605,安樂區,房地(土地+建物),基隆市安樂區基金一路208巷154弄8號3樓,37.42,住,,,1010913,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0831015,139.1,3,2,1,有,有,3500000,25161,,0.0,0,,RPSNMLMJIIHFFCC96DA,108.7,0.0,14.38,無,,18.0,101,False
540,606,安樂區,房地(土地+建物),基隆市安樂區中平街152之1號,30.0,住,,,1010910,土地5建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701228,68.31,2,2,2,有,無,1700000,24887,,0.0,0,,RPUNMLNJIIHFFCC27DA,68.31,0.0,0.0,無,,31.0,101,False
541,607,安樂區,房地(土地+建物),基隆市安樂區基隆市樂利三街36巷41-3號,31.86,住,,,1010819,土地9建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680228,65.34,2,1,1,有,無,1600000,24487,,0.0,0,,RPSNMLQLRHHFFCC38DA,57.35,0.0,7.99,無,,33.0,101,False
542,608,中正區,房地(土地+建物)+車位,基隆市中正區新豐街388號13樓,20.37,住,,,1010826,土地2建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850309,149.24,3,2,2,有,有,3400000,22782,坡道平面,36.84,0,,RPVOMLQLRHHFFBC68DA,85.22,0.0,10.25,有,,16.0,101,False
543,609,信義區,房地(土地+建物),基隆市信義區福民街55巷32號5樓,29.58,住,,,1010823,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0860115,107.91999999999999,3,2,2,有,無,1800000,16679,,0.0,0,,RPRNMLOLRHHFFBC97DA,88.58,0.7,9.71,無,,15.0,101,False
544,610,信義區,房地(土地+建物)+車位,基隆市信義區東信路236巷52號四樓,37.33,住,,,1010912,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010620,154.85,3,2,2,有,有,6600000,42899,坡道平面,19.65,800000,,RPVOMLNJIIHFFBC27CA,79.81,5.5,11.01,有,,0.0,101,False
545,611,信義區,房地(土地+建物)+車位,基隆市信義區東信路236巷46號四樓,50.25,住,,,1010912,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010620,205.49,4,2,2,有,有,9300000,43584,坡道機械,19.64,1200000,,RPQNMLKKIIHFFBC09CA,108.35,11.42,13.14,有,,0.0,101,False
546,612,信義區,房地(土地+建物)+車位,基隆市信義區東信路236巷38號四樓,37.33,住,,,1010912,土地1建物1車位2,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010620,154.85,3,2,2,有,有,7250000,45115,坡道機械,19.64,1150000,,RPRNMLKKIIHFFBC56CA,79.81,5.5,11.01,有,,0.0,101,False
547,613,中正區,房地(土地+建物),基隆市中正區新豐街384號11樓,20.37,住,,,1010914,土地2建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850309,116.76,0,0,0,有,有,3000000,25693,,0.0,0,,RPPNMLSLRHHFFBC08CA,88.89,0.0,10.23,有,,16.0,101,False
548,614,安樂區,房地(土地+建物),基隆市安樂區中和路168巷5弄25號5樓,20.14,住,,,1010904,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0860401,85.07000000000001,2,2,1,有,無,1360000,15987,,0.0,0,,RPRNMLRLRHHFFCC28CA,60.69,0.0,6.23,無,,15.0,101,False
549,615,安樂區,房地(土地+建物),基隆市安樂區基金一路135巷107號3樓,24.53,住,,,1010921,土地2建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840519,112.55,3,1,2,有,有,3260000,28966,,0.0,0,,RPUNMLOLRHHFFCC28CA,85.74,0.0,9.59,有,,17.0,101,False
550,616,中山區,房地(土地+建物)+車位,基隆市中山區華興街53巷7號6樓之9,37.0,住,,,1010911,土地1建物1車位1,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960131,205.82,3,2,1,有,有,6100000,29638,坡道平面,0.0,0,,RPPNMLPLRHHFFCC87CA,84.59,0.0,12.02,有,,5.0,101,False
551,617,安樂區,房地(土地+建物),基隆市安樂區樂利二街62巷612號3樓,30.78,住,,,1010816,土地1建物1車位0,三層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1001013,119.71,3,2,2,有,有,5280000,44106,,0.0,0,,RPTOMLSKIIHFFCC77CA,76.07,5.54,7.99,有,,1.0,101,False
552,618,七堵區,房地(土地+建物),基隆市七堵區六堵二街68號,71.81,其他,,,1010905,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0960116,202.83999999999997,3,2,3,有,有,7200000,35496,,0.0,0,,RPRNMLQKIIHFFCC27CA,177.34,10.16,14.89,無,,5.0,101,False
553,619,安樂區,房地(土地+建物),基隆市中山區中和路168巷6弄14號,21.12,住,,,1010812,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0851202,90.78,2,1,1,有,無,2000000,22031,,0.0,0,,RPQNMLRKIIHFFCC27CA,71.3,0.0,7.08,無,,16.0,101,False
554,621,七堵區,房地(土地+建物),基隆市七堵區麗景一街55巷14號,177.0,住,山坡地保育區,丙種建築用地,1010824,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0800704,309.99,5,5,5,有,有,15680000,50582,,0.0,0,,RPPNMLLJIIHFFCC09CA,264.21,26.59,19.19,無,,21.0,101,False
555,622,七堵區,房地(土地+建物),基隆市七堵區麗景二街25巷12號,269.0,其他,山坡地保育區,丙種建築用地,1010815,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0800704,423.57,8,3,7,無,無,16250000,38364,,0.0,0,,RPXNMLMJIIHFFCC37CA,380.35,36.35,6.87,無,,21.0,101,False
556,623,安樂區,房地(土地+建物),基隆市安樂區樂利三街38巷81之3號,21.94,住,,,1010913,土地3建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690611,53.38,2,1,1,有,無,1000000,18734,,0.0,0,,RPPOMLNJIIHFFCC76CA,53.38,0.0,0.0,無,,32.0,101,False
557,624,七堵區,房地(土地+建物),基隆市七堵區福一街69之1號,44.88,住,,,1010818,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690126,117.48,3,2,2,有,無,5100000,43412,,0.0,0,,RPXNMLSJIIHFFCC97CA,117.48,0.0,0.0,無,,32.0,101,False
558,625,七堵區,房地(土地+建物),基隆市七堵區明德二路1巷25號4樓,54.23,其他,,,1010910,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790531,167.07999999999998,4,2,2,有,無,5150000,30824,,0.0,0,,RPTNMLPJIIHFFCC27CA,146.8,0.0,9.62,無,,22.0,101,False
559,627,中正區,房地(土地+建物),基隆市中正區漁港三街114號4樓,34.75,住,,,1010908,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0720715,90.22,3,2,2,有,無,1680000,18621,,0.0,0,,RPXNMLRLRHHFFBC78CA,80.8,0.0,9.42,無,,29.0,101,False
560,628,仁愛區,房地(土地+建物),基隆市仁愛區仁一路257號十五樓之一,3.18,商,,,1010903,土地2建物1車位0,十五層,三十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0970204,57.59,2,1,1,有,有,3800000,65988,,0.0,0,,RPUOMLSJIIHFFBC67CA,37.11,0.0,3.59,有,,4.0,101,False
561,629,中正區,房地(土地+建物),基隆市中正區新豐街256號2樓,5.64,住,,,1010908,土地1建物1車位0,二層,二十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0851129,31.14,1,1,1,有,有,700000,22477,,0.0,0,,RPVOMLSJIIHFFBC77CA,19.72,0.0,4.31,無,,16.0,101,False
562,632,信義區,房地(土地+建物)+車位,基隆市信義區東信路236巷56號二樓,35.19,住,,,1010912,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010620,147.86,3,2,2,有,有,6000000,40558,坡道平面,19.65,800000,,RPWOMLNJIIHFFBC37CA,74.95,5.82,11.0,有,,0.0,101,False
563,633,安樂區,房地(土地+建物)+車位,基隆市安樂區基金一路121巷30之4號2樓,32.06,住,,,1010831,土地1建物1車位1,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0850503,131.65,3,2,1,有,有,3000000,22787,坡道平面,39.72,0,,RPQNMLOJIIHFFCC96DA,73.31,0.0,3.72,無,,16.0,101,False
564,634,安樂區,房地(土地+建物)+車位,基隆市安樂區樂利二街62巷273號9樓,21.75,住,,,1010910,土地2建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881231,142.14,3,2,2,有,有,4050000,28492,坡道平面,0.0,0,,RPQNMLQLRHHFFCC18DA,72.77,0.45,9.95,有,,13.0,101,False
565,635,安樂區,房地(土地+建物),基隆市安樂區基金一路121巷30之2號5樓,31.14,住,,,1010710,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0850503,91.93,3,2,2,有,有,2450000,26650,,0.0,0,,RPQOMLTJIIHFFCC57DA,73.31,0.0,3.72,無,,16.0,101,False
566,636,安樂區,房地(土地+建物),基隆市安樂區中和路164巷40號,29.51,住,,,1010901,土地3建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0871210,105.97,3,1,2,有,無,1900000,17929,,0.0,0,,RPVNMLSKIIHFFCC97DA,63.1,9.45,0.0,無,,14.0,101,False
567,637,安樂區,房地(土地+建物),基隆市安樂區基金一路135巷21弄73號4樓,24.96,住,,,1010910,土地33建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820902,108.73,3,2,2,有,有,3410000,31362,,0.0,0,,RPWNMLMLIIHFFCC67EA,85.62,2.04,7.67,有,,19.0,101,False
568,638,信義區,車位,基隆市信義區教孝街71號等地下二樓,3.07,住,,,1010912,土地0建物0車位1,地下二層,十五層,其他,見其他登記事項,鋼筋混凝土造,0820618,37.58,0,0,0,有,無,310000,,坡道平面,37.58,310000,,RPVNMLSLRHHFFBC78DA,0.0,0.0,0.0,無,,19.0,101,False
569,639,七堵區,房地(土地+建物)+車位,基隆市七堵區綠葉街30巷12號6樓,166.51,其他,山坡地保育區,丙種建築用地,1010711,土地1建物1車位2,六層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1010120,422.15999999999997,8,4,4,有,有,20439000,56267,坡道平面,90.9,1800000,,RPTOMLPJJIHFFCC47CA,206.7,20.7,18.98,有,,0.0,101,False
570,640,中正區,房地(土地+建物),基隆市中正區新豐街476號之3　7樓,11.88,住,,,1010830,土地3建物1車位0,七層,十八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0861121,61.37,1,1,1,有,有,2150000,35034,,0.0,0,,RPRNMLSLRHHFFBC28CA,42.35,0.0,4.23,無,,15.0,101,False
571,641,安樂區,房地(土地+建物),基隆市安樂區武嶺街307號7樓之7,6.67,住,,,1010916,土地1建物1車位0,七層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850118,30.89,1,1,1,有,無,800000,25900,,0.0,0,,RPPNMLQJIIHFFCC96CA,22.56,0.0,2.97,無,,16.0,101,False
572,642,暖暖區,房地(土地+建物)+車位,基隆市暖暖區碇內街139號8樓,28.16,住,,,1010905,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980624,159.19,3,2,2,有,無,5800000,36435,坡道平面,28.62,0,,RPRNMLOJIIHFFCC96CA,84.82,0.0,10.74,有,,3.0,101,False
573,643,中山區,房地(土地+建物),基隆市中山區復興路259巷30之2號3樓,21.08,住,,,1010911,土地3建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830930,80.55,3,2,2,有,無,1500000,18621,,0.0,0,,RPOOMLOJIIHFFCC76CA,65.52,0.0,6.81,無,,18.0,101,False
574,644,安樂區,房地(土地+建物),基隆市安樂區安和一街4巷16之3號,27.7,住,,,1010916,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0690308,82.29,3,1,1,有,無,2930000,35606,,0.0,0,,RPPOMLMJIIHFFCC66CA,71.96,0.0,10.33,無,,32.0,101,False
575,645,安樂區,房地(土地+建物)+車位,基隆市安樂區崇德路10巷55號4樓,59.59,住,,,1010825,土地2建物2車位2,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0861202,274.34999999999997,5,2,4,有,無,5600000,20412,坡道平面,0.0,0,,RPTNMLNJIIHFFCC07CA,169.28,0.0,19.61,有,,15.0,101,False
576,646,安樂區,房地(土地+建物),基隆市安樂區基金一路112巷110弄14之7號4樓,17.73,住,,,1010916,土地4建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851126,121.52000000000001,3,2,2,有,有,3300000,27157,,0.0,0,,RPQNMLSLRHHFFCC28CA,93.86,0.66,13.02,有,,16.0,101,False
577,647,七堵區,房地(土地+建物),基隆市七堵區東新街73巷64弄5號2樓,19.44,住,,,1010911,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0810904,61.510000000000005,2,1,1,有,無,2610000,42430,,0.0,0,,RPTNMLTJIIHFFCC67CA,53.64,0.0,5.35,無,,20.0,101,False
578,648,暖暖區,房地(土地+建物),基隆市暖暖區源遠路276之2號6樓,13.94,住,,,1010907,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830511,75.65,2,1,1,有,有,1800000,23794,,0.0,0,,RPQQMLRKIIHFFCC57CA,58.3,1.61,8.04,有,,18.0,101,False
579,649,安樂區,房地(土地+建物),基隆市安樂區基金三路46巷24號5樓,15.0,住,,,1010907,土地2建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840701,91.53,3,1,1,有,有,1500000,16388,,0.0,0,,RPTPMLRKIIHFFCC77CA,61.11,0.0,10.5,有,,17.0,101,False
580,650,安樂區,房地(土地+建物),基隆市安樂區樂利二街62巷622號3樓,30.88,住,,,1010717,土地1建物1車位0,三層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1001013,119.96,3,2,2,有,有,5700000,47515,,0.0,0,,RPXOMLSKIIHFFCC18CA,75.53,5.48,7.93,有,,1.0,101,False
581,651,安樂區,房地(土地+建物),基隆市安樂區樂利二街62巷365號3樓,28.58,住,,,1010903,土地1建物1車位0,三層，四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960102,135.25,4,1,3,有,有,5500000,40666,,0.0,0,,RPOOMLTJIIHFFCC27CA,83.96,0.0,13.16,有,,5.0,101,False
582,652,安樂區,房地(土地+建物),基隆市安樂區樂利二街62巷610號,23.03,住,,,1010816,土地1建物1車位0,一層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1001013,89.62,2,2,2,有,有,4150000,46307,,0.0,0,,RPQOMLSKIIHFFCC47CA,56.14,2.37,8.39,有,,1.0,101,False
583,653,安樂區,房地(土地+建物)+車位,基隆市安樂區樂利二街62巷588號,47.11,住,,,1010611,土地1建物1車位1,一層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1001013,183.02,4,2,2,有,有,9000000,47042,坡道平面,12.96,1000000,,RPROMLSKIIHFFCC57CA,106.25,4.64,17.97,有,,1.0,101,False
584,654,安樂區,房地(土地+建物)+車位,基隆市安樂區樂利二街62巷570號,44.7,住,,,1010817,土地1建物1車位1,一層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1001013,173.5,4,2,2,有,有,8250000,45105,坡道平面,14.98,1100000,,RPSOMLSKIIHFFCC67CA,102.99,5.71,12.31,有,,1.0,101,False
585,655,中正區,房地(土地+建物),基隆市中正區中正路512號5樓,20.0,商,,,1010912,土地1建物1車位0,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840227,182.87,0,0,0,無,無,4000000,21874,,0.0,0,,RPSNMLMJIIHFFBC76CA,152.09,0.0,8.23,有,,17.0,101,False
586,656,信義區,房地(土地+建物)+車位,基隆市信義區正信路227巷21弄34號6樓,35.78,住,,,1010830,土地6建物1車位1,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860607,163.63,4,2,2,有,有,3900000,23834,坡道平面,0.0,0,,RPQNMLLJIIHFFBC09CA,93.5,0.0,10.91,有,,15.0,101,False
587,657,中正區,房地(土地+建物)+車位,基隆市中正區正榮街28之6號5樓,52.24,住,,,1010618,土地3建物2車位2,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830617,383.73,5,2,3,有,無,11000000,28666,升降平面,102.91,0,,RPSNMLOJIIHFFBC96CA,198.31,1.38,32.68,有,,18.0,101,False
588,658,中正區,房地(土地+建物),基隆市中正區新豐街303巷13弄14號,30.64,住,,,1010830,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0851119,115.78999999999999,4,2,2,有,無,3020000,26081,,0.0,0,,RPUNMLOJIIHFFBC17CA,80.89,8.41,0.0,無,,16.0,101,False
589,659,信義區,房地(土地+建物)+車位,基隆市信義區深溪路55巷36號6樓之1,50.94,住,,,1010824,土地1建物2車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880122,239.66000000000003,5,3,3,有,有,7000000,29208,坡道平面,0.0,0,,RPWNMLNJIIHFFBC27CA,144.09,0.0,15.12,有,,13.0,101,False
590,660,信義區,房地(土地+建物)+車位,基隆市信義區深溪路55巷36號6樓之3,26.65,住,,,1010824,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880122,136.35,5,3,3,有,有,7000000,51338,坡道平面,0.0,0,,RPXNMLNJIIHFFBC37CA,72.06,0.0,7.47,有,,13.0,101,False
591,661,信義區,房地(土地+建物),基隆市信義區東信路35巷83號,59.0,住,,,1010907,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0560101,82.84,2,2,2,有,無,2650000,31989,,0.0,0,,RPWNMLSJIIHFFBC77CA,82.84,0.0,0.0,無,,45.0,101,False
592,662,中正區,房地(土地+建物),基隆市中正區中正路788巷23號,129.0,住,,,1010813,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0640121,118.18,3,2,2,有,無,1900000,16077,,0.0,0,,RPWNMLMKIIHFFBC27CA,118.18,0.0,0.0,無,,37.0,101,False
593,663,仁愛區,房地(土地+建物),基隆市仁愛區仁一路257號二十三樓之三,3.22,商,,,1010903,土地2建物1車位0,二十三層,三十一層,套房(1房1廳1衛),住家用,鋼骨鋼筋混凝土造,0970204,58.379999999999995,1,1,1,有,有,4130000,70738,,0.0,0,,RPOOMLSKIIHFFBC17CA,34.01,0.0,7.15,無,,4.0,101,False
594,664,安樂區,房地(土地+建物),基隆市安樂區樂利三街38巷76之1號,45.13,住,,,1010918,土地3建物2車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690611,86.98,4,2,2,有,無,1800000,20694,,0.0,0,,RPPNMLMLIIHFFCC96EA,86.98,0.0,0.0,無,,32.0,101,False
595,665,安樂區,房地(土地+建物),基隆市安樂區基金一路135巷21弄79號7樓,27.71,住,,,1010825,土地33建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820902,116.11,3,2,2,有,有,4200000,36173,,0.0,0,,RPWNMLLKIIHFFCC37DA,93.08,0.0,8.53,有,,19.0,101,False
