,index,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,屋齡,交易年份,修正地址,floor,total_floor,lon,lat
0,1,信義區,房地(土地+建物),基隆市信義區深澳坑路2之5號11樓之7,6.93,住,,,1081025,土地4建物1車位0,十一層,十六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850426,40.28,1,0,1,有,有,1450000,35998,,0.0,0,,RPWNMLLKJIOFFBC97CA,26.8,0.0,3.72,無,,23.0,108,False,11,16,121.77335749999999,25.1365647
1,2,仁愛區,房地(土地+建物),基隆市仁愛區仁一路95巷22號,21.2,住,,,1081028,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691113,54.99,3,1,1,有,無,3150000,57283,,0.0,0,含增建或未登記建物。；,RPPNMLMKJIOFFBC37CA,54.99,0.0,0.0,無,,39.0,108,False,1,5,121.75345600000001,25.127175999999995
2,3,信義區,房地(土地+建物),基隆市信義區信二路74巷14號,67.0,住,,,1080920,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0590127,63.26,2,1,2,有,無,2200000,34777,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPSNMLNKJIOFFBC77CA,63.26,0.0,0.0,無,,49.0,108,False,1,2,121.756729,25.130647099999997
3,4,信義區,房地(土地+建物),基隆市信義區深澳坑路172巷87之5號2樓,25.37,住,,,1081018,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0870610,99.08,3,2,2,有,無,2900000,29269,,0.0,0,,RPUNMLPKJIOFFBC18CA,72.2,0.0,10.02,無,,21.0,108,False,2,5,121.78611169999998,25.124759999999995
4,5,仁愛區,房地(土地+建物),基隆市仁愛區曲水街22巷3號,42.0,住,,,1080927,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0561101,67.0,2,3,1,有,無,3450000,51493,,0.0,0,含增建或未登記建物。,RPQNMLTKJIOFFBC18CA,67.0,0.0,0.0,無,,52.0,108,False,1,2,121.7433834,25.1191891
5,6,信義區,房地(土地+建物),基隆市信義區深溪路38巷5之1號三樓,29.26,住,,,1081019,土地1建物1車位0,三層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1061109,99.38999999999999,3,1,1,有,有,6000000,60368,,0.0,0,,RPQNMLMLJIOFFBC57CA,59.07,2.03,4.86,有,,2.0,108,False,3,10,121.78262830000001,25.1321846
6,7,仁愛區,房地(土地+建物),基隆市仁愛區忠三路10號,115.0,商,,,1081015,土地7建物7車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810907,742.18,6,3,10,有,無,37500000,50526,,0.0,0,1樓開放空間+1衛；2樓2房1廳2衛；3樓2房1廳2衛；4樓2房1廳2衛；5樓開放空間+1衛；6樓開放空間+1衛；7樓開放空間+1衛,RPSNMLQLJIOFFBC18CA,592.66,15.31,21.18,有,,27.0,108,False,2,7,121.7403521,25.1288861
7,8,信義區,房地(土地+建物),基隆市信義區孝東路120之3號四樓,18.8,住,,,1080924,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061018,137.83,3,2,2,有,有,7900000,57317,,0.0,0,土地及建物分次登記案件。前案土地登記收件字號：；,RPWNMLNJKIOFFBC18CA,83.18,1.09,11.29,有,,2.0,108,False,4,15,121.7803128,25.1283854
8,9,信義區,房地(土地+建物)+車位,基隆市信義區孝東路120號十三樓,14.24,住,,,1081008,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061018,133.42000000000002,2,1,1,有,有,8260000,69563,坡道平面,31.21,1150000,土地及建物分次登記案件。前案土地登記收件字號：；,RPXNMLNJKIOFFBC28CA,62.87,0.0,7.83,有,,2.0,108,False,13,15,121.7803128,25.1283854
9,10,信義區,房地(土地+建物),基隆市信義區孝東路118之1號二樓,13.96,住,,,1081012,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061018,102.91,2,1,1,有,有,6750000,65591,,0.0,0,土地及建物分次登記案件。前案土地登記收件字號：；,RPOOMLNJKIOFFBC47CA,62.87,0.0,7.83,有,,2.0,108,False,2,15,121.7802939,25.128386499999998
10,11,信義區,房地(土地+建物)+車位,基隆市信義區孝東路116之3號四樓,19.09,住,,,1081006,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061018,175.46,3,2,2,有,有,9200000,57348,坡道平面,35.96,1200000,土地及建物分次登記案件。前案土地登記收件字號：；,RPPOMLNJKIOFFBC57CA,83.18,1.09,11.29,有,,2.0,108,False,4,15,121.780275,25.128387699999998
11,12,信義區,房地(土地+建物),基隆市信義區孝東路116之2號二樓,14.24,住,,,1081008,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061018,105.21,2,1,1,有,有,6050000,57504,,0.0,0,土地及建物分次登記案件。前案土地登記收件字號：；,RPQOMLNJKIOFFBC67CA,60.29,0.0,11.28,有,,2.0,108,False,2,15,121.780275,25.128387699999998
12,13,信義區,房地(土地+建物),基隆市信義區孝東路116號九樓,13.96,住,,,1080902,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061018,103.44,2,1,1,有,有,6200000,59938,,0.0,0,土地及建物分次登記案件。前案土地登記收件字號：；,RPROMLNJKIOFFBC77CA,62.87,0.0,7.83,有,,2.0,108,False,9,15,121.780275,25.128387699999998
13,14,信義區,房地(土地+建物)+車位,基隆市信義區孝東路106之1號三樓,23.93,住,,,1081011,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061018,196.89,3,2,2,有,有,10050000,55925,坡道平面,35.96,1050000,土地及建物分次登記案件。前案土地登記收件字號：；,RPSOMLNJKIOFFBC87CA,106.57,0.0,11.58,有,,2.0,108,False,3,15,121.77963019999999,25.1284389
14,15,信義區,房地(土地+建物)+車位,基隆市信義區孝東路128之2號十樓,19.09,住,,,1081013,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061018,172.11,3,2,2,有,有,10180000,64088,坡道平面,31.21,1150000,土地及建物分次登記案件。前案土地登記收件字號：；,RPTOMLNJKIOFFBC97CA,83.18,1.09,11.29,有,,2.0,108,False,10,15,121.7803885,25.128380699999997
15,16,信義區,房地(土地+建物)+車位,基隆市信義區孝東路106號七樓,26.78,住,,,1081018,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061018,217.12,3,2,2,有,有,12530000,62541,坡道平面,35.96,1200000,土地及建物分次登記案件。前案土地登記收件字號：；,RPUOMLNJKIOFFBC08CA,119.51,1.16,12.66,有,,2.0,108,False,7,15,121.77963019999999,25.1284389
16,17,信義區,房地(土地+建物),基隆市信義區義六路34巷4號2~3樓,56.67,住,,,1080925,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0580306,132.8,7,0,7,有,無,8000000,60241,,0.0,0,,RPRPMLNJKIOFFBC87CA,132.8,0.0,0.0,無,,50.0,108,False,2,3,121.7516912,25.1313216
17,18,安樂區,房地(土地+建物),基隆市安樂區樂利三街8巷35號4樓,27.51,其他,,,1081016,土地4建物1車位0,四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840504,163.87,4,2,2,有,有,7100000,43327,,0.0,0,,RPRNMLMKJIOFFCC67CA,121.55,2.98,13.13,有,,24.0,108,False,4,17,121.7186366,25.1298691
18,19,安樂區,房地(土地+建物),基隆市安樂區武聖街152號2樓,24.0,住,,,1081024,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790523,96.74,3,2,1,有,無,2800000,28944,,0.0,0,,RPTNMLMKJIOFFCC87CA,86.04,0.0,4.4,無,,29.0,108,False,2,5,121.69748440000001,25.159756599999998
19,20,安樂區,房地(土地+建物),基隆市安樂區中平街58號,75.0,住,,,1081016,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0630305,71.38,3,2,2,有,無,2000000,28019,,0.0,0,含增建或未登記建物。；,RPUNMLMKJIOFFCC97CA,71.38,0.0,0.0,無,,45.0,108,False,1,2,121.72351180000001,25.1424533
20,21,安樂區,房地(土地+建物)+車位,基隆市安樂區麥金路295號16樓,27.32,住,,,1080916,土地3建物1車位2,十六層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050124,239.59,4,2,2,有,有,17600000,73459,坡道平面,0.0,0,,RPXNMLNKJIOFFCC38CA,113.74,2.29,30.53,有,,3.0,108,False,16,18,121.7208373,25.1226435
21,22,暖暖區,房地(土地+建物),基隆市暖暖區東勢街20之3號,29.93,住,,,1080929,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691209,80.77,3,2,2,有,無,2900000,35904,,0.0,0,,RPTNMLOKJIOFFCC08CA,80.77,0.0,0.0,無,,39.0,108,False,4,4,121.73889279999999,25.0944876
22,23,安樂區,房地(土地+建物),基隆市安樂區新西街106之2號3樓,35.82,住,,,1081001,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1010220,163.5,4,2,2,有,有,9500000,58104,,0.0,0,,RPVOMLOKJIOFFCC38CA,114.04,11.35,8.52,有,,7.0,108,False,3,7,121.72724500000001,25.139635999999996
23,24,暖暖區,房地(土地+建物),基隆市暖暖區暖暖街530巷76號5樓,28.46,住,,,1080929,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0811120,81.62,3,2,1,有,無,3000000,36756,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPUNMLNKJIOFFCC08CA,71.45,1.44,7.55,無,,27.0,108,False,5,5,121.73667739999999,25.0920173
24,25,暖暖區,房地(土地+建物),基隆市暖暖區源遠路193巷12之2號,27.99,住,,,1080528,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690428,75.4,3,2,1,有,無,2500000,33156,,0.0,0,含增建或未登記建物。,RPQOMLKLJIOFFCC57CA,0.0,0.0,0.0,無,,39.0,108,False,3,4,121.75163029999999,25.098746499999997
25,26,安樂區,房地(土地+建物),基隆市安樂區麥金路233號22樓,6.83,住,,,1081014,土地3建物1車位0,二十二層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050124,70.29,2,1,1,有,有,5700000,81093,,0.0,0,,RPRNMLPLJIOFFCC08CA,36.86,1.89,10.81,有,,3.0,108,False,22,22,121.7211217,25.122412699999998
26,28,信義區,房地(土地+建物),基隆市信義區深澳坑路168巷52弄14號2樓,20.67,住,,,1080926,土地1建物1車位0,二層，夾層,四層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0840610,70.36,2,2,2,有,無,1900000,27004,,0.0,0,,RPUNMLMKJIOFFBC97DA,59.69,0.0,4.89,無,,24.0,108,False,2,4,121.78461469999999,25.1245013
27,29,中正區,房地(土地+建物),基隆市中正區觀海街71號7樓,25.72,住,,,1080926,土地2建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,130.12,4,2,2,有,有,4450000,34199,,0.0,0,,RPQOMLKLJIOFFBC57DA,88.83,0.0,12.71,有,,20.0,108,False,7,15,121.7939904,25.138344099999998
28,30,仁愛區,建物,基隆市仁愛區愛二路1之1號,0.0,,,,1081002,土地0建物1車位0,全,一層,透天厝,,,0350101,82.97,4,3,3,有,無,11000000,132578,,0.0,0,稅費買賣雙方各1/2可做店面使用,RPVNMLPKJIOFFBC38DA,82.97,0.0,0.0,無,,73.0,108,False,1,1,121.742049,25.128694199999998
29,31,七堵區,房地(土地+建物),基隆市七堵區百二街36號5樓,42.88,住,,,1080922,土地1建物1車位0,五層，見其他登記事項,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0930503,138.89,4,2,2,有,無,7000000,50400,,0.0,0,,RPSNMLMKJIOFFCC97EA,108.22,2.44,9.5,無,,15.0,108,False,5,5,121.696515,25.0806686
30,32,安樂區,房地(土地+建物),基隆市安樂區中和路168巷15弄15號,18.72,住,,,1080930,土地4建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840117,72.0,2,1,1,有,無,2500000,34727,,0.0,0,,RPOPMLOKJIOFFCC97EA,53.36,7.73,0.04,無,,24.0,108,False,1,5,121.71352909999999,25.150863299999997
31,33,安樂區,房地(土地+建物),基隆市安樂區中和路168巷15弄7號,41.48,住,,,1080926,土地4建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840117,159.97,2,2,1,有,無,4200000,26257,,0.0,0,,RPPPMLOKJIOFFCC08EA,56.67,91.11,0.04,無,,24.0,108,False,1,5,121.7135773,25.1508033
32,34,安樂區,房地(土地+建物)+車位,基隆市安樂區武崙街161號七樓,48.22,住,,,1080622,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1071009,172.98000000000002,3,2,2,有,有,10350000,69642,坡道平面,35.85,800000,,RPXNMLPLJIOFFCC68CA,72.86,4.46,11.94,有,,1.0,108,False,7,7,121.7068997,25.140814799999998
33,35,七堵區,房地(土地+建物),基隆市七堵區長安街233巷12號,34.98,住,,,1081022,土地1建物1車位0,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850429,128.67,3,2,2,有,無,5150000,40025,,0.0,0,,RPXOMLTKJIOFFCC09CA,110.76,10.62,0.0,有,,23.0,108,False,1,5,121.69709669999999,25.076107099999998
34,36,暖暖區,房地(土地+建物)+車位,基隆市暖暖區東碇路314號2樓,16.59,住,,,1080914,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860623,114.34,3,2,2,有,有,4950000,43292,坡道機械,0.0,0,,RPSNMLLLJIOFFCC77CA,66.24,1.58,8.44,有,,22.0,108,False,2,7,121.7490945,25.0950956
35,37,安樂區,房地(土地+建物)+車位,基隆市安樂區麥金路251號5樓,17.15,住,,,1081016,土地3建物1車位1,五層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050124,155.75,3,2,2,有,有,12400000,79615,坡道平面,0.0,0,,RPXOMLOKJIOFFCC58CA,85.26,3.85,9.52,有,,3.0,108,False,5,18,121.72113859999999,25.1224834
36,38,安樂區,房地(土地+建物)+車位,基隆市安樂區樂利三街367號5樓,80.29,住,,,1081004,土地1建物1車位2,五層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080723,247.07,0,0,0,無,無,16350000,74635,坡道平面,54.8,2000000,,RPOOMLNKJIOFFCC57CA,114.21,3.1,12.58,有,,0.0,108,False,5,12,121.71759519999999,25.1270919
37,39,安樂區,房地(土地+建物)+車位,基隆市安樂區樂利三街367號4樓,80.29,住,,,1081001,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080723,219.67,0,0,0,無,無,15830000,75571,坡道平面,27.4,1300000,,RPPOMLNKJIOFFCC67CA,114.21,3.1,12.58,有,,0.0,108,False,4,12,121.71759519999999,25.1270919
38,40,七堵區,房地(土地+建物),基隆市七堵區泰安路23之43號,33.36,住,,,1081014,土地4建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680417,68.1,5,2,2,有,無,2450000,35977,,0.0,0,含增建或未登記建物。；,RPOOMLMKJIOFFCC47CA,68.1,0.0,0.0,無,,40.0,108,False,4,4,121.7083577,25.0884125
39,41,暖暖區,房地(土地+建物),基隆市暖暖區東勢街8之14號,28.11,住,,,1081005,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691209,74.63,4,2,2,有,無,2800000,37518,,0.0,0,,RPTNMLNKJIOFFCC97CA,74.63,0.0,0.0,無,,39.0,108,False,2,4,121.73866539999999,25.0951149
40,42,信義區,房地(土地+建物)+車位,基隆市信義區深溪路38巷6之3號,45.87,住,,,1081019,土地1建物1車位1,一層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1061109,174.32,3,2,2,有,有,10200000,58513,坡道平面,24.17,0,,RPWNMLRLJIOFFBC68CA,91.43,0.0,8.31,有,,2.0,108,False,1,10,121.78262830000001,25.1321846
41,43,信義區,房地(土地+建物),基隆市信義區東信路154巷23號2樓,33.48,住,,,1080914,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770706,132.32,3,2,2,有,無,6600000,49879,,0.0,0,,RPPOMLKLJIOFFBC37CA,115.6,0.0,14.66,無,,31.0,108,False,2,5,121.76532200000001,25.127848499999995
42,44,中正區,房地(土地+建物),基隆市中正區調和街19之1號5樓,17.65,住,,,1080923,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760323,101.55,4,2,2,有,無,2900000,28557,,0.0,0,,RPTNMLNKJIOFFBC87CA,88.8,0.0,12.75,無,,32.0,108,False,5,5,121.7965513,25.137693199999998
43,45,信義區,房地(土地+建物),基隆市信義區東明路77巷192號3樓,27.08,住,,,1081003,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790601,99.4,3,2,1,有,無,3500000,35211,,0.0,0,,RPUNMLNKJIOFFBC97CA,85.16,0.0,6.73,無,,29.0,108,False,3,5,121.7609475,25.126618900000004
44,46,中正區,房地(土地+建物),基隆市中正區調和街21號3樓,24.89,住,,,1081029,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760323,91.12,3,2,2,有,無,2000000,21949,,0.0,0,親友、員工或其他特殊關係間之交易。；含增建或未登記建物。；,RPQNMLOKJIOFFBC67CA,78.69,0.0,12.43,無,,32.0,108,False,3,5,121.7965502,25.137586100000004
45,47,信義區,房地(土地+建物)+車位,基隆市信義區深澳坑路2巷4號7樓　,19.94,住,,,1081019,土地4建物1車位1,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850426,131.85,3,2,2,有,有,4200000,31854,坡道平面,0.0,0,,RPUOMLOKJIOFFBC18CA,73.37,0.83,13.44,有,,23.0,108,False,7,16,121.7709796,25.1366308
46,48,中正區,房地(土地+建物),基隆市中正區和平街27號二樓,19.4,住,,,1081027,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741213,70.38,3,2,1,有,無,1880000,26712,,0.0,0,含增建或未登記建物。,RPRNMLSKJIOFFBC18CA,59.41,0.0,5.79,無,,34.0,108,False,2,5,121.7683121,25.155833899999998
47,49,仁愛區,房地(土地+建物),基隆市仁愛區劉銘傳路104巷60之2號,18.43,住,,,1080924,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710508,80.05,3,2,1,有,無,2800000,34978,,0.0,0,,RPPNMLLLJIOFFBC37CA,80.05,0.0,0.0,無,,37.0,108,False,3,5,121.74940570000001,25.125132699999998
48,50,信義區,房地(土地+建物)+車位,基隆市信義區深澳坑路6巷280號3樓,46.5,住,,,1081006,土地1建物1車位1,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0881006,166.24,3,2,2,有,無,4100000,24663,坡道平面,54.18,0,,RPSNMLPLJIOFFBC08CA,100.43,0.0,7.23,無,,20.0,108,False,3,5,121.77566069999997,25.133253200000002
49,51,信義區,房地(土地+建物),基隆市信義區正信路151巷17號,72.5,住,,,1080926,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0601129,79.94,2,2,1,有,無,2800000,35026,,0.0,0,含增建或未登記建物。；,RPOOMLRLJIOFFBC97CA,75.35,0.0,0.0,無,,48.0,108,False,1,4,121.75802180000001,25.1305776
50,52,信義區,房地(土地+建物),基隆市信義區信二路224巷7之6號,39.0,住,,,1081005,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,0670609,113.09,4,2,2,有,無,4200000,37139,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPOPMLNJKIOFFBC57CA,113.09,0.0,0.0,無,,41.0,108,False,4,5,121.75218210000001,25.130182
51,53,暖暖區,房地(土地+建物)+車位,基隆市暖暖區暖碇路38巷92號6樓,54.77,住,,,1081017,土地2建物1車位1,六層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0980716,171.31,3,2,2,有,有,7550000,44072,坡道平面,0.0,0,,RPQOMLNKJIOFFCC77CA,101.78,0.0,10.17,有,,10.0,108,False,6,11,121.7519284,25.0968762
52,54,安樂區,房地(土地+建物)+車位,基隆市安樂區麥金路317號9樓,14.05,住,,,1081015,土地3建物1車位1,九層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050124,123.86000000000001,3,2,2,有,有,9750000,78712,坡道平面,0.0,0,,RPPNMLPKJIOFFCC77CA,63.08,4.08,8.99,有,,3.0,108,False,9,18,121.7203029,25.123101499999997
53,55,七堵區,房地(土地+建物),基隆市七堵區工建路122號6樓,13.67,商,,,1081014,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861202,121.22,3,2,2,有,有,5300000,43722,,0.0,0,,RPPNMLKLJIOFFCC37CA,80.78,4.04,9.42,有,,22.0,108,False,6,12,121.7013692,25.090849299999995
54,56,七堵區,房地(土地+建物),基隆市七堵區福二街292號7樓,19.81,住,,,1081019,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060124,93.27,2,2,1,有,有,7300000,78267,,0.0,0,,RPWNMLNKJIOFFCC28CA,53.12,4.34,7.04,有,,2.0,108,False,7,15,121.69599849999997,25.085696000000002
55,57,安樂區,房地(土地+建物),基隆市安樂區安一路100巷293之4號,20.0,住,,,1081020,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720331,33.95,3,2,1,有,無,1400000,41237,,0.0,0,含增建或未登記建物。；,RPPOMLRLJIOFFCC18CA,23.86,4.79,5.3,無,,36.0,108,False,5,5,121.7330815,25.1327814
56,58,七堵區,房地(土地+建物),基隆市七堵區百三街116之4號,24.34,住,,,1081012,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691217,86.82,3,2,1,有,無,3000000,34554,,0.0,0,,RPPNMLNJKIOFFCC57CA,86.82,0.0,0.0,無,,39.0,108,False,5,5,121.69806299999999,25.0818156
57,59,暖暖區,房地(土地+建物),基隆市暖暖區碇內街251號四樓,13.2,住,,,1081015,土地1建物1車位0,四層,六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840808,63.0,1,1,1,有,有,1765000,28016,,0.0,0,,RPQNMLQJKIOFFCC97CA,40.18,0.81,4.78,無,,24.0,108,False,4,6,121.75285840000001,25.090353999999994
58,61,仁愛區,建物,基隆市仁愛區南新街31巷1之2號,0.0,,,,1080917,土地0建物1車位0,,四層,公寓(5樓含以下無電梯),,,0600921,68.4,1,2,1,有,無,1150000,16813,,0.0,0,,RPUNMLTKJIOFFBC68DA,68.4,0.0,0.0,無,,48.0,108,False,1,4,121.7443517,25.124120299999998
59,62,信義區,房地(土地+建物)+車位,基隆市信義區正信路227巷23弄34號5樓,21.86,住,,,1081104,土地6建物1車位1,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860607,108.97,2,1,1,有,有,3200000,29366,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。；,RPUNMLMLJIOFFBC08DA,53.8,0.0,8.28,有,,22.0,108,False,5,6,121.76516779999999,25.1347344
61,64,暖暖區,房地(土地+建物),基隆市暖暖區暖中路207號2樓,59.0,住,,,1081031,土地1建物1車位0,二層,二層,公寓(5樓含以下無電梯),住家用,加強磚造,0600120,78.68,3,1,1,有,無,1700000,21607,,0.0,0,,RPQOMLKLJIOFFCC77EA,78.68,0.0,0.0,無,,48.0,108,False,2,2,121.737635,25.106554
62,65,暖暖區,房地(土地+建物),基隆市暖暖區碇內街189號,20.74,住,,,1081009,土地1建物1車位0,一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840808,97.72,3,2,2,有,有,5000000,51167,,0.0,0,受債權債務影響或債務抵償之交易。；前次買賣未成，將房屋返還,RPUNMLTKKIOFFCC98EA,62.49,8.54,0.0,有,,24.0,108,False,1,6,121.7545648,25.0921685
63,66,安樂區,房地(土地+建物)+車位,基隆市安樂區樂利二街62巷113號四樓,34.03,住,,,1080923,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841002,147.99,3,2,1,有,無,5500000,37165,坡道平面,0.0,0,,RPQNMLQKKIOFFCC08CA,80.42,1.83,9.91,有,,24.0,108,False,4,7,121.71656069999999,25.121051899999994
64,67,七堵區,房地(土地+建物)+車位,基隆市七堵區福一街181號10樓,41.03,住,,,1080908,土地1建物1車位1,十層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1030605,184.81,3,2,2,有,有,12350000,66822,坡道平面,0.0,0,另有機車停車位格2位置〈其中一位置須向管委會承租〉,RPQNMLSJKIOFFCC18CA,88.36,0.0,10.02,有,,5.0,108,False,10,10,121.69435779999999,25.085675700000003
65,68,暖暖區,房地(土地+建物),基隆市暖暖區暖中路37之11號,31.73,住,,,1081010,土地3建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701110,84.0,3,2,1,有,無,2450000,29167,,0.0,0,,RPRNMLSJKIOFFCC28CA,62.79,0.0,12.96,無,,38.0,108,False,2,4,121.7393046,25.105612099999995
66,69,安樂區,房地(土地+建物),基隆市安樂區新西街7巷6號,44.0,住,,,1080927,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0570125,69.84,3,2,2,有,無,1900000,27205,,0.0,0,,RPSNMLSJKIOFFCC38CA,69.84,0.0,0.0,無,,51.0,108,False,1,2,121.730565,25.137879799999997
67,70,安樂區,房地(土地+建物),基隆市安樂區樂利三街34巷10之2號,32.5,住,,,1080908,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,0671115,68.18,3,2,2,有,無,2800000,41068,,0.0,0,含增建或未登記建物。；,RPTNMLSJKIOFFCC48CA,68.18,0.0,0.0,無,,41.0,108,False,3,4,121.7129406,25.126640599999998
68,71,安樂區,房地(土地+建物),基隆市安樂區崇德路142號,66.0,住,,,1080908,土地2建物2車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710420,171.84,6,2,2,有,無,3000000,17458,,0.0,0,,RPPNMLOJKIOFFCC67CA,150.19,21.65,0.0,無,,37.0,108,False,1,4,121.7322348,25.1289528
