,index,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,屋齡,交易年份,修正地址,floor,total_floor,lon,lat
11,12,中正區,房地(土地+建物)+車位,基隆市中正區新豐街162巷109號三樓,69.88,住,,,1021006,土地6建物1車位1,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020905,265.45,3,1,2,有,有,9580000,36090,坡道平面,32.88,0,,RPWPMLNLJIIFFBC87CA,145.27,4.03,15.28,有,,0.0,102,False,3,6,121.78395539999998,25.139793800000003
12,13,中正區,房地(土地+建物)+車位,基隆市中正區新豐街162巷111號,60.64,住,,,1021006,土地6建物1車位1,一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020905,229.88,3,1,2,有,有,8800000,38281,坡道平面,32.88,0,,RPXPMLNLJIIFFBC97CA,131.84,0.0,6.38,有,,0.0,102,False,1,6,121.78395169999999,25.1397937
13,14,中正區,房地(土地+建物)+車位,基隆市中正區新豐街162巷111號三樓,69.88,住,,,1021006,土地6建物1車位1,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020905,265.45,3,1,2,有,有,9250000,34846,坡道平面,32.88,0,,RPOQMLNLJIIFFBC17CA,145.27,4.03,15.28,有,,0.0,102,False,3,6,121.78395169999999,25.1397937
14,15,中正區,房地(土地+建物)+車位,基隆市中正區新豐街162巷113號,60.64,住,,,1021006,土地6建物1車位1,一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020905,229.8,3,1,2,有,有,9390000,40863,坡道平面,32.88,0,,RPPQMLNLJIIFFBC27CA,131.84,0.0,6.38,有,,0.0,102,False,1,6,121.783948,25.139793599999997
15,16,中正區,房地(土地+建物)+車位,基隆市中正區新豐街162巷113號五樓,69.88,住,,,1021006,土地6建物1車位1,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020905,265.45,3,1,2,有,有,10290000,38764,坡道平面,32.88,0,,RPQQMLNLJIIFFBC37CA,145.27,4.03,15.28,有,,0.0,102,False,5,6,121.783948,25.139793599999997
16,17,中正區,房地(土地+建物)+車位,基隆市中正區新豐街162巷115號,55.6,住,,,1021006,土地6建物1車位1,一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020905,211.95,2,1,2,有,有,7950000,37511,坡道平面,32.88,0,,RPRQMLNLJIIFFBC47CA,118.33,0.0,5.13,有,,0.0,102,False,1,6,121.7839443,25.139793400000002
17,18,中正區,房地(土地+建物)+車位,基隆市中正區新豐街162巷115號三樓,64.0,住,,,1021006,土地6建物1車位1,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020905,242.88,2,1,2,有,有,8800000,36233,坡道平面,32.88,0,,RPSQMLNLJIIFFBC57CA,130.72,0.0,14.03,有,,0.0,102,False,3,6,121.7839443,25.139793400000002
18,19,中正區,房地(土地+建物)+車位,基隆市中正區新豐街162巷117號二樓,78.28,住,,,1021006,土地6建物1車位1,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020905,297.66,3,1,3,有,有,12800000,43002,坡道平面,32.88,0,,RPTQMLNLJIIFFBC67CA,0.0,0.0,0.0,有,,0.0,102,False,2,6,121.78394060000001,25.1397933
19,20,中正區,房地(土地+建物)+車位,基隆市中正區新豐街162巷117號三樓,78.28,住,,,1021006,土地6建物1車位1,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020905,297.65999999999997,3,1,3,有,有,12800000,43002,坡道平面,32.88,0,,RPPNMLOLJIIFFBC07CA,161.22,2.51,26.96,有,,0.0,102,False,3,6,121.78394060000001,25.1397933
20,21,中正區,房地(土地+建物)+車位,基隆市中正區新豐街162巷117號四樓,78.28,住,,,1021006,土地6建物1車位1,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020905,297.65999999999997,3,1,3,有,有,12900000,43338,坡道平面,32.88,0,,RPQNMLOLJIIFFBC17CA,161.22,2.51,26.96,有,,0.0,102,False,4,6,121.78394060000001,25.1397933
21,22,中正區,房地(土地+建物)+車位,基隆市中正區新豐街162巷119號二樓,69.88,住,,,1021006,土地6建物1車位1,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020905,265.45,3,1,2,有,有,10000000,37672,坡道平面,32.88,0,,RPRNMLOLJIIFFBC27CA,145.27,4.03,15.28,有,,0.0,102,False,2,6,121.7839369,25.1397932
22,23,信義區,房地(土地+建物),基隆市信義區深澳坑路228之9號4樓,37.45,住,,,1021016,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0860111,138.97,3,2,2,有,有,2700000,19429,,0.0,0,,RPRPMLOLJIIFFBC47CA,75.22,0.0,11.02,無,,16.0,102,False,4,5,121.78909320000001,25.1245077
23,24,中山區,房地(土地+建物),基隆市中山區復興路20之3號,16.87,住,,,1021001,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690723,55.67,2,2,1,有,無,1620000,29100,,0.0,0,,RPPNMLMJJIIFFCC76CA,55.67,0.0,0.0,無,,33.0,102,False,4,5,121.72729000000001,25.1412909
24,25,七堵區,房地(土地+建物),基隆市七堵區明德一路219之4號,20.0,商,,,1021017,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,0660705,75.62,4,2,3,有,無,2850000,37688,,0.0,0,含增建或未登記建物。,RPROMLRJJIIFFCC57CA,75.62,0.0,0.0,無,,36.0,102,False,5,5,121.71145999999999,25.096492
25,26,暖暖區,房地(土地+建物)+車位,基隆市暖暖區碇內街188之9號6樓,17.94,商,,,1021002,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020911,179.77,4,2,2,有,有,6290000,34989,坡道平面,0.0,0,,RPVRMLNKJIIFFCC97CA,100.72,1.15,10.61,有,,0.0,102,False,6,14,121.75424419999999,25.0920465
26,27,暖暖區,房地(土地+建物)+車位,基隆市暖暖區碇內街188之9號9樓,18.12,商,,,1021002,土地1建物1車位2,九層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020911,194.94,4,2,2,有,有,6310000,32369,坡道機械,0.0,0,,RPWRMLNKJIIFFCC08CA,100.72,1.15,10.61,有,,0.0,102,False,9,14,121.75424419999999,25.0920465
27,28,暖暖區,房地(土地+建物)+車位,基隆市暖暖區碇內街188之8號6樓,15.86,商,,,1021002,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020911,158.1,3,2,2,有,有,5400000,34156,坡道平面,0.0,0,,RPXRMLNKJIIFFCC18CA,88.73,0.0,8.27,有,,0.0,102,False,6,14,121.75424419999999,25.0920465
28,29,暖暖區,房地(土地+建物)+車位,基隆市暖暖區碇內街188之7號11樓,16.99,商,,,1021002,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020911,173.41,4,2,2,有,有,6350000,36618,坡道平面,0.0,0,,RPOSMLNKJIIFFCC37CA,94.87,1.15,10.42,有,,0.0,102,False,11,14,121.75424419999999,25.0920465
29,30,暖暖區,房地(土地+建物)+車位,基隆市暖暖區碇內街188之6號6樓,14.92,商,,,1021002,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020911,152.45,3,2,2,有,有,5250000,34438,坡道平面,0.0,0,,RPPSMLNKJIIFFCC47CA,83.51,0.0,8.15,有,,0.0,102,False,6,14,121.75424419999999,25.0920465
30,31,暖暖區,房地(土地+建物),基隆市暖暖區碇內街188之6號8樓,14.73,商,,,1021002,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020911,121.67999999999999,3,2,2,有,有,4590000,37722,,0.0,0,,RPQSMLNKJIIFFCC57CA,83.51,0.0,8.15,有,,0.0,102,False,8,14,121.75424419999999,25.0920465
31,32,暖暖區,房地(土地+建物)+車位,基隆市暖暖區碇內街188之6號9樓,15.1,商,,,1021002,土地1建物1車位2,九層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020911,169.72,3,2,2,有,有,5380000,31699,坡道機械,0.0,0,,RPRSMLNKJIIFFCC67CA,83.51,0.0,8.15,有,,0.0,102,False,9,14,121.75424419999999,25.0920465
32,33,暖暖區,房地(土地+建物)+車位,基隆市暖暖區碇內街188之3號5樓,16.24,商,,,1021002,土地1建物1車位2,五層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020911,181.39999999999998,3,2,2,有,有,5900000,32525,坡道機械,0.0,0,,RPSSMLNKJIIFFCC77CA,89.73,1.84,9.84,有,,0.0,102,False,5,14,121.75424419999999,25.0920465
33,34,暖暖區,房地(土地+建物),基隆市暖暖區碇內街188之2號4樓,11.52,商,,,1021002,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020911,96.89,3,2,1,有,有,3500000,36123,,0.0,0,,RPTSMLNKJIIFFCC87CA,65.58,0.0,9.78,有,,0.0,102,False,4,14,121.75424419999999,25.0920465
34,35,暖暖區,房地(土地+建物),基隆市暖暖區碇內街188之2號5樓,11.52,商,,,1021002,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020911,96.89,3,2,1,有,有,3600000,37156,,0.0,0,,RPUSMLNKJIIFFCC97CA,65.58,0.0,9.78,有,,0.0,102,False,5,14,121.75424419999999,25.0920465
35,36,暖暖區,房地(土地+建物),基隆市暖暖區碇內街188之2號8樓,11.52,商,,,1021002,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020911,96.89,3,2,1,有,有,3800000,39220,,0.0,0,,RPVSMLNKJIIFFCC08CA,65.58,0.0,9.78,有,,0.0,102,False,8,14,121.75424419999999,25.0920465
36,37,暖暖區,房地(土地+建物)+車位,基隆市暖暖區碇內街188之2號10樓,11.71,商,,,1021002,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020911,127.66,3,2,1,有,有,4320000,33840,坡道平面,0.0,0,,RPWSMLNKJIIFFCC18CA,65.58,0.0,9.78,有,,0.0,102,False,10,14,121.75424419999999,25.0920465
37,38,暖暖區,房地(土地+建物),基隆市暖暖區碇內街188之2號13樓,11.52,商,,,1021002,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020911,96.89,3,2,1,有,有,3900000,40252,,0.0,0,,RPXSMLNKJIIFFCC28CA,65.58,0.0,9.78,有,,0.0,102,False,13,14,121.75424419999999,25.0920465
38,39,暖暖區,房地(土地+建物)+車位,基隆市暖暖區碇內街188之1號5樓,13.97,商,,,1021002,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020911,141.87,3,2,2,有,有,4750000,33481,坡道平面,0.0,0,,RPOTMLNKJIIFFCC47CA,77.6,0.92,7.05,有,,0.0,102,False,5,14,121.75424419999999,25.0920465
39,40,暖暖區,房地(土地+建物)+車位,基隆市暖暖區碇內街188之1號7樓,13.97,商,,,1021002,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020911,143.95999999999998,3,2,2,有,有,4900000,34037,坡道平面,0.0,0,,RPPTMLNKJIIFFCC57CA,77.6,0.92,7.05,有,,0.0,102,False,7,14,121.75424419999999,25.0920465
40,41,暖暖區,房地(土地+建物)+車位,基隆市暖暖區碇內街188之1號10樓,14.16,商,,,1021002,土地1建物1車位2,十層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020911,159.14,3,2,2,有,有,5250000,32990,坡道機械,0.0,0,,RPQTMLNKJIIFFCC67CA,77.6,0.92,7.05,有,,0.0,102,False,10,14,121.75424419999999,25.0920465
41,42,暖暖區,房地(土地+建物)+車位,基隆市暖暖區碇內街188之1號13樓,13.97,商,,,1021002,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020911,141.87,3,2,2,有,有,5100000,35948,坡道平面,0.0,0,,RPRTMLNKJIIFFCC77CA,77.6,0.92,7.05,有,,0.0,102,False,13,14,121.75424419999999,25.0920465
42,43,暖暖區,房地(土地+建物),基隆市暖暖區碇內街188之1號14樓,13.78,商,,,1021002,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020911,111.1,3,2,2,有,有,4340000,39064,,0.0,0,,RPSTMLNKJIIFFCC87CA,77.6,0.92,7.05,有,,0.0,102,False,14,14,121.75424419999999,25.0920465
43,44,暖暖區,房地(土地+建物),基隆市暖暖區碇內街188號5樓,17.56,商,,,1021002,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020911,146.92000000000002,4,2,2,有,有,5380000,36619,,0.0,0,,RPTTMLNKJIIFFCC97CA,99.28,4.27,10.68,有,,0.0,102,False,5,14,121.75424419999999,25.0920465
44,45,暖暖區,房地(土地+建物)+車位,基隆市暖暖區碇內街188號9樓,17.94,商,,,1021002,土地1建物1車位2,九層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020911,194.96,4,2,2,有,有,6580000,33751,坡道機械,0.0,0,,RPUTMLNKJIIFFCC08CA,99.28,4.27,10.68,有,,0.0,102,False,9,14,121.75424419999999,25.0920465
45,46,暖暖區,房地(土地+建物)+車位,基隆市暖暖區碇內街188號10樓,17.94,商,,,1021002,土地1建物1車位2,十層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020911,194.96,4,2,2,有,有,6750000,34622,坡道機械,0.0,0,,RPVTMLNKJIIFFCC18CA,99.28,4.27,10.68,有,,0.0,102,False,10,14,121.75424419999999,25.0920465
46,47,暖暖區,房地(土地+建物),基隆市暖暖區碇內街188號11樓,17.56,商,,,1021002,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020911,146.92000000000002,4,2,2,有,有,5860000,39886,,0.0,0,,RPWTMLNKJIIFFCC28CA,99.28,4.27,10.68,有,,0.0,102,False,11,14,121.75424419999999,25.0920465
47,48,暖暖區,房地(土地+建物)+車位,基隆市暖暖區暖暖街254號8樓,53.48,住,,,1021007,土地1建物1車位1,八層，九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831120,186.52,3,2,2,有,有,7335000,39326,坡道平面,0.0,0,,RPUPMLQLJIIFFCC08CA,113.85,21.4,14.4,有,,19.0,102,False,8,9,121.7342654,25.0970157
48,49,中正區,房地(土地+建物),基隆市中正區新豐街251巷4弄27號,30.73,住,,,1021015,土地1建物1車位0,一層,五層,店面(店鋪),見其他登記事項,鋼筋混凝土造,1000531,62.01,0,0,0,無,有,7000000,112885,,0.0,0,,RPSNMLPJJIIFFBC37DA,57.26,0.0,4.75,無,,2.0,102,False,1,5,121.7886991,25.1361142
49,50,中正區,房地(土地+建物),基隆市中正區中正路12之3號2樓,16.58,商,,,1021006,土地4建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700717,83.16,3,2,1,有,無,5100000,61328,,0.0,0,,RPRNMLSKJIIFFBC67DA,83.16,0.0,0.0,有,,32.0,102,False,2,6,121.74453299999999,25.1327785
50,51,安樂區,房地(土地+建物),基隆市安樂區基金一路112巷110弄18號9樓,16.99,住,,,1021013,土地4建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851126,116.00999999999999,3,2,2,有,有,3400000,29308,,0.0,0,,RPTNMLQJJIIFFCC67DA,95.04,0.0,9.59,有,,17.0,102,False,9,12,121.71591719999999,25.141009200000003
51,52,安樂區,房地(土地+建物),基隆市安樂區中和路164巷60號2樓,26.22,住,,,1020908,土地3建物2車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0871210,93.33,2,1,1,有,無,2000000,21429,,0.0,0,父子間的買賣,RPTNMLSKJIIFFCC97DA,53.82,0.0,9.56,無,,15.0,102,False,2,5,121.717356,25.149295199999994
52,53,安樂區,房地(土地+建物),基隆市安樂區麥金路791號11樓,14.92,其他,,,1020925,土地3建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840622,112.64999999999999,3,2,2,有,有,2850000,25300,,0.0,0,,RPRNMLPLJIIFFCC57DA,73.15,0.88,12.76,有,,18.0,102,False,11,12,121.7206794,25.134803599999998
53,55,安樂區,房地(土地+建物),基隆市安樂區基金一路121巷12-2號3樓,30.99,住,,,1021004,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0850930,99.78,3,2,2,有,有,3000000,30066,,0.0,0,,RPPNMLRJJIIFFCC37DA,79.06,0.0,3.72,無,,17.0,102,False,3,5,121.71783440000002,25.1381272
54,56,安樂區,房地(土地+建物),基隆市安樂區基金一路135巷21弄53號,29.62,住,,,1020909,土地33建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820902,124.23,3,2,2,有,有,4900000,39443,,0.0,0,,RPVOMLOJJIIFFCC77DA,97.21,12.01,0.0,有,,20.0,102,False,1,7,121.70952875000002,25.14045745
55,57,中正區,房地(土地+建物),基隆市中正區新豐街251巷4弄13號,30.73,住,,,1021009,土地1建物1車位0,一層,五層,店面(店鋪),見其他登記事項,鋼筋混凝土造,1000531,62.01,0,0,0,無,有,7000000,112885,,0.0,0,,RPTNMLOKJIIFFBC47DA,57.26,0.0,4.75,無,,2.0,102,False,1,5,121.7886991,25.1361142
56,58,中正區,房地(土地+建物),基隆市中正區新豐街251巷4弄23號,30.73,住,,,1020913,土地1建物1車位0,一層,五層,店面(店鋪),見其他登記事項,鋼筋混凝土造,1000531,62.01,0,0,0,無,有,6980000,112562,,0.0,0,,RPWNMLOKJIIFFBC77DA,57.26,0.0,4.75,無,,2.0,102,False,1,5,121.7886991,25.1361142
57,59,中正區,房地(土地+建物),基隆市中正區新豐街157號2樓,30.81,住,,,1020804,土地11建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721224,100.02,3,2,1,有,無,1900000,18996,,0.0,0,,RPTNMLLKJIIFFBC17DA,81.18,0.0,6.51,無,,30.0,102,False,2,4,121.7894649,25.1390861
58,60,中正區,房地(土地+建物),基隆市中正區新豐街251巷4弄1之1號,116.04,住,,,1020915,土地1建物1車位0,三層，四層，五層，屋頂突出物，二層,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,1000531,234.39,3,3,3,有,有,11800000,50343,,0.0,0,,RPQOMLNKJIIFFBC17DA,200.94,2.84,30.61,無,,2.0,102,False,3,5,121.7886991,25.1361142
59,61,暖暖區,房地(土地+建物),基隆市暖暖區源遠路282之6號,23.88,住,,,1021007,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701214,82.76,3,2,1,有,無,1800000,21750,,0.0,0,,RPQOMLMLJIIFFCC17CA,71.48,0.0,7.02,無,,32.0,102,False,2,5,121.75741389999999,25.099105299999994
60,62,安樂區,房地(土地+建物)+車位,基隆市安樂區樂利三街8巷14號8樓,27.51,其他,,,1021014,土地4建物1車位2,八層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840504,198.21,4,2,2,有,有,8200000,41370,坡道平面,0.0,0,依契約內容車位持分併入公共設施,RPQNMLSKJIIFFCC57CA,121.21,0.64,12.99,有,,18.0,102,False,8,17,121.7184401,25.1293357
61,63,安樂區,房地(土地+建物)+車位,基隆市安樂區麥金路153之2號2樓,20.22,住,,,1021002,土地8建物1車位1,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860718,175.16,4,2,2,有,有,7800000,44531,坡道機械,13.11,0,,RPSNMLSKJIIFFCC77CA,103.99,4.1,17.35,有,,16.0,102,False,2,12,121.7194987,25.121153099999997
62,64,七堵區,房地(土地+建物),基隆市七堵區南光街1巷4之3號,27.43,住,,,1021020,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720705,88.24,3,2,1,有,無,4250000,48164,,0.0,0,,RPWOMLTKJIIFFCC38CA,72.81,0.0,15.43,無,,30.0,102,False,4,5,121.711475,25.094500999999998
63,65,安樂區,房地(土地+建物),基隆市安樂區新西街2巷24之26號,32.39,其他,,,1021022,土地3建物1車位0,三層,四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0670502,71.67,1,1,1,有,無,1400000,19534,,0.0,0,,RPWOMLQJJIIFFCC97CA,71.67,0.0,0.0,無,,35.0,102,False,3,4,121.73106969999999,25.1370388
64,66,安樂區,房地(土地+建物),基隆市安樂區基金三路46巷14號12樓,20.0,住,,,1020828,土地2建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840701,112.25999999999999,3,2,2,有,有,2700000,24051,,0.0,0,,RPOOMLQJJIIFFCC17CA,82.26,0.0,10.6,有,,18.0,102,False,12,12,121.69769219999999,25.1547625
65,67,中山區,房地(土地+建物)+車位,基隆市中山區華興街53巷9號8樓之9,29.41,住,,,1021014,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970821,157.81,3,2,2,有,有,6150000,38971,坡道平面,33.05,0,,RPTNMLTJJIIFFCC87CA,78.83,1.07,9.51,有,,5.0,102,False,8,8,121.7386167,25.137318699999998
66,68,安樂區,房地(土地+建物),基隆市安樂區中和路85巷46號,22.07,住,,,1021014,土地6建物1車位0,一層，二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860508,83.41,3,2,2,有,有,2425000,29073,,0.0,0,,RPWNMLTJJIIFFCC18CA,62.84,4.69,0.0,有,,16.0,102,False,1,22,121.72201949999999,25.148238499999998
