,index,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,屋齡,交易年份,修正地址
3923,4576,信義區,房地(土地+建物),臺北市信義區虎林街74巷19號三樓,31.39,住,,,1101204,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710622,105.48,3,2,1,有,無,19500000,184869,,0.0,0,,RPOPMLLLJHHGFDA96EA,88.04,0.0,11.21,無,,39.0,110,False
3924,4577,信義區,房地(土地+建物),臺北市信義區松勤街9號六樓,8.13,都市：其他:特定業務區(信義計畫特定專用區)。,,,1101111,土地1建物1車位0,六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0961225,65.13,2,1,1,有,有,24250000,372332,,0.0,0,,RPPPMLLLJHHGFDA07EA,38.03,2.51,3.06,有,,14.0,110,False
3925,4578,南港區,房地(土地+建物)+車位,臺北市南港區興中路28巷6號十樓,10.56,商,,,1101220,土地1建物1車位1,十層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011001,168.74,3,2,2,有,有,37180000,261914,坡道平面,36.33,2500000,,RPQPMLLLJHHGFDA17EA,67.12,10.94,7.3,有,1535.0,9.0,110,False
3926,4580,松山區,房地(土地+建物),臺北市松山區八德路二段410巷26號一樓,65.2,住,,,1101228,土地1建物2車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660413,219.06,4,3,3,有,無,21746100,99270,,0.0,0,二親等間買賣親友、員工、共有人或其他特殊關係間之交易；,RPSPMLLLJHHGFDA37EA,188.96,15.05,15.05,無,,44.0,110,False
3927,4581,信義區,建物,臺北市信義區信義路六段12巷5號四樓,0.0,,,,1110125,土地0建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691203,53.04,3,1,2,有,無,2440000,46003,,0.0,0,二親等交易親友、員工、共有人或其他特殊關係間之交易；,RPTPMLLLJHHGFDA47EA,46.31,0.0,6.72,無,712.0,42.0,111,False
3928,4582,信義區,車位,臺北市信義區松勤街11號,0.38,都市：其他:特定業務區(信義計畫特定專用區)。,,,1110123,土地1建物1車位1,一層,十九層,其他,一般事務所,鋼骨造,0961225,34.93,0,0,0,有,有,3400000,,坡道平面,34.93,3400000,僅車位交易；,RPWPMLLLJHHGFDA77EA,0.0,0.0,0.0,有,32.0,15.0,111,False
3929,4583,信義區,房地(土地+建物),臺北市信義區松山路465巷27弄4號三樓,26.75,住,,,1101206,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610103,76.0,3,2,1,有,無,18400000,242105,,0.0,0,陽台外推；,RPWOMLLLJHHGFDA67EA,76.0,0.0,0.0,無,,49.0,110,False
3930,4584,內湖區,房地(土地+建物)+車位,臺北市內湖區瑞光路266號九樓,154.47,工,,,1101217,土地1建物3車位7,九層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼骨造,1050520,1452.62,6,1,0,有,有,280000000,224999,坡道平面,285.95,17500000,,RPORMLOKKHHGFCA37EA,626.67,44.15,11.46,有,1538.0,5.0,110,False
3931,4585,內湖區,房地(土地+建物),臺北市內湖區文湖街21巷9號五樓,43.84,住,,,1101225,土地5建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780221,133.15,3,2,2,有,無,21600000,162223,,0.0,0,,RPWPMLPKKHHGFCA08EA,110.04,0.0,11.24,無,,32.0,110,False
3932,4586,中山區,房地(土地+建物),臺北市中山區建國北路二段35號八樓之2,4.25,住,,,1101223,土地5建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0770524,34.79,1,1,1,有,有,8080000,232251,,0.0,0,其他增建；,RPUQMLPKKHHGFCA97EA,22.2,0.12,2.39,有,,33.0,110,False
3933,4587,中山區,房地(土地+建物),臺北市中山區建國北路二段258巷29號二樓,26.81,商,,,1101225,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0660312,137.79,4,2,3,有,無,9800000,71123,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVQMLPKKHHGFCA08EA,121.79,0.0,16.0,有,,44.0,110,False
3934,4588,中山區,房地(土地+建物)+車位,臺北市中山區合江街39號九樓,11.83,住,,,1101015,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070514,97.1,0,0,0,無,有,24660000,293355,其他,21.56,2500000,,RPSNMLPKKHHGFCA47EA,22.62,16.33,2.63,有,,3.0,110,False
3935,4589,中山區,房地(土地+建物),臺北市中山區四平街107號六樓之1,9.35,住,,,1110210,土地1建物1車位0,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0900827,38.9,0,0,0,無,有,9700000,249293,,0.0,0,,RPRPMLQKKHHGFCA67EA,19.92,0.56,3.38,有,1539.0,21.0,111,False
3936,4590,內湖區,房地(土地+建物),臺北市內湖區內湖路一段285巷69弄80號三樓,28.31,都市：其他:第二種住宅區。,,,1101222,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720801,80.81,3,2,1,有,無,14000000,173246,,0.0,0,,RPPPMLLKJHHGFCA86EA,72.44,0.0,8.37,無,,38.0,110,False
3937,4591,中山區,房地(土地+建物),臺北市中山區安東街19號二樓之9、二樓之10,12.56,住,,,1101231,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700905,62.489999999999995,2,2,1,有,有,14060000,224996,,0.0,0,陽台外推；,RPQPMLLKJHHGFCA96EA,40.21,0.0,6.76,有,1540.0,40.0,110,False
3938,4592,大同區,房地(土地+建物)+車位,臺北市大同區通河西街一段3號十樓,39.09,住,,,1110106,土地1建物1車位3,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980521,273.06,2,2,2,有,有,60000000,219732,塔式車位,0.0,0,,RPWOMLQKKHHGFBA97EA,134.91,16.91,16.42,有,,13.0,111,False
3939,4593,大同區,房地(土地+建物),臺北市大同區延平北路三段18巷35號二樓,18.0,住,,,1110106,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660119,55.5,2,1,1,有,無,8000000,144144,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPOMLLLKHHGFBA86EA,51.95,0.0,3.55,無,,45.0,111,False
3940,4594,北投區,房地(土地+建物)+車位,臺北市北投區石牌路二段315巷34弄7號七樓,46.84,住,,,1101220,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040804,221.02,3,2,2,有,有,40700000,206506,坡道平面,37.49,2800000,,RPRQMLTJKHHGFEA08DA,108.89,12.74,7.52,有,1541.0,6.0,110,False
3941,4595,士林區,房地(土地+建物),臺北市士林區基河路128號四樓之17,10.83,住,,,1110118,土地1建物1車位0,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850916,39.129999999999995,0,0,0,無,有,6800000,173780,,0.0,0,陽台外推；,RPTNMLOKKHHGFEA57DA,23.47,1.24,2.62,有,,26.0,111,False
3942,4597,士林區,房地(土地+建物),臺北市士林區延平北路五段50號九樓,22.91,住,,,1110209,土地2建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020312,143.46,3,2,2,有,無,24000000,167294,,0.0,0,,RPRNMLMKKHHGFEA17DA,85.25,4.06,6.64,有,,9.0,111,False
3943,4598,士林區,房地(土地+建物)+車位,臺北市士林區文林路500號九樓之2,11.64,商,,,1110103,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020227,83.67,2,1,1,有,有,23500000,280865,塔式車位,0.0,1700000,陽台外推；夾層；其他增建；,RPSOMLLKKHHGFEA27DA,48.43,1.34,6.96,有,1542.0,9.0,111,False
3944,4599,北投區,房地(土地+建物),臺北市北投區知行路4巷6號四樓,28.37,住,,,1110106,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740924,92.18,3,1,1,有,無,7000000,75938,,0.0,0,陽台加窗陽台外推；頂樓加蓋；其他增建；,RPWOMLOKKHHGFEA97DA,76.54,0.0,7.77,無,,37.0,111,False
3945,4601,士林區,房地(土地+建物),臺北市士林區中山北路五段850巷29號四樓,29.3,住,,,1100413,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700702,95.29,3,2,1,有,無,15300000,160562,,0.0,0,陽台外移及向外擴大加蓋其他增建；,RPRNMLPKKHHGFEA47DA,83.27,0.0,12.02,無,,40.0,110,False
3946,4602,士林區,房地(土地+建物)+車位,臺北市士林區天母東路18號四樓,18.13,商,,,1110107,土地3建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740515,152.33,3,2,2,有,有,28550000,226676,坡道平面,41.82,3500000,其他增建；,RPROMLSLJHHGFEA87DA,134.85,0.0,9.98,有,,37.0,111,False
3947,4603,北投區,房地(土地+建物)+車位,臺北市北投區光明路185號九樓,19.21,都市：其他:特定觀光商業專用區。,,,1101127,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000520,183.11,5,2,2,有,有,37570000,202682,塔式車位,5.64,1600000,,RPQPMLSJKHHGFEA77DA,103.65,5.71,5.14,有,1544.0,10.0,110,False
3948,4604,士林區,房地(土地+建物),臺北市士林區至誠路一段305巷3弄8號,166.0,住,,,1101224,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0660729,217.66,3,2,2,有,無,58180000,267298,,0.0,0,,RPPNMLSJKHHGFEA47DA,205.3,6.18,6.18,無,,44.0,110,False
3949,4605,中正區,房地(土地+建物),臺北市中正區汀州路二段127巷2號二樓,39.0,住,,,1101217,土地2建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640704,113.2,3,2,1,有,無,17500000,154594,,0.0,0,,RPPNMLQKKHHGFAA07EA,113.2,0.0,0.0,無,,46.0,110,False
3950,4606,中正區,房地(土地+建物),臺北市中正區汀州路二段236號二樓,15.0,住,,,1101214,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700204,57.71,2,1,1,有,無,12000000,207936,,0.0,0,,RPRNMLQKKHHGFAA27EA,50.67,0.0,7.04,無,,40.0,110,False
3951,4607,中正區,房地(土地+建物),臺北市中正區汀州路二段236號三樓,15.0,住,,,1101214,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700204,57.71,1,1,1,有,無,11000000,190608,,0.0,0,,RPSNMLQKKHHGFAA37EA,50.67,0.0,7.04,無,,40.0,110,False
3952,4608,中正區,房地(土地+建物),臺北市中正區晉江街75號六樓,18.0,商,,,1110112,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1021023,78.88,0,0,0,無,有,19880000,252028,,0.0,0,,RPRQMLPJJHHGFAA27EA,43.86,3.33,4.07,有,,9.0,111,False
3953,4609,文山區,房地(土地+建物)+車位,臺北市文山區羅斯福路六段142巷20弄1號六樓,34.64,住,,,1100509,土地1建物1車位1,六層，電梯樓梯間,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850327,173.78,4,2,2,有,有,30500000,205968,坡道平面,36.37,2200000,,RPSQMLPJJHHGFAA37EA,95.61,7.1,12.18,有,,25.0,110,False
3954,4611,大安區,房地(土地+建物),臺北市大安區復興南路一段360號十一樓之3,15.17,商,,,1101216,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0660718,146.53,3,2,2,有,有,42300000,288678,,0.0,0,陽台外推；其他增建；,RPQNMLSKJHHGFFA67DA,119.65,0.0,7.68,有,1546.0,44.0,110,False
3955,4612,大安區,房地(土地+建物),臺北市大安區泰順街16巷16號六樓之2,14.99,住,,,1101205,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960711,52.22,1,1,1,有,有,17820000,341249,,0.0,0,陽台外推；其他增建；,RPROMLOKKHHGFFA57DA,18.65,1.07,10.87,有,1547.0,14.0,110,False
3956,4613,大安區,房地(土地+建物),臺北市大安區復興南路一段126巷1號六樓之13,7.55,都市：其他:市場用地(公共設施用地)。59/3/18,,,1101226,土地10建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0701231,57.46,0,1,1,有,有,10800000,187957,,0.0,0,,RPSOMLOKKHHGFFA67DA,43.44,0.0,3.84,有,,40.0,110,False
3957,4614,大安區,車位,臺北市大安區忠孝東路四段181巷40弄9號地下三層,1.51,住,,,1110125,土地1建物1車位1,地下三層,十五層,其他,停車空間,鋼筋混凝土造,0790804,27.47,0,0,0,有,有,2850000,,坡道平面,0.0,2850000,僅車位交易；,RPPPMLOKKHHGFFA47DA,0.0,0.0,0.0,有,1548.0,32.0,111,False
3958,4615,大安區,房地(土地+建物),臺北市大安區光復南路652號十樓,6.06,商,,,1110107,土地4建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970627,68.77000000000001,1,1,1,有,有,22880000,332703,,0.0,0,含機車停車位,RPPNMLPKKHHGFFA37DA,42.77,1.07,0.0,有,1549.0,14.0,111,False
3959,4616,大安區,房地(土地+建物),臺北市大安區通化街39巷16號二樓,15.4,商,,,1110111,土地1建物2車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740813,91.01,2,2,2,有,無,18500000,203274,,0.0,0,陽台外推；,RPQNMLPKKHHGFFA47DA,61.37,0.0,16.49,無,,37.0,111,False
3960,4618,大安區,房地(土地+建物),臺北市大安區敦化南路一段233巷31號八樓,12.32,住,,,1110101,土地1建物1車位0,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0760709,87.02,1,2,1,有,有,26080000,299701,,0.0,0,陽台外推；,RPWPMLSJKHHGFFA48DA,50.08,0.0,8.33,有,,35.0,111,False
3961,4619,南港區,房地(土地+建物)+車位,臺北市南港區忠孝東路七段512號,51.08,商,,,1101227,土地1建物1車位1,一層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,1040409,228.6,0,1,1,有,有,62000000,271216,坡道平面,0.0,0,,RPSOMLNKJHHGFDA27DA,123.71,0.0,6.54,有,,6.0,110,False
3962,4620,信義區,房地(土地+建物),臺北市信義區永吉路32號八樓,10.13,商,,,1110124,土地4建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740126,98.93,2,2,1,有,有,22500000,227434,,0.0,0,陽台外推；,RPUPMLRJKHHGFDA97DA,70.88,0.0,8.23,有,1551.0,37.0,111,False
3963,4621,松山區,房地(土地+建物),臺北市松山區民生東路五段27號五樓,17.38,都市：其他:住宅用地(民生社區特定專用區)。,,,1101119,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1060823,60.73,1,1,1,有,有,19800000,326033,,0.0,0,,RPSPMLRJKHHGFDA77DA,29.24,0.0,5.38,有,,4.0,110,False
3964,4622,信義區,房地(土地+建物),臺北市信義區虎林街242巷67號二樓,29.5,住,,,1101230,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0590305,62.96,2,2,1,有,無,11500000,182656,,0.0,0,陽台外推；,RPPNMLMKKHHGFDA86DA,62.96,0.0,0.0,無,,51.0,110,False
3965,4623,信義區,房地(土地+建物)+車位,臺北市信義區信安街103巷8號二樓,44.81,住,,,1110107,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100618,121.18,2,2,1,有,有,26680000,268092,升降平面,31.36,2600000,,RPPNMLLKKHHGFDA76DA,49.4,4.14,4.05,有,,1.0,111,False
3966,4624,信義區,房地(土地+建物),臺北市信義區信義路四段401號四樓,21.01,商,,,1101206,土地1建物1車位0,四層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0790712,174.23000000000002,3,3,1,有,有,45000000,258279,,0.0,0,陽台外推；其他增建；,RPTNMLLKKHHGFDA17DA,144.56,0.81,17.09,有,,31.0,110,False
3967,4625,信義區,房地(土地+建物)+車位,臺北市信義區信安街103巷6之6號二樓,48.62,住,,,1110116,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100618,126.19999999999999,2,2,1,有,有,28000000,263131,升降平面,28.72,2350000,,RPXOMLKKKHHGFDA57DA,51.08,7.16,4.27,有,,1.0,111,False
3968,4626,松山區,房地(土地+建物),臺北市松山區復興北路489號三樓之6,6.68,住,,,1110107,土地1建物1車位0,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960216,41.72,1,0,1,有,有,9300000,222915,,0.0,0,夾層；其他增建；,RPRQMLSJKHHGFDA87DA,24.94,0.0,2.24,有,,15.0,111,False
3969,4627,松山區,房地(土地+建物),臺北市松山區八德路三段12巷57弄40之5號三樓,29.01,住,,,1101219,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0751211,130.96,3,2,2,有,有,35800000,273366,,0.0,0,陽台外推；其他增建；,RPUOMLOLJHHGFDA67DA,108.46,0.0,13.27,有,,35.0,110,False
3970,4628,松山區,房地(土地+建物),臺北市松山區八德路三段247號四樓,10.81,商,,,1101226,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0710907,141.96,3,2,3,有,有,35000000,246548,,0.0,0,陽台外推；其他增建；,RPWPMLQLJHHGFDA18DA,108.3,0.0,5.46,有,1552.0,39.0,110,False
3971,4629,松山區,房地(土地+建物),臺北市松山區八德路四段106巷6弄12號四樓,30.75,住,,,1110111,土地2建物1車位0,四層，露台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0590117,88.17,3,1,1,有,無,18800000,213224,,0.0,0,其他增建；,RPSSMLLLJHHGFDA57DA,88.17,0.0,0.0,無,,52.0,111,False
3972,4630,信義區,房地(土地+建物),臺北市信義區忠孝東路五段423巷80號三樓,10.6,住,,,1110102,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721015,47.38,3,1,3,有,無,11000000,232165,,0.0,0,其他增建；,RPXOMLKLJHHGFDA57DA,33.22,0.0,12.05,無,,39.0,111,False
3973,4631,松山區,房地(土地+建物),臺北市松山區民生東路五段148號五樓之1,16.44,商,,,1101103,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0690521,126.48,4,2,2,有,有,30000000,237192,,0.0,0,陽台外推；,RPXOMLPKKHHGFDA08DA,92.6,0.0,17.05,有,,41.0,110,False
3974,4632,南港區,車位,臺北市南港區永吉路553巷9號、中坡北路50巷26號、玉成街66之26號等門牌房屋地下一、二、三層,0.35,住,,,1110125,土地1建物1車位1,地下一層，地下二層，地下三層,十四層,其他,停車空間,鋼筋混凝土造,0891124,41.36,0,0,0,有,有,2150000,,坡道平面,36.11,2150000,僅車位交易；,RPQQMLPKKHHGFDA57DA,0.0,0.0,0.0,有,1553.0,22.0,111,False
3975,4633,松山區,車位,臺北市松山區八德路四段678號門牌房屋地下二層,6.47,商,,,1110127,土地1建物1車位3,地下二層,十二層,其他,停車場,鋼筋混凝土造,0821230,105.99,0,0,0,有,有,4000000,,升降機械,0.0,0,僅車位交易；,RPRQMLPKKHHGFDA67DA,0.0,0.0,0.0,有,1554.0,29.0,111,False
3976,4635,南港區,房地(土地+建物),臺北市南港區中坡北路60巷2號四樓,24.8,住,,,1101204,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0611108,88.58,3,2,1,有,無,17420000,196658,,0.0,0,陽台外推；其他增建；,RPUNMLPKKHHGFDA67DA,88.58,0.0,0.0,無,,49.0,110,False
3977,4636,北投區,房地(土地+建物)+車位,臺北市北投區奇岩路241巷7弄26號五樓,136.56,住,,,1101126,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1081223,259.08,3,1,2,有,有,42000000,172302,坡道平面,28.09,2200000,,RPSQMLOKKIGGFEA77DA,115.55,12.4,19.93,有,,2.0,110,False
3978,4637,北投區,房地(土地+建物)+車位,臺北市北投區承德路七段388號十六樓,31.13,住,,,1101109,土地1建物1車位2,十六層，電梯樓梯間,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841221,264.58,4,2,1,有,有,40000000,151183,坡道平面,0.0,0,其他增建；,RPVOMLKKJHHGFEA37DA,142.73,3.75,22.02,有,,26.0,110,False
3979,4638,北投區,房地(土地+建物),臺北市北投區石牌路二段315巷34弄17號,55.65,住,,,1101123,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760811,174.41,3,3,3,有,無,30800000,176595,,0.0,0,其他增建；,RPTNMLKKJHHGFEA07DA,63.78,81.79,0.0,無,,34.0,110,False
3980,4639,士林區,房地(土地+建物),臺北市士林區福德路82巷15號,100.0,住,,,1101031,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0550701,67.0,3,2,2,有,無,28500000,425373,,0.0,0,頂樓加蓋；其他增建；,RPRPMLOJJHHGFEA37DA,67.0,0.0,0.0,無,1555.0,55.0,110,False
3981,4640,士林區,房地(土地+建物),臺北市士林區天母東路8巷23之3號,8.18,商,,,1110110,土地2建物1車位0,一層，平台,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0650802,41.830000000000005,0,1,1,有,有,15500000,370547,,0.0,0,其他增建；,RPXNMLLLJHHGFEA67DA,38.95,0.0,0.0,有,1556.0,46.0,111,False
3982,4641,士林區,房地(土地+建物)+車位,臺北市士林區福華路2號,16.07,住,,,1110104,土地1建物1車位1,一層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070709,141.60000000000002,3,2,2,有,有,33500000,298651,升降平面,37.8,2500000,,RPQNMLNLJHHGFEA17DA,73.15,0.0,0.0,有,1557.0,4.0,111,False
3983,4642,士林區,房地(土地+建物),臺北市士林區中社路一段43巷7號,51.71,住,,,1110102,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640801,68.8,3,2,1,有,無,9950000,144622,,0.0,0,其他增建；,RPUOMLOKJHHGFEA67DA,68.8,0.0,0.0,無,1558.0,47.0,111,False
3986,4645,內湖區,房地(土地+建物),臺北市內湖區環山路一段136巷14弄6號三樓,28.32,住,,,1110109,土地4建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660609,76.69,3,2,1,有,有,13000000,169514,,0.0,0,,RPVOMLQLJHHGFCA87DA,68.94,0.0,7.75,無,,45.0,111,False
3988,4647,內湖區,房地(土地+建物),臺北市內湖區金龍路47巷20之1號,30.87,住,,,1110108,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730330,95.15,3,2,1,有,有,16500000,173410,,0.0,0,,RPXPMLRJKHHGFCA18DA,85.7,9.45,0.0,無,,38.0,111,False
3989,4648,中山區,房地(土地+建物),臺北市中山區新生北路二段127巷24號,31.0,住,,,1101230,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0551203,73.31,2,2,1,有,無,13000000,177329,,0.0,0,,RPXNMLKKKHHGFCA37DA,73.31,0.0,0.0,無,,55.0,110,False
3990,4649,中山區,房地(土地+建物),臺北市中山區新生北路二段108號四樓之12,2.35,商,,,1110115,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0680119,34.660000000000004,1,0,1,有,有,4150000,119735,,0.0,0,其他增建；,RPUOMLLKKHHGFCA27DA,24.35,0.0,0.0,有,1559.0,43.0,111,False
3991,4650,中山區,房地(土地+建物),臺北市中山區新生北路二段127巷24號,31.0,住,,,1101230,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0551203,73.31,2,2,1,有,無,21000000,286455,,0.0,0,其他增建；,RPTNMLKKKHHGFCA96DA,73.31,0.0,0.0,無,,55.0,110,False
3992,4651,內湖區,房地(土地+建物)+車位,臺北市內湖區康寧路三段75巷217之2號四樓,31.37,住,,,1101205,土地1建物1車位1,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840923,84.86,2,1,1,有,有,11000000,129625,坡道機械,0.0,0,陽台外推；頂樓加蓋；夾層；其他增建；,RPTRMLOKKHHGFCA77DA,37.09,14.4,4.24,無,1560.0,26.0,110,False
3993,4652,中山區,房地(土地+建物),臺北市中山區新生北路三段23號十二樓之6,5.32,住,,,1110110,土地3建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0950209,38.69,0,0,0,無,有,12000000,310158,,0.0,0,夾層；,RPTOMLPKKHHGFCA57DA,22.57,0.0,3.72,有,,16.0,111,False
3994,4653,內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段175號八樓之1,13.46,住,,,1101214,土地2建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041008,94.87,2,2,1,有,有,22400000,260134,塔式車位,15.68,1800000,,RPVPMLLKKHHGFCA47DA,43.16,5.8,4.24,有,1561.0,6.0,110,False
3995,4655,中山區,房地(土地+建物)+車位,臺北市中山區明水路397巷11號八樓之1,34.59,住,,,1101115,土地1建物1車位2,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940204,238.54000000000002,3,2,2,有,有,60000000,251530,坡道平面,77.7,0,,RPQRMLPKKHHGFCA57DA,94.76,7.4,11.1,有,,16.0,110,False
3996,4656,內湖區,房地(土地+建物),臺北市內湖區安泰街51巷6號之1三樓,24.53,住,,,1101028,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730706,92.78,4,2,1,有,無,11000000,118560,,0.0,0,陽台外推；其他增建；,RPSPMLOLJHHGFCA47DA,74.28,0.0,8.82,無,,37.0,110,False
3997,4657,中山區,房地(土地+建物)+車位,臺北市中山區通北街118巷9號二樓,37.5,住,,,1101117,土地1建物1車位1,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880511,179.16,1,2,2,有,有,28300000,157959,坡道平面,0.0,2000000,陽台加窗陽台外推；其他增建；,RPSQMLOLJHHGFCA57DA,100.95,0.0,12.14,有,,22.0,110,False
3999,4659,中山區,房地(土地+建物),臺北市中山區錦州街30巷12號五樓之6,5.95,商,,,1101227,土地1建物1車位0,五層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0860204,43.84,1,1,1,有,有,9160000,208942,,0.0,0,陽台外推；夾層；其他增建；,RPPRMLLLJHHGFCA07DA,26.83,0.0,3.62,有,1562.0,24.0,110,False
