,交易年份,屋齡,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,電梯,HOSPITAL_COUNT,CSTORE_COUNT,NEAR_UNIVERSITY,NEAR_FIRESTATION,NEAR_FUEL,NEAR_LIBRARY,NEAR_MARKET,PARK_AREA,PARKING_AREA,TEMPLE_COUNT,NEAR_POLICE,NEAR_SCHOOL,NEAR_STATION,單價元平方公尺
364,110,52,2,2,1,0,55.0,33.0,0.0,0.0,1.0,1.0,0.0,22329.151609283817,22246.426506197517,8,1.0,1.0,1.0,170994
365,110,51,2,2,1,0,70.0,27.0,0.0,1.0,0.0,1.0,1.0,11710.196055991091,6146.221698486456,16,1.0,1.0,1.0,192562
366,110,40,0,0,0,1,49.0,29.0,1.0,0.0,0.0,1.0,1.0,14991.65983413525,9602.538940539063,9,1.0,1.0,0.0,172370
367,110,35,3,2,2,1,82.0,34.0,1.0,0.0,0.0,0.0,1.0,17292.978075626044,5589.423433072309,4,0.0,1.0,1.0,246132
368,110,55,2,1,1,0,59.0,34.0,0.0,1.0,1.0,0.0,1.0,17349.298777371234,8434.6152618826,25,1.0,1.0,1.0,286187
369,110,32,0,0,0,1,48.0,21.0,1.0,1.0,1.0,0.0,1.0,5771.579333689689,9022.506899513999,11,1.0,1.0,1.0,217253
370,110,42,1,1,1,1,74.0,38.0,0.0,1.0,1.0,0.0,1.0,24722.536834902774,8377.677286626835,27,1.0,1.0,1.0,180755
371,110,33,2,1,1,1,37.0,19.0,1.0,1.0,1.0,1.0,1.0,6392.582170978145,15668.946670159501,7,1.0,1.0,0.0,220548
372,110,15,2,2,1,1,63.0,36.0,1.0,0.0,0.0,0.0,1.0,26115.207504336744,3506.8064895081066,18,0.0,1.0,1.0,297475
373,110,48,3,2,2,0,14.0,17.0,0.0,1.0,0.0,0.0,0.0,5465.708649922479,7269.956128209885,7,0.0,1.0,0.0,171607
374,110,37,1,0,1,1,76.0,45.0,0.0,0.0,1.0,0.0,0.0,47577.083323269006,24786.855748698927,13,1.0,1.0,0.0,167364
375,110,4,0,0,0,1,58.0,24.0,1.0,0.0,0.0,1.0,1.0,33256.569905078104,3768.908974036224,23,0.0,1.0,1.0,344634
376,110,14,3,1,2,1,70.0,41.0,0.0,1.0,1.0,0.0,0.0,33075.188439662175,19467.097164906794,25,1.0,1.0,0.0,210660
377,110,43,5,1,5,1,3.0,7.0,0.0,0.0,1.0,0.0,0.0,44847.9470606772,19534.16786034345,3,0.0,1.0,1.0,194985
378,110,17,1,1,1,0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,216675.51737746177,5809.0079500225775,1,0.0,1.0,0.0,244450
379,110,40,1,1,1,1,119.0,28.0,0.0,1.0,1.0,1.0,0.0,12122.131699889598,8988.172748473611,12,1.0,0.0,1.0,236183
380,110,11,1,1,1,1,77.0,32.0,0.0,1.0,1.0,0.0,1.0,12015.061282185647,9386.506811724303,13,1.0,1.0,1.0,299824
381,110,31,0,0,0,1,68.0,37.0,0.0,0.0,1.0,0.0,1.0,48423.27909336507,28747.50795516759,9,1.0,1.0,1.0,171587
382,110,25,1,1,1,1,10.0,15.0,0.0,1.0,1.0,1.0,1.0,6391.383315508163,9872.007304660252,5,1.0,1.0,0.0,200052
383,110,18,2,1,1,1,82.0,43.0,0.0,1.0,0.0,1.0,1.0,13321.943777691878,7103.750239745609,21,1.0,1.0,1.0,200747
384,110,38,1,1,1,0,64.0,29.0,0.0,1.0,1.0,0.0,1.0,9238.309467513584,11047.284705448572,11,1.0,1.0,1.0,202368
385,110,16,2,1,1,1,50.0,41.0,1.0,1.0,0.0,1.0,1.0,10456.86055121756,6561.398693509474,19,1.0,1.0,1.0,291046
386,110,34,3,2,3,1,56.0,23.0,1.0,0.0,0.0,0.0,1.0,73736.3184151317,25900.334866834855,3,0.0,1.0,1.0,250751
387,110,44,4,2,2,1,63.0,43.0,0.0,0.0,1.0,0.0,1.0,49780.95322455755,27823.673256916773,11,1.0,1.0,1.0,198854
388,110,42,1,1,1,1,74.0,38.0,0.0,1.0,1.0,0.0,1.0,24722.536834902774,8377.677286626835,27,1.0,1.0,1.0,209829
389,110,34,3,2,2,1,55.0,24.0,1.0,0.0,0.0,0.0,1.0,76367.5342183273,25900.334866834855,3,0.0,1.0,1.0,232753
390,110,40,1,1,1,1,67.0,41.0,0.0,1.0,1.0,0.0,0.0,54080.74520840983,25340.20057261368,15,1.0,1.0,0.0,183064
391,110,42,1,1,1,1,32.0,25.0,1.0,1.0,0.0,1.0,1.0,8469.122775587693,7020.107599008225,10,0.0,1.0,1.0,204082
392,110,25,2,1,1,1,69.0,38.0,0.0,1.0,1.0,0.0,0.0,50607.78407257099,25022.884120376402,17,1.0,1.0,0.0,200617
393,110,49,1,1,1,1,62.0,36.0,0.0,1.0,1.0,0.0,1.0,17943.698210305196,8545.688139200676,27,1.0,1.0,1.0,133301
394,110,41,0,0,0,1,70.0,48.0,0.0,1.0,1.0,0.0,1.0,27586.979297582344,8663.715304456777,27,1.0,1.0,1.0,159500
395,110,42,2,2,1,1,54.0,37.0,0.0,1.0,0.0,1.0,1.0,11142.787798205534,5973.1540755210135,15,1.0,1.0,1.0,178539
396,110,42,2,2,1,1,54.0,37.0,0.0,1.0,0.0,1.0,1.0,11142.787798205534,5973.1540755210135,15,1.0,1.0,1.0,178606
397,110,41,1,1,1,1,70.0,48.0,0.0,1.0,1.0,0.0,1.0,27586.979297582344,8663.715304456777,27,1.0,1.0,1.0,146986
398,110,41,1,1,1,1,70.0,48.0,0.0,1.0,1.0,0.0,1.0,27586.979297582344,8663.715304456777,27,1.0,1.0,1.0,146986
399,110,45,2,2,1,1,57.0,24.0,1.0,0.0,0.0,1.0,1.0,33044.60234697839,3512.023828761512,22,0.0,1.0,1.0,186400
400,110,11,2,1,1,1,50.0,34.0,1.0,0.0,0.0,1.0,1.0,8438.73992077609,7836.527667970213,15,1.0,1.0,1.0,219382
401,110,37,1,0,1,1,71.0,38.0,0.0,1.0,1.0,1.0,1.0,13869.266493645337,8584.307459458376,24,1.0,1.0,1.0,161238
402,110,29,1,1,1,1,29.0,26.0,1.0,1.0,0.0,1.0,1.0,6107.719682834182,9721.252116313883,11,0.0,1.0,1.0,190524
403,110,4,0,0,0,1,16.0,13.0,0.0,1.0,0.0,0.0,0.0,119865.31489520933,23661.69415767114,3,0.0,1.0,0.0,458895
404,110,38,3,2,2,0,89.0,43.0,0.0,1.0,0.0,1.0,1.0,52175.145834183066,8847.0563544473,12,1.0,1.0,1.0,220872
405,110,14,1,1,1,1,69.0,41.0,1.0,1.0,0.0,1.0,1.0,19173.89301768767,8876.918629225256,20,1.0,1.0,1.0,246202
406,110,11,1,1,1,1,82.0,44.0,0.0,0.0,1.0,1.0,0.0,62153.09612264638,26873.410436514132,14,1.0,1.0,0.0,260035
407,110,24,1,1,1,1,33.0,9.0,1.0,0.0,0.0,1.0,1.0,33401.897430113306,5864.530943478168,6,1.0,1.0,1.0,320180
408,110,33,1,1,1,1,46.0,26.0,1.0,0.0,0.0,1.0,1.0,11185.333749020318,10061.496221186579,11,1.0,1.0,0.0,251796
409,110,44,1,0,1,1,49.0,32.0,0.0,1.0,1.0,0.0,1.0,36742.52075823278,20180.900023641832,20,1.0,1.0,0.0,168350
410,110,33,1,1,1,1,46.0,26.0,1.0,0.0,0.0,1.0,1.0,11185.333749020318,10061.496221186579,11,1.0,1.0,0.0,248873
411,110,40,1,1,1,1,54.0,39.0,0.0,1.0,0.0,1.0,1.0,8743.709264200235,6583.523627599639,17,1.0,1.0,1.0,195950
412,110,1,2,1,1,1,65.0,48.0,0.0,1.0,1.0,0.0,1.0,54214.254821824994,17432.35629993651,23,1.0,0.0,1.0,279883
413,110,36,3,2,3,0,19.0,21.0,0.0,1.0,1.0,1.0,1.0,62993.25262153207,32351.020619668485,5,1.0,0.0,0.0,175753
414,110,25,2,2,2,1,33.0,15.0,1.0,1.0,1.0,1.0,1.0,7871.6983787328145,8569.52553239331,8,1.0,1.0,1.0,203381
415,110,1,0,0,0,1,73.0,31.0,0.0,0.0,0.0,0.0,1.0,17088.11013083989,7510.781738413965,12,1.0,1.0,1.0,415524
416,110,19,1,1,1,1,54.0,27.0,1.0,0.0,0.0,1.0,1.0,12174.128323342116,11328.11426139666,14,1.0,1.0,1.0,260562
417,110,39,1,1,1,1,61.0,33.0,1.0,0.0,0.0,0.0,1.0,27581.80118988309,3823.0626144506555,18,0.0,1.0,1.0,250172
418,110,52,2,1,1,0,49.0,22.0,1.0,0.0,1.0,0.0,1.0,31912.848278850775,2857.047693606201,23,0.0,1.0,1.0,148633
419,110,41,2,1,1,1,71.0,42.0,0.0,0.0,1.0,0.0,0.0,52312.96572896801,25115.465919064958,14,0.0,1.0,0.0,169041
420,110,42,1,1,1,1,34.0,30.0,0.0,1.0,0.0,1.0,0.0,9474.355279191437,9217.220125370153,5,0.0,1.0,1.0,185833
421,110,11,1,1,1,1,82.0,44.0,0.0,0.0,1.0,1.0,0.0,62153.09612264638,26873.410436514132,14,1.0,1.0,0.0,248166
422,110,32,1,1,1,1,86.0,33.0,1.0,0.0,0.0,1.0,1.0,15773.531896028966,4490.71575372728,4,0.0,1.0,1.0,244645
423,110,44,1,1,1,1,49.0,32.0,0.0,1.0,1.0,0.0,1.0,36742.52075823278,20180.900023641832,20,1.0,1.0,0.0,194368
424,110,39,0,1,1,1,72.0,39.0,0.0,1.0,1.0,1.0,1.0,16480.876856731116,8377.677283490286,27,1.0,1.0,1.0,157017
425,110,49,3,2,2,0,85.0,34.0,0.0,1.0,0.0,1.0,1.0,20036.67440304373,2921.128377511962,11,1.0,1.0,1.0,200748
426,110,42,1,1,1,1,32.0,27.0,1.0,1.0,0.0,1.0,1.0,4981.049280045756,10227.356862169345,11,0.0,1.0,1.0,185996
427,110,45,3,2,2,0,14.0,11.0,0.0,0.0,0.0,0.0,1.0,32794.30454961058,9645.472076131846,3,0.0,1.0,0.0,188835
428,110,37,1,0,1,1,71.0,38.0,0.0,1.0,1.0,1.0,1.0,13869.266493645337,8584.307459458376,24,1.0,1.0,1.0,139519
429,110,33,1,1,1,1,53.0,32.0,0.0,0.0,1.0,0.0,0.0,49658.33595085861,29350.91109310395,8,1.0,1.0,0.0,195546
430,110,48,6,0,3,0,38.0,15.0,1.0,1.0,1.0,0.0,1.0,5693.215698460219,12486.726996916006,8,1.0,1.0,0.0,231530
431,110,48,4,0,4,0,38.0,15.0,1.0,1.0,1.0,0.0,1.0,5693.215698460219,12486.726996916006,8,1.0,1.0,0.0,231530
432,110,48,4,0,1,0,38.0,15.0,1.0,1.0,1.0,0.0,1.0,5693.215698460219,12486.726996916006,8,1.0,1.0,0.0,231530
433,110,51,2,1,1,0,49.0,19.0,1.0,1.0,1.0,0.0,1.0,6392.582170978145,9844.652031868014,10,1.0,1.0,1.0,299749
434,110,21,3,2,2,1,12.0,9.0,0.0,1.0,0.0,0.0,0.0,201813.5766365524,28242.67329955152,2,0.0,1.0,0.0,189759
435,110,3,1,1,1,1,94.0,37.0,0.0,1.0,0.0,1.0,1.0,40730.30672628753,5638.700780742376,18,1.0,1.0,1.0,281214
436,110,45,1,1,1,1,30.0,29.0,0.0,1.0,0.0,1.0,1.0,6514.986682450388,10900.779471452941,8,0.0,1.0,1.0,182942
437,110,17,1,1,1,1,57.0,29.0,0.0,0.0,0.0,1.0,1.0,12591.101378370728,11126.539251978278,14,1.0,1.0,1.0,291717
438,110,43,3,2,2,0,28.0,18.0,0.0,0.0,1.0,0.0,1.0,72868.72361844314,32890.80965609576,5,0.0,1.0,0.0,141817
439,110,44,1,2,1,1,66.0,33.0,1.0,0.0,0.0,1.0,1.0,29375.573709202683,4731.327356871881,19,0.0,1.0,1.0,193689
440,110,37,0,1,0,1,59.0,26.0,1.0,0.0,0.0,0.0,1.0,71211.96529667267,26342.724421239764,2,0.0,1.0,1.0,241980
441,110,38,3,1,1,1,64.0,47.0,0.0,1.0,1.0,0.0,1.0,26841.136150468385,8646.43864321027,26,1.0,1.0,1.0,172973
442,110,42,3,2,2,0,16.0,12.0,0.0,1.0,1.0,0.0,1.0,66832.92240361187,31004.85268978,3,1.0,1.0,0.0,196739
443,110,39,3,2,2,0,56.0,25.0,1.0,0.0,0.0,0.0,1.0,70290.1918548609,27394.54336276887,3,0.0,1.0,1.0,185562
444,110,5,1,1,1,1,89.0,36.0,0.0,0.0,0.0,1.0,1.0,35850.09825057467,5236.288149538281,20,1.0,1.0,1.0,273342
445,110,35,4,2,2,1,82.0,36.0,1.0,0.0,0.0,0.0,1.0,18335.11100653354,5534.897658044434,4,0.0,0.0,1.0,232114
446,110,37,4,2,2,1,61.0,43.0,0.0,0.0,1.0,0.0,0.0,51139.17662385284,26887.622406141098,14,0.0,1.0,0.0,212552
447,110,41,1,0,1,1,34.0,28.0,0.0,1.0,0.0,1.0,1.0,5160.801395324457,10934.040955650826,9,0.0,1.0,1.0,163877
448,111,43,0,0,0,1,26.0,20.0,1.0,1.0,0.0,1.0,1.0,76985.3812888996,8410.017390470035,7,0.0,1.0,0.0,177150
449,110,14,1,1,1,0,79.0,36.0,0.0,0.0,0.0,0.0,1.0,15497.37055496182,7362.833649410485,9,1.0,1.0,1.0,325105
450,110,21,3,2,2,1,14.0,13.0,0.0,1.0,0.0,0.0,0.0,115546.57325346868,36158.32160617589,2,0.0,1.0,0.0,187174
451,110,37,0,0,0,1,71.0,38.0,0.0,1.0,1.0,1.0,1.0,13869.266493645337,8584.307459458376,24,1.0,1.0,1.0,127378
452,110,48,5,1,2,0,57.0,35.0,0.0,1.0,1.0,0.0,1.0,17044.987148759115,8474.321888587983,29,1.0,1.0,1.0,176648
453,110,40,1,1,1,1,67.0,41.0,0.0,1.0,1.0,0.0,0.0,54080.74520840983,25340.20057261368,15,1.0,1.0,0.0,184251
454,110,50,3,3,3,0,62.0,38.0,0.0,0.0,0.0,1.0,1.0,57098.95989302401,32279.633987967343,12,1.0,1.0,1.0,183252
455,111,50,1,1,1,1,62.0,36.0,0.0,1.0,1.0,0.0,1.0,17943.698210305196,8545.688139200676,27,1.0,1.0,1.0,163089
456,111,10,1,1,1,1,57.0,41.0,0.0,1.0,0.0,1.0,1.0,8492.897615442142,6736.408933948839,16,1.0,1.0,1.0,226522
457,110,41,2,2,1,1,39.0,15.0,1.0,1.0,1.0,0.0,1.0,5497.17294813576,12230.02078364164,7,1.0,1.0,0.0,223486
458,110,41,2,2,1,1,60.0,28.0,0.0,1.0,1.0,1.0,1.0,9616.346502456829,5519.139786278085,20,1.0,1.0,1.0,182478
459,110,3,2,2,1,1,54.0,28.0,1.0,0.0,0.0,1.0,1.0,13479.49000894732,9971.80255136629,5,1.0,1.0,0.0,287219
460,110,45,1,0,1,1,67.0,39.0,0.0,1.0,1.0,0.0,0.0,52584.978581507625,25544.073658268815,17,1.0,1.0,0.0,166412
461,110,45,1,0,1,1,67.0,39.0,0.0,1.0,1.0,0.0,0.0,52584.978581507625,25544.073658268815,17,1.0,1.0,0.0,169047
462,110,35,3,2,2,1,82.0,34.0,1.0,0.0,0.0,0.0,1.0,17292.978075626044,5589.423433072309,4,0.0,1.0,1.0,240621
463,110,43,4,2,2,1,50.0,26.0,1.0,0.0,1.0,0.0,1.0,73307.22702848542,29824.380211570042,2,0.0,1.0,0.0,195482
464,110,41,1,1,1,1,61.0,21.0,0.0,1.0,1.0,0.0,1.0,10380.945719798961,5667.221162522772,16,1.0,1.0,1.0,163592
465,110,29,1,1,1,1,74.0,41.0,0.0,1.0,1.0,0.0,0.0,13284.142906390689,8945.282278208226,26,1.0,1.0,1.0,168720
466,110,37,0,0,0,1,71.0,38.0,0.0,1.0,1.0,1.0,1.0,13869.266493645337,8584.307459458376,24,1.0,1.0,1.0,134707
467,110,37,3,2,2,0,34.0,10.0,1.0,0.0,1.0,1.0,0.0,22171.81002422199,6208.932397934592,8,0.0,1.0,0.0,356211
468,110,37,3,2,2,0,34.0,10.0,1.0,0.0,1.0,1.0,0.0,22879.68974522326,6389.640514936244,8,0.0,1.0,0.0,356211
469,110,35,7,2,5,0,48.0,27.0,1.0,0.0,0.0,1.0,1.0,12056.77049172738,10333.443717533353,11,1.0,1.0,0.0,189298
470,110,34,3,2,1,1,24.0,18.0,0.0,0.0,1.0,0.0,1.0,73382.15223199646,32322.12615035714,5,0.0,1.0,0.0,235771
471,110,25,1,0,1,1,71.0,37.0,0.0,1.0,1.0,0.0,0.0,14051.255239958406,8464.817890558837,27,1.0,1.0,1.0,178301
472,110,35,2,1,1,1,82.0,36.0,1.0,0.0,0.0,0.0,1.0,19788.09342647064,6347.908544547656,3,0.0,0.0,1.0,246163
473,111,37,3,2,2,1,52.0,25.0,1.0,0.0,0.0,1.0,1.0,45719.0704333537,22294.505546250544,6,0.0,1.0,1.0,220831
474,111,38,3,2,2,0,15.0,17.0,0.0,1.0,0.0,1.0,0.0,7906.58370775264,7807.832696900124,4,0.0,1.0,0.0,161518
475,110,11,1,1,1,1,77.0,32.0,0.0,1.0,1.0,0.0,1.0,12015.061282185647,9386.506811724303,13,1.0,1.0,1.0,297478
476,110,39,2,1,1,1,56.0,27.0,0.0,0.0,1.0,1.0,1.0,43236.748016625745,27652.641810232893,6,0.0,0.0,1.0,241397
477,110,51,3,2,1,0,57.0,25.0,1.0,0.0,0.0,0.0,1.0,70254.36322819501,27476.342822013175,3,0.0,1.0,1.0,152168
478,110,53,3,2,2,0,73.0,28.0,0.0,1.0,0.0,1.0,1.0,10571.760061248922,6594.881123513716,11,1.0,1.0,1.0,327301
479,110,50,2,2,2,1,44.0,29.0,0.0,0.0,1.0,1.0,1.0,34342.85729295132,28341.46233615078,7,1.0,1.0,0.0,179130
480,110,53,4,1,2,0,68.0,25.0,1.0,0.0,0.0,1.0,1.0,60438.78641667421,21822.09725541642,1,0.0,1.0,1.0,550796
481,110,37,3,2,2,1,49.0,24.0,1.0,1.0,1.0,1.0,1.0,6392.582170978145,16074.122087475427,9,1.0,1.0,0.0,215332
482,110,39,1,1,1,1,33.0,28.0,1.0,1.0,0.0,1.0,1.0,4244.665701975889,10805.45045298379,10,0.0,1.0,1.0,197273
483,110,41,2,1,1,1,70.0,48.0,0.0,1.0,1.0,0.0,1.0,27586.979297582344,8663.715304456777,27,1.0,1.0,1.0,135999
484,110,39,2,1,1,1,72.0,39.0,0.0,1.0,1.0,1.0,1.0,16480.876856731116,8377.677283490286,27,1.0,1.0,1.0,163619
485,110,42,3,2,2,1,52.0,27.0,0.0,0.0,0.0,1.0,1.0,44549.78171256312,27398.01258743347,6,0.0,1.0,1.0,201495
486,110,9,0,0,0,1,58.0,40.0,0.0,1.0,0.0,1.0,1.0,8448.987393352676,6745.943602085516,16,1.0,1.0,1.0,198372
487,110,44,3,2,1,1,75.0,41.0,0.0,1.0,1.0,0.0,0.0,49754.39137351675,26203.31066935693,14,1.0,1.0,0.0,158587
488,110,38,3,2,2,1,23.0,20.0,0.0,1.0,1.0,1.0,1.0,71755.59516390065,32795.0065265668,5,1.0,1.0,0.0,191877
489,110,42,3,2,2,0,16.0,12.0,0.0,1.0,1.0,0.0,1.0,66832.92240361187,31004.85268978,3,1.0,1.0,0.0,231458
490,110,14,1,2,1,1,37.0,22.0,0.0,1.0,1.0,0.0,1.0,10039.942022006884,7827.761763673128,9,1.0,1.0,0.0,246473
491,110,51,2,1,1,0,49.0,19.0,1.0,1.0,1.0,0.0,1.0,6392.582170978145,9844.652031868014,10,1.0,1.0,1.0,220956
492,110,37,3,1,1,1,58.0,26.0,1.0,1.0,1.0,0.0,1.0,6846.732218428039,10392.966612849003,11,1.0,1.0,1.0,241331
493,110,44,3,2,1,0,18.0,20.0,0.0,1.0,1.0,1.0,1.0,22625.610671011073,19050.55777616787,5,1.0,1.0,0.0,164041
494,109,44,2,1,1,1,57.0,24.0,1.0,0.0,0.0,1.0,1.0,33044.60234697839,3512.023828761512,22,0.0,1.0,1.0,163210
495,111,14,1,1,1,1,44.0,32.0,1.0,0.0,0.0,1.0,1.0,12004.509739900186,5906.637066054793,14,0.0,1.0,1.0,234899
496,110,43,2,2,1,0,85.0,46.0,0.0,1.0,0.0,1.0,1.0,19735.267419426596,7688.935559058597,25,1.0,1.0,1.0,171556
497,110,10,1,1,1,1,62.0,36.0,0.0,0.0,0.0,1.0,1.0,55127.84573489612,31651.592902495708,12,1.0,1.0,1.0,245878
498,110,12,0,0,0,1,74.0,47.0,0.0,1.0,1.0,0.0,1.0,38409.73477618086,7795.8688098385355,27,1.0,1.0,1.0,253931
499,110,54,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6838.519480986614,2,1.0,1.0,0.0,136081
500,110,0,1,1,1,1,76.0,31.0,0.0,1.0,1.0,0.0,1.0,11568.909811301077,8590.495198940405,14,1.0,1.0,1.0,482090
501,110,41,1,1,1,1,61.0,21.0,0.0,1.0,1.0,0.0,1.0,10380.945719798961,5667.221162522772,16,1.0,1.0,1.0,147548
502,110,39,2,2,2,1,56.0,38.0,0.0,1.0,0.0,1.0,1.0,10426.169081772372,6341.280470458222,16,1.0,1.0,1.0,198795
503,110,36,3,2,2,1,42.0,18.0,1.0,1.0,1.0,0.0,1.0,4874.305800513779,9214.05909846124,12,1.0,1.0,0.0,240639
504,110,39,0,0,0,1,49.0,31.0,0.0,0.0,1.0,1.0,1.0,51755.990017727774,31424.80981214759,8,1.0,1.0,0.0,155945
505,110,21,3,2,2,1,14.0,12.0,0.0,1.0,0.0,0.0,0.0,121523.04167321463,36418.90326201707,2,0.0,1.0,0.0,154440
506,110,39,3,2,2,1,71.0,25.0,1.0,0.0,0.0,1.0,1.0,28347.85048864667,6502.243206785159,2,0.0,1.0,1.0,234892
507,110,43,3,2,2,0,34.0,11.0,1.0,0.0,0.0,1.0,1.0,10489.511065373317,5758.356273156662,7,1.0,1.0,1.0,189039
508,110,26,1,1,1,1,60.0,37.0,0.0,1.0,1.0,1.0,1.0,55921.38867885589,34280.465407511154,11,1.0,1.0,1.0,199282
509,110,45,4,4,2,1,83.0,42.0,0.0,1.0,1.0,1.0,1.0,23883.088997796156,8377.677283490286,27,1.0,1.0,1.0,165667
510,110,15,1,1,1,1,31.0,25.0,0.0,1.0,1.0,1.0,1.0,13002.209439721551,12738.100406553913,4,1.0,1.0,0.0,317765
511,110,36,1,1,1,1,66.0,48.0,0.0,1.0,1.0,0.0,1.0,31902.65384967706,10014.241583520386,26,1.0,1.0,1.0,203268
512,110,40,1,1,1,1,41.0,30.0,0.0,1.0,0.0,1.0,1.0,5703.492673241571,10113.628117028107,11,0.0,1.0,1.0,175492
513,110,43,3,2,2,0,20.0,17.0,0.0,1.0,1.0,0.0,1.0,73090.78080486438,33347.6486225476,5,1.0,1.0,0.0,178517
514,110,43,1,1,1,1,36.0,30.0,0.0,1.0,0.0,1.0,1.0,6514.986682450388,10077.222280737835,7,0.0,1.0,1.0,154649
515,110,42,1,1,1,1,32.0,27.0,1.0,1.0,0.0,1.0,1.0,4981.049280045756,10227.356862169345,11,0.0,1.0,1.0,221675
516,111,20,0,0,1,1,47.0,30.0,0.0,0.0,1.0,1.0,1.0,51769.84856166724,30401.886934544942,7,1.0,1.0,0.0,181231
517,111,42,1,1,1,1,60.0,28.0,0.0,1.0,1.0,1.0,1.0,9616.346502456829,5519.139786278085,20,1.0,1.0,1.0,194074
518,110,41,2,1,1,1,60.0,28.0,0.0,1.0,1.0,1.0,1.0,9616.346502456829,5519.139786278085,20,1.0,1.0,1.0,199503
519,110,48,4,2,4,0,15.0,14.0,0.0,1.0,0.0,1.0,0.0,6510.658936385285,7269.956128209885,6,0.0,1.0,0.0,195214
520,110,25,3,2,2,1,54.0,26.0,1.0,0.0,0.0,0.0,1.0,73285.05531443766,30384.361300128898,3,0.0,1.0,1.0,252717
521,110,44,4,2,2,1,49.0,34.0,1.0,0.0,0.0,1.0,1.0,49574.79256175581,5233.161575555218,15,0.0,1.0,1.0,200018
522,110,50,2,2,3,0,54.0,29.0,1.0,0.0,0.0,1.0,1.0,13738.366607668975,9971.802554502838,6,1.0,1.0,0.0,190718
523,110,35,3,2,2,1,70.0,27.0,1.0,0.0,0.0,0.0,1.0,37059.717192114294,9696.692890167196,1,0.0,1.0,1.0,216408
524,110,41,3,2,2,0,13.0,17.0,0.0,1.0,1.0,1.0,1.0,42423.054336941794,29188.83124076241,6,1.0,0.0,0.0,166342
525,110,16,2,1,1,1,50.0,41.0,1.0,1.0,0.0,1.0,1.0,10456.86055121756,6561.398693509474,19,1.0,1.0,1.0,233281
526,110,18,1,0,1,1,75.0,43.0,0.0,1.0,1.0,0.0,1.0,56125.77354984794,26196.67625942,18,1.0,1.0,0.0,217214
527,111,43,1,0,1,1,32.0,25.0,1.0,1.0,0.0,1.0,1.0,8469.122775587693,7020.107599008225,10,0.0,1.0,1.0,157826
528,110,37,5,1,4,1,75.0,37.0,0.0,1.0,1.0,1.0,1.0,13912.550220352701,8709.20828320422,22,1.0,1.0,1.0,150491
529,111,46,1,1,1,1,50.0,31.0,1.0,1.0,0.0,1.0,1.0,6827.637725817344,10336.795178479284,13,0.0,1.0,1.0,196489
530,111,30,2,1,1,1,29.0,26.0,1.0,1.0,0.0,1.0,1.0,6107.719682834182,9721.252116313883,11,0.0,1.0,1.0,200701
531,110,39,2,1,1,1,83.0,43.0,0.0,1.0,0.0,1.0,1.0,22041.377244298623,8377.677283490286,27,1.0,1.0,1.0,228595
532,110,21,3,2,2,1,14.0,12.0,0.0,1.0,0.0,0.0,0.0,125193.0741352904,36506.08524954673,2,0.0,1.0,0.0,187645
533,110,37,3,2,1,0,61.0,38.0,0.0,0.0,1.0,1.0,0.0,46078.055683248735,27263.544756264426,11,1.0,1.0,0.0,183400
534,110,35,4,0,4,0,41.0,13.0,1.0,0.0,1.0,1.0,0.0,27630.19872979853,21676.522085031436,8,0.0,1.0,1.0,202745
535,110,18,1,2,1,1,84.0,44.0,0.0,1.0,0.0,1.0,1.0,13202.295775595248,7103.750239745609,22,1.0,1.0,1.0,210575
536,110,40,1,0,1,1,120.0,28.0,0.0,1.0,1.0,1.0,0.0,12007.784542589183,8986.72985669394,10,1.0,0.0,1.0,250382
537,111,41,1,1,1,1,53.0,39.0,0.0,1.0,0.0,1.0,1.0,9327.368972440507,5973.1540755210135,16,1.0,1.0,1.0,204025
538,110,38,4,2,2,1,68.0,28.0,1.0,0.0,0.0,0.0,1.0,46293.507858052326,13309.896293835673,3,0.0,1.0,1.0,243777
539,110,35,3,2,1,1,74.0,33.0,1.0,0.0,0.0,0.0,1.0,19436.89544006689,7579.4041602018,4,0.0,0.0,1.0,177587
540,110,45,1,1,1,1,83.0,42.0,0.0,1.0,1.0,1.0,1.0,23883.088997796156,8377.677283490286,27,1.0,1.0,1.0,145912
541,110,39,3,2,2,0,25.0,25.0,1.0,1.0,0.0,1.0,1.0,6671.653059258488,9530.146184494004,10,0.0,1.0,1.0,194946
542,110,41,2,2,2,1,71.0,42.0,0.0,0.0,1.0,0.0,0.0,52312.96572896801,25115.465919064958,14,0.0,1.0,0.0,162665
543,110,42,1,1,1,1,66.0,48.0,0.0,1.0,1.0,0.0,1.0,35256.32406713133,10942.30296655975,26,1.0,1.0,1.0,154416
544,111,41,0,0,0,1,74.0,40.0,0.0,1.0,1.0,0.0,0.0,22054.70073876633,13137.431555518933,27,1.0,1.0,0.0,147798
545,110,33,1,1,1,1,46.0,26.0,1.0,0.0,0.0,1.0,1.0,11185.333749020318,10061.496221186579,11,1.0,1.0,0.0,232251
546,111,21,0,0,0,1,50.0,27.0,1.0,0.0,0.0,1.0,1.0,12603.718287955822,11583.5568850275,13,1.0,1.0,1.0,249293
547,110,40,2,2,1,1,103.0,29.0,0.0,1.0,1.0,0.0,1.0,14892.800634946752,9511.72505488588,12,1.0,1.0,1.0,224996
